time,date,hour,precip [mm/day],04213000 [m3/s],04213000 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.806488,0.0272445,6.39961
2,2010-01-03,00:00:00.00,6.08595,0.0543251,5.97485
3,2010-01-04,00:00:00.00,9.33251,0.0539989,5.49347
4,2010-01-05,00:00:00.00,2.72637,0.0536761,5.35188
5,2010-01-06,00:00:00.00,5.09277,0.0533565,5.18198
6,2010-01-07,00:00:00.00,5.39135,0.0530403,4.95545
7,2010-01-08,00:00:00.00,0.189725,0.0527272,4.72891
8,2010-01-09,00:00:00.00,4.08865,0.0524173,4.5307
9,2010-01-10,00:00:00.00,0.393556,0.0521105,4.72891
10,2010-01-11,00:00:00.00,0.21168,0.0518068,6.65446
11,2010-01-12,00:00:00.00,0.804872,0.051506,10.0808
12,2010-01-13,00:00:00.00,0.327042,0.0512083,8.35347
13,2010-01-14,00:00:00.00,0.26805,0.0509135,7.3907
14,2010-01-15,00:00:00.00,0,0.0506216,7.05089
15,2010-01-16,00:00:00.00,0.266436,0.0503326,9.68436
16,2010-01-17,00:00:00.00,0.0407339,0.0512964,14.6115
17,2010-01-18,00:00:00.00,0.184833,1.42068,23.5313
18,2010-01-19,00:00:00.00,0.044003,3.79849,35.1129
19,2010-01-20,00:00:00.00,0.320789,3.33286,43.3248
20,2010-01-21,00:00:00.00,0.463202,1.50397,31.1485
21,2010-01-22,00:00:00.00,0.000250295,1.12776,21.7473
22,2010-01-23,00:00:00.00,1.47222,1.10341,16.9052
23,2010-01-24,00:00:00.00,0.00665546,2.18285,11.978
24,2010-01-25,00:00:00.00,8.1648,5.80089,7.78713
25,2010-01-26,00:00:00.00,21.5686,18.4212,52.3862
26,2010-01-27,00:00:00.00,3.92836,25.5629,103.073
27,2010-01-28,00:00:00.00,1.28105,18.2936,29.1664
28,2010-01-29,00:00:00.00,5.47789,12.1242,12.6859
29,2010-01-30,00:00:00.00,0.34474,9.15878,7.2208
30,2010-01-31,00:00:00.00,0.239249,7.28591,5.80495
31,2010-02-01,00:00:00.00,0.088236,6.00523,4.61565
32,2010-02-02,00:00:00.00,0.295457,5.07951,3.82277
33,2010-02-03,00:00:00.00,0.315134,4.38226,3.34139
34,2010-02-04,00:00:00.00,1.59117,3.84015,3.11485
35,2010-02-05,00:00:00.00,0.225972,3.40783,2.97327
36,2010-02-06,00:00:00.00,0.0723723,3.05586,2.97327
37,2010-02-07,00:00:00.00,0.62367,2.76433,2.83168
38,2010-02-08,00:00:00.00,0.214888,2.51931,2.83168
39,2010-02-09,00:00:00.00,0.00395898,2.31081,2.83168
40,2010-02-10,00:00:00.00,1.89092,2.13144,2.78071
41,2010-02-11,00:00:00.00,9.86857,2.00707,2.77505
42,2010-02-12,00:00:00.00,3.69307,1.90309,5.69169
43,2010-02-13,00:00:00.00,0.506181,1.78018,7.75882
44,2010-02-14,00:00:00.00,0.488508,1.6667,5.5501
45,2010-02-15,00:00:00.00,1.32942,1.56559,4.30416
46,2010-02-16,00:00:00.00,0.0892587,1.47501,3.34139
47,2010-02-17,00:00:00.00,4.03402,1.39342,2.88832
48,2010-02-18,00:00:00.00,2.64139,1.3196,2.61365
49,2010-02-19,00:00:00.00,2.16042,1.25251,2.28517
50,2010-02-20,00:00:00.00,0.202024,1.1913,2.11244
51,2010-02-21,00:00:00.00,0.0824658,1.13525,2.86
52,2010-02-22,00:00:00.00,0.000187826,1.08376,2.36162
