time,date,hour,precip [mm/day],04159900 [m3/s],04159900 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.378341,0.000392588,1.21479
2,2010-01-03,00:00:00.00,0.249061,0.00141801,0.877822
3,2010-01-04,00:00:00.00,0.603518,0.00204702,0.80703
4,2010-01-05,00:00:00.00,2.72974,0.00203931,0.877822
5,2010-01-06,00:00:00.00,0.958697,0.00203156,0.900476
6,2010-01-07,00:00:00.00,0.0976451,0.00202384,0.860832
7,2010-01-08,00:00:00.00,1.62792,0.00201617,0.804198
8,2010-01-09,00:00:00.00,6.39884,0.00200854,0.727743
9,2010-01-10,00:00:00.00,0.363372,0.00200095,0.685268
10,2010-01-11,00:00:00.00,0.0296419,0.00199339,0.671109
11,2010-01-12,00:00:00.00,1.8961,0.00198588,0.671109
12,2010-01-13,00:00:00.00,0.41618,0.00197841,0.676773
13,2010-01-14,00:00:00.00,0.0137298,0.00197097,0.673941
14,2010-01-15,00:00:00.00,0.0204815,0.00196357,0.685268
15,2010-01-16,00:00:00.00,0.156771,0.00195622,0.758891
16,2010-01-17,00:00:00.00,0.00864122,0.00194889,0.787208
17,2010-01-18,00:00:00.00,1.23844e-05,0.00194158,0.809862
18,2010-01-19,00:00:00.00,0.00537326,0.00193427,0.846674
19,2010-01-20,00:00:00.00,0.42602,0.00192703,0.846674
20,2010-01-21,00:00:00.00,0.149124,0.00191985,0.809862
21,2010-01-22,00:00:00.00,0.00126508,0.00191268,0.770218
22,2010-01-23,00:00:00.00,0.00704958,0.00190557,0.736238
23,2010-01-24,00:00:00.00,0.0308375,0.00189851,0.699426
24,2010-01-25,00:00:00.00,4.35455,0.102982,0.897644
25,2010-01-26,00:00:00.00,3.60552,1.03646,2.12376
26,2010-01-27,00:00:00.00,1.27223,1.82945,4.33248
27,2010-01-28,00:00:00.00,0.207865,0.914675,3.28475
28,2010-01-29,00:00:00.00,0.597383,0.0386213,2.36729
29,2010-01-30,00:00:00.00,0.00559152,0.0373856,1.51212
30,2010-01-31,00:00:00.00,0.031781,0.0363177,1.24028
31,2010-02-01,00:00:00.00,0.324244,0.0353004,1.06755
32,2010-02-02,00:00:00.00,0.062286,0.0343302,0.9741
33,2010-02-03,00:00:00.00,1.3586,0.0334041,0.838179
34,2010-02-04,00:00:00.00,0.873094,0.0325192,0.775882
35,2010-02-05,00:00:00.00,0.00975581,0.0316727,0.696594
36,2010-02-06,00:00:00.00,0,0.0308617,0.685268
37,2010-02-07,00:00:00.00,0.0158318,0.0300843,0.685268
38,2010-02-08,00:00:00.00,0.354446,0.0293396,0.662614
39,2010-02-09,00:00:00.00,0.000179723,0.0286256,0.645624
40,2010-02-10,00:00:00.00,4.26955,0.0279399,0.631466
41,2010-02-11,00:00:00.00,9.1202,0.0272808,0.617307
42,2010-02-12,00:00:00.00,0.7681,0.0266467,0.608812
43,2010-02-13,00:00:00.00,0.113353,0.0260367,0.594654
44,2010-02-14,00:00:00.00,0.242028,0.0254494,0.58899
45,2010-02-15,00:00:00.00,0.0329777,0.0248835,0.580495
46,2010-02-16,00:00:00.00,0.0623635,0.0243378,0.614476
47,2010-02-17,00:00:00.00,2.54947,0.0238111,0.620139
48,2010-02-18,00:00:00.00,0.277541,0.0233027,0.622971
49,2010-02-19,00:00:00.00,0.0449997,0.0228118,0.622971
50,2010-02-20,00:00:00.00,0.000214527,0.0223372,0.622971
51,2010-02-21,00:00:00.00,4.49108e-05,0.0218778,0.622971
52,2010-02-22,00:00:00.00,0.0334832,0.0214333,0.622971
53,2010-02-23,00:00:00.00,9.70445,0.10076,0.654119
54,2010-02-24,00:00:00.00,0.384156,0.186724,0.673941
55,2010-02-25,00:00:00.00,0.67465,0.108242,0.673941
56,2010-02-26,00:00:00.00,3.29194,0.0230807,0.665446
57,2010-02-27,00:00:00.00,5.72123,0.0225777,0.642792
58,2010-02-28,00:00:00.00,3.53265,0.0515134,0.659782
59,2010-03-01,00:00:00.00,0.698042,0.082907,0.671109
60,2010-03-02,00:00:00.00,0.0181964,0.0536674,0.699426
61,2010-03-03,00:00:00.00,0.0284687,0.0219744,0.73907
62,2010-03-04,00:00:00.00,0.0843833,0.0215115,0.770218
63,2010-03-05,00:00:00.00,1.64851e-05,0.0210671,0.798535
64,2010-03-06,00:00:00.00,0,0.0206361,0.849505
65,2010-03-07,00:00:00.00,0,0.0202179,0.911802
66,2010-03-08,00:00:00.00,0,0.0198117,0.99109
67,2010-03-09,00:00:00.00,0.00216242,1.95519,1.54893
68,2010-03-10,00:00:00.00,5.2988e-05,7.63007,3.48297
69,2010-03-11,00:00:00.00,0.0943919,9.56341,9.68436
70,2010-03-12,00:00:00.00,0.0201824,3.89714,14.7248
71,2010-03-13,00:00:00.00,3.26844,0.197109,20.2749
72,2010-03-14,00:00:00.00,7.95355,1.10635,19.5386
73,2010-03-15,00:00:00.00,5.31758,2.17235,22.6535
74,2010-03-16,00:00:00.00,0.483021,1.72738,20.1899
75,2010-03-17,00:00:00.00,3.93912e-05,0.520832,14.1018
76,2010-03-18,00:00:00.00,0,0.076461,9.37288
77,2010-03-19,00:00:00.00,0,0.0768112,6.85268
78,2010-03-20,00:00:00.00,2.04656e-06,0.0771406,5.46515
79,2010-03-21,00:00:00.00,1.98321,0.0814875,4.41743
80,2010-03-22,00:00:00.00,0.271098,0.0875604,3.68119
81,2010-03-23,00:00:00.00,0.660843,0.084524,3.1998
82,2010-03-24,00:00:00.00,0.399457,0.0797301,2.86
83,2010-03-25,00:00:00.00,0,0.0799785,2.62497
84,2010-03-26,00:00:00.00,0.195913,0.0802118,2.39561
85,2010-03-27,00:00:00.00,0.016837,0.0804307,2.15208
86,2010-03-28,00:00:00.00,0.0631695,0.080636,1.94537
87,2010-03-29,00:00:00.00,6.18602,0.502495,1.82077
88,2010-03-30,00:00:00.00,2.26255,1.02671,2.09828
89,2010-03-31,00:00:00.00,0.000212123,0.637995,2.36446
90,2010-04-01,00:00:00.00,0.000233788,0.125622,2.25685
91,2010-04-02,00:00:00.00,0.000276295,0.104541,2.05014
92,2010-04-03,00:00:00.00,0,0.104769,1.86608
93,2010-04-04,00:00:00.00,1.16461,0.104979,1.58008
94,2010-04-05,00:00:00.00,0.0662201,0.105172,1.46398
95,2010-04-06,00:00:00.00,1.12589,0.105348,1.43
96,2010-04-07,00:00:00.00,33.6579,3.66914,6.17307
97,2010-04-08,00:00:00.00,1.75866,7.50212,17.3865
98,2010-04-09,00:00:00.00,6.21479,4.4043,18.0095
99,2010-04-10,00:00:00.00,0.0483082,1.06957,13.3656
100,2010-04-11,00:00:00.00,0.000599001,0.799326,8.01367
101,2010-04-12,00:00:00.00,0.374376,0.495854,5.43683
102,2010-04-13,00:00:00.00,0,0.494112,4.21921
103,2010-04-14,00:00:00.00,0.799332,0.492292,3.48297
104,2010-04-15,00:00:00.00,0.12064,0.490402,3.00159
105,2010-04-16,00:00:00.00,9.00699e-07,0.488448,2.48622
106,2010-04-17,00:00:00.00,0.000484105,0.486438,2.10677
107,2010-04-18,00:00:00.00,0.210038,0.484378,1.84626
108,2010-04-19,00:00:00.00,0.132959,0.482271,1.64521
109,2010-04-20,00:00:00.00,0,0.480124,1.50079
110,2010-04-21,00:00:00.00,0,0.477941,1.48947
111,2010-04-22,00:00:00.00,0,0.475725,1.36204
112,2010-04-23,00:00:00.00,0,0.47348,1.30541
113,2010-04-24,00:00:00.00,0.0473543,0.471211,1.24028
114,2010-04-25,00:00:00.00,0.478611,0.468919,1.09303
115,2010-04-26,00:00:00.00,22.5714,2.57711,1.89723
116,2010-04-27,00:00:00.00,0.123833,4.85704,2.82602
117,2010-04-28,00:00:00.00,1.2709e-05,2.97132,2.97327
118,2010-04-29,00:00:00.00,0,0.911286,2.30216
119,2010-04-30,00:00:00.00,0.248481,0.903795,1.73582
120,2010-05-01,00:00:00.00,0.000447847,0.896277,1.47248
121,2010-05-02,00:00:00.00,4.42507,0.898611,1.35921
122,2010-05-03,00:00:00.00,7.38581,1.11995,2.16058
123,2010-05-04,00:00:00.00,15.3983,2.79927,9.9109
124,2010-05-05,00:00:00.00,0.260765,3.90822,8.86317
125,2010-05-06,00:00:00.00,2.42226,2.49744,5.06872
126,2010-05-07,00:00:00.00,0.0283086,1.43238,3.25644
127,2010-05-08,00:00:00.00,28.4213,4.48079,5.26693
128,2010-05-09,00:00:00.00,10.5911,8.96259,27.0992
129,2010-05-10,00:00:00.00,0.0304731,7.13885,25.9665
130,2010-05-11,00:00:00.00,0.013951,3.66805,16.0273
131,2010-05-12,00:00:00.00,17.4604,4.84073,10.5622
132,2010-05-13,00:00:00.00,0.543954,6.33037,13.6487
133,2010-05-14,00:00:00.00,18.405,7.00733,16.084
134,2010-05-15,00:00:00.00,0.350383,7.65252,25.0604
135,2010-05-16,00:00:00.00,0.00184116,6.90771,19.4537
136,2010-05-17,00:00:00.00,0.00142833,5.97139,10.0808
137,2010-05-18,00:00:00.00,0.0106263,5.72169,6.25802
138,2010-05-19,00:00:00.00,1.34808,5.48927,4.75723
139,2010-05-20,00:00:00.00,0.0164023,5.27248,3.82277
140,2010-05-21,00:00:00.00,0.0075943,5.06988,3.1998
141,2010-05-22,00:00:00.00,0.669889,4.88017,2.73824
142,2010-05-23,00:00:00.00,1.68044,4.70224,2.35879
143,2010-05-24,00:00:00.00,0.0236921,4.53506,1.84626
144,2010-05-25,00:00:00.00,0.00156954,4.37773,1.55743
145,2010-05-26,00:00:00.00,0.00445756,4.22946,1.35071
146,2010-05-27,00:00:00.00,0.000908224,4.08951,1.1978
147,2010-05-28,00:00:00.00,0.000314642,3.95724,1.0902
148,2010-05-29,00:00:00.00,6.10433e-05,3.83206,1.01091
149,2010-05-30,00:00:00.00,0.000736606,3.71344,0.906139
150,2010-05-31,00:00:00.00,0,3.60091,0.84101
151,2010-06-01,00:00:00.00,2.95978,3.49404,0.792872
152,2010-06-02,00:00:00.00,1.0654,3.39244,0.775882
153,2010-06-03,00:00:00.00,23.3986,5.14988,1.1525
154,2010-06-04,00:00:00.00,2.43298,7.08066,1.97085
155,2010-06-05,00:00:00.00,0.52427,5.97316,2.86
156,2010-06-06,00:00:00.00,4.44694,4.67295,5.29525
157,2010-06-07,00:00:00.00,18.4068,5.85579,11.0153
158,2010-06-08,00:00:00.00,0.0726031,7.13357,10.1091
159,2010-06-09,00:00:00.00,0.06945,6.47346,7.02258
160,2010-06-10,00:00:00.00,5.82196,5.79676,4.47406
161,2010-06-11,00:00:00.00,0.39964,5.69187,3.22812
162,2010-06-12,00:00:00.00,0.267932,5.46644,2.41543
163,2010-06-13,00:00:00.00,0.0367223,5.25152,1.8236
164,2010-06-14,00:00:00.00,0.0622211,5.05059,1.45549
165,2010-06-15,00:00:00.00,0.119784,4.86238,1.27992
166,2010-06-16,00:00:00.00,0.150837,4.6858,1.14966
167,2010-06-17,00:00:00.00,3.92704,4.51984,1.07038
168,2010-06-18,00:00:00.00,0.000425848,4.36361,1.01374
169,2010-06-19,00:00:00.00,0.00608688,4.21634,0.976931
170,2010-06-20,00:00:00.00,0.821417,4.07731,0.883486
171,2010-06-21,00:00:00.00,0.00392412,3.94588,0.775882
172,2010-06-22,00:00:00.00,0.000132018,3.82147,0.705089
173,2010-06-23,00:00:00.00,8.62463,3.87609,0.699426
174,2010-06-24,00:00:00.00,0.0139327,3.93486,0.671109
175,2010-06-25,00:00:00.00,1.24863,3.81875,0.707921
176,2010-06-26,00:00:00.00,0.0837702,3.7023,0.671109
177,2010-06-27,00:00:00.00,0.419432,3.5917,0.634297
178,2010-06-28,00:00:00.00,7.34679,3.60395,0.662614
179,2010-06-29,00:00:00.00,8.18012,3.78075,0.761723
180,2010-06-30,00:00:00.00,0.0641833,3.83792,0.931624
181,2010-07-01,00:00:00.00,0.0052987,3.72771,0.874991
182,2010-07-02,00:00:00.00,0.00705473,3.61709,0.682436
183,2010-07-03,00:00:00.00,0.0076588,3.51184,0.566337
184,2010-07-04,00:00:00.00,0.00618145,3.41161,0.492713
185,2010-07-05,00:00:00.00,0.0147432,3.31607,0.441743
186,2010-07-06,00:00:00.00,0.00433015,3.22491,0.413426
187,2010-07-07,00:00:00.00,0.00954882,3.13787,0.382277
188,2010-07-08,00:00:00.00,0.124872,3.05468,0.331307
189,2010-07-09,00:00:00.00,10.4065,3.17145,0.317149
190,2010-07-10,00:00:00.00,1.16307,3.29093,0.345466
191,2010-07-11,00:00:00.00,0.00285068,3.20941,0.33697
192,2010-07-12,00:00:00.00,3.12711,3.12415,0.385109
193,2010-07-13,00:00:00.00,24.7192,5.22394,0.945783
194,2010-07-14,00:00:00.00,0.107621,7.50889,0.631466
195,2010-07-15,00:00:00.00,0.00135231,6.14795,0.566337
196,2010-07-16,00:00:00.00,6.91184,4.68843,0.580495
197,2010-07-17,00:00:00.00,17.4591,5.97437,0.886317
198,2010-07-18,00:00:00.00,0.0847986,6.9699,1.27709
199,2010-07-19,00:00:00.00,0.0995067,6.23051,0.900476
200,2010-07-20,00:00:00.00,0.195896,5.62032,0.591822
201,2010-07-21,00:00:00.00,0.960773,5.3955,0.455901
202,2010-07-22,00:00:00.00,0.00686328,5.18555,0.410594
203,2010-07-23,00:00:00.00,0.00950486,4.98911,0.365287
204,2010-07-24,00:00:00.00,5.05883,4.84222,0.342634
205,2010-07-25,00:00:00.00,1.40974,4.70575,0.342634
206,2010-07-26,00:00:00.00,0.439365,4.54027,0.325644
207,2010-07-27,00:00:00.00,0.0178181,4.38319,0.300159
208,2010-07-28,00:00:00.00,0.00256019,4.23511,0.286
209,2010-07-29,00:00:00.00,2.94033,4.09531,0.30299
210,2010-07-30,00:00:00.00,0.00495744,3.96316,0.255701
211,2010-07-31,00:00:00.00,0.0120124,3.83808,0.221721
212,2010-08-01,00:00:00.00,0.174727,3.71954,0.225402
213,2010-08-02,00:00:00.00,0.685132,3.60707,0.205863
214,2010-08-03,00:00:00.00,0.280787,3.50025,0.224269
215,2010-08-04,00:00:00.00,0,3.39866,0.204731
216,2010-08-05,00:00:00.00,0.44187,3.30196,0.20643
217,2010-08-06,00:00:00.00,0.297323,3.20983,0.185475
218,2010-08-07,00:00:00.00,0.0936208,3.12196,0.17245
219,2010-08-08,00:00:00.00,0.139634,3.03809,0.163955
220,2010-08-09,00:00:00.00,0.494225,2.95796,0.171317
221,2010-08-10,00:00:00.00,3.06766,2.88133,0.1716
222,2010-08-11,00:00:00.00,0.0348954,2.808,0.173299
223,2010-08-12,00:00:00.00,0.0657626,2.73777,0.183776
224,2010-08-13,00:00:00.00,10.4228,2.8682,0.209261
225,2010-08-14,00:00:00.00,0.00828091,3.00162,0.173016
226,2010-08-15,00:00:00.00,0.0463915,2.93281,0.220871
227,2010-08-16,00:00:00.00,0.164037,2.85944,0.197935
228,2010-08-17,00:00:00.00,0.0451855,2.78905,0.176697
229,2010-08-18,00:00:00.00,0.0374892,2.72149,0.167069
230,2010-08-19,00:00:00.00,0.0116311,2.65659,0.173016
231,2010-08-20,00:00:00.00,2.60321,2.59422,0.155459
232,2010-08-21,00:00:00.00,4.08554,2.55137,0.168768
233,2010-08-22,00:00:00.00,0.417003,2.51085,0.159707
234,2010-08-23,00:00:00.00,0.0682723,2.45478,0.16537
235,2010-08-24,00:00:00.00,0.0387703,2.40017,0.195669
236,2010-08-25,00:00:00.00,0.0371495,2.34754,0.183776
237,2010-08-26,00:00:00.00,0.0909326,2.29679,0.173016
238,2010-08-27,00:00:00.00,0.0120639,2.24784,0.14838
239,2010-08-28,00:00:00.00,0.00621231,2.20059,0.137054
240,2010-08-29,00:00:00.00,0.00655435,2.15496,0.146115
241,2010-08-30,00:00:00.00,0.0117645,2.11088,0.144416
242,2010-08-31,00:00:00.00,0.119753,2.06828,0.132806
243,2010-09-01,00:00:00.00,0.131315,2.02708,0.121479
244,2010-09-02,00:00:00.00,1.56059,1.98723,0.127992
245,2010-09-03,00:00:00.00,9.28987,2.08612,0.139319
246,2010-09-04,00:00:00.00,2.41834,2.18769,0.142717
247,2010-09-05,00:00:00.00,0.940234,2.14925,0.118931
248,2010-09-06,00:00:00.00,0.170975,2.10686,0.141867
249,2010-09-07,00:00:00.00,1.45812,2.06579,0.134222
250,2010-09-08,00:00:00.00,0.0463753,2.02599,0.145832
251,2010-09-09,00:00:00.00,0.00564498,1.9874,0.131957
252,2010-09-10,00:00:00.00,0.00130442,1.94998,0.126293
253,2010-09-11,00:00:00.00,0.0504932,1.91368,0.123745
254,2010-09-12,00:00:00.00,7.01842,1.98317,0.147814
255,2010-09-13,00:00:00.00,3.88202,2.09283,0.147248
256,2010-09-14,00:00:00.00,0.236187,2.09299,0.136487
257,2010-09-15,00:00:00.00,0.000195346,2.05126,0.159424
258,2010-09-16,00:00:00.00,0.00144227,2.01266,0.16084
259,2010-09-17,00:00:00.00,16.9578,3.28259,0.176414
