Time,SimQ_02GA010 [m3/s],ObsQ_02GA010 [m3/s],SimQ_02GA018 [m3/s],ObsQ_02GA018 [m3/s],SimQ_02GA038 [m3/s],ObsQ_02GA038 [m3/s],SimQ_02GA047 [m3/s],ObsQ_02GA047 [m3/s],SimQ_02GC010 [m3/s],ObsQ_02GC010 [m3/s],SimQ_02GD004 [m3/s],ObsQ_02GD004 [m3/s],SimQ_02GG002 [m3/s],ObsQ_02GG002 [m3/s],SimQ_02GG006 [m3/s],ObsQ_02GG006 [m3/s],SimQ_04159492 [m3/s],ObsQ_04159492 [m3/s],SimQ_04161820 [m3/s],ObsQ_04161820 [m3/s],SimQ_04164000 [m3/s],ObsQ_04164000 [m3/s],SimQ_04166100 [m3/s],ObsQ_04166100 [m3/s],SimQ_04196800 [m3/s],ObsQ_04196800 [m3/s],SimQ_04197100 [m3/s],ObsQ_04197100 [m3/s],SimQ_04207200 [m3/s],ObsQ_04207200 [m3/s],SimQ_02GB001 [m3/s],ObsQ_02GB001 [m3/s],SimQ_02GC007 [m3/s],ObsQ_02GC007 [m3/s],SimQ_02GC026 [m3/s],ObsQ_02GC026 [m3/s],SimQ_04166500 [m3/s],ObsQ_04166500 [m3/s],SimQ_04174500 [m3/s],ObsQ_04174500 [m3/s],SimQ_04176500 [m3/s],ObsQ_04176500 [m3/s],SimQ_04193500 [m3/s],ObsQ_04193500 [m3/s],SimQ_04195820 [m3/s],ObsQ_04195820 [m3/s],SimQ_04198000 [m3/s],ObsQ_04198000 [m3/s],SimQ_04199000 [m3/s],ObsQ_04199000 [m3/s],SimQ_04199500 [m3/s],ObsQ_04199500 [m3/s],SimQ_04200500 [m3/s],ObsQ_04200500 [m3/s],SimQ_04209000 [m3/s],ObsQ_04209000 [m3/s],SimQ_04212100 [m3/s],ObsQ_04212100 [m3/s],SimQ_04213500 [m3/s],ObsQ_04213500 [m3/s],SimQ_04214500 [m3/s],ObsQ_04214500 [m3/s],SimQ_04215000 [m3/s],ObsQ_04215000 [m3/s],SimQ_04215500 [m3/s],ObsQ_04215500 [m3/s],SimQ_02GB007 [m3/s],ObsQ_02GB007 [m3/s],SimQ_02GC002 [m3/s],ObsQ_02GC002 [m3/s],SimQ_02GC018 [m3/s],ObsQ_02GC018 [m3/s],SimQ_02GE007 [m3/s],ObsQ_02GE007 [m3/s],SimQ_02GG003 [m3/s],ObsQ_02GG003 [m3/s],SimQ_02GG009 [m3/s],ObsQ_02GG009 [m3/s],SimQ_02GG013 [m3/s],ObsQ_02GG013 [m3/s],SimQ_04159900 [m3/s],ObsQ_04159900 [m3/s],SimQ_04160600 [m3/s],ObsQ_04160600 [m3/s],SimQ_04165500 [m3/s],ObsQ_04165500 [m3/s],SimQ_04177000 [m3/s],ObsQ_04177000 [m3/s],SimQ_04208504 [m3/s],ObsQ_04208504 [m3/s],SimQ_04213000 [m3/s],ObsQ_04213000 [m3/s]
2010-01-11 00:00:00,0.33979000000000004,17.0,0.18651700000000002,1.61,0.110633,0.6970000000000001,0.253607,3.9,0.129334,1.57,0.0999593,1.42,0.24351399999999998,2.24,0.0819423,0.32,0.397522,1.4696,0.188386,6.796,0.33836,7.0792,0.144303,1.0421,0.22109,0.6513,0.11138699999999999,0.5097,0.0726196,1.8123,1.64838,25.0,0.23099499999999998,4.8,0.227264,3.38,0.23963800000000002,1.699,0.508323,13.6487,0.912659,14.5832,8.39343,33.9802,0.47144300000000006,0.9061,1.0662,5.2386,0.313031,1.7556,0.22885,1.699,0.33164099999999996,4.1343,0.21255900000000003,3.9644,0.5448609999999999,16.2822,0.40193,21.5208,0.130418,,0.0802581,2.2172,0.130827,4.4174,0.13101300000000002,1.15,0.107146,0.75,0.12071199999999999,0.648,0.0805706,0.122,0.388809,2.75,0.17656,0.56,0.0967462,0.078,0.159588,0.6711,0.12778499999999998,1.0732,0.59626,10.7887,0.07777339999999999,0.5097,0.701335,17.3582,0.167575,6.6545
2010-01-12 00:00:00,0.336174,16.0,0.185521,1.8,0.109758,0.65,0.255141,4.4,0.128686,1.54,0.0994337,1.38,0.240681,2.21,0.0814865,0.305,0.394842,1.4158,0.189753,6.6545,0.338879,7.8154,0.148516,1.2006,0.21877800000000003,0.5663,0.110778,0.4814,0.0721887,1.9680000000000002,1.6751099999999999,26.2,0.230091,4.85,0.219241,3.32,0.23775900000000003,1.8179,0.512993,12.9974,0.9067850000000001,14.2717,7.150189999999999,32.2812,0.46887799999999996,0.8778,1.06226,4.9554,0.306541,1.4725,0.227521,1.6424,0.323693,4.9838,0.21047600000000002,3.9644,0.543922,25.9099,0.393412,21.2943,0.129728,,0.0794576,2.6136,0.13012,5.0687,0.130323,1.12,0.10569100000000001,0.73,0.11973900000000001,0.64,0.08011439999999999,0.11699999999999999,0.38358200000000003,2.68,0.175576,0.5,0.096198,0.07,0.158724,0.6711,0.127103,0.9628,0.589725,11.2418,0.0773451,0.48700000000000004,0.675201,17.9246,0.16662000000000002,10.0808
2010-01-13 00:00:00,0.33524899999999996,15.0,0.184648,1.78,0.109449,0.6,0.252065,4.39,0.12800599999999998,1.53,0.0989384,1.35,0.24051199999999998,2.18,0.0810535,0.29,0.39248099999999997,1.3989,0.18690299999999999,6.5412,0.337188,8.042,0.146456,1.1695,0.21872600000000003,0.5097,0.110213,0.4531,0.07177889999999999,2.0643,1.6933799999999999,28.0,0.228708,4.75,0.22295,3.28,0.240483,2.0162,0.507739,12.4877,0.9024059999999999,13.9602,6.361190000000001,26.9293,0.46635,0.8495,1.05774,4.8139,0.308278,1.5008,0.22626300000000002,1.6141,0.327257,4.3608,0.21002800000000002,3.9644,0.54223,21.0677,0.396326,21.0961,0.129054,,0.0793235,2.5315,0.129441,4.9271,0.129672,1.15,0.10592,0.72,0.119447,0.628,0.07968360000000001,0.115,0.384191,2.62,0.174596,0.46,0.0956749,0.064,0.157856,0.6768,0.126419,0.9628,0.591828,10.3356,0.0769534,0.4672,0.68489,18.4343,0.165681,8.3535
2010-01-14 00:00:00,0.333286,14.0,0.183732,1.7,0.108774,0.56,0.250693,4.38,0.12739,1.52,0.098458,1.32,0.23843499999999998,2.15,0.0806316,0.281,0.39020900000000003,1.3989,0.183684,6.5978,0.332762,7.9004,0.144087,1.1298,0.216626,0.4531,0.10966500000000001,0.4248,0.0713809,2.0501,1.68822,28.2,0.22764099999999998,4.7,0.21835,3.23,0.23589200000000002,1.9340000000000002,0.502017,12.2895,0.8983610000000001,13.7903,5.85605,22.6252,0.46392700000000003,0.8212,1.05146,4.5307,0.304279,1.4725,0.225048,1.5574,0.32061100000000003,3.9077,0.20815300000000003,3.9644,0.5544479999999999,17.9812,0.39059,21.0961,0.128394,,0.0787055,2.3446,0.128771,4.6156,0.12903599999999998,1.12,0.104719,0.7090000000000001,0.118531,0.62,0.07926330000000001,0.11699999999999999,0.380002,2.58,0.173672,0.423,0.0951689,0.057999999999999996,0.15700999999999998,0.6739,0.125747,1.0052,0.583045,10.4206,0.07657230000000001,0.4531,0.6764680000000001,17.7547,0.16476300000000002,7.3907
2010-01-15 00:00:00,0.33179000000000003,13.0,0.182861,1.61,0.10834500000000001,0.52,0.247459,4.39,0.126735,1.53,0.0979727,1.29,0.237867,2.13,0.0802062,0.275,0.38806,1.3989,0.177335,6.8244,0.32729899999999995,8.0137,0.137925,1.1129,0.216496,0.4531,0.109101,0.3964,0.0709812,2.1323,1.67366,26.0,0.22643600000000003,4.65,0.219721,3.18,0.231683,2.0218,0.49354899999999996,12.062999999999999,0.890826,13.3372,5.5945,21.9456,0.461545,0.7929,1.04681,4.2475,0.304383,1.6424,0.22384099999999998,1.4725,0.323214,3.4547,0.207627,4.4741,0.575766,17.1034,0.391497,21.9456,0.127723,,0.078436,2.3022,0.128089,4.5307,0.128388,1.11,0.104769,0.6970000000000001,0.11822200000000001,0.61,0.0788392,0.114,0.379801,2.54,0.172747,0.41,0.0946643,0.055,0.156169,0.6853,0.125077,1.0166,0.578991,10.7038,0.07617919999999999,0.5097,0.674496,18.944000000000003,0.163851,7.0509
2010-01-16 00:00:00,0.330092,12.0,0.181927,1.49,0.10772000000000001,0.49,0.243993,4.38,0.126065,1.58,0.0974655,1.26,0.236094,2.11,0.0797626,0.265,0.385892,1.4158,0.170449,6.9943,0.319677,9.2879,0.129458,1.2346,0.21441100000000002,0.3964,0.1085,0.3964,0.0705643,2.6051,1.6591099999999999,30.2,0.225257,4.6,0.216773,3.15,0.22319899999999998,2.1153,0.481246,12.3745,0.8819790000000001,12.8842,5.51871,26.0515,0.459107,0.8212,1.04087,4.8139,0.30145900000000003,2.0105,0.22258699999999998,1.9822,0.317445,3.8511,0.205803,4.8139,0.590484,21.8889,0.38724000000000003,22.5685,0.127024,,0.077878,2.7581,0.127375,5.2953,0.12770499999999999,1.18,0.10368699999999999,0.685,0.117272,0.605,0.07839689999999999,0.121,0.376338,2.5,0.171809,0.395,0.0941438,0.053,0.155303,0.7589,0.12438699999999998,1.0279,0.568501,11.8081,0.0757602,0.6456,0.665075,22.2004,0.162916,9.6844
2010-01-17 00:00:00,0.328406,11.5,0.180957,1.49,0.107171,0.46299999999999997,0.241905,4.37,0.125349,1.59,0.0969211,1.24,0.235152,2.1,0.0792867,0.26,0.38367399999999996,1.5291,0.165554,6.6545,0.312819,8.7216,0.122352,1.2488,0.214025,0.3964,0.107852,0.3964,0.0701201,4.0776,1.64002,33.2,0.223978,4.52,0.21683200000000002,3.11,0.214804,2.3446,0.47091099999999997,12.3178,0.870835,12.2612,5.47101,26.9293,0.45653,0.8778,1.03552,4.5307,0.300508,2.4098,0.22124899999999997,2.2087,0.319013,6.6828,0.20505500000000002,6.6828,0.58807,28.2036,0.386681,22.5685,0.126282,,0.0774901,4.2475,0.12662,7.8154,0.126969,1.27,0.10353599999999999,0.6779999999999999,0.116888,0.598,0.07792289999999999,0.129,0.375444,2.47,0.17081500000000002,0.38,0.09359010000000001,0.051,0.154388,0.7872,0.12365599999999999,1.0392,0.561103,12.0913,0.07530919999999999,0.589,0.654133,26.5612,0.161933,14.6115
2010-01-18 00:00:00,0.32656,11.0,0.179898,1.47,0.106501,0.44299999999999995,0.240965,4.39,0.12460399999999999,1.6,0.09633639999999999,1.22,0.23339899999999997,2.09,0.0787761,0.255,0.381356,1.5291,0.165581,6.5695,0.309898,7.8154,0.119521,1.2006,0.21181399999999997,0.4531,0.107149,0.4248,0.08454260000000001,5.8333,1.62017,32.3,0.22264499999999998,4.5,0.214644,3.09,0.209589,2.0983,0.46483199999999997,11.978,0.859454,11.5533,5.43321,25.8533,0.45375699999999997,0.9911,1.0292299999999999,4.2475,0.29791599999999996,3.5679,0.21980500000000003,4.2475,0.33568200000000004,16.9618,0.20315899999999998,6.881,0.6286109999999999,34.2634,0.383102,22.7951,0.125504,,0.0769329,4.5024,0.12583699999999998,8.2685,0.126176,1.24,0.1025,0.6709999999999999,0.115882,0.594,0.07741289999999999,0.13699999999999998,0.372238,2.44,0.169752,0.37,0.09299539999999999,0.049,0.153421,0.8099,0.12288199999999999,1.0477,0.554998,10.9869,0.074823,0.5409,0.6975520000000001,35.6792,0.160895,23.5313
2010-01-19 00:00:00,0.324627,10.5,0.178797,1.48,0.10586400000000001,0.42,0.23940100000000003,4.4,0.123833,1.62,0.0957252,1.2,0.23212600000000003,2.08,0.0782466,0.252,0.37897,1.5886,0.16475,6.4846,0.308958,7.6172,0.11793800000000002,1.1440000000000001,0.211126,0.5379999999999999,0.106403,0.7079,0.158621,6.4279,1.60448,31.7,0.221248,4.48,0.213986,3.07,0.20728400000000002,1.9509999999999998,0.461359,11.8931,0.8488760000000001,10.9869,5.40154,23.3331,0.45077799999999996,1.1044,1.0228,3.9644,0.296268,4.7572,0.218268,7.0792,0.45401,27.8921,0.202185,8.5234,0.9037879999999999,32.8475,0.381734,22.5685,0.124713,,0.0767835,6.0881,0.125046,10.902000000000001,0.125345,1.22,0.102184,0.664,0.11543699999999998,0.591,0.0768808,0.139,0.370695,2.42,0.168633,0.36,0.0923718,0.047,0.152425,0.8467,0.122082,1.0591,0.552844,10.7887,0.07431139999999999,0.5069,1.02255,36.2456,0.159814,35.1129
2010-01-20 00:00:00,0.32259499999999997,9.8,0.17766700000000002,1.41,0.10518499999999999,0.402,0.237517,4.39,0.123037,1.6,0.0951027,1.18,0.230381,2.07,0.0777197,0.249,0.37656,1.5688,0.163366,6.3713,0.30663,7.4473,0.116308,1.1015,0.20885399999999998,1.699,0.105649,1.2743,0.314621,5.1537,1.5937,30.0,0.21981199999999998,4.45,0.212157,3.04,0.20515,1.8094,0.457771,11.6949,0.8409030000000001,10.8737,5.3663,15.2911,0.447647,1.3026,1.01583,5.6634,0.293833,5.0404,0.216696,5.6634,0.719308,22.6252,0.200271,8.3252,1.6516099999999998,29.4495,0.378786,21.5208,0.123928,,0.07775660000000001,6.0032,0.12425699999999999,10.7321,0.12450499999999999,1.21,0.10120599999999999,0.657,0.114397,0.588,0.0763461,0.13699999999999998,0.367598,2.4,0.167497,0.35,0.0917424,0.045,0.151429,0.8467,0.121278,1.0704,0.549048,10.7604,0.0737932,0.4701,1.90157,31.998,0.158708,43.3248
2010-01-21 00:00:00,0.32054099999999996,9.3,0.176547,1.36,0.10454000000000001,0.387,0.23655,4.2,0.122214,1.57,0.09447960000000001,1.17,0.229001,2.06,0.07721360000000001,0.24600000000000002,0.374176,1.5886,0.1624,6.2863,0.304265,7.3057,0.11570799999999999,1.0817,0.208071,2.8317,0.10491900000000001,1.2176,0.435745,3.9927,1.58402,28.0,0.21833699999999998,4.42,0.21108600000000002,3.02,0.203372,1.7585,0.45510100000000003,11.6949,0.8341780000000001,10.5622,5.330030000000001,14.7248,0.444459,1.699,1.0088,11.3267,0.291995,4.021,0.215155,3.398,0.983621,14.7814,0.199206,7.2774,2.6846799999999997,27.7788,0.377231,19.397000000000002,0.123174,,0.0803745,4.7006,0.123491,8.58,0.123673,1.18,0.10079500000000001,0.65,0.11390399999999999,0.585,0.0758196,0.136,0.365695,2.38,0.166381,0.34,0.09112689999999998,0.044000000000000004,0.150448,0.8099,0.120484,1.0647,0.544866,10.7604,0.0732811,0.4502,3.0485,30.299,0.157595,31.1485
