time,date,hour,precip [mm/day],04164000 [m3/s],04164000 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.170681,0.044581,11.9214
2,2010-01-03,00:00:00.00,0.199082,0.150416,10.0242
3,2010-01-04,00:00:00.00,0.115646,0.211695,9.82595
4,2010-01-05,00:00:00.00,1.06538,0.211395,9.31624
5,2010-01-06,00:00:00.00,0.420015,0.210744,8.66496
6,2010-01-07,00:00:00.00,0.138387,0.210096,8.0703
7,2010-01-08,00:00:00.00,2.02108,0.209452,8.18357
8,2010-01-09,00:00:00.00,2.82456,0.208811,8.49505
9,2010-01-10,00:00:00.00,0.0297536,0.208174,8.09862
10,2010-01-11,00:00:00.00,0.0122097,0.207539,7.07921
11,2010-01-12,00:00:00.00,1.60657,0.206908,7.81545
12,2010-01-13,00:00:00.00,0.577514,0.20628,8.04198
13,2010-01-14,00:00:00.00,0.000786867,0.205655,7.9004
14,2010-01-15,00:00:00.00,0.00497326,0.205034,8.01367
15,2010-01-16,00:00:00.00,0.124104,0.204415,9.28793
16,2010-01-17,00:00:00.00,0.0192866,0.2038,8.72159
17,2010-01-18,00:00:00.00,0.00019082,0.203187,7.81545
18,2010-01-19,00:00:00.00,0.00259141,0.202578,7.61723
19,2010-01-20,00:00:00.00,0.145551,0.201971,7.44733
20,2010-01-21,00:00:00.00,0.0874757,0.201368,7.30575
21,2010-01-22,00:00:00.00,0.0107143,0.200768,7.13585
22,2010-01-23,00:00:00.00,0.0852288,0.20017,7.05089
23,2010-01-24,00:00:00.00,0.154865,0.199576,6.93763
24,2010-01-25,00:00:00.00,6.62634,0.529975,11.4966
25,2010-01-26,00:00:00.00,3.61271,1.15223,17.0467
26,2010-01-27,00:00:00.00,0.928099,1.05916,12.6859
27,2010-01-28,00:00:00.00,0.149108,0.447463,10.0242
28,2010-01-29,00:00:00.00,0.489472,0.218743,8.66496
29,2010-01-30,00:00:00.00,0.00655277,0.216757,6.93763
30,2010-01-31,00:00:00.00,0.101226,0.216068,7.05089
31,2010-02-01,00:00:00.00,0.093683,0.215382,6.65446
32,2010-02-02,00:00:00.00,0.075348,0.214701,6.59783
33,2010-02-03,00:00:00.00,1.13267,0.214023,6.62614
34,2010-02-04,00:00:00.00,1.23687,0.213348,7.19248
35,2010-02-05,00:00:00.00,5.4842e-308,0.212677,7.07921
36,2010-02-06,00:00:00.00,0.00816199,0.212009,6.79604
37,2010-02-07,00:00:00.00,0.028281,0.211346,6.56951
38,2010-02-08,00:00:00.00,0.340598,0.210685,6.25802
39,2010-02-09,00:00:00.00,0.00226693,0.210028,6.11644
40,2010-02-10,00:00:00.00,6.96574,0.209375,6.0598
41,2010-02-11,00:00:00.00,11.4844,0.208724,6.25802
42,2010-02-12,00:00:00.00,0.289097,0.208078,6.54119
43,2010-02-13,00:00:00.00,0.0961462,0.207434,6.45624
44,2010-02-14,00:00:00.00,0.202635,0.206794,6.14476
45,2010-02-15,00:00:00.00,0.0971856,0.206158,6.20139
46,2010-02-16,00:00:00.00,0.046586,0.205524,6.22971
47,2010-02-17,00:00:00.00,1.82127,0.204894,6.14476
48,2010-02-18,00:00:00.00,0.308092,0.204267,6.25802
49,2010-02-19,00:00:00.00,0.00649128,0.203644,6.28634
50,2010-02-20,00:00:00.00,0,0.203023,6.62614
51,2010-02-21,00:00:00.00,0,0.202406,6.54119
52,2010-02-22,00:00:00.00,3.573e-308,0.201791,5.94654
53,2010-02-23,00:00:00.00,14.2513,0.445516,6.25802
54,2010-02-24,00:00:00.00,0.907101,0.782276,7.58891
55,2010-02-25,00:00:00.00,1.26143,0.544368,7.50396
56,2010-02-26,00:00:00.00,2.12672,0.211496,7.13585
57,2010-02-27,00:00:00.00,5.67235,0.208937,6.90931
58,2010-02-28,00:00:00.00,3.55694,0.240513,7.19248
59,2010-03-01,00:00:00.00,0.519821,0.284363,7.98535
60,2010-03-02,00:00:00.00,0.00728795,0.252424,10.0242
61,2010-03-03,00:00:00.00,0.0253952,0.207962,10.2507
