time,date,hour,precip [mm/day],02GG006 [m3/s],02GG006 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.24515,0.00971183,0.7
2,2010-01-03,00:00:00.00,6.86636,0.0327677,0.6
3,2010-01-04,00:00:00.00,10.4415,0.0461172,0.54
4,2010-01-05,00:00:00.00,10.692,0.0460516,0.48
5,2010-01-06,00:00:00.00,11.6057,0.0459099,0.44
6,2010-01-07,00:00:00.00,0.963897,0.0457688,0.41
7,2010-01-08,00:00:00.00,1.49172,0.0456285,0.38
8,2010-01-09,00:00:00.00,9.47998,0.0454889,0.36
9,2010-01-10,00:00:00.00,1.3681,0.04535,0.335
10,2010-01-11,00:00:00.00,0.202453,0.0452118,0.32
11,2010-01-12,00:00:00.00,1.72451,0.0450743,0.305
12,2010-01-13,00:00:00.00,0.506582,0.0449375,0.29
13,2010-01-14,00:00:00.00,0.000155781,0.0448014,0.281
14,2010-01-15,00:00:00.00,8.49418e-05,0.0446659,0.275
15,2010-01-16,00:00:00.00,0.0213187,0.0445311,0.265
16,2010-01-17,00:00:00.00,0.00181717,0.044397,0.26
17,2010-01-18,00:00:00.00,0.00167893,0.0442636,0.255
18,2010-01-19,00:00:00.00,0.00481766,0.0441309,0.252
19,2010-01-20,00:00:00.00,1.04431,0.0439988,0.249
20,2010-01-21,00:00:00.00,1.03928,0.0438674,0.246
21,2010-01-22,00:00:00.00,0.000440208,0.0437366,0.243
22,2010-01-23,00:00:00.00,0.00271885,0.0436064,0.24
23,2010-01-24,00:00:00.00,0.00160949,0.0434769,0.28
24,2010-01-25,00:00:00.00,4.64952,0.0886922,0.4
25,2010-01-26,00:00:00.00,8.8016,0.249617,5.81
26,2010-01-27,00:00:00.00,1.69955,0.341389,17
27,2010-01-28,00:00:00.00,0.299293,0.184012,18.6
28,2010-01-29,00:00:00.00,0.751076,0.0496621,9.51
29,2010-01-30,00:00:00.00,0.0889715,0.0487345,4.72
30,2010-01-31,00:00:00.00,0.0489406,0.0485756,2.37
31,2010-02-01,00:00:00.00,0.206065,0.0484176,1.6
32,2010-02-02,00:00:00.00,0.070051,0.0482604,1.09
33,2010-02-03,00:00:00.00,1.06317,0.0481041,0.862
34,2010-02-04,00:00:00.00,1.24055,0.0479486,0.73
35,2010-02-05,00:00:00.00,0.00668454,0.047794,0.645
36,2010-02-06,00:00:00.00,6.47065e-06,0.0476402,0.544
37,2010-02-07,00:00:00.00,0.000291935,0.0474872,0.48
38,2010-02-08,00:00:00.00,0.0015082,0.047335,0.42
39,2010-02-09,00:00:00.00,0.00612116,0.0471837,0.38
40,2010-02-10,00:00:00.00,2.64246,0.0470332,0.355
41,2010-02-11,00:00:00.00,10.521,0.0468836,0.33
42,2010-02-12,00:00:00.00,1.0035,0.0467347,0.31
43,2010-02-13,00:00:00.00,0.0250333,0.0465866,0.3
44,2010-02-14,00:00:00.00,0.0273608,0.0464393,0.29
45,2010-02-15,00:00:00.00,0.0816478,0.0462929,0.28
46,2010-02-16,00:00:00.00,0.106769,0.0461472,0.27
47,2010-02-17,00:00:00.00,2.47974,0.0460022,0.26
48,2010-02-18,00:00:00.00,1.29964,0.0458581,0.257
