time,date,hour,precip [mm/day],04159492 [m3/s],04159492 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.676049,0.00164629,2.86
2,2010-01-03,00:00:00.00,0.377694,0.00338468,2.02182
3,2010-01-04,00:00:00.00,2.0474,0.0034659,1.78113
4,2010-01-05,00:00:00.00,4.98782,0.00344419,1.78113
5,2010-01-06,00:00:00.00,1.93883,0.00342259,1.71317
6,2010-01-07,00:00:00.00,0.222812,0.0034011,1.71317
7,2010-01-08,00:00:00.00,2.11674,0.00337971,1.69335
8,2010-01-09,00:00:00.00,5.58001,0.00335842,1.5999
9,2010-01-10,00:00:00.00,0.485664,0.00333723,1.51495
10,2010-01-11,00:00:00.00,0.00462075,0.00331617,1.46964
11,2010-01-12,00:00:00.00,1.7576,0.00329522,1.41584
12,2010-01-13,00:00:00.00,0.63085,0.00327437,1.39885
13,2010-01-14,00:00:00.00,0.0124925,0.00325363,1.39885
14,2010-01-15,00:00:00.00,0.0543722,0.00323299,1.39885
15,2010-01-16,00:00:00.00,0.161491,0.00321245,1.41584
16,2010-01-17,00:00:00.00,0.0154108,0.00319202,1.52911
17,2010-01-18,00:00:00.00,0.000105733,0.00317157,1.52911
18,2010-01-19,00:00:00.00,0.00360443,0.00315122,1.58858
19,2010-01-20,00:00:00.00,0.702364,0.00313108,1.56875
20,2010-01-21,00:00:00.00,0.540136,0.00311097,1.58858
21,2010-01-22,00:00:00.00,0.00579404,0.00309092,1.52911
22,2010-01-23,00:00:00.00,0.000480786,0.00307097,1.48947
23,2010-01-24,00:00:00.00,0.031667,0.00305116,1.50929
24,2010-01-25,00:00:00.00,3.30197,0.360528,1.64238
25,2010-01-26,00:00:00.00,3.20723,6.90109,3.62456
26,2010-01-27,00:00:00.00,1.68493,6.81727,12.9125
27,2010-01-28,00:00:00.00,0.316554,0.332667,6.65446
28,2010-01-29,00:00:00.00,0.981663,0.11275,5.23862
29,2010-01-30,00:00:00.00,0.0815115,0.108468,4.02099
30,2010-01-31,00:00:00.00,0.0591232,0.104426,3.1998
31,2010-02-01,00:00:00.00,0.381545,0.100604,2.5825
32,2010-02-02,00:00:00.00,0.109313,0.0969846,2.22004
33,2010-02-03,00:00:00.00,1.2705,0.093553,2.06713
34,2010-02-04,00:00:00.00,0.851724,0.090295,1.88024
35,2010-02-05,00:00:00.00,0.00406737,0.0871977,1.74432
36,2010-02-06,00:00:00.00,0,0.0842467,1.62256
37,2010-02-07,00:00:00.00,0.00794485,0.0814354,1.54327
38,2010-02-08,00:00:00.00,0.246288,0.0787577,1.50362
39,2010-02-09,00:00:00.00,6.31419e-308,0.0762012,1.43
40,2010-02-10,00:00:00.00,3.30832,0.0737582,1.35921
41,2010-02-11,00:00:00.00,8.47708,0.0714201,1.37337
42,2010-02-12,00:00:00.00,0.743486,0.0691816,1.32523
43,2010-02-13,00:00:00.00,0.160745,0.0670376,1.28842
