time,date,hour,precip [mm/day],02GA047 [m3/s],02GA047 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,2.47484,0.0297206,5.6
2,2010-01-03,00:00:00.00,0.350545,0.100277,5.4
3,2010-01-04,00:00:00.00,0.621501,0.14113,5.2
4,2010-01-05,00:00:00.00,0.145411,0.140929,5.05
5,2010-01-06,00:00:00.00,1.44854,0.140495,5
6,2010-01-07,00:00:00.00,0.597587,0.140064,4.95
7,2010-01-08,00:00:00.00,0.292371,0.139634,4.9
8,2010-01-09,00:00:00.00,2.20898,0.139207,4.81
9,2010-01-10,00:00:00.00,0.00871189,0.138782,4.4
10,2010-01-11,00:00:00.00,0.00861958,0.138359,3.9
11,2010-01-12,00:00:00.00,2.33534,0.137938,4.4
12,2010-01-13,00:00:00.00,1.04179,0.13752,4.39
13,2010-01-14,00:00:00.00,0.0142882,0.137103,4.38
14,2010-01-15,00:00:00.00,0.00381764,0.136689,4.39
15,2010-01-16,00:00:00.00,0.294348,0.136276,4.38
16,2010-01-17,00:00:00.00,0.050503,0.135866,4.37
17,2010-01-18,00:00:00.00,0.00759747,0.135458,4.39
18,2010-01-19,00:00:00.00,0.0118545,0.135051,4.4
19,2010-01-20,00:00:00.00,1.10645,0.134647,4.39
20,2010-01-21,00:00:00.00,0.156961,0.134245,4.2
21,2010-01-22,00:00:00.00,0.00908376,0.133845,4.1
22,2010-01-23,00:00:00.00,0.0219839,0.133446,4.2
23,2010-01-24,00:00:00.00,0.00859486,0.13305,4.3
24,2010-01-25,00:00:00.00,4.01718,0.197852,4.5
25,2010-01-26,00:00:00.00,10.8432,0.749821,7.56
26,2010-01-27,00:00:00.00,1.48718,1.32454,6.86
27,2010-01-28,00:00:00.00,1.54317,0.78658,5.6
28,2010-01-29,00:00:00.00,1.65982,0.157011,5.2
29,2010-01-30,00:00:00.00,2.17861,0.152894,4.9
30,2010-01-31,00:00:00.00,0.00905489,0.152385,4.7
31,2010-02-01,00:00:00.00,1.85499,0.15188,4.6
32,2010-02-02,00:00:00.00,1.74492,0.151377,4.55
33,2010-02-03,00:00:00.00,0.604291,0.150877,4.5
34,2010-02-04,00:00:00.00,1.49016,0.150379,4.45
35,2010-02-05,00:00:00.00,0.0464923,0.149885,4.4
36,2010-02-06,00:00:00.00,0.00208544,0.149393,4.39
37,2010-02-07,00:00:00.00,0.000476682,0.148904,4.35
38,2010-02-08,00:00:00.00,0.00189642,0.148417,4.32
39,2010-02-09,00:00:00.00,0.00221242,0.147934,4.3
40,2010-02-10,00:00:00.00,0.409285,0.147453,4.25
41,2010-02-11,00:00:00.00,5.41136,0.146974,4.21
42,2010-02-12,00:00:00.00,0.237064,0.146498,4.2
43,2010-02-13,00:00:00.00,0.240526,0.146025,4.19
44,2010-02-14,00:00:00.00,0.182343,0.145555,4.18
45,2010-02-15,00:00:00.00,0.483961,0.145087,4.16
46,2010-02-16,00:00:00.00,1.13951,0.144622,4.14
47,2010-02-17,00:00:00.00,0.241932,0.144159,4.13
48,2010-02-18,00:00:00.00,0.126962,0.143699,4.13
49,2010-02-19,00:00:00.00,0.0184927,0.143241,4.15
50,2010-02-20,00:00:00.00,0.0121541,0.142786,4.12
51,2010-02-21,00:00:00.00,0.000908141,0.142333,3.54
52,2010-02-22,00:00:00.00,0.000239054,0.141883,3.62
53,2010-02-23,00:00:00.00,9.09996,0.141435,3.73
54,2010-02-24,00:00:00.00,4.06428,0.159505,3.72
55,2010-02-25,00:00:00.00,0.464284,0.184628,3.73
56,2010-02-26,00:00:00.00,2.75138,0.166208,3.73
57,2010-02-27,00:00:00.00,9.09425,0.205268,3.71
58,2010-02-28,00:00:00.00,2.29883,0.29455,3.81
59,2010-03-01,00:00:00.00,0.301522,0.232083,3.94
60,2010-03-02,00:00:00.00,0.0332393,0.14316,4.02
61,2010-03-03,00:00:00.00,9.60442e-05,0.141445,3.98
62,2010-03-04,00:00:00.00,0.000237141,0.140995,3.97
63,2010-03-05,00:00:00.00,0.000225863,0.140552,3.93
64,2010-03-06,00:00:00.00,3.8309e-06,0.140111,3.86
65,2010-03-07,00:00:00.00,2.17282e-05,0.139673,3.86
66,2010-03-08,00:00:00.00,2.03282e-05,0.139237,4
67,2010-03-09,00:00:00.00,0,0.138803,4.33
68,2010-03-10,00:00:00.00,0.000284376,0.138371,5.06
69,2010-03-11,00:00:00.00,0.00039275,0.137941,6.01
70,2010-03-12,00:00:00.00,0.227213,0.137515,7.33
71,2010-03-13,00:00:00.00,4.6671,0.288509,11.5
72,2010-03-14,00:00:00.00,22.0786,1.39506,22.9
73,2010-03-15,00:00:00.00,24.7651,3.57651,45.8
74,2010-03-16,00:00:00.00,0.540052,4.00343,71.4
75,2010-03-17,00:00:00.00,0.00163876,1.7268,64.8
76,2010-03-18,00:00:00.00,0.000226395,0.240357,43.7
77,2010-03-19,00:00:00.00,0.0010011,4.05904,29.5
78,2010-03-20,00:00:00.00,0.000209019,9.35178,24.8
79,2010-03-21,00:00:00.00,0.0940309,5.66162,21.5
80,2010-03-22,00:00:00.00,0.342524,0.475703,18.4
81,2010-03-23,00:00:00.00,4.24302,0.614862,14.9
82,2010-03-24,00:00:00.00,0.590616,0.849072,11.8
83,2010-03-25,00:00:00.00,0.181132,0.683925,11.7
84,2010-03-26,00:00:00.00,0.00792748,0.452293,11.8
85,2010-03-27,00:00:00.00,0.000919256,0.449452,11.1
86,2010-03-28,00:00:00.00,0,0.448005,10
87,2010-03-29,00:00:00.00,3.67553,0.537943,9.42
88,2010-03-30,00:00:00.00,7.26763,1.0689,10.8
89,2010-03-31,00:00:00.00,4.25372e-05,1.54157,10.1
90,2010-04-01,00:00:00.00,0,1.03018,8.82
91,2010-04-02,00:00:00.00,0.0347748,0.482859,8.05
92,2010-04-03,00:00:00.00,0.021345,0.478857,7.67
93,2010-04-04,00:00:00.00,0.0692158,0.47807,7.49
94,2010-04-05,00:00:00.00,0.348652,0.477367,7.44
95,2010-04-06,00:00:00.00,0.203047,0.476747,7.41
96,2010-04-07,00:00:00.00,11.9002,1.18228,9.96
97,2010-04-08,00:00:00.00,1.89808,2.15709,11.1
98,2010-04-09,00:00:00.00,26.9009,3.42201,20.3
99,2010-04-10,00:00:00.00,0.185034,5.15023,23.5
100,2010-04-11,00:00:00.00,0.0412021,3.32983,22.8
101,2010-04-12,00:00:00.00,0.671052,0.763734,18.5
102,2010-04-13,00:00:00.00,0.000845531,0.751723,14.5
103,2010-04-14,00:00:00.00,0.00142304,0.754615,11.8
104,2010-04-15,00:00:00.00,0.00116141,0.757673,10.3
105,2010-04-16,00:00:00.00,1.81375e-05,0.760891,9.03
106,2010-04-17,00:00:00.00,0.0215994,0.764265,7.75
107,2010-04-18,00:00:00.00,0.0393109,0.767791,7.13
108,2010-04-19,00:00:00.00,0.208161,0.771465,6.96
109,2010-04-20,00:00:00.00,4.11907e-05,0.775281,6.58
110,2010-04-21,00:00:00.00,0.0115096,0.779237,6.25
111,2010-04-22,00:00:00.00,0.000217356,0.783327,6.26
112,2010-04-23,00:00:00.00,4.08051e-05,0.787547,5.66
113,2010-04-24,00:00:00.00,4.82242e-05,0.791894,5.45
114,2010-04-25,00:00:00.00,0.0110494,0.796362,5.18
115,2010-04-26,00:00:00.00,7.49441,1.19892,6.29
116,2010-04-27,00:00:00.00,0.584173,1.75151,7.2
117,2010-04-28,00:00:00.00,0.000104749,1.39283,6.51
118,2010-04-29,00:00:00.00,2.20456e-05,0.881773,5.68
119,2010-04-30,00:00:00.00,3.3707e-05,0.884648,5.18
120,2010-05-01,00:00:00.00,0.00648219,0.89059,4.92
121,2010-05-02,00:00:00.00,2.37652,0.896629,4.58
122,2010-05-03,00:00:00.00,0.714724,0.902761,4.86
123,2010-05-04,00:00:00.00,12.1071,1.61155,6.21
