 radcl\20100101_met.r
    9  744  744   24
 location                          precip   o        c       qpm     qpc
02GB001                               0.     16.     14.     14.      0.      0.
02GB007                               0.     17.     11.     11.      0.      0.
02GC002                               0.     26.      8.      8.      0.      0.
02GC007                               0.     28.     26.     26.      0.      0.
02GC018                               0.     26.      6.      6.      0.      0.
02GC026                               0.     22.     14.     14.      0.      0.
02GE007                               0.     16.      3.      3.      0.      0.
02GG003                               0.     25.      6.      6.      0.      0.
02GG009                               0.     20.      2.      2.      0.      0.
  hour    then pairs of measured and computed flows
      24   38.00   28.12    2.50    1.64    1.05    0.90    6.30   10.02    0.98    0.86    4.50    6.46    0.33    0.19    5.60    2.76    3.85    0.43
      48   27.00   37.61    2.20    1.80    1.00    0.95    5.78    8.88    0.85    0.85    4.20    6.01    0.20    0.19    4.80    3.30    3.00    0.46
      72   22.00   38.44    1.85    1.25    0.95    0.77    5.20    8.00    0.80    0.73    4.05    5.40    0.13    0.19    4.20    3.33    2.20    0.47
      96   26.00   34.45    1.65    1.14    0.89    0.66    5.12    7.16    0.78    0.62    3.92    4.82    0.13    0.18    3.80    3.12    1.40    0.49
     120   31.00   32.17    1.50    1.13    0.86    0.64    5.08    6.46    0.75    0.59    3.79    4.24    0.13    0.16    3.45    2.83    1.10    0.51
     144   30.50   31.33    1.38    1.13    0.83    0.63    5.05    5.84    0.72    0.58    3.68    3.73    0.14    0.16    3.23    2.52    0.95    0.47
     168   34.00   30.48    1.30    1.12    0.81    0.64    5.02    5.38    0.70    0.59    3.62    3.39    0.15    0.16    3.08    2.39    0.82    0.41
     192   30.00   28.54    1.25    1.15    0.78    0.67    4.95    5.09    0.67    0.62    3.54    3.22    0.14    0.17    2.97    2.42    0.70    0.40
     216   26.00   25.48    1.20    1.12    0.77    0.63    4.90    4.90    0.66    0.59    3.48    3.09    0.14    0.17    2.82    2.44    0.63    0.38
     240   25.00   23.68    1.15    1.10    0.75    0.62    4.80    4.79    0.65    0.57    3.38    3.00    0.12    0.16    2.75    2.37    0.56    0.38
     264   26.20   22.87    1.12    1.12    0.73    0.63    4.85    4.74    0.64    0.58    3.32    2.96    0.12    0.16    2.68    2.31    0.50    0.35
     288   28.00   22.45    1.15    1.13    0.72    0.63    4.75    4.70    0.63    0.58    3.28    2.93    0.12    0.15    2.62    2.30    0.46    0.33
     312   28.20   22.13    1.12    1.10    0.71    0.62    4.70    4.67    0.62    0.57    3.23    2.91    0.12    0.15    2.58    2.30    0.42    0.32
     336   26.00   21.89    1.11    1.09    0.70    0.61    4.65    4.65    0.61    0.56    3.18    2.89    0.11    0.15    2.54    2.27    0.41    0.32
     360   30.20   21.73    1.18    1.08    0.69    0.61    4.60    4.63    0.61    0.56    3.15    2.88    0.12    0.14    2.50    2.25    0.40    0.31
     384   33.20   21.59    1.27    1.08    0.68    0.61    4.52    4.61    0.60    0.56    3.11    2.87    0.13    0.14    2.47    2.24    0.38    0.31
     408   32.30   21.46    1.24    1.09    0.67    0.61    4.50    4.60    0.59    0.56    3.09    2.86    0.14    0.14    2.44    2.24    0.37    0.30
     432   31.70   21.34    1.22    1.13    0.66    0.61    4.48    4.62    0.59    0.56    3.07    2.92    0.14    0.13    2.42    2.24    0.36    0.30
     456   30.00   21.22    1.21    1.08    0.66    0.61    4.45    4.60    0.59    0.56    3.04    2.88    0.14    0.13    2.40    2.23    0.35    0.31
     480   28.00   21.15    1.18    1.08    0.65    0.61    4.42    4.57    0.58    0.56    3.02    2.85    0.14    0.13    2.38    2.24    0.34    0.31
     504   26.00   21.10    1.13    1.07    0.64    0.61    4.41    4.55    0.58    0.56    3.00    2.83    0.13    0.13    2.36    2.25    0.34    0.31
     528   27.00   21.02    1.10    1.07    0.64    0.60    4.40    4.53    0.58    0.56    2.98    2.83    0.13    0.13    2.34    2.24    0.33    0.31
     552   28.20   20.96    1.12    1.07    0.63    0.60    4.39    4.51    0.58    0.56    2.97    2.82    0.14    0.13    2.32    2.22    0.32    0.31
     576   29.00   24.38    1.21    1.77    1.65    1.42    4.70    4.60    1.85    0.81    2.96    2.96    1.54    0.34    2.60    2.34    0.32    0.42
     600   46.60   38.26    9.00    4.62   30.00    3.93   10.20    4.97   42.80    1.42   28.40    3.85   18.30    0.68   36.00    2.64    1.50    0.85
     624   54.00   41.19   14.30    6.71   23.90    3.45   12.80    4.98   17.70    1.19   29.40    4.26    8.95    0.54   64.60    3.04   10.80    0.72
     648   47.00   38.17    9.50    5.78    9.89    2.45   10.40    4.80    6.51    0.84   10.40    3.63    2.90    0.38   60.40    2.97   22.40    0.47
     672   33.00   36.91    5.20    2.98    5.24    1.15    9.50    4.68    3.20    0.67    6.52    3.33    2.13    0.36   43.20    2.56   27.20    0.37
     696   28.00   30.90    4.10    1.22    3.75    0.63    6.75    4.60    2.20    0.58    5.54    3.19    0.70    0.28   30.00    2.36   24.30    0.33
     720   29.00   26.57    3.10    1.12    2.00    0.61    5.80    4.54    1.50    0.56    4.69    3.05    0.25    0.19   21.00    2.27   12.40    0.32
     744   31.00   24.08    2.70    1.09    1.60    0.61    5.30    4.50    1.32    0.56    4.08    2.95    0.19    0.16   14.00    2.23    7.15    0.31
 radcl\20100101_met.r
    9  744  744   24
 location                          precip   o        c       qpm     qpc
02GG013                               0.     22.      0.      1.      0.      0.
04159900                               0.      6.      5.      5.      0.      0.
04160600                               0.     10.      8.      8.      0.      0.
04165500                               0.     19.     29.     29.      0.      0.
04166500                               0.     14.     31.     31.      0.      0.
04174500                               0.     19.     25.     25.      0.      0.
04176500                               0.     16.     11.     11.      0.      0.
04177000                               0.     21.     11.     11.      0.      0.
04193500                               0.     14.      5.      5.      0.      0.
  hour    then pairs of measured and computed flows
      24    0.42    0.08    1.21    0.96    1.73    1.46   19.03   26.44    2.76    4.41   18.38   37.88   24.44   12.97    1.64    0.48  130.82   28.09
      48    0.30    0.09    0.88    1.06    1.42    1.68   16.11   26.07    2.27    3.45   17.08   35.81   21.95   17.22    1.29    0.69  107.60   28.82
      72    0.22    0.08    0.81    0.95    1.38    1.71   15.49   22.61    2.14    2.79   16.03   24.67   19.88   16.81    1.02    0.67   97.69   30.19
      96    0.18    0.08    0.88    0.88    1.30    1.48   12.63   17.95    2.29    2.48   16.51   19.65   18.07   15.25    0.89    0.56   54.65   31.19
     120    0.15    0.08    0.90    0.86    1.26    1.08   12.83   14.06    2.15    2.32   15.23   18.99   16.93   13.11    0.76    0.49   32.28   30.50
     144    0.13    0.08    0.86    0.83    1.19    1.05   11.75   12.59    2.04    2.24   14.75   18.54   16.03   10.92    0.74    0.46   28.88   29.80
     168    0.12    0.07    0.80    0.83    1.13    1.06   11.10   12.20    1.91    2.21   14.89   18.14   15.35    9.90    0.69    0.45   26.59   29.29
     192    0.10    0.07    0.73    0.86    1.04    1.07   11.41   12.15    2.01    2.21   14.53   17.37   15.04    9.63    0.63    0.46   34.55   28.74
     216    0.09    0.06    0.69    0.85    1.08    1.05   11.02   12.17    1.94    2.19   13.59   16.73   14.72    9.58    0.57    0.46   35.11   28.47
     240    0.08    0.06    0.67    0.82    1.07    1.03   10.79   12.18    1.70    2.17   13.65   16.31   14.58    9.57    0.51    0.45   33.98   28.24
     264    0.07    0.05    0.67    0.82    0.96    1.04   11.24   12.19    1.82    2.15   13.00   15.91   14.27    9.59    0.49    0.45   32.28   27.90
     288    0.06    0.05    0.68    0.82    0.96    1.03   10.34   12.20    2.02    2.14   12.49   15.48   13.96    9.61    0.47    0.45   26.93   27.58
     312    0.06    0.04    0.67    0.81    1.01    1.02   10.42   12.18    1.93    2.12   12.29   15.12   13.79    9.62    0.45    0.44   22.63   27.34
     336    0.06    0.04    0.69    0.79    1.02    1.01   10.70   12.16    2.02    2.10   12.06   14.87   13.34    9.61    0.51    0.44   21.95   27.13
     360    0.05    0.04    0.76    0.79    1.03    1.01   11.81   12.12    2.12    2.08   12.37   14.78   12.88    9.60    0.65    0.44   26.05   26.89
     384    0.05    0.04    0.79    0.79    1.04    1.01   12.09   12.07    2.34    2.05   12.32   14.77   12.26    9.59    0.59    0.43   26.93   26.64
     408    0.05    0.04    0.81    0.78    1.05    1.00   10.99   12.02    2.10    2.03   11.98   14.66   11.55    9.60    0.54    0.43   25.85   26.47
     432    0.05    0.04    0.85    0.78    1.06    1.00   10.79   11.98    1.95    2.02   11.89   14.57   10.99    9.57    0.51    0.43   23.33   26.37
     456    0.05    0.04    0.85    0.78    1.07    1.00   10.76   11.93    1.81    2.00   11.69   14.50   10.87    9.53    0.47    0.43   15.29   26.74
     480    0.04    0.04    0.81    0.78    1.06    1.00   10.76   11.88    1.76    1.99   11.69   14.44   10.56    9.50    0.45    0.43   14.72   28.30
     504    0.04    0.04    0.77    0.78    1.00    1.00   10.45   11.83    1.60    1.98   11.58   14.40   10.31    9.47    0.43    0.43   14.16   28.97
     528    0.04    0.04    0.74    0.78    0.92    0.99    9.91   11.78    1.68    1.96   11.61   14.37   10.02    9.43    0.43    0.43   13.88   28.43
     552    0.04    0.04    0.70    0.77    0.81    0.99   10.08   11.90    1.59    2.15   11.55   14.67    9.88    9.45    0.55    0.80   14.72   27.83
     576    0.18    0.06    0.90    0.88    1.04    1.15   17.41   17.64    3.37    8.07   12.54   17.74   11.07   10.77    2.26    3.20   15.29   28.54
     600    3.00    0.09    2.12    0.97    3.26    1.29   32.85   34.80    9.29   19.57   16.08   17.41   22.63   13.70   11.95    4.50  254.85   38.15
     624   15.80    0.08    4.33    0.94    5.04    1.39   27.30   54.68    5.92   27.48   15.69   16.38   29.45   14.51   10.85    3.73  481.39   79.38
     648   19.10    0.07    3.28    0.85    3.65    1.49   23.05   62.91    3.28   25.46   13.96   15.91   36.25   13.17    4.33    2.65  424.75   65.26
     672    9.69    0.05    2.37    0.80    2.45    1.23   16.96   56.81    2.35   18.72   13.03   15.54   32.28   11.70    3.06    1.47  300.16   55.07
     696    3.80    0.05    1.51    0.79    1.75    1.01   12.86   40.88    2.12   11.51   11.64   15.41   24.04   10.43    2.42    0.72  179.25   47.24
     720    2.20    0.04    1.24    0.78    1.53    1.00   11.92   27.22    1.99    6.30   12.88   15.54   20.42    9.67    1.69    0.51  111.85   41.09
     744    1.30    0.04    1.07    0.78    1.36    0.99   11.13   19.28    1.85    3.89   11.92   15.81   18.24    9.44    1.08    0.48   88.63   35.93
 radcl\20100101_met.r
    9  744  744   24
 location                          precip   o        c       qpm     qpc
04195820                               0.      7.      5.      5.      0.      0.
04198000                               0.     19.      6.      6.      0.      0.
04199000                               0.     21.     13.     13.      0.      0.
04199500                               0.     30.      7.      7.      0.      0.
04200500                               0.     38.     16.     16.      0.      0.
04208504                               0.     42.     41.     41.      0.      0.
04209000                               0.     43.     24.     24.      0.      0.
04212100                               0.     60.     26.     26.      0.      0.
04213000                               0.     96.     30.     30.      0.      0.
  hour    then pairs of measured and computed flows
      24    2.30    2.60    9.63    6.69    5.80    7.23    3.11    1.80    4.73    9.80   25.20   31.22    6.48    8.29   20.78   23.35    6.40    4.03
      48    3.11    2.78    8.78    7.43    4.11    6.86    2.83    2.23    5.10    9.02   22.71   40.45    4.64    7.87   16.06   30.16    5.97    3.32
      72    2.27    2.88    7.93    7.59    3.96    6.07    2.80    2.24    6.65    8.06   18.86   37.91    4.47    6.81   14.33   30.81    5.49    3.87
      96    1.84    2.58    7.36    7.57    5.10    5.30    2.61    1.99    7.70    7.01   18.97   34.68    4.19    5.79   14.19   29.52    5.35    5.12
     120    1.42    2.41    6.80    7.15    4.53    4.67    2.27    1.68    6.57    6.12   20.39   30.15    4.02    4.95   17.47   27.53    5.18    6.12
     144    1.13    2.37    6.23    6.74    3.54    4.30    2.04    1.53    5.47    5.49   19.71   25.78    4.02    4.45   17.47   25.52    4.96    8.01
     168    1.05    2.38    5.95    6.52    2.97    4.17    1.98    1.52    4.45    5.11   18.69   23.64    3.99    4.19   16.62   23.55    4.73    8.31
     192    0.99    2.41    6.23    6.46    2.83    4.07    1.90    1.54    3.96    4.95   19.14   23.26    3.88    4.10   16.45   21.46    4.53    7.91
     216    0.96    2.45    5.66    6.28    2.69    3.98    1.78    1.52    3.77    4.86   18.86   22.71    3.96    4.02   16.62   19.20    4.73    7.42
     240    0.91    2.38    5.24    6.11    1.76    3.94    1.70    1.50    4.13    4.82   17.36   21.50    3.96    3.96   16.28   17.06    6.65    6.94
     264    0.88    2.33    4.96    6.05    1.47    3.94    1.64    1.49    4.98    4.79   17.92   20.53    3.96    3.93   25.91   15.49   10.08    6.38
     288    0.85    2.31    4.81    6.03    1.50    3.91    1.61    1.48    4.36    4.73   18.43   20.21    3.96    3.90   21.07   14.61    8.35    5.80
     312    0.82    2.31    4.53    5.98    1.47    3.88    1.56    1.46    3.91    4.68   17.75   20.16    3.96    3.86   17.98   14.18    7.39    5.30
     336    0.79    2.28    4.25    5.92    1.64    3.85    1.47    1.45    3.45    4.64   18.94   20.01    4.47    3.82   17.10   13.97    7.05    4.93
     360    0.82    2.25    4.81    5.86    2.01    3.83    1.98    1.43    3.85    4.60   22.20   19.68    4.81    3.78   21.89   13.84    9.68    4.68
     384    0.88    2.25    4.53    5.92    2.41    4.09    2.21    1.62    6.68    5.94   26.56   20.13    6.68    4.38   28.20   13.89   14.61    4.51
     408    0.99    2.36    4.25    6.53    3.57    4.42    4.25    1.80   16.96    6.68   35.68   25.37    6.88    6.67   34.26   14.65   23.53    4.41
     432    1.10    2.77    3.96    6.67    4.76    4.10    7.08    1.62   27.89    5.63   36.25   32.64    8.52    7.52   32.85   15.06   35.11    4.35
     456    1.30    3.07    5.66    6.33    5.04    3.97    5.66    1.54   22.63    5.06   32.00   35.03    8.33    6.02   29.45   14.27   43.32    4.32
     480    1.70    2.74   11.33    6.06    4.02    3.97    3.40    1.48   14.78    4.77   30.30   33.95    7.28    4.97   27.78   13.99   31.15    4.32
     504    1.81    2.41   16.99    5.97    2.66    3.96    3.09    1.44   10.19    4.62   26.96   29.92    6.60    4.48   23.90   13.95   21.75    4.32
     528    1.73    2.27   14.16    6.18    2.61    4.39    2.94    1.67    8.47    5.98   25.77   26.69    6.43    5.46   21.83   14.24   16.91    4.32
     552    1.53    2.47   11.89    7.24    3.48    5.27    5.89    2.10   13.05    7.78   27.72   30.28    6.43    6.80   25.88   14.72   11.98    4.29
