      24,   30.900000    ,   31.031908    ,   8.0699997    ,   7.5923367    ,   4.1799998    ,   5.1659398    ,   13.000000    ,   10.647043    ,   19.799999    ,   22.433458    ,   38.000000    ,   38.503895    ,   1.0500000    ,   1.1655182    ,   2.0200000    ,   2.8766644    ,  0.98000002    ,   1.0156101    ,   4.5000000    ,   5.2425108    ,   9.1199999    ,   10.699642    ,   13.400000    ,   8.5853186    ,   3.9700000    ,   1.3938104    ,   26.000000    ,   27.652292    ,   28.000000    ,   30.118296    ,   23.500000    ,   26.969442    ,   5.5999999    ,   2.9060230    ,   3.8499999    ,  0.38116661    ,   1.0000000    ,   1.3145522    ,   2.0000000    ,   2.2273750    ,   16.000000    ,   26.024750    ,   4.0900002    ,   4.4988494    ,   2.4000001    ,  0.47321275    ,   5.5999999    ,   6.6779022    ,   2.5000000    ,   2.1514535    ,   1.0500000    ,   1.1655182    ,   2.0200000    ,   2.5795460    ,  0.98000002    ,   1.0528849    ,   1.9500000    ,   2.1020925    ,  0.33000001    ,  0.16574430    ,   3.0000000    ,   3.7596550    ,   5.5999999    ,   2.9060230    ,  0.69999999    ,  0.28440243    ,   3.8499999    ,  0.38500282    ,  0.41999999    ,  0.60352758E-01,   2.8599999    ,   1.6042591    ,   1.2100000    ,   1.2866752    ,   1.7300000    ,   1.8435937    ,   9.3400002    ,   10.523967    ,   11.910000    ,   14.714265    ,   19.020000    ,   17.774794    ,   1.5800000    ,   2.0404742    ,   1.6400000    ,  0.49982795    ,   1.5300000    ,   2.9670742    ,  0.81999999    ,   1.2296376    ,   2.1600001    ,   2.9577000    ,   25.190001    ,   24.725817    ,   6.4000001    ,   3.2621772    ,
      48,   19.400000    ,   30.735739    ,   7.2900000    ,   7.2520728    ,   4.0999999    ,   4.2970667    ,   11.500000    ,   9.5388803    ,   13.600000    ,   22.323759    ,   27.000000    ,   51.113461    ,   1.0000000    ,   1.0973808    ,   1.9500000    ,   2.7781341    ,  0.85000002    ,  0.96810848    ,   4.1999998    ,   5.1071754    ,   6.7300000    ,   10.612076    ,   12.900000    ,   8.3225012    ,   3.4000001    ,   1.4088255    ,   22.700001    ,   25.944727    ,   27.000000    ,   29.787741    ,   22.000000    ,   26.934937    ,   4.8000002    ,   3.3652067    ,   3.0000000    ,  0.44735828    ,   1.0000000    ,   2.4037306    ,   2.0000000    ,   2.3412330    ,   17.000000    ,   25.421885    ,   2.4000001    ,   4.3015380    ,   2.0000000    ,  0.54619735    ,   5.4000001    ,   6.4798088    ,   2.2000000    ,   1.9846987    ,   1.0000000    ,   1.0973808    ,   1.9500000    ,   2.5590332    ,  0.85000002    ,   1.0018061    ,   1.8600000    ,   2.0328028    ,  0.20000000    ,  0.16401756    ,   2.8399999    ,   3.7440424    ,   4.8000002    ,   3.3652067    ,  0.60000002    ,  0.32604086    ,   3.0000000    ,  0.45641136    ,  0.30000001    ,  0.66928998E-01,   2.0200000    ,   1.6951905    ,  0.88000000    ,   1.3305196    ,   1.4200000    ,   1.8851725    ,   8.5500002    ,   9.7782259    ,   10.020000    ,   14.560828    ,   16.100000    ,   21.971893    ,   1.3200001    ,   1.4674373    ,   1.2900000    ,  0.51380360    ,   1.8099999    ,   2.9079263    ,  0.68000001    ,   1.2157512    ,   1.8500000    ,   2.7981837    ,   22.700001    ,   31.088724    ,   5.9699998    ,   2.1757705    ,
      72,   16.000000    ,   30.822561    ,   6.4699998    ,   6.9016528    ,   4.0799999    ,   3.7448494    ,   10.000000    ,   7.6858907    ,   11.400000    ,   21.473566    ,   22.000000    ,   59.048569    ,  0.94999999    ,   1.0004462    ,   1.8800000    ,   2.5965965    ,  0.80000001    ,  0.89499801    ,   4.0500002    ,   4.8527350    ,   5.3699999    ,   10.455521    ,   11.800000    ,   8.8049097    ,   2.9900000    ,   1.2167732    ,   19.500000    ,   22.875910    ,   26.000000    ,   29.970583    ,   21.500000    ,   26.810400    ,   4.1999998    ,   3.9156153    ,   2.2000000    ,  0.53031844    ,  -1.0000000    ,   4.5248027    ,  -1.0000000    ,   2.4056976    ,   16.000000    ,   24.927744    ,   2.8000000    ,   4.1067700    ,   1.6200000    ,  0.56184393    ,   5.1999998    ,   6.2656155    ,   1.8500000    ,   1.7715627    ,  0.94999999    ,   1.0004462    ,   1.8800000    ,   2.4304352    ,  0.80000001    ,  0.93111372    ,   1.7900000    ,   1.9203500    ,  0.13000000    ,  0.15738092    ,   2.7000000    ,   3.7422063    ,   4.1999998    ,   3.9156153    ,  0.54000002    ,  0.33741593    ,   2.2000000    ,  0.53309542    ,  0.22000000    ,  0.69712952E-01,   1.7800000    ,   1.8447496    ,  0.81000000    ,   1.3562495    ,   1.3800000    ,   1.8281447    ,   7.7300000    ,   9.0662842    ,   9.8199997    ,   13.834458    ,   15.480000    ,   22.602684    ,   1.2600000    ,   1.3270456    ,   1.0200000    ,  0.60708714    ,   1.6400000    ,   2.7947505    ,  0.79000002    ,   1.1822959    ,   2.0100000    ,   2.6630223    ,   18.850000    ,   30.241041    ,   5.4899998    ,   2.1078093    ,
      96,   18.600000    ,   30.166006    ,   5.7399998    ,   6.5694504    ,   4.0500002    ,   3.4124725    ,   8.5000000    ,   7.0683956    ,   13.300000    ,   20.296358    ,   26.000000    ,   59.980789    ,  0.89999998    ,  0.90207404    ,   1.8099999    ,   2.4338975    ,  0.77999997    ,  0.82578355    ,   3.9200001    ,   4.5608363    ,   6.4699998    ,   10.046858    ,   10.300000    ,   8.8628416    ,   2.6199999    ,   1.0988485    ,   18.900000    ,   21.230854    ,   25.200001    ,   29.771643    ,   19.900000    ,   28.908722    ,   3.8000000    ,   4.5810552    ,   1.4000000    ,  0.58001423    ,  -1.0000000    ,   4.8285818    ,  -1.0000000    ,   2.4912198    ,   18.000000    ,   24.368917    ,   3.3000000    ,   3.3843882    ,   1.3200001    ,  0.53170782    ,   5.0500002    ,   5.7025800    ,   1.6500000    ,   1.5451933    ,  0.89999998    ,  0.90207404    ,   1.8099999    ,   2.2884834    ,  0.77999997    ,  0.85866243    ,   1.7200000    ,   1.7923075    ,  0.13000000    ,  0.15757598    ,   2.5799999    ,   3.6262949    ,   3.8000000    ,   4.5810552    ,  0.47999999    ,  0.35479489    ,   1.4000000    ,  0.58231682    ,  0.18000001    ,  0.78138970E-01,   1.7800000    ,   1.9812082    ,  0.88000000    ,   1.3555096    ,   1.3000000    ,   1.7772514    ,   7.3000002    ,   7.3146062    ,   9.3100004    ,   12.958730    ,   12.620000    ,   21.677046    ,   1.3500000    ,   1.2872149    ,  0.88999999    ,  0.69995147    ,   1.2500000    ,   2.6641104    ,  0.70999998    ,   1.1245903    ,   2.3099999    ,   2.4980175    ,   18.959999    ,   29.220680    ,   5.3499999    ,   2.1007702    ,
     120,   22.299999    ,   28.805275    ,   5.0500002    ,   6.1763210    ,   4.0200000    ,   3.2637234    ,   7.0000000    ,   7.4658108    ,   16.799999    ,   18.811495    ,   31.000000    ,   59.350250    ,  0.86000001    ,  0.81775022    ,   1.7300000    ,   2.2679136    ,  0.75000000    ,  0.76788145    ,   3.7900000    ,   4.3011565    ,   6.9400001    ,   9.0233335    ,   8.4200001    ,   8.5364037    ,   2.3599999    ,   1.0480660    ,   18.200001    ,   20.908623    ,   24.400000    ,   29.695251    ,   19.000000    ,   30.091272    ,   3.4500000    ,   4.9152684    ,   1.1000000    ,  0.61491650    ,  -1.0000000    ,   4.6645579    ,  -1.0000000    ,   2.5624435    ,   21.000000    ,   23.585329    ,   2.5000000    ,   2.4137273    ,   1.1300000    ,  0.46607432    ,   5.0000000    ,   5.0503001    ,   1.5000000    ,   1.3642546    ,  0.86000001    ,  0.81775022    ,   1.7300000    ,   2.1489308    ,  0.75000000    ,  0.79709512    ,   1.6600000    ,   1.6651988    ,  0.13000000    ,  0.16148312    ,   2.5100000    ,   3.4152968    ,   3.4500000    ,   4.9152684    ,  0.44000000    ,  0.34880325    ,   1.1000000    ,  0.61384124    ,  0.15000001    ,  0.83319299E-01,   1.7100000    ,   1.9845594    ,  0.89999998    ,   1.3264440    ,   1.2600000    ,   1.7039431    ,   6.8200002    ,   5.9709706    ,   8.6599998    ,   11.141381    ,   12.820000    ,   20.241825    ,   1.2700000    ,   1.2558228    ,  0.75999999    ,  0.69233418    ,   1.1300000    ,   2.5372181    ,  0.64999998    ,   1.0558089    ,   2.1300001    ,   2.2764406    ,   20.379999    ,   27.975382    ,   5.1799998    ,   2.2243025    ,
     144,   21.200001    ,   26.886093    ,   4.8000002    ,   5.7871966    ,   3.9500000    ,   3.2800846    ,   6.4000001    ,   8.3863745    ,   15.700000    ,   16.980265    ,   30.500000    ,   58.302761    ,  0.82999998    ,  0.74739885    ,   1.6900001    ,   2.0908592    ,  0.72000003    ,  0.71032453    ,   3.6800001    ,   4.0626016    ,   7.0700002    ,   7.4805927    ,   7.0700002    ,   8.0937519    ,   2.1500001    ,   1.0118619    ,   17.400000    ,   20.048391    ,   23.700001    ,   29.473228    ,   18.400000    ,   28.023218    ,   3.2300000    ,   4.9225078    ,  0.94999999    ,  0.59178239    ,  -1.0000000    ,   4.4638281    ,  -1.0000000    ,   2.5818388    ,   24.000000    ,   21.676054    ,   1.9700000    ,   1.7815760    ,  0.99000001    ,  0.41531777    ,   4.9499998    ,   4.5763736    ,   1.3800000    ,   1.2477566    ,  0.82999998    ,  0.74739885    ,   1.6900001    ,   2.0156767    ,  0.72000003    ,  0.73709339    ,   1.6000000    ,   1.5442749    ,  0.14000000    ,  0.16203921    ,   2.4400001    ,   3.1848142    ,   3.2300000    ,   4.9225078    ,  0.41000000    ,  0.31309843    ,  0.94999999    ,  0.58644009    ,  0.13000000    ,  0.79499550E-01,   1.7100000    ,   1.9015746    ,  0.86000001    ,   1.2721256    ,   1.1900001    ,   1.6036979    ,   6.8499999    ,   5.2084160    ,   8.0699997    ,   9.3960972    ,   11.740000    ,   18.012520    ,   1.2100000    ,   1.2265573    ,  0.74000001    ,  0.64463425    ,  0.91000003    ,   2.3991060    ,  0.62000000    ,  0.99333161    ,   1.9800000    ,   2.0628269    ,   19.700001    ,   26.334213    ,   4.9499998    ,   2.6345441    ,
     168,   22.400000    ,   24.499510    ,   4.5999999    ,   5.4393544    ,   3.9000001    ,   3.3484945    ,   5.5599999    ,   9.1688166    ,   18.600000    ,   15.500275    ,   34.000000    ,   55.912640    ,  0.81000000    ,  0.70486242    ,   1.6500000    ,   1.9294196    ,  0.69999999    ,  0.67348289    ,   3.6199999    ,   3.8533239    ,   6.7100000    ,   6.3981533    ,   7.0200000    ,   7.7078094    ,   1.9500000    ,   1.0117655    ,   17.000000    ,   18.223444    ,   23.000000    ,   29.906645    ,   17.900000    ,   25.569452    ,   3.0799999    ,   4.7710028    ,  0.81999999    ,  0.55024594    ,  -1.0000000    ,   4.2986403    ,  -1.0000000    ,   2.6027286    ,   21.500000    ,   18.397253    ,   1.8200001    ,   1.5308071    ,  0.88000000    ,  0.37653625    ,   4.9000001    ,   4.3070741    ,   1.3000000    ,   1.1804498    ,  0.81000000    ,  0.70486242    ,   1.6500000    ,   1.9082170    ,  0.69999999    ,  0.69309783    ,   1.5500000    ,   1.4409103    ,  0.15000001    ,  0.16372125    ,   2.3900001    ,   2.9627018    ,   3.0799999    ,   4.7710028    ,  0.38000000    ,  0.29024893    ,  0.81999999    ,  0.54500133    ,  0.12000000    ,  0.75398020E-01,   1.6900001    ,   1.7900466    ,  0.80000001    ,   1.1994922    ,   1.1300000    ,   1.4943615    ,   7.1300001    ,   4.9150634    ,   8.1800003    ,   8.2374792    ,   11.090000    ,   15.766399    ,   1.1700000    ,   1.2110788    ,  0.68000001    ,  0.59418142    ,  0.81999999    ,   2.2463362    ,  0.56999999    ,  0.94400340    ,   2.0300000    ,   1.9062051    ,   18.680000    ,   24.299047    ,   4.7300000    ,   3.4415085    ,
     192,   22.900000    ,   22.224907    ,   4.3000002    ,   5.1185784    ,   3.5999999    ,   3.3694990    ,   5.5999999    ,   9.4954834    ,   19.500000    ,   14.638630    ,   30.000000    ,   51.566315    ,  0.77999997    ,  0.68529087    ,   1.6300000    ,   1.7969813    ,  0.67000002    ,  0.65249878    ,   3.5400000    ,   3.6624928    ,   6.1100001    ,   5.8218174    ,   7.0200000    ,   7.4090114    ,   1.7600000    ,   1.0343643    ,   16.400000    ,   16.449017    ,   22.299999    ,   31.333685    ,   17.500000    ,   24.475565    ,   2.9700000    ,   4.5401449    ,  0.69999999    ,  0.52990353    ,  -1.0000000    ,   4.1138644    ,  -1.0000000    ,   2.6115696    ,   20.000000    ,   15.260821    ,   1.7400000    ,   1.4052805    ,  0.81000000    ,  0.37085769    ,   4.8099999    ,   4.2171178    ,   1.2500000    ,   1.1493434    ,  0.77999997    ,  0.68529087    ,   1.6300000    ,   1.8177371    ,  0.67000002    ,  0.67302507    ,   1.5000000    ,   1.3574843    ,  0.14000000    ,  0.16933143    ,   2.3299999    ,   2.7557633    ,   2.9700000    ,   4.5401449    ,  0.36000001    ,  0.28265449    ,  0.69999999    ,  0.52600878    ,  0.10000000    ,  0.74392296E-01,   1.6000000    ,   1.6888433    ,  0.73000002    ,   1.1087651    ,   1.0400000    ,   1.3757607    ,   7.2700000    ,   4.8577366    ,   8.4899998    ,   7.6453285    ,   11.400000    ,   14.080452    ,   1.2400000    ,   1.2107024    ,  0.63000000    ,  0.55298924    ,  0.74000001    ,   2.0994983    ,  0.58999997    ,  0.89919084    ,   2.0999999    ,   1.8108516    ,   19.129999    ,   22.352827    ,   4.5300002    ,   5.2860484    ,
     216,   20.200001    ,   20.700377    ,   4.1900001    ,   4.8154750    ,   3.0999999    ,   3.3172638    ,   5.3000002    ,   9.4066639    ,   15.800000    ,   14.425393    ,   26.000000    ,   45.879459    ,  0.76999998    ,  0.66430211    ,   1.5900000    ,   1.6977478    ,  0.66000003    ,  0.61741060    ,   3.4800000    ,   3.4897487    ,   5.3600001    ,   5.4222622    ,   6.9800000    ,   7.1385288    ,   1.6000000    ,   1.0404116    ,   15.200000    ,   15.234169    ,   21.799999    ,   31.545568    ,   17.100000    ,   23.486814    ,   2.8199999    ,   4.2713799    ,  0.63000000    ,  0.50425029    ,  -1.0000000    ,   3.8917408    ,  -1.0000000    ,   2.5815656    ,   18.500000    ,   13.179601    ,   1.6799999    ,   1.3339151    ,  0.75000000    ,  0.36430153    ,   4.4000001    ,   4.2334948    ,   1.2000000    ,   1.1300697    ,  0.76999998    ,  0.66430211    ,   1.5900000    ,   1.7361816    ,  0.66000003    ,  0.63582665    ,   1.4600000    ,   1.2878007    ,  0.14000000    ,  0.16246493    ,   2.2800000    ,   2.5653026    ,   2.8199999    ,   4.2713799    ,  0.34000000    ,  0.27702343    ,  0.63000000    ,  0.49991432    ,  0.90000004E-01,  0.68633437E-01,   1.5100000    ,   1.5805302    ,  0.68000001    ,  0.98220736    ,   1.0800000    ,   1.2585315    ,   7.0500002    ,   4.8826351    ,   8.0900002    ,   7.4132915    ,   11.010000    ,   13.031810    ,   1.1500000    ,   1.2046344    ,  0.56999999    ,  0.51905602    ,  0.62000000    ,   1.9756378    ,  0.54000002    ,  0.85173130    ,   2.1500001    ,   1.7491077    ,   18.850000    ,   20.828056    ,   4.7300000    ,   6.3608460    ,
     240,   17.200001    ,   20.066153    ,   4.1999998    ,   4.5430856    ,   2.9000001    ,   3.2240524    ,   5.1999998    ,   9.1166897    ,   14.000000    ,   14.724629    ,   25.000000    ,   40.605923    ,  0.75000000    ,  0.64792895    ,   1.5700001    ,   1.6237813    ,  0.64999998    ,  0.59751922    ,   3.3800001    ,   3.3437579    ,   4.7900000    ,   5.1167417    ,   6.9299998    ,   6.8575044    ,   1.4800000    ,   1.0443006    ,   14.200000    ,   14.384542    ,   21.200001    ,   29.569025    ,   16.799999    ,   21.590742    ,   2.7500000    ,   3.9927847    ,  0.56000000    ,  0.47795376    ,  -1.0000000    ,   3.6850891    ,  -1.0000000    ,   2.5459881    ,   17.000000    ,   11.884377    ,   1.6100000    ,   1.3043805    ,  0.69999999    ,  0.35971177    ,   3.9000001    ,   4.2587576    ,   1.1500000    ,   1.1170193    ,  0.75000000    ,  0.64792895    ,   1.5700001    ,   1.6739403    ,  0.64999998    ,  0.61254811    ,   1.4200000    ,   1.2350837    ,  0.12000000    ,  0.15686558    ,   2.2400000    ,   2.4080720    ,   2.7500000    ,   3.9927847    ,  0.31999999    ,  0.26469794    ,  0.56000000    ,  0.47446442    ,  0.79999998E-01,  0.61301041E-01,   1.4700000    ,   1.5059170    ,  0.67000002    ,  0.87930042    ,   1.0700001    ,   1.1646482    ,   6.7900000    ,   4.9542403    ,   7.0799999    ,   7.3457780    ,   10.780000    ,   12.489430    ,   1.0400000    ,   1.1958314    ,  0.50999999    ,  0.49333334    ,  0.64999998    ,   1.8733850    ,  0.50999999    ,  0.80564880    ,   1.8099999    ,   1.7121266    ,   17.350000    ,   19.969330    ,   6.6500001    ,   6.4075065    ,
