Year,Month,Median,2.5 Percentile,97.5 Percentile
1950.000,   1.000, 198.233, 189.495, 207.114
1950.000,   2.000, 207.314, 198.350, 215.995
1950.000,   3.000, 195.712, 188.260, 203.769
1950.000,   4.000, 159.553, 151.243, 170.138
1950.000,   5.000, 159.448, 151.041, 170.502
1950.000,   6.000, 158.972, 150.777, 168.988
1950.000,   7.000, 155.881, 148.524, 167.378
1950.000,   8.000, 159.670, 152.396, 168.951
1950.000,   9.000, 161.238, 151.722, 171.771
1950.000,  10.000, 203.535, 194.665, 213.121
1950.000,  11.000, 226.745, 218.031, 236.259
1950.000,  12.000, 212.280, 203.039, 221.506
1951.000,   1.000, 193.194, 183.964, 201.969
1951.000,   2.000, 170.461, 161.664, 179.603
1951.000,   3.000, 176.842, 169.199, 185.510
1951.000,   4.000, 227.108, 217.960, 236.416
1951.000,   5.000, 229.172, 220.609, 238.866
1951.000,   6.000, 228.649, 219.840, 236.960
1951.000,   7.000, 226.630, 218.500, 236.411
1951.000,   8.000, 232.093, 223.723, 240.174
1951.000,   9.000, 234.887, 224.521, 244.276
1951.000,  10.000, 237.379, 228.440, 246.773
1951.000,  11.000, 234.786, 226.482, 244.978
1951.000,  12.000, 212.352, 203.632, 221.379
1952.000,   1.000, 195.142, 186.177, 203.867
1952.000,   2.000, 198.344, 189.221, 206.883
1952.000,   3.000, 207.574, 199.420, 215.649
1952.000,   4.000, 232.169, 223.565, 241.686
1952.000,   5.000, 235.176, 226.211, 244.740
1952.000,   6.000, 234.527, 225.987, 243.394
1952.000,   7.000, 214.610, 206.741, 224.193
1952.000,   8.000, 229.039, 220.915, 237.064
1952.000,   9.000, 243.923, 234.102, 252.937
1952.000,  10.000, 240.402, 230.956, 249.632
1952.000,  11.000, 243.837, 235.492, 253.807
1952.000,  12.000, 224.101, 215.140, 232.815
1953.000,   1.000, 217.995, 208.903, 226.076
1953.000,   2.000, 215.346, 205.459, 223.883
1953.000,   3.000, 210.580, 202.549, 218.681
1953.000,   4.000, 249.024, 239.963, 257.804
1953.000,   5.000, 244.072, 235.360, 253.576
1953.000,   6.000, 240.585, 231.598, 249.330
1953.000,   7.000, 243.459, 235.245, 251.972
