Year,Month,Median,2.5 Percentile,97.5 Percentile
1950.00,   1.00, 148.77, 134.06, 163.17
1950.00,   2.00,  95.69,  81.77, 110.08
1950.00,   3.00,  78.23,  64.17,  92.60
1950.00,   4.00,  92.71,  78.98, 106.91
1950.00,   5.00,  37.66,  24.55,  50.86
1950.00,   6.00,  76.06,  62.25,  90.34
1950.00,   7.00,  90.42,  76.60, 105.22
1950.00,   8.00,  67.04,  53.29,  81.41
1950.00,   9.00,  88.97,  74.90, 103.56
1950.00,  10.00,  70.16,  56.08,  84.76
1950.00,  11.00, 131.37, 117.02, 145.33
1950.00,  12.00,  61.36,  46.98,  75.27
1951.00,   1.00,  62.52,  48.52,  76.71
1951.00,   2.00,  69.09,  55.21,  83.35
1951.00,   3.00,  90.92,  76.52, 105.27
1951.00,   4.00,  75.53,  62.21,  89.10
1951.00,   5.00,  64.81,  50.83,  79.25
1951.00,   6.00,  90.27,  76.02, 104.67
1951.00,   7.00,  63.73,  49.57,  77.99
1951.00,   8.00,  43.72,  30.15,  57.17
1951.00,   9.00,  66.81,  53.13,  79.95
1951.00,  10.00,  68.17,  54.17,  82.58
1951.00,  11.00,  95.72,  81.23, 110.33
1951.00,  12.00,  95.74,  82.13, 109.53
1952.00,   1.00,  89.08,  75.01, 102.80
1952.00,   2.00,  44.94,  30.90,  59.90
1952.00,   3.00,  64.95,  50.95,  79.10
1952.00,   4.00,  68.56,  54.80,  83.34
1952.00,   5.00,  80.67,  66.03,  95.04
1952.00,   6.00,  38.64,  26.12,  51.98
1952.00,   7.00,  53.59,  40.58,  67.09
1952.00,   8.00,  72.51,  58.98,  86.99
1952.00,   9.00,  69.56,  55.41,  84.07
1952.00,  10.00,  24.63,  13.46,  38.05
1952.00,  11.00,  59.05,  45.46,  72.52
1952.00,  12.00,  63.96,  50.69,  77.73
1953.00,   1.00,  69.92,  56.14,  83.83
1953.00,   2.00,  30.22,  17.10,  44.08
1953.00,   3.00,  68.56,  54.69,  83.20
1953.00,   4.00,  60.91,  47.38,  74.94
1953.00,   5.00, 100.48,  86.13, 115.12
1953.00,   6.00,  57.50,  43.07,  71.52
1953.00,   7.00,  59.73,  46.29,  73.19
1953.00,   8.00,  58.14,  44.86,  71.57
1953.00,   9.00,  54.82,  40.73,  69.05
1953.00,  10.00,  22.67,  11.41,  35.06
1953.00,  11.00,  55.47,  41.98,  69.21
1953.00,  12.00,  59.54,  46.56,  73.25
1954.00,   1.00,  64.15,  50.83,  78.16
1954.00,   2.00,  71.70,  57.67,  86.14
1954.00,   3.00, 105.43,  91.05, 120.15
1954.00,   4.00, 114.52,  99.83, 128.27
1954.00,   5.00,  32.99,  20.66,  46.28
1954.00,   6.00,  64.63,  50.85,  78.78
1954.00,   7.00,  45.98,  33.06,  59.58
1954.00,   8.00,  73.56,  60.35,  87.86
1954.00,   9.00,  51.20,  38.19,  65.13
1954.00,  10.00, 194.07, 179.09, 208.75
1954.00,  11.00,  55.69,  42.20,  69.41
1954.00,  12.00,  57.87,  44.47,  71.56
1955.00,   1.00,  56.07,  42.33,  69.99
1955.00,   2.00,  52.97,  39.70,  67.10
1955.00,   3.00,  80.41,  66.25,  94.44
1955.00,   4.00,  74.30,  60.54,  88.34
1955.00,   5.00,  46.11,  33.24,  60.16
1955.00,   6.00,  45.36,  32.26,  59.10
1955.00,   7.00,  56.40,  43.76,  69.72
1955.00,   8.00,  96.05,  82.09, 110.17
1955.00,   9.00,  55.54,  41.77,  70.00
1955.00,  10.00, 130.47, 116.17, 145.12
1955.00,  11.00,  83.29,  69.29,  97.73
