DATE	cout
UNITS	m3/s
2010-01-01	4.992
2010-01-02	4.572
2010-01-03	4.201
2010-01-04	3.873
2010-01-05	3.581
2010-01-06	3.32
2010-01-07	3.086
2010-01-08	2.874
2010-01-09	2.681
2010-01-10	2.506
2010-01-11	2.346
2010-01-12	2.199
2010-01-13	2.063
2010-01-14	1.939
2010-01-15	1.856
2010-01-16	1.79
2010-01-17	1.729
2010-01-18	1.67
2010-01-19	1.611
2010-01-20	1.55
2010-01-21	1.487
2010-01-22	1.428
2010-01-23	1.374
2010-01-24	1.911
2010-01-25	3.56
2010-01-26	4.914
2010-01-27	5.215
2010-01-28	4.913
2010-01-29	4.467
2010-01-30	4.047
2010-01-31	3.682
2010-02-01	3.367
2010-02-02	3.093
2010-02-03	2.852
2010-02-04	2.638
2010-02-05	2.447
2010-02-06	2.276
2010-02-07	2.12
2010-02-08	1.979
2010-02-09	1.85
2010-02-10	1.732
2010-02-11	1.624
2010-02-12	1.524
2010-02-13	1.432
2010-02-14	1.346
2010-02-15	1.267
2010-02-16	1.194
2010-02-17	1.126
2010-02-18	1.065
2010-02-19	1.011
2010-02-20	0.965
2010-02-21	0.927
2010-02-22	0.898
2010-02-23	0.875
2010-02-24	0.854
2010-02-25	0.834
2010-02-26	0.814
2010-02-27	0.799
2010-02-28	0.795
2010-03-01	0.803
2010-03-02	0.817
2010-03-03	0.844
2010-03-04	0.875
2010-03-05	0.905
2010-03-06	0.941
2010-03-07	1.07
2010-03-08	1.824
2010-03-09	2.916
2010-03-10	3.449
2010-03-11	3.416
2010-03-12	3.198
2010-03-13	3.533
2010-03-14	4.25
2010-03-15	4.49
2010-03-16	4.268
2010-03-17	3.924
2010-03-18	3.592
2010-03-19	3.297
2010-03-20	3.039
2010-03-21	2.81
2010-03-22	2.607
2010-03-23	2.428
2010-03-24	2.267
2010-03-25	2.121
2010-03-26	1.987
2010-03-27	1.864
2010-03-28	1.851
2010-03-29	1.967
2010-03-30	1.998
2010-03-31	1.944
2010-04-01	1.87
2010-04-02	1.793
2010-04-03	1.718
2010-04-04	1.644
2010-04-05	1.572
2010-04-06	1.652
2010-04-07	2.183
2010-04-08	4.236
2010-04-09	6.066
2010-04-10	6.468
2010-04-11	6.048
2010-04-12	5.452
2010-04-13	4.899
2010-04-14	4.422
2010-04-15	4.015
2010-04-16	3.665
2010-04-17	3.36
2010-04-18	3.092
2010-04-19	2.854
2010-04-20	2.642
2010-04-21	2.451
2010-04-22	2.28
2010-04-23	2.124
2010-04-24	1.983
2010-04-25	1.892
2010-04-26	1.812
2010-04-27	1.727
2010-04-28	1.642
2010-04-29	1.559
2010-04-30	1.48
2010-05-01	1.404
2010-05-02	1.331
2010-05-03	1.263
2010-05-04	1.197
2010-05-05	1.135
2010-05-06	1.077
2010-05-07	1.034
2010-05-08	1.277
2010-05-09	1.511
2010-05-10	1.574
2010-05-11	2.095
2010-05-12	2.602
2010-05-13	3.178
2010-05-14	4.22
2010-05-15	4.774
2010-05-16	4.666
2010-05-17	4.343
2010-05-18	4.011
2010-05-19	3.713
2010-05-20	3.45
2010-05-21	3.217
2010-05-22	3.052
2010-05-23	2.915
2010-05-24	2.772
2010-05-25	2.631
2010-05-26	2.496
2010-05-27	2.367
2010-05-28	2.245
2010-05-29	2.129
2010-05-30	2.019
2010-05-31	1.915
2010-06-01	1.827
2010-06-02	1.744
2010-06-03	1.66
2010-06-04	1.578
2010-06-05	1.522
2010-06-06	2.742
2010-06-07	4.165
2010-06-08	4.599
2010-06-09	4.567
2010-06-10	4.355
2010-06-11	4.072
2010-06-12	3.801
2010-06-13	3.558
2010-06-14	3.339
2010-06-15	3.141
2010-06-16	2.958
2010-06-17	2.79
2010-06-18	2.633
2010-06-19	2.487
2010-06-20	2.35
2010-06-21	2.221
2010-06-22	2.1
2010-06-23	1.987
2010-06-24	1.88
2010-06-25	1.779
2010-06-26	1.684
2010-06-27	1.594
2010-06-28	1.521
2010-06-29	1.45
2010-06-30	1.379
2010-07-01	1.31
2010-07-02	1.244
2010-07-03	1.181
2010-07-04	1.121
2010-07-05	1.064
2010-07-06	1.009
2010-07-07	0.958
2010-07-08	0.908
2010-07-09	0.897
2010-07-10	0.886
2010-07-11	0.86
2010-07-12	0.828
2010-07-13	0.796
2010-07-14	0.763
2010-07-15	0.73
2010-07-16	0.858
