DATE	cout
UNITS	m3/s
2010-01-01	1.834
2010-01-02	1.451
2010-01-03	1.23
2010-01-04	1.096
2010-01-05	1.003
2010-01-06	0.931
2010-01-07	0.876
2010-01-08	0.837
2010-01-09	0.789
2010-01-10	0.744
2010-01-11	0.705
2010-01-12	0.668
2010-01-13	0.633
2010-01-14	0.606
2010-01-15	0.867
2010-01-16	1.009
2010-01-17	0.929
2010-01-18	0.827
2010-01-19	0.738
2010-01-20	0.672
2010-01-21	0.625
2010-01-22	0.694
2010-01-23	0.749
2010-01-24	3.871
2010-01-25	8.481
2010-01-26	9.451
2010-01-27	6.881
2010-01-28	4.368
2010-01-29	2.861
2010-01-30	2.061
2010-01-31	1.64
2010-02-01	1.404
2010-02-02	1.257
2010-02-03	1.157
2010-02-04	1.078
2010-02-05	1.013
2010-02-06	0.957
2010-02-07	0.906
2010-02-08	0.859
2010-02-09	0.828
2010-02-10	0.825
2010-02-11	0.793
2010-02-12	0.75
2010-02-13	0.707
2010-02-14	0.668
2010-02-15	0.632
2010-02-16	0.6
2010-02-17	0.569
2010-02-18	0.546
2010-02-19	0.531
2010-02-20	0.515
2010-02-21	0.512
2010-02-22	0.554
2010-02-23	0.568
2010-02-24	0.557
2010-02-25	0.535
2010-02-26	0.516
2010-02-27	0.614
2010-02-28	0.758
2010-03-01	0.812
2010-03-02	0.796
2010-03-03	0.771
2010-03-04	0.765
2010-03-05	0.788
2010-03-06	0.809
2010-03-07	1.033
2010-03-08	2.547
2010-03-09	6.304
2010-03-10	9.303
2010-03-11	8.674
2010-03-12	7.123
2010-03-13	9.697
2010-03-14	12.761
2010-03-15	11.266
2010-03-16	7.374
2010-03-17	4.425
2010-03-18	2.83
2010-03-19	2.02
2010-03-20	1.6
2010-03-21	1.367
2010-03-22	1.616
2010-03-23	1.665
2010-03-24	1.421
2010-03-25	1.657
2010-03-26	1.65
2010-03-27	1.371
2010-03-28	1.994
2010-03-29	2.679
2010-03-30	2.521
2010-03-31	2.001
2010-04-01	1.584
2010-04-02	1.323
2010-04-03	1.163
2010-04-04	1.058
2010-04-05	0.978
2010-04-06	1.099
2010-04-07	2.251
2010-04-08	8.004
2010-04-09	11.08
2010-04-10	8.335
2010-04-11	5.05
2010-04-12	3.126
2010-04-13	2.15
2010-04-14	1.651
2010-04-15	1.373
2010-04-16	1.208
2010-04-17	1.1
2010-04-18	1.021
2010-04-19	0.955
2010-04-20	0.898
2010-04-21	0.846
2010-04-22	0.8
2010-04-23	0.758
2010-04-24	0.816
2010-04-25	1.685
2010-04-26	2.227
2010-04-27	1.884
2010-04-28	1.423
2010-04-29	1.147
2010-04-30	1.019
2010-05-01	1.113
2010-05-02	1.423
2010-05-03	1.634
2010-05-04	1.446
2010-05-05	1.674
2010-05-06	1.83
2010-05-07	2.321
2010-05-08	4.701
2010-05-09	5.13
2010-05-10	3.706
2010-05-11	6.117
2010-05-12	8.003
2010-05-13	8.447
2010-05-14	7.608
2010-05-15	5.416
2010-05-16	3.489
2010-05-17	2.449
2010-05-18	3.287
2010-05-19	3.675
2010-05-20	2.937
2010-05-21	2.181
2010-05-22	2.866
2010-05-23	3.085
2010-05-24	2.451
2010-05-25	1.895
2010-05-26	1.549
2010-05-27	1.358
2010-05-28	1.228
2010-05-29	1.128
2010-05-30	1.049
2010-05-31	0.985
2010-06-01	1.405
2010-06-02	2.521
2010-06-03	2.542
2010-06-04	1.874
2010-06-05	1.603
2010-06-06	8.195
2010-06-07	12.674
2010-06-08	10.334
2010-06-09	7.628
2010-06-10	5.557
2010-06-11	3.719
2010-06-12	2.521
2010-06-13	1.876
2010-06-14	1.529
2010-06-15	1.34
2010-06-16	1.213
2010-06-17	1.113
2010-06-18	1.034
2010-06-19	0.97
2010-06-20	0.913
2010-06-21	0.863
2010-06-22	0.815
2010-06-23	0.899
2010-06-24	1.041
2010-06-25	0.986
2010-06-26	0.851
2010-06-27	0.78
2010-06-28	0.726
2010-06-29	0.669
2010-06-30	0.623
2010-07-01	0.585
2010-07-02	0.552
2010-07-03	0.521
2010-07-04	0.492
2010-07-05	0.466
2010-07-06	0.441
2010-07-07	0.417
2010-07-08	0.396
2010-07-09	0.387
2010-07-10	0.366
