time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,5.00879,0,4.09
2,2010-01-03,00:00:00.00,0.294162,0,2.4
3,2010-01-04,00:00:00.00,0.857802,0,2.8
4,2010-01-05,00:00:00.00,0.250126,0,3.3
5,2010-01-06,00:00:00.00,1.42003,0,2.5
6,2010-01-07,00:00:00.00,0.0510665,0,1.97
7,2010-01-08,00:00:00.00,0.89435,0,1.82
8,2010-01-09,00:00:00.00,2.45389,0,1.74
9,2010-01-10,00:00:00.00,0.0180506,0,1.68
10,2010-01-11,00:00:00.00,0.017479,0,1.61
11,2010-01-12,00:00:00.00,4.12539,0,1.8
12,2010-01-13,00:00:00.00,0.140211,0,1.78
13,2010-01-14,00:00:00.00,0.00661335,0,1.7
14,2010-01-15,00:00:00.00,0.0380724,1.74734e-11,1.61
15,2010-01-16,00:00:00.00,0.179807,2.04343e-07,1.49
16,2010-01-17,00:00:00.00,0.0626251,0.000501058,1.49
17,2010-01-18,00:00:00.00,0.0204237,0.000737955,1.47
18,2010-01-19,00:00:00.00,0.0139555,0.000328851,1.48
19,2010-01-20,00:00:00.00,1.21599,0.000281404,1.41
20,2010-01-21,00:00:00.00,0.224735,0.000283855,1.36
21,2010-01-22,00:00:00.00,0.00187298,0.000131353,1.26
22,2010-01-23,00:00:00.00,0.00269639,5.04733e-05,1.33
23,2010-01-24,00:00:00.00,0.0108407,1.78712e-05,1.3
24,2010-01-25,00:00:00.00,6.01051,0.00177885,1.35
25,2010-01-26,00:00:00.00,7.36089,1.40093,3.99
26,2010-01-27,00:00:00.00,3.48926,2.72102,15.8
27,2010-01-28,00:00:00.00,3.5973,2.10059,11.4
28,2010-01-29,00:00:00.00,5.12776,1.19838,5.83
29,2010-01-30,00:00:00.00,1.54904,0.646732,4.61
30,2010-01-31,00:00:00.00,0.0129241,0.358091,4.48
31,2010-02-01,00:00:00.00,6.33796,0.215141,4.19
32,2010-02-02,00:00:00.00,0.716532,0.14464,3.64
33,2010-02-03,00:00:00.00,2.18863,0.108953,2.9
34,2010-02-04,00:00:00.00,1.69106,0.0902564,2.38
35,2010-02-05,00:00:00.00,0.0621015,0.0795279,2.05
36,2010-02-06,00:00:00.00,0.00261211,0.072546,1.89
37,2010-02-07,00:00:00.00,0.00280767,0.0673023,1.71
38,2010-02-08,00:00:00.00,0.00257507,0.0636196,1.52
39,2010-02-09,00:00:00.00,0.000291373,0.0611039,1.41
40,2010-02-10,00:00:00.00,1.54236,0.0586567,1.33
41,2010-02-11,00:00:00.00,3.08459,0.056075,1.36
42,2010-02-12,00:00:00.00,0.00176191,0.053129,1.32
43,2010-02-13,00:00:00.00,0.633063,0.0502134,1.28
44,2010-02-14,00:00:00.00,0.284652,0.0474663,1.22
45,2010-02-15,00:00:00.00,0.704886,0.0447267,1.18
46,2010-02-16,00:00:00.00,0.875775,0.0419,1.15
47,2010-02-17,00:00:00.00,0.72733,0.0388872,1.19
48,2010-02-18,00:00:00.00,0.145472,0.0360186,1.26
49,2010-02-19,00:00:00.00,0.118966,0.0339008,1.21
50,2010-02-20,00:00:00.00,0.0444928,0.0311992,1.19
51,2010-02-21,00:00:00.00,0.0046683,0.0275689,1.16
52,2010-02-22,00:00:00.00,0.000600939,0.0244561,1.18
53,2010-02-23,00:00:00.00,13.4331,0.0395733,1.23
54,2010-02-24,00:00:00.00,0.963579,0.0587715,1.21
55,2010-02-25,00:00:00.00,0.360993,0.0483663,1.18
56,2010-02-26,00:00:00.00,3.05016,0.0289513,1.15
57,2010-02-27,00:00:00.00,5.87097,0.100976,1.12
58,2010-02-28,00:00:00.00,1.47035,0.166077,1.09
59,2010-03-01,00:00:00.00,0.0357769,0.113795,1.21
60,2010-03-02,00:00:00.00,0.000871632,0.0560005,1.4
61,2010-03-03,00:00:00.00,0.00132039,0.0283719,1.43
62,2010-03-04,00:00:00.00,0.000732858,0.0153281,1.5
63,2010-03-05,00:00:00.00,0.000413863,0.00882408,1.57
64,2010-03-06,00:00:00.00,0.000206931,0.00533636,1.59
65,2010-03-07,00:00:00.00,0,0.00335476,1.59
66,2010-03-08,00:00:00.00,0,0.0020298,1.79
67,2010-03-09,00:00:00.00,0,0.00920951,2.14
68,2010-03-10,00:00:00.00,0,0.677957,3.25
69,2010-03-11,00:00:00.00,0.0819502,7.71973,6.09
70,2010-03-12,00:00:00.00,0.012375,11.5849,15.9
71,2010-03-13,00:00:00.00,1.45374,7.52819,56.2
72,2010-03-14,00:00:00.00,10.9325,8.29244,90.4
73,2010-03-15,00:00:00.00,4.5948,10.5084,105
74,2010-03-16,00:00:00.00,0.134008,8.03465,52.9
75,2010-03-17,00:00:00.00,2.6123e-308,4.29529,29.1
76,2010-03-18,00:00:00.00,0.000416824,2.26071,18.6
77,2010-03-19,00:00:00.00,1.54564e-308,1.25133,13.4
78,2010-03-20,00:00:00.00,0,0.761372,9.64
79,2010-03-21,00:00:00.00,0.294462,0.595912,7.16
80,2010-03-22,00:00:00.00,0.328427,0.632306,5.65
81,2010-03-23,00:00:00.00,3.57803,1.58889,4.61
82,2010-03-24,00:00:00.00,0.216323,2.29563,4.32
83,2010-03-25,00:00:00.00,0.00169743,1.60589,3.96
84,2010-03-26,00:00:00.00,0.000985786,0.889268,3.45
85,2010-03-27,00:00:00.00,0.000330752,0.540678,3
86,2010-03-28,00:00:00.00,0.00145836,0.373653,2.55
87,2010-03-29,00:00:00.00,7.38469,2.25908,2.35
88,2010-03-30,00:00:00.00,1.37043,4.01683,2.71
89,2010-03-31,00:00:00.00,6.6482e-308,2.90731,2.8
90,2010-04-01,00:00:00.00,2.89561e-308,1.5105,2.65
91,2010-04-02,00:00:00.00,0.00943295,0.814414,2.44
92,2010-04-03,00:00:00.00,0,0.470128,2.22
93,2010-04-04,00:00:00.00,0.175152,0.338956,2.01
94,2010-04-05,00:00:00.00,0.276054,0.332033,1.84
95,2010-04-06,00:00:00.00,0.0795406,0.290871,1.69
96,2010-04-07,00:00:00.00,14.5212,3.12249,2.17
97,2010-04-08,00:00:00.00,8.10769,6.57737,3.64
98,2010-04-09,00:00:00.00,15.8273,9.73485,16.4
99,2010-04-10,00:00:00.00,0.277267,9.9169,27.3
100,2010-04-11,00:00:00.00,0.646298,6.05715,11.4
101,2010-04-12,00:00:00.00,0.00201306,3.47954,6.64
102,2010-04-13,00:00:00.00,0,1.79299,4.97
