time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,2.58792,0,5.6
2,2010-01-03,00:00:00.00,0.27728,0,5.4
3,2010-01-04,00:00:00.00,0.684489,0,5.2
4,2010-01-05,00:00:00.00,0.115877,0,5.05
5,2010-01-06,00:00:00.00,1.77905,0,5
6,2010-01-07,00:00:00.00,0.24619,0,4.95
7,2010-01-08,00:00:00.00,0.489894,0,4.9
8,2010-01-09,00:00:00.00,1.94597,0,4.81
9,2010-01-10,00:00:00.00,0.00151134,0,4.4
10,2010-01-11,00:00:00.00,0.0163879,0,3.9
11,2010-01-12,00:00:00.00,3.12574,0,4.4
12,2010-01-13,00:00:00.00,0.232927,0,4.39
13,2010-01-14,00:00:00.00,0.0156522,0,4.38
14,2010-01-15,00:00:00.00,0.0455087,0,4.39
15,2010-01-16,00:00:00.00,0.265305,5.04611e-11,4.38
16,2010-01-17,00:00:00.00,0.0420687,1.25393e-09,4.37
17,2010-01-18,00:00:00.00,0.00830447,2.8175e-09,4.39
18,2010-01-19,00:00:00.00,0.0230064,3.21323e-09,4.4
19,2010-01-20,00:00:00.00,1.14269,8.73184e-08,4.39
20,2010-01-21,00:00:00.00,0.122856,6.30686e-07,4.2
21,2010-01-22,00:00:00.00,0.0113593,1.25283e-06,4.1
22,2010-01-23,00:00:00.00,0.0202804,1.42359e-06,4.2
23,2010-01-24,00:00:00.00,0.00867914,1.33943e-06,4.3
24,2010-01-25,00:00:00.00,6.0885,0.00010581,4.5
25,2010-01-26,00:00:00.00,8.96174,0.0371559,7.56
26,2010-01-27,00:00:00.00,1.57779,0.184813,6.86
27,2010-01-28,00:00:00.00,1.41428,0.299693,5.6
28,2010-01-29,00:00:00.00,2.71752,0.298598,5.2
29,2010-01-30,00:00:00.00,1.0228,0.283639,4.9
30,2010-01-31,00:00:00.00,0.0100613,0.263016,4.7
31,2010-02-01,00:00:00.00,2.92543,0.241165,4.6
32,2010-02-02,00:00:00.00,0.720717,0.21915,4.55
33,2010-02-03,00:00:00.00,1.47808,0.197891,4.5
34,2010-02-04,00:00:00.00,0.645741,0.178799,4.45
35,2010-02-05,00:00:00.00,0.00296504,0.162062,4.4
36,2010-02-06,00:00:00.00,0.00222226,0.147641,4.39
37,2010-02-07,00:00:00.00,0.000361135,0.135305,4.35
38,2010-02-08,00:00:00.00,0.00234909,0.125421,4.32
39,2010-02-09,00:00:00.00,0.00239863,0.11768,4.3
40,2010-02-10,00:00:00.00,1.71549,0.110905,4.25
41,2010-02-11,00:00:00.00,4.41849,0.104941,4.21
42,2010-02-12,00:00:00.00,0.00325012,0.099414,4.2
43,2010-02-13,00:00:00.00,0.346681,0.0944434,4.19
44,2010-02-14,00:00:00.00,0.291275,0.0901497,4.18
45,2010-02-15,00:00:00.00,0.805107,0.0862863,4.16
46,2010-02-16,00:00:00.00,0.660525,0.0825521,4.14
47,2010-02-17,00:00:00.00,0.226154,0.078757,4.13
48,2010-02-18,00:00:00.00,0.127237,0.0752567,4.13
49,2010-02-19,00:00:00.00,0.0163679,0.0718271,4.15
50,2010-02-20,00:00:00.00,0.00639491,0.0682681,4.12
51,2010-02-21,00:00:00.00,0.000728409,0.0647673,3.54
52,2010-02-22,00:00:00.00,0.000234006,0.0614157,3.62
53,2010-02-23,00:00:00.00,11.714,0.0581823,3.73
54,2010-02-24,00:00:00.00,1.48643,0.0551639,3.72
55,2010-02-25,00:00:00.00,0.591203,0.0521511,3.73
56,2010-02-26,00:00:00.00,3.9724,0.0491831,3.73
57,2010-02-27,00:00:00.00,8.3375,0.0465291,3.71
58,2010-02-28,00:00:00.00,1.88726,0.043728,3.81
59,2010-03-01,00:00:00.00,0.110415,0.0406968,3.94
60,2010-03-02,00:00:00.00,0.0154177,0.0377141,4.02
61,2010-03-03,00:00:00.00,3.84471e-308,0.0349071,3.98
62,2010-03-04,00:00:00.00,0.000326745,0.0324,3.97
63,2010-03-05,00:00:00.00,0.000139379,0.0299728,3.93
64,2010-03-06,00:00:00.00,5.8097e-308,0.0276145,3.86
65,2010-03-07,00:00:00.00,2.89904e-308,0.0254422,3.86
66,2010-03-08,00:00:00.00,1.30428e-308,0.0232332,4
67,2010-03-09,00:00:00.00,0,0.0329958,4.33
68,2010-03-10,00:00:00.00,0.000297304,0.148344,5.06
69,2010-03-11,00:00:00.00,0.138824,0.766483,6.01
70,2010-03-12,00:00:00.00,0.0903512,1.24663,7.33
71,2010-03-13,00:00:00.00,14.7581,1.55472,11.5
72,2010-03-14,00:00:00.00,21.8902,2.40909,22.9
73,2010-03-15,00:00:00.00,15.1108,3.57844,45.8
74,2010-03-16,00:00:00.00,0.430674,4.30078,71.4
75,2010-03-17,00:00:00.00,0.000258004,4.27399,64.8
76,2010-03-18,00:00:00.00,0.000218963,4.00425,43.7
77,2010-03-19,00:00:00.00,0.00117839,3.6157,29.5
78,2010-03-20,00:00:00.00,0.000536102,3.19365,24.8
79,2010-03-21,00:00:00.00,0.138163,2.79343,21.5
80,2010-03-22,00:00:00.00,0.303541,2.45571,18.4
81,2010-03-23,00:00:00.00,4.44193,2.40428,14.9
82,2010-03-24,00:00:00.00,0.521035,2.47723,11.8
83,2010-03-25,00:00:00.00,0.0274006,2.29908,11.7
84,2010-03-26,00:00:00.00,0.00358717,2.01078,11.8
85,2010-03-27,00:00:00.00,0.000306354,1.7667,11.1
86,2010-03-28,00:00:00.00,0,1.57328,10
87,2010-03-29,00:00:00.00,7.45689,1.88539,9.42
88,2010-03-30,00:00:00.00,3.55351,2.52753,10.8
89,2010-03-31,00:00:00.00,1.37204e-308,2.5919,10.1
90,2010-04-01,00:00:00.00,0,2.25353,8.82
91,2010-04-02,00:00:00.00,0.0403483,1.96484,8.05
92,2010-04-03,00:00:00.00,0.0144986,1.71579,7.67
93,2010-04-04,00:00:00.00,0.178495,1.51251,7.49
94,2010-04-05,00:00:00.00,0.234634,1.35821,7.44
95,2010-04-06,00:00:00.00,0.195602,1.23601,7.41
96,2010-04-07,00:00:00.00,11.8067,1.92177,9.96
97,2010-04-08,00:00:00.00,10.0219,3.16836,11.1
98,2010-04-09,00:00:00.00,18.7428,4.78071,20.3
99,2010-04-10,00:00:00.00,0.191985,5.63009,23.5
100,2010-04-11,00:00:00.00,0.696855,5.09168,22.8
101,2010-04-12,00:00:00.00,0.010992,4.51495,18.5
102,2010-04-13,00:00:00.00,0.000826824,3.92784,14.5
103,2010-04-14,00:00:00.00,0.00160393,3.38157,11.8
104,2010-04-15,00:00:00.00,0.000727449,2.90881,10.3
105,2010-04-16,00:00:00.00,1.98646e-308,2.50434,9.03
106,2010-04-17,00:00:00.00,0.023689,2.16024,7.75
107,2010-04-18,00:00:00.00,0.186456,1.88727,7.13
108,2010-04-19,00:00:00.00,0.0647645,1.68965,6.96
109,2010-04-20,00:00:00.00,1.6112e-308,1.52441,6.58
110,2010-04-21,00:00:00.00,0.0117264,1.37313,6.25
111,2010-04-22,00:00:00.00,0,1.24357,6.26
112,2010-04-23,00:00:00.00,6.04758e-308,1.13131,5.66
113,2010-04-24,00:00:00.00,3.02379e-308,1.04131,5.45
114,2010-04-25,00:00:00.00,0.0148756,0.968605,5.18
115,2010-04-26,00:00:00.00,7.96267,1.43635,6.29
116,2010-04-27,00:00:00.00,0.0423896,1.81,7.2
117,2010-04-28,00:00:00.00,0.000108403,1.56925,6.51
118,2010-04-29,00:00:00.00,1.41447e-308,1.3716,5.68
119,2010-04-30,00:00:00.00,0.0061962,1.21592,5.18
120,2010-05-01,00:00:00.00,0.000493458,1.08283,4.92
121,2010-05-02,00:00:00.00,2.59207,1.11155,4.58
122,2010-05-03,00:00:00.00,0.847735,1.16824,4.86
123,2010-05-04,00:00:00.00,11.9553,1.68362,6.21
124,2010-05-05,00:00:00.00,0.00974496,2.07017,6.09
125,2010-05-06,00:00:00.00,9.31775,2.25794,6.52
126,2010-05-07,00:00:00.00,0.00861591,2.42668,6.62
127,2010-05-08,00:00:00.00,28.1796,3.64247,7.05
128,2010-05-09,00:00:00.00,8.52308,5.37175,16.8
129,2010-05-10,00:00:00.00,0.109695,5.56253,21.6
130,2010-05-11,00:00:00.00,0.0102334,5.15922,19.1
131,2010-05-12,00:00:00.00,3.66179,4.90788,14
132,2010-05-13,00:00:00.00,0.667278,4.66403,11.5
133,2010-05-14,00:00:00.00,13.0393,5.30455,10.1
134,2010-05-15,00:00:00.00,0.738269,5.89183,11
135,2010-05-16,00:00:00.00,0.000114005,5.18857,11.8
136,2010-05-17,00:00:00.00,8.61435e-308,4.44432,10.4
137,2010-05-18,00:00:00.00,2.67922e-308,3.78462,8.49
138,2010-05-19,00:00:00.00,0.009973,3.21128,7.19
139,2010-05-20,00:00:00.00,0.000923554,2.7311,6.4
140,2010-05-21,00:00:00.00,0.000596868,2.33457,5.67
141,2010-05-22,00:00:00.00,0.0103278,2.00662,5.19
142,2010-05-23,00:00:00.00,2.1153,1.92304,4.99
143,2010-05-24,00:00:00.00,0.0314738,1.85575,4.85
144,2010-05-25,00:00:00.00,2.1711e-308,1.6124,4.68
145,2010-05-26,00:00:00.00,0,1.40768,4.53
146,2010-05-27,00:00:00.00,0,1.23539,4.33
147,2010-05-28,00:00:00.00,1.0886,1.16175,4.19
148,2010-05-29,00:00:00.00,0.272182,1.11259,4.03
149,2010-05-30,00:00:00.00,0.0357189,0.998704,3.88
150,2010-05-31,00:00:00.00,0.000351552,0.888305,3.75
151,2010-06-01,00:00:00.00,1.93722,0.888761,3.71
152,2010-06-02,00:00:00.00,4.52466,1.08809,4.06
153,2010-06-03,00:00:00.00,21.9711,2.11587,4.15
154,2010-06-04,00:00:00.00,14.364,3.49032,8.4
155,2010-06-05,00:00:00.00,5.82676,4.11053,7.09
156,2010-06-06,00:00:00.00,0.822498,4.06842,7.46
157,2010-06-07,00:00:00.00,21.0366,4.93168,10.7
158,2010-06-08,00:00:00.00,0,5.74749,10.1
159,2010-06-09,00:00:00.00,0.0310821,5.24035,9.38
160,2010-06-10,00:00:00.00,16.2536,5.92589,9.76
161,2010-06-11,00:00:00.00,0.103042,6.5507,11.1
162,2010-06-12,00:00:00.00,0.0038309,5.79536,9.5
163,2010-06-13,00:00:00.00,5.28784,5.50082,8.21
164,2010-06-14,00:00:00.00,0.34567,5.22023,7.04
165,2010-06-15,00:00:00.00,0.387855,4.49468,6.88
166,2010-06-16,00:00:00.00,0.0141141,3.82946,6.24
167,2010-06-17,00:00:00.00,12.0326,4.38331,7.82
168,2010-06-18,00:00:00.00,0.00497945,4.86886,6.86
169,2010-06-19,00:00:00.00,0.0178688,4.12689,6.57
170,2010-06-20,00:00:00.00,0.182707,3.49607,5.62
171,2010-06-21,00:00:00.00,0.00011617,2.95285,4.75
172,2010-06-22,00:00:00.00,0.0431271,2.49388,4.26
173,2010-06-23,00:00:00.00,11.0133,3.0678,4.98
174,2010-06-24,00:00:00.00,0.4249,3.57486,5.08
175,2010-06-25,00:00:00.00,10.9428,3.95094,5.04
176,2010-06-26,00:00:00.00,0.152437,4.26282,5.45
177,2010-06-27,00:00:00.00,9.36464,4.42202,6.8
178,2010-06-28,00:00:00.00,28.4069,7.0146,7.93
179,2010-06-29,00:00:00.00,0.116307,8.71179,22.1
180,2010-06-30,00:00:00.00,0.0128077,7.79894,24
181,2010-07-01,00:00:00.00,0.0120235,6.80245,18.4
182,2010-07-02,00:00:00.00,0.0355577,5.85945,11.7
183,2010-07-03,00:00:00.00,0.016346,4.99052,8.05
184,2010-07-04,00:00:00.00,0.000123394,4.21551,6.14
185,2010-07-05,00:00:00.00,0.00177214,3.54839,5.05
186,2010-07-06,00:00:00.00,0.0203138,2.99178,4.43
187,2010-07-07,00:00:00.00,0.00571247,2.53313,4.01
188,2010-07-08,00:00:00.00,0.029771,2.16159,3.74
189,2010-07-09,00:00:00.00,0.162488,1.87778,3.56
190,2010-07-10,00:00:00.00,29.344,4.05327,5.97
191,2010-07-11,00:00:00.00,0.0250715,5.94563,5.16
192,2010-07-12,00:00:00.00,2.297,5.35024,5.87
193,2010-07-13,00:00:00.00,2.18729,4.96351,5.4
194,2010-07-14,00:00:00.00,0.0339876,4.40769,4.54
195,2010-07-15,00:00:00.00,0.019593,3.72981,4.17
196,2010-07-16,00:00:00.00,0.214295,3.16403,3.99
197,2010-07-17,00:00:00.00,7.30064,3.31438,5.78
198,2010-07-18,00:00:00.00,0.261059,3.4432,4.18
199,2010-07-19,00:00:00.00,0.802692,2.9906,3.84
200,2010-07-20,00:00:00.00,4.1821,2.93303,4.43
201,2010-07-21,00:00:00.00,0.0643003,2.82996,3.88
202,2010-07-22,00:00:00.00,0.0881367,2.41592,3.72
203,2010-07-23,00:00:00.00,0.210351,2.08557,4.21
204,2010-07-24,00:00:00.00,32.9992,4.12435,12.4
205,2010-07-25,00:00:00.00,10.4892,6.78013,8.93
