time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,3.48291,0,5.6
2,2010-01-03,00:00:00.00,10.5174,0,4.8
3,2010-01-04,00:00:00.00,10.8344,0,4.2
4,2010-01-05,00:00:00.00,5.75143,0,3.8
5,2010-01-06,00:00:00.00,4.56877,0,3.45
6,2010-01-07,00:00:00.00,0.346487,0,3.23
7,2010-01-08,00:00:00.00,4.92323,0,3.08
8,2010-01-09,00:00:00.00,3.91481,0,2.97
9,2010-01-10,00:00:00.00,0.136617,0,2.82
10,2010-01-11,00:00:00.00,0.0879651,0,2.75
11,2010-01-12,00:00:00.00,2.06562,0,2.68
12,2010-01-13,00:00:00.00,0.0578724,0,2.62
13,2010-01-14,00:00:00.00,4.45916e-308,0,2.58
14,2010-01-15,00:00:00.00,0.0121086,0,2.54
15,2010-01-16,00:00:00.00,0.0386075,0,2.5
16,2010-01-17,00:00:00.00,0.00426676,0.0062476,2.47
17,2010-01-18,00:00:00.00,0.00289719,0.0121908,2.44
18,2010-01-19,00:00:00.00,0.0493213,0.0167253,2.42
19,2010-01-20,00:00:00.00,0.823572,0.0207305,2.4
20,2010-01-21,00:00:00.00,0.411197,0.0180287,2.38
21,2010-01-22,00:00:00.00,0.000510436,0.014445,2.36
22,2010-01-23,00:00:00.00,0.00392513,0.0112769,2.34
23,2010-01-24,00:00:00.00,0.00470006,0.00864731,2.32
24,2010-01-25,00:00:00.00,12.1802,0.0617767,2.6
25,2010-01-26,00:00:00.00,4.75337,0.621748,36
26,2010-01-27,00:00:00.00,2.57717,2.03023,64.6
27,2010-01-28,00:00:00.00,0.868159,2.91188,60.4
28,2010-01-29,00:00:00.00,1.05576,2.7276,43.2
29,2010-01-30,00:00:00.00,0.277616,2.35014,30
30,2010-01-31,00:00:00.00,0.0733862,1.92302,21
31,2010-02-01,00:00:00.00,0.58125,1.5207,14
32,2010-02-02,00:00:00.00,0.0105246,1.17103,11
33,2010-02-03,00:00:00.00,2.07329,0.883786,8.3
34,2010-02-04,00:00:00.00,0.458737,0.658319,6.5
35,2010-02-05,00:00:00.00,0.00116047,0.48519,5.2
36,2010-02-06,00:00:00.00,0.000136211,0.354954,4.6
37,2010-02-07,00:00:00.00,0.000975193,0.258601,4.15
38,2010-02-08,00:00:00.00,0.00066633,0.188464,3.82
39,2010-02-09,00:00:00.00,0.00938023,0.137925,3.6
40,2010-02-10,00:00:00.00,5.80345,0.100924,3.4
41,2010-02-11,00:00:00.00,8.23669,0.131,3.2
42,2010-02-12,00:00:00.00,0.723313,0.152671,3.03
43,2010-02-13,00:00:00.00,0.0252781,0.111197,2.97
44,2010-02-14,00:00:00.00,0.0323388,0.0813887,2.8
45,2010-02-15,00:00:00.00,0.62499,0.0599127,2.68
46,2010-02-16,00:00:00.00,0.242461,0.0443738,2.6
47,2010-02-17,00:00:00.00,1.82907,0.033204,2.49
48,2010-02-18,00:00:00.00,0.791733,0.036412,2.41
49,2010-02-19,00:00:00.00,0.0122528,0.0386893,2.36
50,2010-02-20,00:00:00.00,0.000703732,0.0290996,2.31
51,2010-02-21,00:00:00.00,0.000284474,0.0222741,2.27
52,2010-02-22,00:00:00.00,7.25179e-308,0.0174467,2.24
53,2010-02-23,00:00:00.00,14.2443,0.598489,2.3
54,2010-02-24,00:00:00.00,0.400278,1.04724,2.35
55,2010-02-25,00:00:00.00,0.182268,0.799649,2.36
56,2010-02-26,00:00:00.00,1.83581,0.595881,2.28
57,2010-02-27,00:00:00.00,4.85169,0.531713,2.22
58,2010-02-28,00:00:00.00,3.29558,0.616247,2.19
59,2010-03-01,00:00:00.00,0.194624,0.657816,2.17
60,2010-03-02,00:00:00.00,0.000836992,0.555475,2.23
61,2010-03-03,00:00:00.00,0.000793268,0.406148,2.26
62,2010-03-04,00:00:00.00,0.000678929,0.295755,2.32
63,2010-03-05,00:00:00.00,0,0.214838,2.39
64,2010-03-06,00:00:00.00,0,0.155995,2.48
65,2010-03-07,00:00:00.00,0,0.113533,2.6
66,2010-03-08,00:00:00.00,0,0.082843,3.4
67,2010-03-09,00:00:00.00,0,0.722517,6
68,2010-03-10,00:00:00.00,0.00244163,4.55055,12
69,2010-03-11,00:00:00.00,0.0117601,7.43206,28
70,2010-03-12,00:00:00.00,0.00134742,6.36329,54.6
71,2010-03-13,00:00:00.00,2.59594,5.55734,78.9
72,2010-03-14,00:00:00.00,11.9571,7.91671,86.6
73,2010-03-15,00:00:00.00,1.80925,9.7981,90.1
