time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.989668,0,2.16341
2,2010-01-03,00:00:00.00,1.05867,0,1.85475
3,2010-01-04,00:00:00.00,2.58847,0,2.00766
4,2010-01-05,00:00:00.00,3.15917,0,2.31065
5,2010-01-06,00:00:00.00,2.50923,0,2.13226
6,2010-01-07,00:00:00.00,2.27221,0,1.98218
7,2010-01-08,00:00:00.00,3.57198,0,2.03598
8,2010-01-09,00:00:00.00,5.33646,0,2.10394
9,2010-01-10,00:00:00.00,0.341833,0,2.14642
10,2010-01-11,00:00:00.00,0.349887,0,1.81228
11,2010-01-12,00:00:00.00,2.40685,0,1.96802
12,2010-01-13,00:00:00.00,1.02125,0,2.0643
13,2010-01-14,00:00:00.00,0.0658886,0,2.05014
14,2010-01-15,00:00:00.00,0.0107969,0,2.13226
15,2010-01-16,00:00:00.00,0.173654,3.97743e-08,2.60515
16,2010-01-17,00:00:00.00,0.0370129,0.0105325,4.07763
17,2010-01-18,00:00:00.00,0.273488,0.0716901,5.83327
18,2010-01-19,00:00:00.00,0.078669,0.278033,6.42792
19,2010-01-20,00:00:00.00,0.215173,0.346973,5.15367
20,2010-01-21,00:00:00.00,0.122852,0.206193,3.99268
21,2010-01-22,00:00:00.00,0.0242349,0.126132,3.11485
22,2010-01-23,00:00:00.00,1.8843,0.142501,3.0299
23,2010-01-24,00:00:00.00,0.048198,0.188944,3.79446
24,2010-01-25,00:00:00.00,13.482,0.8013,17.2166
25,2010-01-26,00:00:00.00,7.67337,1.64047,25.5418
26,2010-01-27,00:00:00.00,8.06528,1.51968,16.9618
27,2010-01-28,00:00:00.00,1.90359,0.908613,6.14476
28,2010-01-29,00:00:00.00,2.42739,0.522398,4.10594
29,2010-01-30,00:00:00.00,0.167912,0.338747,2.97327
30,2010-01-31,00:00:00.00,0.0266576,0.257176,2.72125
31,2010-02-01,00:00:00.00,0.0471045,0.221305,2.27951
32,2010-02-02,00:00:00.00,0.0853719,0.204557,1.99067
33,2010-02-03,00:00:00.00,0.295696,0.195628,1.87741
34,2010-02-04,00:00:00.00,1.78374,0.224017,1.8321
35,2010-02-05,00:00:00.00,0.0284221,0.234288,1.77547
36,2010-02-06,00:00:00.00,2.03615,0.26928,1.7245
37,2010-02-07,00:00:00.00,2.46495,0.287433,1.68202
38,2010-02-08,00:00:00.00,0.276723,0.228096,1.67353
39,2010-02-09,00:00:00.00,0.0107584,0.197514,1.61689
40,2010-02-10,00:00:00.00,9.41286,0.24988,1.69335
41,2010-02-11,00:00:00.00,8.49703,0.27139,1.66503
42,2010-02-12,00:00:00.00,2.06244,0.212994,1.67353
43,2010-02-13,00:00:00.00,0.950629,0.186508,1.64521
44,2010-02-14,00:00:00.00,1.99897,0.173491,1.62256
