time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.27702,0,3.85
2,2010-01-03,00:00:00.00,4.51279,0,3
3,2010-01-04,00:00:00.00,8.49969,0,2.2
4,2010-01-05,00:00:00.00,10.8244,0,1.4
5,2010-01-06,00:00:00.00,6.9175,0,1.1
6,2010-01-07,00:00:00.00,0.304758,0,0.95
7,2010-01-08,00:00:00.00,5.46847,0,0.82
8,2010-01-09,00:00:00.00,4.77632,0,0.7
9,2010-01-10,00:00:00.00,0.770973,0,0.63
10,2010-01-11,00:00:00.00,0.109581,0,0.56
11,2010-01-12,00:00:00.00,1.97401,0,0.5
12,2010-01-13,00:00:00.00,0.213364,0,0.46
13,2010-01-14,00:00:00.00,0.000102482,0,0.423
14,2010-01-15,00:00:00.00,0.00547114,0,0.41
15,2010-01-16,00:00:00.00,0.0155989,0,0.395
16,2010-01-17,00:00:00.00,0.00166027,0.0338866,0.38
17,2010-01-18,00:00:00.00,0.000473574,0.102253,0.37
18,2010-01-19,00:00:00.00,0.0226623,0.148031,0.36
19,2010-01-20,00:00:00.00,1.03431,0.157207,0.35
20,2010-01-21,00:00:00.00,0.562416,0.145125,0.34
21,2010-01-22,00:00:00.00,0.00045703,0.125059,0.335
22,2010-01-23,00:00:00.00,0.00476711,0.105309,0.33
23,2010-01-24,00:00:00.00,0.00747674,0.0849331,0.325
24,2010-01-25,00:00:00.00,8.83557,0.125344,0.32
25,2010-01-26,00:00:00.00,5.01902,6.9986,1.5
26,2010-01-27,00:00:00.00,1.43062,22.9895,10.8
27,2010-01-28,00:00:00.00,0.39254,29.8311,22.4
28,2010-01-29,00:00:00.00,0.317707,24.2229,27.2
29,2010-01-30,00:00:00.00,0.0465212,18.4502,24.3
30,2010-01-31,00:00:00.00,0.0285117,14.1455,12.4
31,2010-02-01,00:00:00.00,0.214811,10.9536,7.15
32,2010-02-02,00:00:00.00,0.00523627,8.39454,5.1
33,2010-02-03,00:00:00.00,1.80915,6.31063,3.72
34,2010-02-04,00:00:00.00,0.42475,4.65707,2.97
35,2010-02-05,00:00:00.00,0.00056437,3.32183,2.45
36,2010-02-06,00:00:00.00,1.24319e-308,2.32913,2.09
37,2010-02-07,00:00:00.00,0.000228224,1.63986,1.7
38,2010-02-08,00:00:00.00,0.00746768,1.21559,1.4
39,2010-02-09,00:00:00.00,0.00387402,0.966284,1.2
40,2010-02-10,00:00:00.00,6.18416,0.761405,1.05
41,2010-02-11,00:00:00.00,7.94293,0.600858,0.9
42,2010-02-12,00:00:00.00,0.595696,0.483438,0.8
43,2010-02-13,00:00:00.00,0.0542249,0.39207,0.7
44,2010-02-14,00:00:00.00,0.0232869,0.331496,0.64
45,2010-02-15,00:00:00.00,0.111198,0.288144,0.58
46,2010-02-16,00:00:00.00,0.424998,0.25375,0.53
47,2010-02-17,00:00:00.00,2.1902,0.227923,0.49
48,2010-02-18,00:00:00.00,0.463971,0.208766,0.465
49,2010-02-19,00:00:00.00,0.00572646,0.193929,0.44
50,2010-02-20,00:00:00.00,9.979e-308,0.182349,0.42
51,2010-02-21,00:00:00.00,0.000116308,0.173953,0.4
52,2010-02-22,00:00:00.00,5.12497e-308,0.167889,0.38
53,2010-02-23,00:00:00.00,14.3778,0.229999,0.36
54,2010-02-24,00:00:00.00,0.253249,0.33461,0.35
55,2010-02-25,00:00:00.00,0.372788,0.376977,0.34
56,2010-02-26,00:00:00.00,3.32885,0.363264,0.33
57,2010-02-27,00:00:00.00,7.5589,0.329879,0.36
58,2010-02-28,00:00:00.00,2.24848,0.292762,0.4
59,2010-03-01,00:00:00.00,0.0437517,0.271995,0.44
60,2010-03-02,00:00:00.00,0.0055979,0.277159,0.56
61,2010-03-03,00:00:00.00,0.00191651,0.276607,0.65
62,2010-03-04,00:00:00.00,0.00134635,0.259354,0.8
63,2010-03-05,00:00:00.00,0.000267926,0.237288,0.95
64,2010-03-06,00:00:00.00,0.000126391,0.216517,1.2
65,2010-03-07,00:00:00.00,0,0.199561,1.6
66,2010-03-08,00:00:00.00,0,0.1992,2.1
67,2010-03-09,00:00:00.00,0,2.21757,3.2
68,2010-03-10,00:00:00.00,0.00593324,18.9878,6
69,2010-03-11,00:00:00.00,0.0199336,61.7298,11
70,2010-03-12,00:00:00.00,0.00450509,71.5305,20.9
71,2010-03-13,00:00:00.00,3.30447,44.4785,28.7
72,2010-03-14,00:00:00.00,10.051,33.3215,58.4
73,2010-03-15,00:00:00.00,1.76391,27.9581,80.4
74,2010-03-16,00:00:00.00,0.0754511,21.4717,66
75,2010-03-17,00:00:00.00,1.159e-308,15.1369,45
76,2010-03-18,00:00:00.00,0,9.96286,26.7
77,2010-03-19,00:00:00.00,0,6.0342,13.5
78,2010-03-20,00:00:00.00,0.00134715,3.18933,8.87
79,2010-03-21,00:00:00.00,0.11077,1.5407,6.56
80,2010-03-22,00:00:00.00,0.0608345,0.931657,4.97
81,2010-03-23,00:00:00.00,3.04579,0.86203,3.8
82,2010-03-24,00:00:00.00,0.0383302,0.890155,3.11
83,2010-03-25,00:00:00.00,0.0722423,0.808133,2.65
84,2010-03-26,00:00:00.00,0.278823,0.701732,2.3
85,2010-03-27,00:00:00.00,0.000160672,0.614904,1.91
86,2010-03-28,00:00:00.00,0.0232084,0.563514,1.56
87,2010-03-29,00:00:00.00,7.42651,0.881075,1.5
