time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.686532,0,2.86
2,2010-01-03,00:00:00.00,0.416629,0,2.02182
3,2010-01-04,00:00:00.00,3.57721,0,1.78113
4,2010-01-05,00:00:00.00,3.99374,0,1.78113
5,2010-01-06,00:00:00.00,1.45005,0,1.71317
6,2010-01-07,00:00:00.00,0.116197,0,1.71317
7,2010-01-08,00:00:00.00,5.52394,0,1.69335
8,2010-01-09,00:00:00.00,2.48929,0,1.5999
9,2010-01-10,00:00:00.00,0.17083,0,1.51495
10,2010-01-11,00:00:00.00,0.00278643,0,1.46964
11,2010-01-12,00:00:00.00,1.98963,0,1.41584
12,2010-01-13,00:00:00.00,0.398057,0,1.39885
13,2010-01-14,00:00:00.00,0.0295053,0,1.39885
14,2010-01-15,00:00:00.00,0.107031,0,1.39885
15,2010-01-16,00:00:00.00,0.0938098,0.00495021,1.41584
16,2010-01-17,00:00:00.00,0.0135977,0.020148,1.52911
17,2010-01-18,00:00:00.00,4.66649e-308,0.0286912,1.52911
18,2010-01-19,00:00:00.00,0.0299174,0.0231289,1.58858
19,2010-01-20,00:00:00.00,1.05057,0.0159062,1.56875
20,2010-01-21,00:00:00.00,0.168136,0.010121,1.58858
21,2010-01-22,00:00:00.00,0.0027941,0.00619024,1.52911
22,2010-01-23,00:00:00.00,0.000480603,0.00372881,1.48947
23,2010-01-24,00:00:00.00,0.0460412,0.0021678,1.50929
24,2010-01-25,00:00:00.00,3.79313,0.011661,1.64238
25,2010-01-26,00:00:00.00,2.84021,0.207033,3.62456
26,2010-01-27,00:00:00.00,1.5804,0.558212,12.9125
27,2010-01-28,00:00:00.00,0.590374,0.673155,6.65446
28,2010-01-29,00:00:00.00,0.695809,0.542727,5.23862
29,2010-01-30,00:00:00.00,0.0606594,0.394548,4.02099
30,2010-01-31,00:00:00.00,0.0835252,0.27534,3.1998
31,2010-02-01,00:00:00.00,0.396951,0.189559,2.5825
32,2010-02-02,00:00:00.00,0.069362,0.130694,2.22004
33,2010-02-03,00:00:00.00,1.72296,0.0918977,2.06713
34,2010-02-04,00:00:00.00,0.402972,0.0667136,1.88024
35,2010-02-05,00:00:00.00,0,0.0503483,1.74432
36,2010-02-06,00:00:00.00,0,0.039807,1.62256
37,2010-02-07,00:00:00.00,0.0502257,0.0328587,1.54327
38,2010-02-08,00:00:00.00,0.204383,0.0283151,1.50362
39,2010-02-09,00:00:00.00,6.24912e-308,0.0253207,1.43
40,2010-02-10,00:00:00.00,6.45698,0.0231265,1.35921
41,2010-02-11,00:00:00.00,5.7257,0.0214448,1.37337
42,2010-02-12,00:00:00.00,0.347746,0.0200535,1.32523
43,2010-02-13,00:00:00.00,0.250755,0.0188937,1.28842
44,2010-02-14,00:00:00.00,0.142408,0.0179528,1.25444
45,2010-02-15,00:00:00.00,0.0495904,0.0171068,1.21479
46,2010-02-16,00:00:00.00,0.246698,0.0162658,1.18648
47,2010-02-17,00:00:00.00,2.7286,0.0154399,1.16099
48,2010-02-18,00:00:00.00,0.270467,0.0146205,1.14683
49,2010-02-19,00:00:00.00,0.0692695,0.0137567,1.12701
50,2010-02-20,00:00:00.00,0.000811048,0.0128612,1.12135
