time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.63559,4.82819e-10,6.39961
2,2010-01-03,00:00:00.00,6.64317,5.77786e-09,5.97485
3,2010-01-04,00:00:00.00,8.40424,9.78986e-09,5.49347
4,2010-01-05,00:00:00.00,2.59738,7.88878e-09,5.35188
5,2010-01-06,00:00:00.00,6.87907,6.1585e-09,5.18198
6,2010-01-07,00:00:00.00,3.33516,3.48327e-07,4.95545
7,2010-01-08,00:00:00.00,0.702933,2.00977e-06,4.72891
8,2010-01-09,00:00:00.00,3.65767,2.90114e-06,4.5307
9,2010-01-10,00:00:00.00,0.248636,2.02262e-06,4.72891
10,2010-01-11,00:00:00.00,0.211401,1.30008e-06,6.65446
11,2010-01-12,00:00:00.00,0.869014,8.73695e-07,10.0808
12,2010-01-13,00:00:00.00,0.467995,6.3653e-07,8.35347
13,2010-01-14,00:00:00.00,0.0622548,5.02185e-07,7.3907
14,2010-01-15,00:00:00.00,0.0220092,4.13034e-07,7.05089
15,2010-01-16,00:00:00.00,0.252817,2.14549e-06,9.68436
16,2010-01-17,00:00:00.00,0.0322878,0.00492705,14.6115
17,2010-01-18,00:00:00.00,0.217219,0.0215382,23.5313
18,2010-01-19,00:00:00.00,0.0205578,0.101093,35.1129
19,2010-01-20,00:00:00.00,0.4796,0.169356,43.3248
20,2010-01-21,00:00:00.00,0.294955,0.140723,31.1485
21,2010-01-22,00:00:00.00,0.000250004,0.0921528,21.7473
22,2010-01-23,00:00:00.00,1.47627,0.078071,16.9052
23,2010-01-24,00:00:00.00,0.00298755,0.200629,11.978
24,2010-01-25,00:00:00.00,11.6662,0.539882,7.78713
25,2010-01-26,00:00:00.00,18.3061,1.23253,52.3862
26,2010-01-27,00:00:00.00,4.24712,1.64186,103.073
27,2010-01-28,00:00:00.00,1.70454,1.31825,29.1664
28,2010-01-29,00:00:00.00,4.59653,0.856439,12.6859
29,2010-01-30,00:00:00.00,0.419341,0.53906,7.2208
30,2010-01-31,00:00:00.00,0.118317,0.357764,5.80495
31,2010-02-01,00:00:00.00,0.241974,0.261684,4.61565
32,2010-02-02,00:00:00.00,0.0894713,0.211866,3.82277
33,2010-02-03,00:00:00.00,0.624651,0.185787,3.34139
34,2010-02-04,00:00:00.00,1.46131,0.178876,3.11485
35,2010-02-05,00:00:00.00,0.0402671,0.174265,2.97327
36,2010-02-06,00:00:00.00,0.260965,0.166947,2.97327
37,2010-02-07,00:00:00.00,0.46432,0.162087,2.83168
38,2010-02-08,00:00:00.00,0.185786,0.155247,2.83168
39,2010-02-09,00:00:00.00,0.0126562,0.151053,2.83168
40,2010-02-10,00:00:00.00,2.61714,0.147974,2.78071
41,2010-02-11,00:00:00.00,10.2998,0.145489,2.77505
42,2010-02-12,00:00:00.00,2.89086,0.143038,5.69169
43,2010-02-13,00:00:00.00,0.212803,0.140462,7.75882
44,2010-02-14,00:00:00.00,0.827989,0.13818,5.5501
45,2010-02-15,00:00:00.00,0.960913,0.135967,4.30416
46,2010-02-16,00:00:00.00,0.847544,0.133677,3.34139
47,2010-02-17,00:00:00.00,4.36936,0.131342,2.88832
48,2010-02-18,00:00:00.00,2.28042,0.134202,2.61365
49,2010-02-19,00:00:00.00,1.42995,0.146818,2.28517
50,2010-02-20,00:00:00.00,0.238201,0.146774,2.11244
51,2010-02-21,00:00:00.00,0.00118886,0.133261,2.86
52,2010-02-22,00:00:00.00,0.000184791,0.125407,2.36162
53,2010-02-23,00:00:00.00,5.93087,0.405335,2.88832
54,2010-02-24,00:00:00.00,0.695236,1.01661,3.79446
55,2010-02-25,00:00:00.00,0.0525954,1.08863,6.00317
56,2010-02-26,00:00:00.00,3.27208,0.675677,7.67387
57,2010-02-27,00:00:00.00,9.46561,0.435157,5.60674
58,2010-02-28,00:00:00.00,8.9312,0.515114,4.24753
59,2010-03-01,00:00:00.00,4.56357,0.715372,5.49347
60,2010-03-02,00:00:00.00,0.527836,0.690562,6.00317
61,2010-03-03,00:00:00.00,0.0501648,0.520412,4.55901
62,2010-03-04,00:00:00.00,0.0320618,0.354764,4.7006
63,2010-03-05,00:00:00.00,0.000888294,0.268673,5.94654
64,2010-03-06,00:00:00.00,0,0.223884,6.25802
65,2010-03-07,00:00:00.00,0,0.200054,7.9004
66,2010-03-08,00:00:00.00,0,0.186556,6.71109
67,2010-03-09,00:00:00.00,0,0.478743,7.36238
68,2010-03-10,00:00:00.00,0.00998757,1.45685,9.42951
69,2010-03-11,00:00:00.00,0.12654,3.9832,14.4699
70,2010-03-12,00:00:00.00,0.04496,7.15594,39.3604
71,2010-03-13,00:00:00.00,2.00042,7.33818,74.7565
72,2010-03-14,00:00:00.00,10.4602,7.86366,136.204
73,2010-03-15,00:00:00.00,4.21192,8.62968,80.4198
74,2010-03-16,00:00:00.00,0.3205,6.43426,38.7941
75,2010-03-17,00:00:00.00,8.41356e-308,4.0287,17.4998
76,2010-03-18,00:00:00.00,3.07149e-308,2.32234,12.2895
77,2010-03-19,00:00:00.00,1.53575e-308,1.4286,9.00476
78,2010-03-20,00:00:00.00,3.67427e-308,0.974378,7.10753
79,2010-03-21,00:00:00.00,0.226986,0.823037,5.80495
80,2010-03-22,00:00:00.00,0.248198,0.817779,4.81386
81,2010-03-23,00:00:00.00,13.286,4.5376,5.80495
82,2010-03-24,00:00:00.00,4.32092,8.00318,14.838
83,2010-03-25,00:00:00.00,0.00257943,6.20805,14.1867
84,2010-03-26,00:00:00.00,15.4092,9.10276,9.37288
85,2010-03-27,00:00:00.00,0.146333,11.0516,9.00476
86,2010-03-28,00:00:00.00,0,6.68255,11.1002
87,2010-03-29,00:00:00.00,5.7217,6.3372,6.88099
88,2010-03-30,00:00:00.00,0.663591,6.42779,7.10753
89,2010-03-31,00:00:00.00,0.00431345,3.89656,10.0242
90,2010-04-01,00:00:00.00,0.00651746,2.27056,6.99426
91,2010-04-02,00:00:00.00,1.1352e-308,1.44246,5.15367
92,2010-04-03,00:00:00.00,0,1.01829,4.19089
93,2010-04-04,00:00:00.00,0.00863977,0.803352,3.62456
94,2010-04-05,00:00:00.00,0.000423182,0.688979,3.05822
95,2010-04-06,00:00:00.00,0.231384,0.708554,2.7439
96,2010-04-07,00:00:00.00,2.00008,1.42679,4.38911
97,2010-04-08,00:00:00.00,0.280941,1.77528,4.36079
98,2010-04-09,00:00:00.00,6.63063,3.41737,3.85109
99,2010-04-10,00:00:00.00,0.958212,4.42612,6.22971
100,2010-04-11,00:00:00.00,0.0055674,2.81389,6.08812
101,2010-04-12,00:00:00.00,0.00719393,1.72955,4.84218
102,2010-04-13,00:00:00.00,1.374e-308,1.10539,3.45466
103,2010-04-14,00:00:00.00,0.0177389,0.793881,2.73258
104,2010-04-15,00:00:00.00,2.0448e-308,0.636023,2.30216
105,2010-04-16,00:00:00.00,0.0511401,0.560791,2.08978
106,2010-04-17,00:00:00.00,4.36058,1.70593,2.09828
107,2010-04-18,00:00:00.00,0.439197,2.36434,2.09828
108,2010-04-19,00:00:00.00,0.827901,1.7291,2.12376
109,2010-04-20,00:00:00.00,0,1.30123,2.16341
110,2010-04-21,00:00:00.00,0,0.853322,2.04448
111,2010-04-22,00:00:00.00,8.49998e-308,0.624729,1.88307
112,2010-04-23,00:00:00.00,0.00267669,0.506316,1.67353
113,2010-04-24,00:00:00.00,0.000105458,0.442695,1.54327
114,2010-04-25,00:00:00.00,1.45237,0.717209,1.47248
115,2010-04-26,00:00:00.00,25.7325,6.17937,2.69293
116,2010-04-27,00:00:00.00,11.4434,12.3597,25.3153
117,2010-04-28,00:00:00.00,0.0879028,10.8885,43.0416
118,2010-04-29,00:00:00.00,5.28212e-308,6.57944,14.3
119,2010-04-30,00:00:00.00,0.00410215,3.71541,6.88099
120,2010-05-01,00:00:00.00,0.000901464,2.12293,4.58733
121,2010-05-02,00:00:00.00,0.113234,1.3283,3.48297
122,2010-05-03,00:00:00.00,0.767069,1.16133,2.91664
123,2010-05-04,00:00:00.00,2.19954,1.68016,2.4664
124,2010-05-05,00:00:00.00,0.753397,1.90415,2.20305
125,2010-05-06,00:00:00.00,10.1758,4.15314,2.0558
126,2010-05-07,00:00:00.00,4.93703,6.57892,2.27667
127,2010-05-08,00:00:00.00,2.99788,6.00424,3.53961
128,2010-05-09,00:00:00.00,6.37708,6.22573,3.25644
129,2010-05-10,00:00:00.00,0.191493,5.50899,3.11485
130,2010-05-11,00:00:00.00,3.0439e-308,3.16315,3.3697
131,2010-05-12,00:00:00.00,29.8461,11.4802,3.62456
132,2010-05-13,00:00:00.00,0.343665,17.0841,28.2319
133,2010-05-14,00:00:00.00,2.28354,11.53,26.1364
134,2010-05-15,00:00:00.00,11.445,12.5324,14.9513
135,2010-05-16,00:00:00.00,0.000661595,12.0256,30.299
136,2010-05-17,00:00:00.00,0.000856287,6.59228,10.7321
137,2010-05-18,00:00:00.00,1.78379,4.46161,5.46515
138,2010-05-19,00:00:00.00,8.38522,7.22711,3.96436
139,2010-05-20,00:00:00.00,0.0162214,7.84692,4.21921
140,2010-05-21,00:00:00.00,0.000689442,4.2874,4.07763
141,2010-05-22,00:00:00.00,0.104758,2.46344,2.97327
142,2010-05-23,00:00:00.00,12.3293,6.78107,2.6278
143,2010-05-24,00:00:00.00,0.0662408,9.05056,4.16258
144,2010-05-25,00:00:00.00,1.83852e-308,4.94557,6.0598
145,2010-05-26,00:00:00.00,8.7629e-308,2.72311,3.31307
146,2010-05-27,00:00:00.00,0.0148951,1.61046,2.32481
147,2010-05-28,00:00:00.00,0,1.06069,1.80945
148,2010-05-29,00:00:00.00,0,0.780196,1.52061
149,2010-05-30,00:00:00.00,0.00214166,0.636125,1.3139
150,2010-05-31,00:00:00.00,0.000620694,0.555977,1.15816
151,2010-06-01,00:00:00.00,13.3875,4.31522,1.31107
152,2010-06-02,00:00:00.00,9.17609,9.06058,14.0735
153,2010-06-03,00:00:00.00,1.39875,8.28764,37.3782
154,2010-06-04,00:00:00.00,0.532608,5.24137,26.5895
155,2010-06-05,00:00:00.00,0.32981,3.15405,11.8931
156,2010-06-06,00:00:00.00,2.89679,2.78487,4.98377
157,2010-06-07,00:00:00.00,23.0529,9.43118,8.2402
158,2010-06-08,00:00:00.00,1.55197,13.1432,34.8297
159,2010-06-09,00:00:00.00,0.0925765,8.29183,13.1957
