time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.320178,0,1.72733
2,2010-01-03,00:00:00.00,0.244203,0,1.41867
3,2010-01-04,00:00:00.00,0.889029,0,1.3762
4,2010-01-05,00:00:00.00,1.60009,0,1.30257
5,2010-01-06,00:00:00.00,0.653892,0,1.25727
6,2010-01-07,00:00:00.00,0.0663521,0,1.19214
7,2010-01-08,00:00:00.00,4.92654,0,1.12701
8,2010-01-09,00:00:00.00,2.47152,0,1.0364
9,2010-01-10,00:00:00.00,0.171013,0,1.07604
10,2010-01-11,00:00:00.00,0.0125193,0,1.07321
11,2010-01-12,00:00:00.00,2.00244,0,0.962773
12,2010-01-13,00:00:00.00,0.260325,0,0.962773
13,2010-01-14,00:00:00.00,0.0104085,0,1.00525
14,2010-01-15,00:00:00.00,0.0563448,0,1.01657
15,2010-01-16,00:00:00.00,0.0969032,9.42615e-05,1.0279
16,2010-01-17,00:00:00.00,0.00515342,0.00078258,1.03923
17,2010-01-18,00:00:00.00,0,0.00134487,1.04772
18,2010-01-19,00:00:00.00,0.0378554,0.00124179,1.05905
19,2010-01-20,00:00:00.00,0.351428,0.00110971,1.07038
20,2010-01-21,00:00:00.00,0.060917,0.00100477,1.06471
21,2010-01-22,00:00:00.00,0.00161784,0.00093607,0.999585
22,2010-01-23,00:00:00.00,0.0259614,0.000898349,0.923129
23,2010-01-24,00:00:00.00,0.0574086,0.000874306,0.809862
24,2010-01-25,00:00:00.00,5.49159,0.0023356,1.0364
25,2010-01-26,00:00:00.00,3.29455,0.029453,3.25644
26,2010-01-27,00:00:00.00,1.03309,0.0559407,5.0404
27,2010-01-28,00:00:00.00,0.344517,0.0533702,3.65287
28,2010-01-29,00:00:00.00,0.308219,0.0459556,2.44658
29,2010-01-30,00:00:00.00,0.000772824,0.0386682,1.74715
30,2010-01-31,00:00:00.00,0.0598273,0.0330221,1.53194
31,2010-02-01,00:00:00.00,0.279661,0.0289197,1.36204
32,2010-02-02,00:00:00.00,0.0224337,0.0259299,1.19214
33,2010-02-03,00:00:00.00,1.86724,0.0238154,1.12984
34,2010-02-04,00:00:00.00,0.482271,0.0222545,1.08737
35,2010-02-05,00:00:00.00,0,0.0210107,1.06188
36,2010-02-06,00:00:00.00,0,0.0200153,1.05339
37,2010-02-07,00:00:00.00,0.0890849,0.0191602,1.0364
38,2010-02-08,00:00:00.00,0.312573,0.0184943,1.0279
39,2010-02-09,00:00:00.00,0,0.0179786,0.979763
40,2010-02-10,00:00:00.00,8.46365,0.0174666,1.0279
41,2010-02-11,00:00:00.00,6.16949,0.0169836,1.0364
42,2010-02-12,00:00:00.00,0.440392,0.0165002,1.0364
43,2010-02-13,00:00:00.00,0.182755,0.01603,1.05339
44,2010-02-14,00:00:00.00,0.194712,0.0156212,1.05339
45,2010-02-15,00:00:00.00,0.019188,0.0152151,1.01941
46,2010-02-16,00:00:00.00,0.151874,0.01478,1.05339
47,2010-02-17,00:00:00.00,2.38178,0.014333,1.07038
48,2010-02-18,00:00:00.00,0.185828,0.0138792,1.07887
49,2010-02-19,00:00:00.00,0.0204612,0.0133962,1.09586
50,2010-02-20,00:00:00.00,0,0.0128872,1.07887
51,2010-02-21,00:00:00.00,0.00240844,0.0124015,1.09586
52,2010-02-22,00:00:00.00,0.0254363,0.0119335,1.09586
53,2010-02-23,00:00:00.00,10.7511,0.0148698,1.09586
54,2010-02-24,00:00:00.00,0.440212,0.0168452,1.09586
55,2010-02-25,00:00:00.00,1.49388,0.0147648,1.07887
56,2010-02-26,00:00:00.00,2.41249,0.0132278,1.08737
57,2010-02-27,00:00:00.00,6.62247,0.012153,1.08737
58,2010-02-28,00:00:00.00,2.30034,0.0113828,1.10436
59,2010-03-01,00:00:00.00,0.114605,0.0106938,1.10436
60,2010-03-02,00:00:00.00,0.00317378,0.0105573,1.07887
61,2010-03-03,00:00:00.00,0.0413515,0.0103726,1.07887
62,2010-03-04,00:00:00.00,0.0495271,0.00969708,1.07887
63,2010-03-05,00:00:00.00,0,0.00917649,1.09586
64,2010-03-06,00:00:00.00,0,0.0087441,1.12135
65,2010-03-07,00:00:00.00,0,0.00837572,1.18931
66,2010-03-08,00:00:00.00,0,0.00941968,1.45832
67,2010-03-09,00:00:00.00,0.00185974,0.0194041,1.77263
68,2010-03-10,00:00:00.00,0.0181135,0.0810881,2.97327
69,2010-03-11,00:00:00.00,0.0917788,0.191531,12.5727
70,2010-03-12,00:00:00.00,0.484117,0.234691,19.2838
71,2010-03-13,00:00:00.00,3.66711,0.23443,22.6535
72,2010-03-14,00:00:00.00,9.93136,0.334822,22.9933
73,2010-03-15,00:00:00.00,3.64322,0.441239,25.2303
74,2010-03-16,00:00:00.00,0.24209,0.423927,21.9172
75,2010-03-17,00:00:00.00,7.9965e-308,0.341613,12.9974
76,2010-03-18,00:00:00.00,0,0.260079,8.32515
77,2010-03-19,00:00:00.00,0,0.196936,6.20139
78,2010-03-20,00:00:00.00,0.0027699,0.152626,5.06872
79,2010-03-21,00:00:00.00,1.97289,0.142447,4.10594
80,2010-03-22,00:00:00.00,0.32256,0.152003,3.31307
81,2010-03-23,00:00:00.00,1.24901,0.156894,2.78071
82,2010-03-24,00:00:00.00,0.0728379,0.147613,2.49755
83,2010-03-25,00:00:00.00,0,0.123071,2.27384
84,2010-03-26,00:00:00.00,0.315626,0.10645,2.03598
85,2010-03-27,00:00:00.00,0.0157692,0.0952163,1.716
86,2010-03-28,00:00:00.00,0.0479776,0.084283,1.4385
87,2010-03-29,00:00:00.00,7.80307,0.17409,1.41301
88,2010-03-30,00:00:00.00,0.658677,0.24584,2.04164
89,2010-03-31,00:00:00.00,0,0.198488,2.6986
90,2010-04-01,00:00:00.00,0.000561703,0.153944,2.23986
91,2010-04-02,00:00:00.00,0.000280852,0.120334,1.95386
92,2010-04-03,00:00:00.00,0,0.0956193,1.72733
93,2010-04-04,00:00:00.00,1.4861,0.0931226,1.60557
94,2010-04-05,00:00:00.00,0.0326922,0.0906716,1.35921
95,2010-04-06,00:00:00.00,2.8839,0.0976106,1.24594
96,2010-04-07,00:00:00.00,33.9857,0.37351,5.91822
97,2010-04-08,00:00:00.00,6.6386,0.78274,24.3242
98,2010-04-09,00:00:00.00,1.1037,0.946765,18.859
99,2010-04-10,00:00:00.00,0.0180073,0.878983,10.8454
100,2010-04-11,00:00:00.00,0.172939,0.71161,6.71109
101,2010-04-12,00:00:00.00,0.508967,0.557158,4.89881
102,2010-04-13,00:00:00.00,0.161367,0.426776,3.70951
103,2010-04-14,00:00:00.00,1.02069,0.349589,2.97327
104,2010-04-15,00:00:00.00,0.261395,0.300977,2.48905
105,2010-04-16,00:00:00.00,0,0.236558,2.11527
106,2010-04-17,00:00:00.00,0.000756746,0.183843,1.9482
107,2010-04-18,00:00:00.00,0.040217,0.149237,1.61689
108,2010-04-19,00:00:00.00,0.0213421,0.128664,1.60273
109,2010-04-20,00:00:00.00,0,0.114495,1.40168
110,2010-04-21,00:00:00.00,0,0.103128,1.42717
111,2010-04-22,00:00:00.00,0.00149014,0.0938399,1.26293
112,2010-04-23,00:00:00.00,0.0230128,0.0860465,1.20913
113,2010-04-24,00:00:00.00,0.0180811,0.0799147,1.01657
114,2010-04-25,00:00:00.00,5.29359,0.13589,1.04489
115,2010-04-26,00:00:00.00,16.3539,0.356899,1.0817
116,2010-04-27,00:00:00.00,0.0452622,0.484359,2.6901
117,2010-04-28,00:00:00.00,0,0.398738,2.27384
118,2010-04-29,00:00:00.00,0,0.305675,1.41867
119,2010-04-30,00:00:00.00,0.373107,0.236628,1.01941
120,2010-05-01,00:00:00.00,0.000175919,0.184256,0.883486
121,2010-05-02,00:00:00.00,4.03546,0.197576,1.01941
122,2010-05-03,00:00:00.00,23.6713,0.522734,1.70467
123,2010-05-04,00:00:00.00,1.04828,0.795112,13.7054
124,2010-05-05,00:00:00.00,0.0813809,0.701725,10.1657
125,2010-05-06,00:00:00.00,2.09675,0.587516,4.84218
126,2010-05-07,00:00:00.00,0.0271531,0.475271,3.0299
127,2010-05-08,00:00:00.00,33.9578,1.13477,2.94495
128,2010-05-09,00:00:00.00,1.41405,1.94574,19.397
129,2010-05-10,00:00:00.00,0.0103915,1.85963,21.0394
130,2010-05-11,00:00:00.00,0.0180502,1.49216,8.91981
131,2010-05-12,00:00:00.00,19.3988,2.20197,6.73941
132,2010-05-13,00:00:00.00,0.104363,2.83297,14.3566
133,2010-05-14,00:00:00.00,14.9327,3.36624,16.5654
134,2010-05-15,00:00:00.00,0.103482,3.72537,19.3121
135,2010-05-16,00:00:00.00,0.000533234,2.78625,13.2806
136,2010-05-17,00:00:00.00,0.000443401,1.94696,6.71109
137,2010-05-18,00:00:00.00,0.160811,1.35405,4.55901
138,2010-05-19,00:00:00.00,2.10253,1.15211,3.56792
139,2010-05-20,00:00:00.00,0.0235386,1.00537,2.94495
140,2010-05-21,00:00:00.00,0.00178208,0.710651,2.40693
141,2010-05-22,00:00:00.00,2.2327,0.689102,2.03881
142,2010-05-23,00:00:00.00,1.21344,0.756469,1.69901
143,2010-05-24,00:00:00.00,0.0327041,0.625068,1.61406
144,2010-05-25,00:00:00.00,0.00152441,0.454267,1.61406
145,2010-05-26,00:00:00.00,0.000624242,0.342658,1.41867
146,2010-05-27,00:00:00.00,0,0.271118,1.4838
147,2010-05-28,00:00:00.00,0.00435685,0.223582,1.35355
148,2010-05-29,00:00:00.00,0,0.190269,1.21479
149,2010-05-30,00:00:00.00,0.000176933,0.166234,1.10719
150,2010-05-31,00:00:00.00,0,0.147885,1.00242
151,2010-06-01,00:00:00.00,4.88766,0.244341,0.959941
152,2010-06-02,00:00:00.00,0.245117,0.303146,0.954278
153,2010-06-03,00:00:00.00,23.9063,0.67107,0.99109
154,2010-06-04,00:00:00.00,1.2844,1.03966,1.59424
155,2010-06-05,00:00:00.00,4.88692,1.01238,2.1266
156,2010-06-06,00:00:00.00,6.12598,1.08814,2.05297
157,2010-06-07,00:00:00.00,16.0214,1.53041,3.34139
158,2010-06-08,00:00:00.00,0.00965307,1.75429,5.74832
159,2010-06-09,00:00:00.00,0.093182,1.39161,3.59624
160,2010-06-10,00:00:00.00,5.84959,1.29504,2.4041
161,2010-06-11,00:00:00.00,0.244336,1.20446,2.07846
162,2010-06-12,00:00:00.00,0.393367,0.871211,1.73865
163,2010-06-13,00:00:00.00,0.0586696,0.624231,1.47248
164,2010-06-14,00:00:00.00,0.154069,0.445655,1.30541
165,2010-06-15,00:00:00.00,0.400405,0.344162,1.26576
166,2010-06-16,00:00:00.00,0.279099,0.284102,1.24311
167,2010-06-17,00:00:00.00,4.18521,0.352837,1.10719
168,2010-06-18,00:00:00.00,0.000758991,0.382879,1.08454
169,2010-06-19,00:00:00.00,0.727356,0.293605,1.07038
170,2010-06-20,00:00:00.00,0.504622,0.246296,0.971268
171,2010-06-21,00:00:00.00,0.000264631,0.195019,0.897644
172,2010-06-22,00:00:00.00,0.110584,0.152784,0.821189
173,2010-06-23,00:00:00.00,8.8898,0.246462,0.787208
174,2010-06-24,00:00:00.00,0.125404,0.307073,0.838179
175,2010-06-25,00:00:00.00,1.55478,0.24021,0.82402
176,2010-06-26,00:00:00.00,0.0276402,0.191816,0.778713
177,2010-06-27,00:00:00.00,0.843551,0.150908,0.719248
178,2010-06-28,00:00:00.00,9.64122,0.203014,0.688099
179,2010-06-29,00:00:00.00,0.176824,0.23504,1.34505
180,2010-06-30,00:00:00.00,0.0463224,0.177194,2.19456
181,2010-07-01,00:00:00.00,0.00240976,0.133629,1.39602
182,2010-07-02,00:00:00.00,0.003191,0.104984,0.993921
183,2010-07-03,00:00:00.00,0.00372358,0.0856356,0.792872
184,2010-07-04,00:00:00.00,0.00319259,0.0721766,0.699426
185,2010-07-05,00:00:00.00,0.00497404,0.0623514,0.654119
186,2010-07-06,00:00:00.00,0.00472139,0.054888,0.605981
187,2010-07-07,00:00:00.00,0.00164095,0.0492182,0.55501
188,2010-07-08,00:00:00.00,0.593533,0.0457925,0.509703
189,2010-07-09,00:00:00.00,8.83691,0.0489131,0.506872
190,2010-07-10,00:00:00.00,0.704043,0.0507954,0.506872
191,2010-07-11,00:00:00.00,1.02709e-308,0.0466353,0.526693
192,2010-07-12,00:00:00.00,10.645,0.0475695,0.52103
193,2010-07-13,00:00:00.00,16.3477,0.0591236,0.741901
194,2010-07-14,00:00:00.00,0.100501,0.0752348,1.01091
195,2010-07-15,00:00:00.00,0.000979248,0.0796779,0.959941
196,2010-07-16,00:00:00.00,26.477,0.114329,0.843842
197,2010-07-17,00:00:00.00,0.260398,0.170532,1.24594
198,2010-07-18,00:00:00.00,0.232754,0.181412,1.96236
199,2010-07-19,00:00:00.00,0.134171,0.156741,1.30257
200,2010-07-20,00:00:00.00,0.733215,0.126872,0.985426
201,2010-07-21,00:00:00.00,0.834533,0.104962,0.809862
202,2010-07-22,00:00:00.00,0.011938,0.0863357,0.710753
203,2010-07-23,00:00:00.00,2.95722,0.0787753,0.651287
204,2010-07-24,00:00:00.00,1.97122,0.0784796,0.597485
205,2010-07-25,00:00:00.00,1.43199,0.0722481,0.605981
206,2010-07-26,00:00:00.00,0.394606,0.0634931,0.713585
207,2010-07-27,00:00:00.00,0.00960399,0.0549214,0.597485
208,2010-07-28,00:00:00.00,0.000277362,0.048802,0.52103
209,2010-07-29,00:00:00.00,4.99814,0.0479351,0.472891
210,2010-07-30,00:00:00.00,0.00341347,0.0474709,0.438911
211,2010-07-31,00:00:00.00,0.00514518,0.0444527,0.427584
212,2010-08-01,00:00:00.00,0.0505611,0.0429465,0.410594
213,2010-08-02,00:00:00.00,0.0414869,0.0421696,0.436079
214,2010-08-03,00:00:00.00,0.0338193,0.0417796,0.433248
215,2010-08-04,00:00:00.00,0,0.0415694,0.427584
216,2010-08-05,00:00:00.00,1.25301,0.0415333,0.416258
217,2010-08-06,00:00:00.00,0.073188,0.0415402,0.402099
218,2010-08-07,00:00:00.00,0.142408,0.0414766,0.399268
219,2010-08-08,00:00:00.00,0.106256,0.0414168,0.379446
220,2010-08-09,00:00:00.00,0.245923,0.0413745,0.376614
221,2010-08-10,00:00:00.00,2.67558,0.0414655,0.385109
222,2010-08-11,00:00:00.00,0.0116691,0.0416167,0.379446
223,2010-08-12,00:00:00.00,11.3038,0.0430185,0.385109
224,2010-08-13,00:00:00.00,1.39917,0.0464642,0.444574
225,2010-08-14,00:00:00.00,0.00178278,0.0476694,1.17232
226,2010-08-15,00:00:00.00,0.0538043,0.0456317,0.937288
227,2010-08-16,00:00:00.00,0.43344,0.0437894,0.713585
228,2010-08-17,00:00:00.00,0.0719512,0.0426482,0.603149
229,2010-08-18,00:00:00.00,0.0329507,0.0419651,0.540852
230,2010-08-19,00:00:00.00,0.0206945,0.0415963,0.464396
231,2010-08-20,00:00:00.00,6.13984,0.0421282,0.430416
232,2010-08-21,00:00:00.00,0.0226631,0.0430489,0.410594
233,2010-08-22,00:00:00.00,1.04865,0.0432501,0.450238
234,2010-08-23,00:00:00.00,0.101936,0.0428483,0.458733
235,2010-08-24,00:00:00.00,0.103145,0.0422292,0.436079
236,2010-08-25,00:00:00.00,0.0565287,0.0417749,0.419089
237,2010-08-26,00:00:00.00,0.0745711,0.0414737,0.402099
238,2010-08-27,00:00:00.00,0.00422363,0.0412824,0.382277
239,2010-08-28,00:00:00.00,0.00828264,0.0411608,0.368119
240,2010-08-29,00:00:00.00,0.0124607,0.0410873,0.351129
241,2010-08-30,00:00:00.00,0.0042336,0.0410346,0.345466
242,2010-08-31,00:00:00.00,0.254494,0.0410027,0.339802
243,2010-09-01,00:00:00.00,0.124835,0.0409789,0.322812
244,2010-09-02,00:00:00.00,2.19474,0.0410146,0.297327
245,2010-09-03,00:00:00.00,6.64864,0.0417482,0.30299
246,2010-09-04,00:00:00.00,1.0484,0.0434671,0.362456
247,2010-09-05,00:00:00.00,0.391511,0.0444088,0.362456
248,2010-09-06,00:00:00.00,0.212918,0.0439353,0.368119
249,2010-09-07,00:00:00.00,1.00065,0.0434388,0.339802
250,2010-09-08,00:00:00.00,0.0302198,0.0428237,0.305822
251,2010-09-09,00:00:00.00,0.000616654,0.0419871,0.27439
252,2010-09-10,00:00:00.00,0.0049318,0.041477,0.278071
253,2010-09-11,00:00:00.00,0.041809,0.0412064,0.314317
254,2010-09-12,00:00:00.00,11.1821,0.0430214,0.370951
255,2010-09-13,00:00:00.00,0.170114,0.0467036,0.385109
256,2010-09-14,00:00:00.00,0.615203,0.0480733,0.47006
257,2010-09-15,00:00:00.00,4.15e-308,0.0465147,0.450238
258,2010-09-16,00:00:00.00,2.748e-308,0.0444849,0.430416
259,2010-09-17,00:00:00.00,18.6109,0.0521058,0.515367
260,2010-09-18,00:00:00.00,0.471054,0.0669765,0.614476
261,2010-09-19,00:00:00.00,5.92454,0.0817285,0.758891
262,2010-09-20,00:00:00.00,0.0578854,0.0881729,0.671109
263,2010-09-21,00:00:00.00,0.000727836,0.0815142,0.651287
264,2010-09-22,00:00:00.00,0.000199184,0.0720326,0.600317
265,2010-09-23,00:00:00.00,4.15329,0.0723534,0.549347
266,2010-09-24,00:00:00.00,0.00836669,0.0724079,0.481386
267,2010-09-25,00:00:00.00,0.000239656,0.0633261,0.498376
268,2010-09-26,00:00:00.00,0.000547339,0.0562649,0.472891
269,2010-09-27,00:00:00.00,0.00134545,0.0515239,0.458733
270,2010-09-28,00:00:00.00,1.70856,0.051099,0.427584
271,2010-09-29,00:00:00.00,42.0104,0.110903,0.648456
272,2010-09-30,00:00:00.00,0.0676447,0.240906,1.38469
273,2010-10-01,00:00:00.00,0.0183928,0.328576,1.40168
274,2010-10-02,00:00:00.00,0.117897,0.326367,0.959941
275,2010-10-03,00:00:00.00,19.3587,0.50316,0.855169
276,2010-10-04,00:00:00.00,0.494149,0.703783,0.906139
277,2010-10-05,00:00:00.00,0.0172084,0.65353,0.971268
278,2010-10-06,00:00:00.00,0.000265531,0.532174,0.804198
279,2010-10-07,00:00:00.00,0.00225853,0.411585,0.676773
280,2010-10-08,00:00:00.00,0.00664216,0.31645,0.572
281,2010-10-09,00:00:00.00,0,0.248809,0.512535
282,2010-10-10,00:00:00.00,0.00723332,0.202969,0.47006
283,2010-10-11,00:00:00.00,0,0.172427,0.433248
284,2010-10-12,00:00:00.00,1.28472,0.178086,0.390772
285,2010-10-13,00:00:00.00,0.014233,0.180672,0.410594
286,2010-10-14,00:00:00.00,11.1632,0.363313,0.438911
287,2010-10-15,00:00:00.00,2.19588,0.550674,0.478555
288,2010-10-16,00:00:00.00,0.0633785,0.481889,0.608812
289,2010-10-17,00:00:00.00,0,0.375529,0.750396
290,2010-10-18,00:00:00.00,0.00118498,0.292958,0.637129
291,2010-10-19,00:00:00.00,0.0202657,0.235553,0.552179
292,2010-10-20,00:00:00.00,0.00797407,0.197236,0.560674
293,2010-10-21,00:00:00.00,8.44835,0.359496,0.574832
294,2010-10-22,00:00:00.00,3.71677,0.56809,0.566337
295,2010-10-23,00:00:00.00,0.0812952,0.535509,0.617307
296,2010-10-24,00:00:00.00,1.72947,0.46751,0.659782
297,2010-10-25,00:00:00.00,2.67334,0.48662,0.591822
298,2010-10-26,00:00:00.00,0.913471,0.476424,0.549347
299,2010-10-27,00:00:00.00,4.98639,0.540883,0.58899
300,2010-10-28,00:00:00.00,0.0454754,0.563674,0.58899
301,2010-10-29,00:00:00.00,0.00226425,0.431516,0.617307
302,2010-10-30,00:00:00.00,0.000848113,0.336567,0.614476
303,2010-10-31,00:00:00.00,0.0427668,0.274429,0.563505
304,2010-11-01,00:00:00.00,0.00917707,0.233477,0.55501
305,2010-11-02,00:00:00.00,0.0169668,0.205786,0.552179
306,2010-11-03,00:00:00.00,0.0757653,0.189781,0.512535
307,2010-11-04,00:00:00.00,0.490823,0.192321,0.509703
308,2010-11-05,00:00:00.00,2.73122,0.267862,0.523862
309,2010-11-06,00:00:00.00,1.44463,0.33294,0.540852
310,2010-11-07,00:00:00.00,0.143483,0.312431,0.549347
311,2010-11-08,00:00:00.00,0.0139666,0.270067,0.549347
312,2010-11-09,00:00:00.00,0,0.228792,0.549347
313,2010-11-10,00:00:00.00,0.000957635,0.200443,0.518198
314,2010-11-11,00:00:00.00,0.189893,0.186421,0.512535
315,2010-11-12,00:00:00.00,0.0173375,0.177257,0.509703
316,2010-11-13,00:00:00.00,0.0801388,0.167629,0.509703
317,2010-11-14,00:00:00.00,0.275808,0.166879,0.518198
318,2010-11-15,00:00:00.00,2.3557,0.21916,0.540852
319,2010-11-16,00:00:00.00,0,0.246431,0.523862
320,2010-11-17,00:00:00.00,7.82972,0.393326,0.52103
321,2010-11-18,00:00:00.00,7.59871,0.702547,0.605981
322,2010-11-19,00:00:00.00,0.0829147,0.76193,1.09869
