time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.249452,0,19.0289
2,2010-01-03,00:00:00.00,0.158172,0,16.1123
3,2010-01-04,00:00:00.00,0.516894,0,15.4893
4,2010-01-05,00:00:00.00,0.972877,0,12.6293
5,2010-01-06,00:00:00.00,0.494247,0,12.8275
6,2010-01-07,00:00:00.00,0.0990625,0,11.7515
7,2010-01-08,00:00:00.00,3.98176,0,11.1002
8,2010-01-09,00:00:00.00,1.65498,0,11.4117
9,2010-01-10,00:00:00.00,0.0790659,0,11.0153
10,2010-01-11,00:00:00.00,0.010038,0,10.7887
11,2010-01-12,00:00:00.00,1.88695,0,11.2418
12,2010-01-13,00:00:00.00,0.299281,0,10.3356
13,2010-01-14,00:00:00.00,0.00436493,0,10.4206
14,2010-01-15,00:00:00.00,0.0458733,2.12799e-08,10.7038
15,2010-01-16,00:00:00.00,0.0972373,2.60639e-06,11.8081
16,2010-01-17,00:00:00.00,0.00937049,0.0565218,12.0913
17,2010-01-18,00:00:00.00,5.90978e-308,0.0967342,10.9869
18,2010-01-19,00:00:00.00,0.030438,0.0679687,10.7887
19,2010-01-20,00:00:00.00,0.214487,0.0496332,10.7604
20,2010-01-21,00:00:00.00,0.0608153,0.0383208,10.7604
21,2010-01-22,00:00:00.00,0.0090162,0.0297507,10.4489
22,2010-01-23,00:00:00.00,0.0676826,0.0257553,9.9109
23,2010-01-24,00:00:00.00,0.112357,0.0252973,10.0808
24,2010-01-25,00:00:00.00,6.62302,0.337233,17.4149
25,2010-01-26,00:00:00.00,3.38033,1.71129,32.8475
26,2010-01-27,00:00:00.00,0.91173,2.43855,27.2974
27,2010-01-28,00:00:00.00,0.395031,1.76784,23.0499
28,2010-01-29,00:00:00.00,0.206646,1.21107,16.9618
29,2010-01-30,00:00:00.00,0.00320694,0.857521,12.8558
30,2010-01-31,00:00:00.00,0.0750541,0.649414,11.9214
31,2010-02-01,00:00:00.00,0.204163,0.529907,11.1285
32,2010-02-02,00:00:00.00,0.0313277,0.460872,10.4489
33,2010-02-03,00:00:00.00,1.89518,0.42015,9.57109
34,2010-02-04,00:00:00.00,0.489319,0.394833,9.9109
35,2010-02-05,00:00:00.00,1.45e-308,0.377753,10.2507
36,2010-02-06,00:00:00.00,0.00893956,0.365355,9.65604
37,2010-02-07,00:00:00.00,0.0846937,0.355461,9.14634
38,2010-02-08,00:00:00.00,0.307292,0.347343,8.91981
39,2010-02-09,00:00:00.00,0,0.340423,8.55169
40,2010-02-10,00:00:00.00,10.1361,0.333832,8.69327
41,2010-02-11,00:00:00.00,6.95874,0.327559,8.97644
42,2010-02-12,00:00:00.00,0.295299,0.321413,9.17466
43,2010-02-13,00:00:00.00,0.150424,0.315396,9.06139
44,2010-02-14,00:00:00.00,0.230862,0.309719,8.4101
45,2010-02-15,00:00:00.00,0.017144,0.30412,8.52337
46,2010-02-16,00:00:00.00,0.169897,0.298435,8.43842
47,2010-02-17,00:00:00.00,2.06238,0.292779,8.74991
48,2010-02-18,00:00:00.00,0.187633,0.287185,8.69327
49,2010-02-19,00:00:00.00,0.00438418,0.281488,8.69327
50,2010-02-20,00:00:00.00,5.2221e-308,0.275662,9.51446
51,2010-02-21,00:00:00.00,0.00252393,0.269947,9.51446
52,2010-02-22,00:00:00.00,0.0422806,0.264348,8.86317
53,2010-02-23,00:00:00.00,12.9892,1.19491,9.99585
54,2010-02-24,00:00:00.00,0.697446,1.80934,11.4683
55,2010-02-25,00:00:00.00,1.57392,1.33486,11.2701
56,2010-02-26,00:00:00.00,2.15545,1.01704,10.7887
57,2010-02-27,00:00:00.00,7.27141,0.761341,10.5622
58,2010-02-28,00:00:00.00,1.75429,0.781674,11.0153
59,2010-03-01,00:00:00.00,0.105295,0.903365,12.4877
60,2010-03-02,00:00:00.00,0.00149926,1.04436,15.0929
61,2010-03-03,00:00:00.00,0.0380613,1.03621,15.8008
62,2010-03-04,00:00:00.00,0.0406204,0.81394,14.4133
63,2010-03-05,00:00:00.00,0.000375682,0.685656,15.376
64,2010-03-06,00:00:00.00,0,0.609893,14.6115
65,2010-03-07,00:00:00.00,4.4135e-308,0.563042,15.6592
66,2010-03-08,00:00:00.00,1.3371e-308,1.03511,17.4432
67,2010-03-09,00:00:00.00,4.07985e-308,3.0606,21.2093
68,2010-03-10,00:00:00.00,0.0675118,8.35398,25.6267
69,2010-03-11,00:00:00.00,0.263659,10.7763,30.5822
70,2010-03-12,00:00:00.00,1.16938,8.70439,37.0951
71,2010-03-13,00:00:00.00,5.04341,10.0225,53.802
72,2010-03-14,00:00:00.00,12.5509,18.3785,71.0753
73,2010-03-15,00:00:00.00,4.57954,23.7793,92.5961
74,2010-03-16,00:00:00.00,0.134926,19.1323,86.6496
75,2010-03-17,00:00:00.00,2.9681e-308,12.9182,62.5802
76,2010-03-18,00:00:00.00,0,8.99419,43.8911
77,2010-03-19,00:00:00.00,0,6.69066,35.6792
78,2010-03-20,00:00:00.00,0.000794905,5.34603,30.0159
79,2010-03-21,00:00:00.00,0.782903,4.98799,25.5984
80,2010-03-22,00:00:00.00,0.645534,5.12697,22.5968
81,2010-03-23,00:00:00.00,1.86019,5.9905,20.8129
82,2010-03-24,00:00:00.00,0.0573356,6.16895,20.9261
83,2010-03-25,00:00:00.00,0,4.98849,18.3776
84,2010-03-26,00:00:00.00,0.89479,4.82919,15.8291
85,2010-03-27,00:00:00.00,0.00893613,4.70531,14.3283
86,2010-03-28,00:00:00.00,0.0237021,3.99205,12.2612
87,2010-03-29,00:00:00.00,8.45615,9.37361,13.5638
88,2010-03-30,00:00:00.00,0.29025,12.7283,20.0483
89,2010-03-31,00:00:00.00,0.000113315,8.88184,16.1406
90,2010-04-01,00:00:00.00,8.29947e-308,6.40493,14.1301
91,2010-04-02,00:00:00.00,4.14973e-308,4.94996,12.7426
92,2010-04-03,00:00:00.00,0,4.06596,12.1479
93,2010-04-04,00:00:00.00,0.946688,4.14013,11.2984
94,2010-04-05,00:00:00.00,0.062717,4.17055,10.817
95,2010-04-06,00:00:00.00,3.42476,5.71808,11.6665
96,2010-04-07,00:00:00.00,19.2582,18.9313,24.1826
97,2010-04-08,00:00:00.00,10.9656,33.073,41.9089
98,2010-04-09,00:00:00.00,1.90571,31.3956,70.7921
99,2010-04-10,00:00:00.00,0.00262111,22.2295,49.5545
100,2010-04-11,00:00:00.00,0.115359,14.8836,36.2456
101,2010-04-12,00:00:00.00,0.561879,10.9305,26.278
102,2010-04-13,00:00:00.00,0.196953,8.65126,21.0111
103,2010-04-14,00:00:00.00,2.3445,8.78831,18.5192
104,2010-04-15,00:00:00.00,0.157811,8.8004,17.1883
105,2010-04-16,00:00:00.00,1e-308,6.81011,15.8008
106,2010-04-17,00:00:00.00,0.00102367,5.47381,14.6964
