time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,0.265405,0,11.9214
2,2010-01-03,00:00:00.00,0.120006,0,10.0242
3,2010-01-04,00:00:00.00,0.460091,0,9.82595
4,2010-01-05,00:00:00.00,0.887298,0,9.31624
5,2010-01-06,00:00:00.00,0.494688,0,8.66496
6,2010-01-07,00:00:00.00,0.122481,0,8.0703
7,2010-01-08,00:00:00.00,3.96116,0,8.18357
8,2010-01-09,00:00:00.00,1.47362,0,8.49505
9,2010-01-10,00:00:00.00,0.0703803,0,8.09862
10,2010-01-11,00:00:00.00,0.0109558,0,7.07921
11,2010-01-12,00:00:00.00,1.89974,0,7.81545
12,2010-01-13,00:00:00.00,0.321377,0,8.04198
13,2010-01-14,00:00:00.00,0.00496052,0,7.9004
14,2010-01-15,00:00:00.00,0.0508786,0,8.01367
15,2010-01-16,00:00:00.00,0.10745,1.91327e-08,9.28793
16,2010-01-17,00:00:00.00,0.0106756,0.0465759,8.72159
17,2010-01-18,00:00:00.00,9.87993e-308,0.0696814,7.81545
18,2010-01-19,00:00:00.00,0.0396605,0.0363661,7.61723
19,2010-01-20,00:00:00.00,0.204308,0.0247032,7.44733
20,2010-01-21,00:00:00.00,0.0588242,0.0206576,7.30575
21,2010-01-22,00:00:00.00,0.0140179,0.0176504,7.13585
22,2010-01-23,00:00:00.00,0.0779495,0.0174363,7.05089
23,2010-01-24,00:00:00.00,0.121969,0.0190415,6.93763
24,2010-01-25,00:00:00.00,6.75695,0.320778,11.4966
25,2010-01-26,00:00:00.00,3.14594,1.19073,17.0467
26,2010-01-27,00:00:00.00,0.873023,1.33575,12.6859
27,2010-01-28,00:00:00.00,0.412082,0.702974,10.0242
28,2010-01-29,00:00:00.00,0.210757,0.424556,8.66496
29,2010-01-30,00:00:00.00,0.00414183,0.331453,6.93763
30,2010-01-31,00:00:00.00,0.0819804,0.299468,7.05089
31,2010-02-01,00:00:00.00,0.224677,0.286158,6.65446
32,2010-02-02,00:00:00.00,0.0328849,0.278301,6.59783
33,2010-02-03,00:00:00.00,1.9298,0.272085,6.62614
34,2010-02-04,00:00:00.00,0.460213,0.266302,7.19248
35,2010-02-05,00:00:00.00,5.54e-308,0.260593,7.07921
36,2010-02-06,00:00:00.00,0.0145122,0.255002,6.79604
37,2010-02-07,00:00:00.00,0.0845641,0.249483,6.56951
38,2010-02-08,00:00:00.00,0.293009,0.244197,6.25802
39,2010-02-09,00:00:00.00,0,0.23916,6.11644
40,2010-02-10,00:00:00.00,10.5721,0.234157,6.0598
41,2010-02-11,00:00:00.00,6.82384,0.229258,6.25802
42,2010-02-12,00:00:00.00,0.261591,0.224431,6.54119
43,2010-02-13,00:00:00.00,0.162676,0.219696,6.45624
44,2010-02-14,00:00:00.00,0.245549,0.215138,6.14476
45,2010-02-15,00:00:00.00,0.0235537,0.210662,6.20139
46,2010-02-16,00:00:00.00,0.132101,0.206202,6.22971
47,2010-02-17,00:00:00.00,1.98328,0.201808,6.14476
48,2010-02-18,00:00:00.00,0.195982,0.197496,6.25802
49,2010-02-19,00:00:00.00,0.00316982,0.193192,6.28634
50,2010-02-20,00:00:00.00,8.7303e-308,0.188884,6.62614
51,2010-02-21,00:00:00.00,0.000244174,0.184668,6.54119
52,2010-02-22,00:00:00.00,0.0674631,0.180548,5.94654
53,2010-02-23,00:00:00.00,13.1311,0.913879,6.25802
54,2010-02-24,00:00:00.00,0.78797,1.23694,7.58891
55,2010-02-25,00:00:00.00,1.86582,0.729306,7.50396
