DATE	cout
UNITS	m3/s
2010-01-01	3.226
2010-01-02	2.771
2010-01-03	2.329
2010-01-04	1.931
2010-01-05	1.588
2010-01-06	1.299
2010-01-07	1.065
2010-01-08	0.875
2010-01-09	0.716
2010-01-10	0.584
2010-01-11	0.476
2010-01-12	0.387
2010-01-13	0.317
2010-01-14	0.354
2010-01-15	0.702
2010-01-16	1.077
2010-01-17	1.172
2010-01-18	1.126
2010-01-19	1.026
2010-01-20	0.902
2010-01-21	0.769
2010-01-22	0.647
2010-01-23	0.547
2010-01-24	1.603
2010-01-25	13.345
2010-01-26	20.188
2010-01-27	13.983
2010-01-28	9.332
2010-01-29	6.516
2010-01-30	4.758
2010-01-31	3.596
2010-02-01	2.786
2010-02-02	2.196
2010-02-03	1.777
2010-02-04	1.484
2010-02-05	1.264
2010-02-06	1.076
2010-02-07	0.901
2010-02-08	0.746
2010-02-09	0.613
2010-02-10	0.546
2010-02-11	0.515
2010-02-12	0.46
2010-02-13	0.397
2010-02-14	0.345
2010-02-15	0.313
2010-02-16	0.287
2010-02-17	0.268
2010-02-18	0.268
2010-02-19	0.276
2010-02-20	0.286
2010-02-21	0.303
2010-02-22	0.433
2010-02-23	0.662
2010-02-24	0.806
2010-02-25	0.853
2010-02-26	0.964
2010-02-27	1.199
2010-02-28	1.523
2010-03-01	1.798
2010-03-02	1.86
2010-03-03	1.763
2010-03-04	1.608
2010-03-05	1.444
2010-03-06	1.299
2010-03-07	1.282
2010-03-08	1.711
2010-03-09	5.346
2010-03-10	9.034
2010-03-11	8.201
2010-03-12	6.015
2010-03-13	7.823
2010-03-14	14.118
2010-03-15	16.043
2010-03-16	12.652
2010-03-17	9.658
2010-03-18	7.501
2010-03-19	5.918
2010-03-20	4.718
2010-03-21	3.787
2010-03-22	3.052
2010-03-23	2.474
2010-03-24	2.015
2010-03-25	1.64
2010-03-26	1.333
2010-03-27	1.083
2010-03-28	0.92
2010-03-29	0.897
2010-03-30	0.9
2010-03-31	0.827
2010-04-01	0.72
2010-04-02	0.608
2010-04-03	0.506
2010-04-04	0.417
2010-04-05	0.341
2010-04-06	0.677
2010-04-07	1.377
2010-04-08	6.142
2010-04-09	9.465
2010-04-10	7.531
2010-04-11	5.755
2010-04-12	4.474
2010-04-13	3.533
2010-04-14	2.818
2010-04-15	2.262
2010-04-16	1.824
2010-04-17	1.474
2010-04-18	1.194
2010-04-19	0.967
2010-04-20	0.784
2010-04-21	0.636
2010-04-22	0.516
2010-04-23	0.419
2010-04-24	0.34
2010-04-25	0.276
2010-04-26	0.224
2010-04-27	0.182
2010-04-28	0.148
2010-04-29	0.12
2010-04-30	0.097
2010-05-01	0.079
2010-05-02	0.064
2010-05-03	0.052
2010-05-04	0.042
2010-05-05	0.034
2010-05-06	0.028
2010-05-07	0.074
2010-05-08	1.104
2010-05-09	2.147
2010-05-10	2.152
2010-05-11	1.923
2010-05-12	1.739
2010-05-13	1.784
2010-05-14	2.062
2010-05-15	2.236
2010-05-16	2.123
2010-05-17	1.879
2010-05-18	1.603
2010-05-19	1.34
2010-05-20	1.107
2010-05-21	0.908
2010-05-22	0.742
2010-05-23	0.605
2010-05-24	0.492
2010-05-25	0.4
2010-05-26	0.325
2010-05-27	0.264
2010-05-28	0.214
2010-05-29	0.174
2010-05-30	0.141
2010-05-31	0.115
2010-06-01	0.093
2010-06-02	0.249
2010-06-03	1.836
2010-06-04	3.204
2010-06-05	3.375
2010-06-06	7.553
2010-06-07	10.454
2010-06-08	8.47
2010-06-09	6.767
2010-06-10	5.68
2010-06-11	4.819
2010-06-12	4.078
2010-06-13	3.449
2010-06-14	2.875
2010-06-15	2.371
2010-06-16	2.129
2010-06-17	2.028
2010-06-18	1.817
2010-06-19	1.562
2010-06-20	1.311
2010-06-21	1.086
2010-06-22	0.928
2010-06-23	0.815
2010-06-24	0.697
2010-06-25	0.584
2010-06-26	0.483
2010-06-27	0.396
2010-06-28	0.497
2010-06-29	0.676
2010-06-30	0.706
2010-07-01	0.652
2010-07-02	0.569
2010-07-03	0.482
2010-07-04	0.401
2010-07-05	0.33
2010-07-06	0.271
2010-07-07	0.221
2010-07-08	0.18
2010-07-09	0.707
2010-07-10	1.38
2010-07-11	1.51
2010-07-12	1.512
2010-07-13	1.472
2010-07-14	1.329
2010-07-15	1.146
2010-07-16	1.079
2010-07-17	1.087
2010-07-18	1.018
2010-07-19	0.958
2010-07-20	0.908
2010-07-21	0.81
2010-07-22	0.694
2010-07-23	0.837
2010-07-24	1.519
2010-07-25	2.141
2010-07-26	2.243
2010-07-27	2.077
2010-07-28	3.474
2010-07-29	4.679
2010-07-30	4.054
2010-07-31	3.337
2010-08-01	2.726
2010-08-02	2.222
2010-08-03	1.808
2010-08-04	1.469
2010-08-05	1.194
2010-08-06	0.97
2010-08-07	0.787
2010-08-08	0.639
2010-08-09	0.519
2010-08-10	0.421
2010-08-11	0.342
2010-08-12	0.278
2010-08-13	0.225
2010-08-14	0.183
2010-08-15	0.148
2010-08-16	0.12
2010-08-17	0.098
2010-08-18	0.079
2010-08-19	0.064
2010-08-20	0.052
2010-08-21	0.042
2010-08-22	0.546
2010-08-23	1.091
2010-08-24	1.103
2010-08-25	0.99
2010-08-26	0.849
2010-08-27	0.712
2010-08-28	0.59
2010-08-29	0.484
2010-08-30	0.396
2010-08-31	0.323
2010-09-01	0.263
2010-09-02	0.214
2010-09-03	0.174
2010-09-04	0.18
2010-09-05	0.239
2010-09-06	0.28
2010-09-07	0.274
2010-09-08	0.246
2010-09-09	0.211
2010-09-10	0.177
2010-09-11	0.147
2010-09-12	0.127
