DATE	cout
UNITS	m3/s
2010-01-01	15.537
2010-01-02	10.439
2010-01-03	7.953
2010-01-04	6.709
2010-01-05	5.999
2010-01-06	5.59
2010-01-07	5.286
2010-01-08	4.983
2010-01-09	4.693
2010-01-10	4.428
2010-01-11	4.186
2010-01-12	3.963
2010-01-13	3.757
2010-01-14	3.661
2010-01-15	6.875
2010-01-16	7.965
2010-01-17	7.222
2010-01-18	6.445
2010-01-19	5.729
2010-01-20	5.134
2010-01-21	4.667
2010-01-22	4.517
2010-01-23	4.509
2010-01-24	32.447
2010-01-25	83.838
2010-01-26	97.078
2010-01-27	73.468
2010-01-28	44.166
2010-01-29	24.586
2010-01-30	14.574
2010-01-31	9.911
2010-02-01	7.714
2010-02-02	6.582
2010-02-03	5.944
2010-02-04	5.533
2010-02-05	5.246
2010-02-06	4.975
2010-02-07	4.704
2010-02-08	4.452
2010-02-09	4.217
2010-02-10	4.145
2010-02-11	4.045
2010-02-12	3.838
2010-02-13	3.615
2010-02-14	3.429
2010-02-15	3.288
2010-02-16	3.152
2010-02-17	3.07
2010-02-18	3.078
2010-02-19	3.196
2010-02-20	3.301
2010-02-21	4.872
2010-02-22	5.536
2010-02-23	5.346
2010-02-24	5.138
2010-02-25	4.704
2010-02-26	4.425
2010-02-27	5.255
2010-02-28	6.42
2010-03-01	6.893
2010-03-02	6.846
2010-03-03	6.987
2010-03-04	7.15
2010-03-05	7.368
2010-03-06	7.993
2010-03-07	17.866
2010-03-08	47.666
2010-03-09	90.465
2010-03-10	107.729
2010-03-11	94.089
2010-03-12	71.341
2010-03-13	60.933
2010-03-14	58.825
2010-03-15	45.674
2010-03-16	28.92
2010-03-17	17.607
2010-03-18	11.645
2010-03-19	8.725
2010-03-20	7.232
2010-03-21	6.382
2010-03-22	7.981
2010-03-23	7.849
2010-03-24	6.559
2010-03-25	5.743
2010-03-26	5.207
2010-03-27	4.801
2010-03-28	8.351
2010-03-29	10.325
2010-03-30	8.64
2010-03-31	6.652
2010-04-01	5.506
2010-04-02	4.874
2010-04-03	4.483
2010-04-04	4.187
2010-04-05	4.49
2010-04-06	17.536
2010-04-07	33.204
2010-04-08	62.298
2010-04-09	68.355
2010-04-10	47.563
2010-04-11	27.315
2010-04-12	15.982
2010-04-13	11.091
2010-04-14	8.663
2010-04-15	7.16
2010-04-16	6.264
2010-04-17	6.464
2010-04-18	6.683
2010-04-19	6.038
2010-04-20	5.304
2010-04-21	4.81
2010-04-22	4.467
2010-04-23	4.197
2010-04-24	4.057
2010-04-25	13.304
2010-04-26	14.135
2010-04-27	9.732
2010-04-28	6.923
2010-04-29	5.561
2010-04-30	4.877
2010-05-01	6.254
2010-05-02	8.355
2010-05-03	12.421
2010-05-04	11.476
2010-05-05	12.612
2010-05-06	11.447
2010-05-07	13.274
2010-05-08	25.098
2010-05-09	26.3
2010-05-10	19.19
2010-05-11	34.748
2010-05-12	41.764
2010-05-13	51.823
2010-05-14	60.298
2010-05-15	48.559
2010-05-16	29.845
2010-05-17	17.387
