DATE	cout
UNITS	m3/s
2010-01-01	11.139
2010-01-02	10.421
2010-01-03	9.733
2010-01-04	9.094
2010-01-05	8.504
2010-01-06	7.961
2010-01-07	7.461
2010-01-08	6.998
2010-01-09	6.571
2010-01-10	6.174
2010-01-11	5.806
2010-01-12	5.464
2010-01-13	5.145
2010-01-14	4.848
2010-01-15	4.601
2010-01-16	4.403
2010-01-17	4.229
2010-01-18	4.071
2010-01-19	3.922
2010-01-20	3.775
2010-01-21	3.629
2010-01-22	3.485
2010-01-23	3.349
2010-01-24	3.835
2010-01-25	6.156
2010-01-26	8.97
2010-01-27	10.39
2010-01-28	10.534
2010-01-29	10.098
2010-01-30	9.484
2010-01-31	8.849
2010-02-01	8.247
2010-02-02	7.692
2010-02-03	7.183
2010-02-04	6.718
2010-02-05	6.292
2010-02-06	5.901
2010-02-07	5.54
2010-02-08	5.206
2010-02-09	4.897
2010-02-10	4.61
2010-02-11	4.343
2010-02-12	4.094
2010-02-13	3.861
2010-02-14	3.643
2010-02-15	3.44
2010-02-16	3.251
2010-02-17	3.074
2010-02-18	2.913
2010-02-19	2.767
2010-02-20	2.639
2010-02-21	2.531
2010-02-22	2.442
2010-02-23	2.366
2010-02-24	2.299
2010-02-25	2.235
2010-02-26	2.176
2010-02-27	2.127
2010-02-28	2.101
2010-03-01	2.099
2010-03-02	2.107
2010-03-03	2.122
2010-03-04	2.146
2010-03-05	2.175
2010-03-06	2.211
2010-03-07	2.257
2010-03-08	2.45
2010-03-09	3.331
2010-03-10	4.353
2010-03-11	4.837
2010-03-12	4.983
2010-03-13	5.893
2010-03-14	7.973
2010-03-15	9.699
2010-03-16	10.197
2010-03-17	9.941
2010-03-18	9.415
2010-03-19	8.83
2010-03-20	8.259
2010-03-21	7.724
2010-03-22	7.231
2010-03-23	6.778
2010-03-24	6.362
2010-03-25	5.979
2010-03-26	5.624
2010-03-27	5.295
2010-03-28	5.024
2010-03-29	4.856
2010-03-30	4.74
2010-03-31	4.618
2010-04-01	4.486
2010-04-02	4.345
2010-04-03	4.198
2010-04-04	4.047
2010-04-05	3.894
2010-04-06	3.807
2010-04-07	4.003
2010-04-08	5.927
2010-04-09	8.637
2010-04-10	9.993
2010-04-11	10.096
2010-04-12	9.688
2010-04-13	9.13
2010-04-14	8.555
2010-04-15	8.007
2010-04-16	7.498
2010-04-17	7.027
2010-04-18	6.593
2010-04-19	6.192
2010-04-20	5.821
2010-04-21	5.477
2010-04-22	5.157
2010-04-23	4.858
2010-04-24	4.58
2010-04-25	4.336
2010-04-26	4.118
2010-04-27	3.906
2010-04-28	3.702
2010-04-29	3.508
2010-04-30	3.324
2010-05-01	3.15
2010-05-02	2.984
2010-05-03	2.828
2010-05-04	2.679
2010-05-05	2.538
2010-05-06	2.407
2010-05-07	2.292
2010-05-08	2.388
2010-05-09	2.662
2010-05-10	2.882
2010-05-11	3.243
2010-05-12	3.712
2010-05-13	4.416
2010-05-14	5.817
2010-05-15	7.009
2010-05-16	7.348
2010-05-17	7.225
2010-05-18	6.936
2010-05-19	6.601
2010-05-20	6.264
2010-05-21	5.937
2010-05-22	5.636
2010-05-23	5.356
2010-05-24	5.086
2010-05-25	4.828
2010-05-26	4.581
2010-05-27	4.347
2010-05-28	4.124
