DATE	cout
UNITS	m3/s
2010-01-01	3.078
2010-01-02	2.741
2010-01-03	2.475
2010-01-04	2.263
2010-01-05	2.088
2010-01-06	1.938
2010-01-07	1.806
2010-01-08	1.689
2010-01-09	1.583
2010-01-10	1.487
2010-01-11	1.399
2010-01-12	1.318
2010-01-13	1.244
2010-01-14	1.195
2010-01-15	1.271
2010-01-16	1.295
2010-01-17	1.24
2010-01-18	1.178
2010-01-19	1.117
2010-01-20	1.051
2010-01-21	0.983
2010-01-22	0.924
2010-01-23	0.876
2010-01-24	1.983
2010-01-25	16.463
2010-01-26	23.854
2010-01-27	19.95
2010-01-28	13.537
2010-01-29	9.319
2010-01-30	7.026
2010-01-31	5.758
2010-02-01	4.996
2010-02-02	4.486
2010-02-03	4.108
2010-02-04	3.808
2010-02-05	3.57
2010-02-06	3.354
2010-02-07	3.147
2010-02-08	2.958
2010-02-09	2.786
2010-02-10	2.629
2010-02-11	2.485
2010-02-12	2.351
2010-02-13	2.226
2010-02-14	2.111
2010-02-15	2.015
2010-02-16	1.92
2010-02-17	1.834
2010-02-18	1.778
2010-02-19	1.735
2010-02-20	1.698
2010-02-21	1.691
2010-02-22	1.701
2010-02-23	1.721
2010-02-24	1.676
2010-02-25	1.556
2010-02-26	1.49
2010-02-27	1.59
2010-02-28	1.808
2010-03-01	1.871
2010-03-02	1.781
2010-03-03	1.811
2010-03-04	1.83
2010-03-05	1.78
2010-03-06	1.875
2010-03-07	2.105
2010-03-08	3.889
2010-03-09	24.863
2010-03-10	65.058
2010-03-11	91.948
2010-03-12	92.407
2010-03-13	80.861
2010-03-14	68.496
2010-03-15	54.62
2010-03-16	39.771
2010-03-17	27.905
2010-03-18	19.607
2010-03-19	13.979
2010-03-20	10.316
2010-03-21	8.026
2010-03-22	7.197
2010-03-23	6.752
2010-03-24	6.004
2010-03-25	5.274
2010-03-26	4.711
2010-03-27	4.275
2010-03-28	4.665
2010-03-29	6.004
2010-03-30	6.125
2010-03-31	5.135
2010-04-01	4.344
2010-04-02	3.82
2010-04-03	3.455
2010-04-04	3.178
2010-04-05	2.952
2010-04-06	5.974
2010-04-07	7.782
2010-04-08	15.126
2010-04-09	17.273
2010-04-10	13.203
2010-04-11	9.597
2010-04-12	7.507
2010-04-13	6.233
2010-04-14	5.427
2010-04-15	4.87
2010-04-16	4.45
2010-04-17	4.134
2010-04-18	4.031
2010-04-19	3.865
2010-04-20	3.545
2010-04-21	3.267
2010-04-22	3.041
2010-04-23	2.851
2010-04-24	2.683
2010-04-25	5.846
2010-04-26	7.321
2010-04-27	5.604
2010-04-28	4.247
2010-04-29	3.482
2010-04-30	3.044
2010-05-01	3.273
2010-05-02	3.429
2010-05-03	6.436
2010-05-04	7.84
2010-05-05	8.515
2010-05-06	8.331
2010-05-07	9.52
2010-05-08	16.625
2010-05-09	17.841
2010-05-10	13.794
2010-05-11	10.993
2010-05-12	9.414
2010-05-13	11.667
2010-05-14	13.926
2010-05-15	12.068
2010-05-16	9.199
2010-05-17	7.244
2010-05-18	6.07
2010-05-19	5.327
2010-05-20	4.811
2010-05-21	4.419
2010-05-22	4.668
2010-05-23	4.722
2010-05-24	4.242
2010-05-25	3.785
2010-05-26	3.454
2010-05-27	3.205
2010-05-28	3.002
2010-05-29	2.827
2010-05-30	2.669
2010-05-31	2.525
2010-06-01	3.213
2010-06-02	6.611
2010-06-03	9.562
2010-06-04	8.831
2010-06-05	8.311
2010-06-06	15.573
2010-06-07	16.42
2010-06-08	11.779
2010-06-09	11.858
2010-06-10	12.727
2010-06-11	10.772
2010-06-12	8.489
2010-06-13	7.022
2010-06-14	6.129
2010-06-15	5.466
2010-06-16	7.337
2010-06-17	8.074
2010-06-18	6.632
2010-06-19	5.472
2010-06-20	4.745
2010-06-21	4.266
2010-06-22	5.949
2010-06-23	6.622
2010-06-24	7.608
2010-06-25	7.839
2010-06-26	7.702
2010-06-27	7.278
2010-06-28	14.994
2010-06-29	18.123
2010-06-30	13.625
2010-07-01	9.677
2010-07-02	7.377
2010-07-03	6.077
2010-07-04	5.286
2010-07-05	4.753
2010-07-06	4.355
2010-07-07	4.088
2010-07-08	4.39
2010-07-09	8.611
2010-07-10	10.2
2010-07-11	7.868
2010-07-12	10.148
2010-07-13	11.146
2010-07-14	8.664
2010-07-15	6.884
2010-07-16	10.771
2010-07-17	13.417
2010-07-18	11.076
2010-07-19	9.773
2010-07-20	8.753
2010-07-21	7.422
2010-07-22	6.449
2010-07-23	14.022
2010-07-24	24.135
2010-07-25	23.771
2010-07-26	17.083
2010-07-27	11.509
2010-07-28	9.211
2010-07-29	7.82
2010-07-30	6.403
2010-07-31	5.607
2010-08-01	5.16
2010-08-02	4.697
2010-08-03	4.258
2010-08-04	3.913
2010-08-05	3.637
2010-08-06	3.404
2010-08-07	3.2
2010-08-08	3.644
2010-08-09	4.312
2010-08-10	4.065
2010-08-11	3.428
2010-08-12	2.984
2010-08-13	2.701
2010-08-14	2.502
2010-08-15	2.437
2010-08-16	2.358
2010-08-17	2.196
2010-08-18	2.051
2010-08-19	1.972
2010-08-20	1.899
2010-08-21	2.142
2010-08-22	3.034
2010-08-23	3.52
2010-08-24	3.079
2010-08-25	2.45
2010-08-26	2.049
2010-08-27	1.812
2010-08-28	1.659
2010-08-29	1.548
2010-08-30	1.458
2010-08-31	1.38
2010-09-01	1.309
2010-09-02	1.311
2010-09-03	2.987
2010-09-04	5.52
2010-09-05	7.118
2010-09-06	6.531
2010-09-07	4.789
2010-09-08	4.308
2010-09-09	4.495
2010-09-10	3.989
2010-09-11	3.28
2010-09-12	4.099
2010-09-13	4.607
2010-09-14	3.916
2010-09-15	3.208
2010-09-16	8.581
2010-09-17	10.762
2010-09-18	8.103
2010-09-19	6.015
2010-09-20	4.784
2010-09-21	4.047
2010-09-22	4.697
2010-09-23	4.964
2010-09-24	4.151
2010-09-25	3.961
2010-09-26	3.772
2010-09-27	3.659
2010-09-28	16.427
2010-09-29	19.618
2010-09-30	13.591
2010-10-01	9.394
2010-10-02	8.739
2010-10-03	8.274
2010-10-04	6.818
2010-10-05	5.728
2010-10-06	6.387
2010-10-07	6.574
2010-10-08	5.666
2010-10-09	4.875
2010-10-10	4.319
2010-10-11	4.081
2010-10-12	3.828
2010-10-13	3.491
2010-10-14	9.244
2010-10-15	10.671
2010-10-16	7.972
2010-10-17	6.035
2010-10-18	4.918
2010-10-19	4.237
2010-10-20	3.776
2010-10-21	5.935
2010-10-22	7.381
2010-10-23	7.625
2010-10-24	9.083
2010-10-25	8.933
2010-10-26	10.154
2010-10-27	11.109
2010-10-28	9.551
2010-10-29	7.989
2010-10-30	6.851
2010-10-31	5.87
2010-11-01	5.175
2010-11-02	4.677
2010-11-03	4.489
2010-11-04	4.496
2010-11-05	4.334
2010-11-06	3.98
2010-11-07	3.63
2010-11-08	3.35
2010-11-09	3.121
2010-11-10	2.924
2010-11-11	2.75
2010-11-12	2.593
2010-11-13	2.448
2010-11-14	2.684
2010-11-15	2.745
2010-11-16	2.471
2010-11-17	8.002
2010-11-18	10.654
2010-11-19	8.692
2010-11-20	6.761
2010-11-21	5.556
2010-11-22	7.111
2010-11-23	11.532
2010-11-24	12.92
2010-11-25	10.481
2010-11-26	7.939
2010-11-27	6.334
2010-11-28	5.35
2010-11-29	4.835
2010-11-30	21.826
2010-12-01	32.837
2010-12-02	27.932
2010-12-03	18.898
2010-12-04	12.44
2010-12-05	8.779
2010-12-06	6.793
2010-12-07	5.66
2010-12-08	4.951
2010-12-09	4.459
2010-12-10	4.097
2010-12-11	3.855
2010-12-12	4.094
2010-12-13	4.219
2010-12-14	3.949
2010-12-15	3.564
2010-12-16	3.231
2010-12-17	2.971
2010-12-18	2.756
2010-12-19	2.568
2010-12-20	2.405
2010-12-21	2.259
2010-12-22	2.126
2010-12-23	2.008
2010-12-24	1.899
2010-12-25	1.794
2010-12-26	1.696
2010-12-27	1.605
2010-12-28	1.525
2010-12-29	1.458
2010-12-30	1.421
2010-12-31	7.272
2011-01-01	42.904
2011-01-02	59.616
2011-01-03	49.729
2011-01-04	33.316
2011-01-05	20.172
2011-01-06	12.617
2011-01-07	8.71
2011-01-08	6.667
2011-01-09	5.527
2011-01-10	4.828
2011-01-11	4.352
2011-01-12	3.995
2011-01-13	3.706
2011-01-14	3.46
2011-01-15	3.243
2011-01-16	3.048
2011-01-17	2.871
2011-01-18	2.771
2011-01-19	2.665
2011-01-20	2.519
2011-01-21	2.376
2011-01-22	2.244
2011-01-23	2.122
2011-01-24	2.009
2011-01-25	1.903
2011-01-26	1.813
2011-01-27	1.735
2011-01-28	1.652
2011-01-29	1.566
2011-01-30	1.484
2011-01-31	1.407
2011-02-01	1.336
2011-02-02	1.268
2011-02-03	1.205
