gaugeID,Lat,Lon,Row_Lon,Col_Lat,Area/m2 
04165500,42.69323349,-82.9351806641,20,24,220997105.219
04165500,42.8138504028,-82.8599853516,21,24,190402747.062
04165500,42.934387207,-82.7843933105,22,24,8837256.17087
04165500,42.5083770752,-83.2542724609,18,25,64625389.7913
04165500,42.6293411255,-83.1800842285,19,25,174514755.788
04165500,42.7502288818,-83.1054992676,20,25,225669054.486
04165500,42.8710441589,-83.0305175781,21,25,212491905.155
04165500,42.991771698,-82.9551391602,22,25,15923938.4779
04165500,42.6859054565,-83.3504943848,19,26,122297606.961
04165500,42.8069915771,-83.2761230469,20,26,191790771.663
04165500,42.927986145,-83.2013549805,21,26,19806667.5514
04165500,42.863483429,-83.4470825195,20,27,38546919.4385
02GG006,43.0018386841,-81.7031860352,25,19,1391230.96702
02GG006,42.8219871521,-82.0277709961,23,20,2997656.80424
02GG006,42.9415664673,-81.9505615234,24,20,120207206.269
02GG006,43.0610694885,-81.8729248047,25,20,70230543.2913
02GG006,42.8805770874,-82.1974487305,23,21,11825502.0099
02GG006,43.0003471375,-82.1204528809,24,21,34107527.9013
02GC007,42.6981048584,-80.4444580078,26,12,65053282.0182
02GC007,42.8158187866,-80.3645019531,27,12,49303605.5678
02GC007,42.9334335327,-80.2840881348,28,12,12287608.2651
02GC007,42.7592582703,-80.612121582,26,13,67894990.4844
02GC007,42.8771781921,-80.5323181152,27,13,148035766.846
02GC007,42.9949951172,-80.4520874023,28,13,152252576.722
02GC007,43.1127166748,-80.3714599609,29,13,15791537.3296
02GC007,43.0563163757,-80.6204223633,28,14,136407945.306
02GC007,43.1742362976,-80.5399780273,29,14,23692474.1134
02GC007,43.117389679,-80.7891235352,28,15,2221599.53615
02GC007,43.2355232239,-80.7088623047,29,15,2258029.46332
04166500,42.3873291016,-83.3280639648,17,25,140442329.061
04166500,42.5083770752,-83.2542724609,18,25,158544495.624
04166500,42.6293411255,-83.1800842285,19,25,51148091.8122
04166500,42.4435157776,-83.498046875,17,26,47976366.8413
04166500,42.5647506714,-83.4244689941,18,26,210151892.461
04166500,42.6859054565,-83.3504943848,19,26,103549682.972
04166500,42.8069915771,-83.2761230469,20,26,10038419.673
04166500,42.6208724976,-83.5949707031,18,27,82062914.7139
04166500,42.7422142029,-83.5212402344,19,27,114875117.582
04166500,42.863483429,-83.4470825195,20,27,5534935.13794
02GB001,43.0509490967,-80.2032775879,29,12,164468.893989
02GB001,42.9949951172,-80.4520874023,28,13,23910.9378003
02GB001,43.1127166748,-80.3714599609,29,13,167851272.436
02GB001,43.230342865,-80.2903747559,30,13,88423433.3076
02GB001,43.3478813171,-80.2088928223,31,13,52792529.325
02GB001,43.4653129578,-80.1269836426,32,13,115862249.473
02GB001,43.5826339722,-80.0446166992,33,13,80919165.635
02GB001,43.6998710632,-79.9618530273,34,13,5796780.60058
02GB001,43.0563163757,-80.6204223633,28,14,125103.544488
02GB001,43.1742362976,-80.5399780273,29,14,200026526.949
02GB001,43.2920799255,-80.4591064453,30,14,223960411.256
02GB001,43.4098129272,-80.3778076172,31,14,223968970.881
02GB001,43.5274505615,-80.2960510254,32,14,223944001.078
02GB001,43.6449813843,-80.2138977051,33,14,223990197.367
02GB001,43.7624130249,-80.1312866211,34,14,128220519.927
02GB001,43.2355232239,-80.7088623047,29,15,90111113.2283
02GB001,43.353553772,-80.6281738281,30,15,224147610.817
02GB001,43.471496582,-80.5470275879,31,15,224177945.373
02GB001,43.58934021,-80.4654846191,32,15,224145465.77
02GB001,43.7070732117,-80.3835144043,33,15,224172048.794
02GB001,43.8247184753,-80.3011169434,34,15,221944579.156
02GB001,43.9422569275,-80.2182617188,35,15,177115337.863
02GB001,44.0596961975,-80.134979248,36,15,21135125.362
02GB001,43.296546936,-80.8780517578,29,16,10444743.3525
02GB001,43.4147872925,-80.7975463867,30,16,185482600.785
02GB001,43.5329284668,-80.7166442871,31,16,224280974.258
02GB001,43.6509742737,-80.6352844238,32,16,224277350.359
02GB001,43.7689170837,-80.5534973145,33,16,224278720.937
02GB001,43.8867683411,-80.471282959,34,16,219656808.382
02GB001,44.0045013428,-80.3886413574,35,16,189273392.252
02GB001,44.1221504211,-80.3055419922,36,16,169071910.885
02GB001,44.2397041321,-80.2219848633,37,16,11906334.5671
02GB001,43.4757652283,-80.9673156738,30,17,41300002.8803
02GB001,43.5941123962,-80.8865661621,31,17,136590568.562
02GB001,43.7123565674,-80.8054199219,32,17,158296876.593
02GB001,43.8305015564,-80.723815918,33,17,134156008.164
02GB001,43.9485588074,-80.641784668,34,17,38215374.0236
02GB001,44.1843605042,-80.4764404297,36,17,16814291.1136
02GB001,44.3021202087,-80.3930969238,37,17,2336569.15564
04177000,41.6039962769,-83.5943908691,11,24,12819291.3613
04177000,41.6593208313,-83.7628173828,11,25,74073228.0031
04177000,41.7808609009,-83.6912841797,12,25,88629063.8941
04177000,41.7144050598,-83.9315185547,11,26,40932433.5916
04177000,41.8361206055,-83.8601989746,12,26,11189724.1416
02GA010,43.1742362976,-80.5399780273,29,14,40242635.6037
02GA010,43.2920799255,-80.4591064453,30,14,154901070.697
02GA010,43.4098129272,-80.3778076172,31,14,863996.458834
02GA010,43.2355232239,-80.7088623047,29,15,5514196.75957
02GA010,43.353553772,-80.6281738281,30,15,216123578.106
02GA010,43.471496582,-80.5470275879,31,15,30069728.1671
02GA010,43.4147872925,-80.7975463867,30,16,155892124.095
02GA010,43.5329284668,-80.7166442871,31,16,118588770.756
02GA010,43.6509742737,-80.6352844238,32,16,4435486.32339
02GA010,43.4757652283,-80.9673156738,30,17,41300002.8803
02GA010,43.5941123962,-80.8865661621,31,17,136590568.562
02GA010,43.7123565674,-80.8054199219,32,17,79139222.7195
04160600,42.934387207,-82.7843933105,22,24,62143289.0085
04160600,42.8710441589,-83.0305175781,21,25,13181639.1971
04160600,42.991771698,-82.9551391602,22,25,159762829.499
04160600,43.1124000549,-82.8793945312,23,25,61545.0869573
04160600,42.927986145,-83.2013549805,21,26,63938787.0921
04160600,43.0489044189,-83.1262207031,22,26,73783123.7851
04200500,41.0373916626,-81.9261779785,11,14,15775848.0718
04200500,40.9753837585,-82.1648254395,10,15,65471614.7342
04200500,41.0951385498,-82.0916748047,11,15,222191726.777
04200500,41.2148017883,-82.0181884766,12,15,134516379.938
04200500,41.3343658447,-81.9443359375,13,15,8798214.66272
04200500,41.0326957703,-82.3304443359,10,16,71810156.2326
04200500,41.1526374817,-82.2575073242,11,16,203370826.875
04200500,41.2724952698,-82.1842041016,12,16,179803837.878
04200500,41.392250061,-82.1105041504,13,16,60252969.6177
04213000,41.6299743652,-80.3305664062,19,8,30400519.4984
04213000,41.7475624084,-80.2527160645,20,8,31704008.8697
04213000,41.8650474548,-80.1744689941,21,8,5184781.07168
04213000,41.6906929016,-80.4956970215,19,9,9962917.33829
04213000,41.8084793091,-80.4180297852,20,9,187774737.435
04213000,41.9261741638,-80.3399353027,21,9,113386343.447
04213000,41.8691596985,-80.5836181641,20,10,96004724.1655
04213000,41.9870491028,-80.5057373047,21,10,10859801.7076
04213000,41.9296035767,-80.7495422363,20,11,5067995.53973
02GB007,43.1683692932,-80.1220092773,30,12,60115126.1127
02GB007,43.2857017517,-80.0403442383,31,12,37267913.3011
02GB007,43.230342865,-80.2903747559,30,13,133771360.244
02GB007,43.3478813171,-80.2088928223,31,13,151545615.407
02GB007,43.4653129578,-80.1269836426,32,13,545397.813863
04195820,41.0736999512,-83.3056640625,8,21,100243.47972
04195820,41.0079154968,-83.5432739258,7,22,11095743.7953
04195820,41.1291999817,-83.4725952148,8,22,181591928.457
04195820,41.2504043579,-83.4015808105,9,22,132635520.607
04195820,41.371547699,-83.3302001953,10,22,148569204.261
04195820,41.492603302,-83.2584228516,11,22,89800993.8278
04195820,41.0629997253,-83.7102966309,7,23,77669957.4731
04195820,41.1844596863,-83.639831543,8,23,225318516.731
04195820,41.3058547974,-83.5690307617,9,23,223153390.769
04195820,41.4271774292,-83.4978027344,10,23,117260515.922
04195820,41.5484275818,-83.4262695312,11,23,437985.694334
04195820,41.1178398132,-83.8775939941,7,24,11825462.214
04195820,41.2394866943,-83.8073425293,8,24,100940080.973
04195820,41.3610534668,-83.7367248535,9,24,51226049.4413
04215000,42.6504859924,-78.3737182617,31,2,1889851.28444
04215000,42.7656211853,-78.2899475098,32,2,38571050.5726
04215000,42.7150840759,-78.5388183594,31,3,66795.5496436
04215000,42.8304328918,-78.4552001953,32,3,135231879.986
04215000,42.8950195312,-78.6208190918,32,4,58182595.888
04198000,40.7289199829,-82.7123413086,7,17,56518145.6543
04198000,40.8492774963,-82.6407165527,8,17,29844591.2451
04198000,40.785194397,-82.8779907227,7,18,111105445.671
04198000,40.9057426453,-82.8065185547,8,18,172813711.382
04198000,41.0262031555,-82.7347412109,9,18,46778021.2844
04198000,40.5995063782,-83.1853027344,5,19,51693209.3714
04198000,40.7204093933,-83.1147766113,6,19,113578754.563
04198000,40.8412361145,-83.0438842773,7,19,210179557.255
04198000,40.9619674683,-82.9726257324,8,19,224751541.944
04198000,41.0826187134,-82.9010009766,9,19,128427386.392
04198000,40.6549415588,-83.3511047363,5,20,190689883.433
04198000,40.7760238647,-83.2807617188,6,20,224915394.72
04198000,40.8970336914,-83.2100830078,7,20,224898862.666
04198000,41.0179519653,-83.1390075684,8,20,224872646.137
04198000,41.1387863159,-83.0675964355,9,20,176224429.321
04198000,41.2595596313,-82.9957885742,10,20,36982.3056794
04198000,40.5887947083,-83.5869445801,4,21,618843.900134
04198000,40.7101364136,-83.5171508789,5,21,147102835.032
04198000,40.831413269,-83.4470214844,6,21,132591027.251
04198000,40.9526023865,-83.3765258789,7,21,159597666.945
04198000,41.0736999512,-83.3056640625,8,21,188554661.975
04198000,41.1947250366,-83.2344360352,9,21,219888284.426
04198000,41.3156814575,-83.1628417969,10,21,79112521.668
04198000,41.1291999817,-83.4725952148,8,22,1035213.92593
04198000,41.2504043579,-83.4015808105,9,22,5131313.03632
04198000,41.371547699,-83.3302001953,10,22,119128.978813
04212100,41.336807251,-80.7263183594,16,9,10698669.2071
04212100,41.5728302002,-80.5729675293,18,9,4945955.3915
04212100,41.6906929016,-80.4956970215,19,9,1388478.60947
04212100,41.2783470154,-80.9671630859,15,10,65216784.1299
04212100,41.396697998,-80.8912353516,16,10,212253572.047
04212100,41.514957428,-80.8149414062,17,10,175096240.822
04212100,41.6331138611,-80.7382202148,18,10,203950550.126
04212100,41.7511749268,-80.6611328125,19,10,92976912.4581
04212100,41.3378067017,-81.1322021484,15,11,39057657.1502
04212100,41.4563484192,-81.0564575195,16,11,131785271.767
04212100,41.5748100281,-80.9803161621,17,11,210602651.979
04212100,41.6931610107,-80.9038085938,18,11,219870417.268
04212100,41.8114242554,-80.8268737793,19,11,86790179.1831
04212100,41.5157661438,-81.2219848633,16,12,13932405.151
04212100,41.6344184875,-81.1460266113,17,12,181416121.526
04212100,41.7529640198,-81.0696716309,18,12,107569320.156
04212100,41.6937942505,-81.3120422363,17,13,46251249.1706
04212100,41.812538147,-81.2358703613,18,13,1101938.98329
02GC026,42.7592582703,-80.612121582,26,13,39259545.2366
02GC026,42.8771781921,-80.5323181152,27,13,75749609.042
02GC026,42.9949951172,-80.4520874023,28,13,43357176.2359
02GC026,42.7019615173,-80.8593139648,25,14,52938808.1922
02GC026,42.8201828003,-80.780090332,26,14,170431647.908
02GC026,42.9383010864,-80.7004699707,27,14,203739627.414
02GC026,43.0563163757,-80.6204223633,28,14,65293312.5917
02GC026,42.7624320984,-81.0274353027,25,15,9587.50377785
02GC026,42.9991760254,-80.8689575195,27,15,1783421.61275
04176500,41.7808609009,-83.6912841797,12,25,5413524.02071
04176500,41.9022979736,-83.6193847656,13,25,78521583.1807
04176500,42.0236740112,-83.5471191406,14,25,67037778.3239
04176500,41.5926132202,-84.0024414062,10,26,12151418.834
04176500,41.7144050598,-83.9315185547,11,26,94830237.3719
04176500,41.8361206055,-83.8601989746,12,26,210967963.065
04176500,41.9577560425,-83.7885131836,13,26,225761059.45
04176500,42.0793075562,-83.7164916992,14,26,181696153.621
04176500,42.2007865906,-83.6440429688,15,26,26639613.9357
04176500,41.6472587585,-84.1712036133,10,27,35335911.7823
04176500,41.7692375183,-84.1004943848,11,27,204070007.032
04176500,41.8911323547,-84.0294189453,12,27,225972834.618
04176500,42.0129470825,-83.9579467773,13,27,225975634.699
04176500,42.1346855164,-83.8861083984,14,27,218808999.079
04176500,42.2563476562,-83.8139038086,15,27,79173039.1365
04176500,41.8238258362,-84.2697753906,11,28,95216827.7457
04176500,41.9459075928,-84.1989135742,12,28,195681093.523
04176500,42.0678977966,-84.1276855469,13,28,226033674.151
04176500,42.1898155212,-84.056060791,14,28,120444183.368
04176500,42.0004234314,-84.3686828613,12,29,74909005.418
04176500,42.122592926,-84.297668457,13,29,152872873.089
04176500,42.2446899414,-84.2262878418,14,29,5155868.9953
04176500,42.0546836853,-84.5387573242,12,30,21860754.6956
04176500,42.1770439148,-84.4679870605,13,30,16198765.8852
02GG009,42.8825416565,-81.7810058594,24,19,54985.3537318
02GG009,43.0018386841,-81.7031860352,25,19,1391230.96702
02GG009,42.8219871521,-82.0277709961,23,20,35534213.9525
02GG009,42.9415664673,-81.9505615234,24,20,184800440.468
02GG009,43.0610694885,-81.8729248047,25,20,70230543.2913
02GG009,42.7607192993,-82.2740783691,22,21,31778853.7237
02GG009,42.8805770874,-82.1974487305,23,21,150017986.161
02GG009,43.0003471375,-82.1204528809,24,21,36164864.2627
02GG009,42.8188552856,-82.4438476562,22,22,2892519.4848
02GG009,42.938911438,-82.3674621582,23,22,4131022.49633
02GC018,42.7019615173,-80.8593139648,25,14,3280989.30906
02GC018,42.8201828003,-80.780090332,26,14,45639165.2892
02GC018,42.9383010864,-80.7004699707,27,14,4254106.58316
02GC018,42.7624320984,-81.0274353027,25,15,163565713.916
02GC018,42.8808555603,-80.9483947754,26,15,117444690.903
02GC018,42.9991760254,-80.8689575195,27,15,342380.301304
02GC018,42.8226585388,-81.1958618164,25,16,18973304.7387
02GG003,42.5847892761,-81.7666015625,22,18,3846127.79797
02GG003,42.7040634155,-81.6893920898,23,18,34497539.4479
02GG003,42.8232536316,-81.6117858887,24,18,97686802.9872
02GG003,42.9423599243,-81.5337524414,25,18,167137469.977
02GG003,43.061378479,-81.4553222656,26,18,88542565.7401
02GG003,43.1802978516,-81.3764648438,27,18,1550665.52601
02GG003,42.6436843872,-81.9354248047,22,19,114779553.011
02GG003,42.7631530762,-81.8584289551,23,19,223539431.525
02GG003,42.8825416565,-81.7810058594,24,19,223324981.772
02GG003,43.0018386841,-81.7031860352,25,19,95190922.1509
02GG003,42.7023239136,-82.1045837402,22,20,19491985.6372
02GG003,42.8219871521,-82.0277709961,23,20,17820639.5392
02GG003,42.9415664673,-81.9505615234,24,20,30239964.5281
02GG003,43.0610694885,-81.8729248047,25,20,12312184.2713
04174500,42.4435157776,-83.498046875,17,26,39427456.9218
04174500,42.5647506714,-83.4244689941,18,26,5165507.94879
04174500,42.1346855164,-83.8861083984,14,27,7176063.51678
04174500,42.2563476562,-83.8139038086,15,27,132225049.762
04174500,42.377948761,-83.7413024902,16,27,196010513.565
04174500,42.499458313,-83.6683349609,17,27,225738354.264
04174500,42.6208724976,-83.5949707031,18,27,112338007.964
04174500,42.7422142029,-83.5212402344,19,27,879573.303323
04174500,42.1898155212,-84.056060791,14,28,97006378.214
04174500,42.3116722107,-83.9840698242,15,28,226097460.432
04174500,42.4334411621,-83.9116821289,16,28,223891654.514
04174500,42.5551376343,-83.8389282227,17,28,148029914.039
04174500,42.6767463684,-83.7657775879,18,28,14705178.5521
04174500,42.2446899414,-84.2262878418,14,29,6605448.72584
04174500,42.366733551,-84.154510498,15,29,63409305.4509
04174500,42.4886894226,-84.0823669434,16,29,139633348.76
04174500,42.5436782837,-84.253326416,16,30,4971126.62751
04196800,40.5995063782,-83.1853027344,5,19,34029368.2685
04196800,40.6549415588,-83.3511047363,5,20,188452705.891
04196800,40.7760238647,-83.2807617188,6,20,98587552.6042
04196800,40.5887947083,-83.5869445801,4,21,618843.900135
04196800,40.7101364136,-83.5171508789,5,21,147102835.032
04196800,40.831413269,-83.4470214844,6,21,130524333.491
04196800,40.9526023865,-83.3765258789,7,21,62936728.2326
02GE007,42.2263908386,-81.9958496094,19,18,134584.560122
02GE007,42.3459434509,-81.9198303223,20,18,54078896.0929
02GE007,42.4654159546,-81.8434143066,21,18,71572844.1871
02GE007,42.284702301,-82.1640930176,19,19,1237589.92639
02GE007,42.4044494629,-82.0882568359,20,19,99973026.179
02GE007,42.5241127014,-82.0120544434,21,19,8994694.5868
04193500,40.5887947083,-83.5869445801,4,21,5734140.00287
04193500,40.7101364136,-83.5171508789,5,21,62410504.4158
04193500,40.831413269,-83.4470214844,6,21,92467280.4977
04193500,40.9526023865,-83.3765258789,7,21,65443312.174
04193500,41.0736999512,-83.3056640625,8,21,6857249.52922
04193500,40.6435623169,-83.7530822754,4,22,11703046.6735
04193500,40.7650871277,-83.6835021973,5,22,222059216.61
04193500,40.8865432739,-83.6135559082,6,22,225249685.011
04193500,41.0079154968,-83.5432739258,7,22,214129233.876
04193500,41.1291999817,-83.4725952148,8,22,5342132.60621
04193500,40.4544944763,-84.0571899414,2,23,1630763.26563
04193500,40.576335907,-83.9885253906,3,23,69644399.5059
04193500,40.6981086731,-83.9194946289,4,23,156185588.462
04193500,40.81980896,-83.8501281738,5,23,225377422.903
04193500,40.941444397,-83.7803955078,6,23,225378394.668
04193500,41.0629997253,-83.7102966309,7,23,147520372.637
04193500,40.3863296509,-84.291595459,1,24,39789766.9126
04193500,40.5084342957,-84.2234802246,2,24,190358201.5
04193500,40.6304550171,-84.1549987793,3,24,225518103.075
04193500,40.7524032593,-84.0861816406,4,24,225492639.192
04193500,40.8742866516,-84.0170288086,5,24,225525805.498
04193500,40.9961013794,-83.947479248,6,24,225565546.935
04193500,41.1178398132,-83.8775939941,7,24,213661273.094
04193500,41.2394866943,-83.8073425293,8,24,124551318.492
04193500,41.3610534668,-83.7367248535,9,24,153229743.493
04193500,41.4825706482,-83.6657409668,10,24,58786932.6156
04193500,40.4398460388,-84.4579467773,1,25,73829545.042
04193500,40.5621376038,-84.3900146484,2,25,189331219.953
04193500,40.6843338013,-84.3217773438,3,25,225613620.768
04193500,40.8064613342,-84.2531433105,4,25,225672634.864
04193500,40.9285240173,-84.184173584,5,25,225657291.782
04193500,41.0505180359,-84.1148681641,6,25,225668649.413
04193500,41.1724395752,-84.0451660156,7,25,225603907.254
04193500,41.2942619324,-83.9751281738,8,25,225615845.191
04193500,41.4160194397,-83.9047241211,9,25,210077781.033
04193500,41.5377120972,-83.8339538574,10,25,19840492.2834
04193500,40.4931411743,-84.6245422363,1,26,4098192.89374
04193500,40.6155929565,-84.5568237305,2,26,212385963.83
04193500,40.7379760742,-84.4887695312,3,26,225773172.848
04193500,40.8602790833,-84.4203796387,4,26,225837952.614
04193500,40.9825248718,-84.3516235352,5,26,225834480.693
04193500,41.1046943665,-84.2825012207,6,26,225848862.876
04193500,41.2267913818,-84.2130126953,7,26,225818580.269
04193500,41.3487968445,-84.1431884766,8,26,225811995.958
04193500,41.4707298279,-84.0729980469,9,26,225834618.547
04193500,41.5926132202,-84.0024414062,10,26,112881652.095
04193500,40.5461807251,-84.7914428711,1,27,8419562.54363
04193500,40.6688232422,-84.7239379883,2,27,221241408.074
04193500,40.7913780212,-84.6560668945,3,27,225931298.128
04193500,40.9138526917,-84.587890625,4,27,225965428.276
04193500,41.036277771,-84.5193481445,5,27,225947642.638
04193500,41.1586303711,-84.4504394531,6,27,225990512.041
04193500,41.2808952332,-84.3811645508,7,27,225910897.061
04193500,41.403087616,-84.3115539551,8,27,225886602.525
04193500,41.5252037048,-84.2415771484,9,27,225941146.977
04193500,41.6472587585,-84.1712036133,10,27,190644899.052
04193500,41.7692375183,-84.1004943848,11,27,21908438.4809
04193500,40.598991394,-84.9585571289,1,28,21247589.5785
04193500,40.7218055725,-84.8912658691,2,28,226039102.814
04193500,40.8445281982,-84.823638916,3,28,226069855.191
04193500,40.9671897888,-84.7556762695,4,28,226099289.082
04193500,41.0897865295,-84.6873168945,5,28,226098040.527
04193500,41.212310791,-84.6186523438,6,28,226100704.564
04193500,41.3347740173,-84.5495910645,7,28,226115008.438
04193500,41.4571304321,-84.4801635742,8,28,226136590.722
04193500,41.5794334412,-84.4104003906,9,28,226145119.786
04193500,41.7016601562,-84.3402709961,10,28,226124570.555
04193500,41.8238258362,-84.2697753906,11,28,130869422.471
04193500,41.9459075928,-84.1989135742,12,28,30341388.0584
04193500,40.6515541077,-85.1259765625,1,29,196573.947767
04193500,40.7745437622,-85.0588989258,2,29,165639650.029
04193500,40.897441864,-84.9914855957,3,29,226220210.456
04193500,41.020275116,-84.9237060547,4,29,226261323.638
04193500,41.1430473328,-84.8555908203,5,29,226255472.144
04193500,41.2657585144,-84.787109375,6,29,226258088.059
04193500,41.388381958,-84.7182922363,7,29,226230016.311
04193500,41.5109329224,-84.6491088867,8,29,226211178.844
04193500,41.6334037781,-84.5795593262,9,29,226220560.148
04193500,41.755821228,-84.5096435547,10,29,226235122.459
04193500,41.8781547546,-84.4393310547,11,29,217532890.56
04193500,42.0004234314,-84.3686828613,12,29,144878430.925
04193500,40.8270378113,-85.226776123,2,30,33362380.9989
04193500,40.9501113892,-85.159576416,3,30,181239961.13
04193500,41.0731201172,-85.0920410156,4,30,226398836.805
04193500,41.1960716248,-85.0241088867,5,30,226383776.524
04193500,41.3189506531,-84.955871582,6,30,226378200.534
04193500,41.4417610168,-84.8872680664,7,30,226353317.522
04193500,41.5644798279,-84.8182983398,8,30,226313299.162
04193500,41.6871337891,-84.7489624023,9,30,224744051.665
04193500,41.8097229004,-84.6792602539,10,30,215300983.072
04193500,41.9322433472,-84.6091918945,11,30,42851887.4836
04193500,41.0025367737,-85.3279418945,3,31,9773337.60211
04193500,41.1257209778,-85.2606201172,4,31,71672780.5465
04193500,41.248840332,-85.1929321289,5,31,131284531.017
04193500,41.3718948364,-85.1248779297,6,31,226506704.714
