date,hour,02GA003,02GA014,02GA015,02GA034,02GA048,02GB001,02GC002,02GC010,02GC018,02GC026,02GD001,02GD003,02GD016,02GE002,02GE003,02GE006,02GG003,02GG009,04197137,04183000,02GA010,02GA018,02GA038,02GA047,02GB007,02GC002,02GC010,02GC018,02GD004,02GE007,02GG002,02GG003,02GG006,02GG009,02GG013,04159492,04159900,04160600,04161820,04164000,04165500,04166100,04177000,04196800,04197100,04207200,04208504,04213000
2013-03-26,00:00:00,25.9983083,4.3907875,4.7412500,8.1722292,15.5974750,42.2891250,3.0670792,5.0741875,1.9521333,5.4221833,12.1248667,9.1787708,3.7194625,25.8058083,40.4319417,33.8807500,7.4282375,0.5276917,9.4113000,23.5688042,9.6779458,4.6786125,2.0471583,6.4639667,4.5869500,3.0670792,2.0665208,2.0190000,2.9746792,0.5405000,5.6365417,7.4282375,0.3169708,0.5204333,0.0045708,8.2202958,3.3054042,3.0716208,9.1317042,12.7684833,18.1478875,2.2931167,0.8379000,1.4966792,1.2289542,4.2553000,36.2074042,6.7251375
2013-03-27,00:00:00,24.9498375,4.0715292,4.6125708,7.5616792,14.5251833,40.1455833,2.7573417,4.7692750,1.8145875,5.3835708,11.3613167,8.0994750,3.7728500,23.8208375,37.2849792,31.7798292,6.8710667,0.4180125,8.3231083,22.5379625,9.1694875,4.2901792,1.8287792,6.3912792,4.2935833,2.7573417,2.1093167,1.8746500,2.7436083,0.5241292,5.3045750,6.8710667,0.2775875,0.4114958,0.0037083,7.9127542,3.2289292,3.0008250,10.4023417,14.5614875,20.1605458,2.1477000,0.6500500,1.2816833,1.1783875,4.4246750,40.2861375,7.0529042
2013-03-28,00:00:00,24.1707625,3.8239292,4.7855542,7.1536958,13.8170167,38.6839875,2.6542792,4.6693750,1.8990458,5.6179167,11.5261750,7.5493458,4.1720500,23.4554417,35.0955333,30.0013083,6.5760458,0.3471417,8.2546792,21.5562917,8.9420250,3.9698500,1.6686958,6.5868875,4.2593417,2.6542792,2.3751500,1.9452292,2.7597292,0.5161417,5.2921583,6.5760458,0.3480250,0.3445583,0.0030833,7.5641167,3.0379417,2.8810208,8.8628667,11.7353000,16.7127208,1.5432750,0.5470000,1.4283708,1.3540875,4.5332500,38.0824000,7.7526958
2013-03-29,00:00:00,26.6131958,3.7522417,5.3773417,7.2333625,14.5057167,42.0672458,2.6886542,4.7067500,2.1104667,5.8187625,12.3337000,7.7956417,4.5380667,23.5686750,34.1930542,30.1343458,6.6057042,0.3939792,9.1386500,19.1647500,9.8462833,3.7724667,1.6001208,7.6209917,4.5858667,2.6886542,2.4893250,2.1555917,3.1307958,0.4849458,5.4401917,6.6057042,0.5141458,0.4049917,0.0025792,7.0400708,2.7736333,2.6918000,7.8003500,10.2847000,14.8137292,1.3952375,0.5116917,1.8564917,1.5509250,4.1498167,36.6915458,8.9160708
2013-03-30,00:00:00,30.5264250,3.9676708,6.4361292,8.0595083,16.4207250,47.1423083,2.7699750,4.6770208,2.0873583,5.5297875,13.7795125,9.5642042,4.5678583,26.5316208,33.9163708,30.7723917,6.5277208,0.5763417,9.8237792,19.0177583,11.0691583,3.7668542,1.8030625,9.2284958,5.1481708,2.7699750,2.2413667,2.1436333,3.6378208,0.4401333,5.3706458,6.5277208,0.5150208,0.5831583,0.0021708,6.3746250,2.4536208,2.4494250,7.4023125,9.5856042,13.6177625,1.2898000,0.4666750,1.9790125,1.5808875,3.8381417,35.0834333,11.0487417
2013-03-31,00:00:00,37.6027250,4.6989833,8.4081542,9.8466417,20.6127792,54.2760625,2.5861625,4.4624000,1.7774958,4.7639292,14.2224083,13.5513167,4.3919417,30.2998250,35.9271625,34.1504875,6.1228625,0.5758917,9.3906083,19.4288083,12.6028333,4.2428542,2.3266750,11.8013500,5.7216042,2.5861625,1.7517792,1.8382875,3.7583708,0.3851042,5.0013250,6.1228625,0.3827917,0.5702792,0.0018583,5.6404500,2.1182833,2.1813167,7.5391958,9.6067958,13.1459083,1.4485667,0.4233458,1.6933500,1.3952333,3.4148125,33.2940875,12.9090750
2013-04-01,00:00:00,65.3585000,6.4044917,16.3345458,16.8884625,34.0554208,77.8383917,2.4124625,4.0959000,1.4322875,4.0140125,13.5929000,25.0259542,4.4726000,39.3166542,39.1785625,39.4005083,5.5379917,0.4475042,8.1701083,18.1576000,16.2814417,5.2377000,3.3701083,23.0042875,6.3889667,2.4124625,1.3059125,1.4893542,3.5592083,0.3255250,4.4957542,5.5379917,0.2436750,0.4378375,0.0016250,4.8774792,1.7994792,1.9421292,7.4623375,9.7480375,13.2798542,1.0409708,0.3808667,1.2644167,1.1079792,3.0657542,31.4599750,14.5753750
2013-04-02,00:00:00,68.8045417,9.2994958,14.6079167,17.8299542,37.2256500,93.7356125,1.9453500,3.6832917,1.1305750,3.3519583,12.5731375,27.9055375,4.1486458,45.9304292,47.9859625,51.5794792,4.8218792,0.3111208,6.7063958,15.4596167,16.6862167,7.2756792,4.8405042,21.3518792,5.9678125,1.9453500,0.9725583,1.1789625,3.3104833,0.2672000,3.9518292,4.8218792,0.1477458,0.3020125,0.0014250,4.1293583,1.5458417,1.6819125,5.5902292,7.3182250,10.1954958,0.6647958,0.2826208,0.8595250,0.8203667,2.6306375,28.1439292,15.0469917
2013-04-03,00:00:00,64.6291042,9.9370125,12.3565083,18.9629083,37.4488917,88.5077208,1.7293708,3.3442750,0.9385250,2.8401458,11.2039708,20.7701583,3.7013417,36.2710792,52.9831500,44.5819542,4.1812958,0.2103208,5.2938042,12.6604250,17.5042208,7.7388000,4.4254375,17.9047583,5.5740458,1.7293708,0.7460625,0.9826042,2.9063417,0.2136917,3.5407750,4.1812958,0.0875042,0.2029542,0.0012458,3.4960375,1.2750542,1.4655208,4.8555625,6.1626917,8.4547417,0.5265583,0.2274292,0.5511500,0.5785875,2.2900167,24.4761875,13.4797292
2013-04-04,00:00:00,57.2509792,8.6476792,10.4235708,16.6750958,33.4051500,80.0327833,1.5558375,3.0340083,0.7505417,2.4301167,9.7135958,15.1293500,3.1082375,29.2908333,43.1815292,37.0674083,3.7323625,0.1417375,4.0693250,10.0566458,15.7536542,6.8627958,3.4890792,15.2357417,4.8922500,1.5558375,0.5790250,0.7922167,2.4073167,0.1672417,3.1873250,3.7323625,0.0534667,0.1360042,0.0010917,2.9582542,1.0687708,1.2858792,4.6571792,5.6914458,7.5902250,0.4311917,0.1877250,0.3454250,0.3987083,2.0623917,21.4207875,10.2561375
2013-04-05,00:00:00,51.4742042,7.1900583,9.4914458,14.0946708,28.7929625,71.7838458,1.3629833,2.7513125,0.5842833,2.0811458,8.0350833,12.4542500,2.5543792,23.3200167,36.0162083,30.1593583,3.3560750,0.0970875,3.1003250,7.8014500,13.8078625,5.8631125,2.6893500,14.0880625,4.2070333,1.3629833,0.4520125,0.6226750,1.9514542,0.1268667,2.8859750,3.3560750,0.0343750,0.0928167,0.0009625,2.4757333,0.8979750,1.1212542,4.5894875,5.4741292,7.0951208,0.3757792,0.1553958,0.2195833,0.2828958,1.8377667,18.8437875,8.2257500
2013-04-06,00:00:00,44.6319083,5.7834417,9.1962667,11.8049875,24.5361667,61.4222208,1.1490167,2.4808125,0.4477167,1.7988125,6.5279583,9.9770292,2.0524833,19.5478917,29.4022583,25.3110125,3.0350083,0.0685292,2.3790708,6.1505417,11.5744208,5.1029375,2.1567125,13.0805083,3.5872833,1.1490167,0.3492042,0.4810375,1.5607125,0.0932917,2.5946167,3.0350083,0.0231125,0.0653750,0.0008583,2.0569750,0.7487458,0.9720792,4.3600917,5.1609542,6.5659542,0.3322042,0.1218042,0.1454750,0.2083958,1.6207542,16.6590083,7.0190375
2013-04-07,00:00:00,42.0073792,4.8936333,10.7691792,12.9386958,24.6478417,53.8886708,1.0128167,2.2561083,0.3544708,1.5716667,5.3262292,8.0597125,1.7258542,15.5686375,25.7692750,20.8114583,2.7390292,0.0499583,1.8473958,4.9796625,9.9931583,4.8087875,2.5663167,13.9739750,3.1035917,1.0128167,0.2808458,0.3830583,1.2385250,0.0664542,2.3498208,2.7390292,0.0162500,0.0475958,0.0007792,1.6904000,0.6174667,0.8401750,4.0797417,4.7327917,5.9195875,0.3060292,0.0967875,0.1010875,0.1557708,1.4468917,14.7638583,6.2032500
2013-04-08,00:00:00,59.1828042,9.2260875,14.7199125,22.8827625,38.4310708,63.8330958,1.0057500,2.0642708,0.2929042,1.4086000,4.7848875,14.4659625,1.5668833,17.2486167,21.1572750,17.4087708,2.4897708,0.0376583,1.4504833,4.3963375,9.6200208,7.1643708,5.1383333,17.7801917,2.7891792,1.0057500,0.2513292,0.3165917,0.9826167,0.0472833,2.1432000,2.4897708,0.0123500,0.0359000,0.0007000,1.3960667,0.5092792,0.7343625,4.8535917,5.1785208,6.1093875,0.9096125,0.1153542,0.0732333,0.1166125,1.3267625,13.4043417,5.4323375
2013-04-09,00:00:00,115.8253583,63.3790833,23.5111042,69.5345292,93.1914917,113.1538167,2.5911417,2.6131792,1.5942458,2.1029333,6.2789542,23.7875500,4.3159542,34.5329000,18.5307625,26.9697667,2.3079083,0.8491625,1.1504958,3.7839000,16.3619125,14.2568708,19.8243125,25.8919958,4.7293292,2.5911417,0.9293250,1.1697125,1.8868083,0.0444750,2.5488750,2.3079083,0.9208500,1.1967667,0.7041875,8.8471083,3.6973875,3.5948875,11.3394833,12.5271667,14.6679417,1.9797875,0.1479417,0.0550083,0.0872042,1.3109917,13.3711333,4.7819167
2013-04-10,00:00:00,248.1458375,122.3533750,58.3864250,156.4585125,206.0360167,288.2319000,21.1167833,22.2424375,24.1910083,31.6666708,57.9512292,93.9597417,40.7437708,136.7226083,73.3876292,129.5050917,25.7811917,29.0292500,15.1837625,5.9943583,58.6331667,52.7891542,47.3963042,64.4417458,30.7839250,21.1167833,18.7697250,23.8706417,28.1377375,0.1692875,32.1891292,25.7811917,18.3076208,29.9186208,10.8851167,94.7750708,41.3133375,32.8025042,72.6536542,82.2832875,125.0118333,16.4973875,0.9753417,4.3145708,7.3521750,2.2532083,20.7757500,5.6267042
2013-04-11,00:00:00,431.1489250,133.0704542,65.0124208,206.4503917,358.3020125,495.0366000,20.7970542,22.9752792,18.8296792,39.7874875,111.6048250,181.3805000,46.9534167,283.3221250,216.4288000,244.9399042,63.2725708,45.4922000,121.3730125,60.5676292,93.3419292,67.9849542,44.6041833,80.9843958,13.3414917,20.7970542,18.5319042,19.6050583,25.5359667,9.8246042,37.8684500,63.2725708,21.0974250,45.4631875,13.5840833,126.4475875,67.0974958,44.3913292,92.1281875,129.4844167,212.1522625,24.4399083,8.6279542,41.0972708,15.4299833,6.7333667,52.7291958,8.6880333
2013-04-12,00:00:00,471.9143750,86.7018292,49.6094208,183.3326750,363.8030083,621.5623333,23.2490167,32.4344542,22.7147333,40.6651958,105.8220833,167.8608083,33.8582667,322.9769917,340.1466792,378.0728250,81.1500000,39.5996250,111.6926667,127.1251083,98.6595917,49.2740667,28.9807625,69.6121208,16.3038583,23.2490167,20.8120500,22.7441167,16.4079958,20.5857792,42.2864583,81.1500000,15.6902833,38.8455417,18.9620750,117.4229125,55.6867125,41.1166167,88.4925375,139.1760042,230.9487875,22.2618250,11.6152833,32.0604750,17.6340875,6.2802000,54.7205542,13.4778333
2013-04-13,00:00:00,414.7975125,53.5306208,47.1755833,131.8020167,295.3083250,586.2674417,17.6045500,36.7708083,19.1000292,50.1253958,95.2196958,134.0606875,40.4051250,262.9298667,415.2974708,339.7142375,63.6764958,17.3519958,64.4379917,110.3156792,92.4319333,45.1003500,30.7656208,65.8447792,28.8075083,17.6045500,28.7265708,19.7957375,20.0441833,5.0031917,49.1305250,63.6764958,9.2751667,16.6183292,5.0349125,92.4560667,51.5211958,37.7611042,58.2204500,82.7341458,152.6427667,7.7349250,2.6134583,13.0897583,8.4309708,4.3182083,40.9139000,15.8467625
2013-04-14,00:00:00,320.6103125,42.5685250,45.8305125,92.0710250,209.7570625,497.1154542,14.0225500,29.8298500,13.8284917,47.0996458,102.3129000,131.8422667,37.3769042,258.3070000,335.6296792,292.9670833,64.5232375,14.4296042,23.8272417,64.4810625,85.3282375,44.7384375,24.9577125,62.9996958,24.2555417,14.0225500,24.4667000,14.2826833,22.5566500,2.1057875,42.3537458,64.5232375,12.3436042,14.7157125,0.3393708,84.1851917,35.2907542,26.6455125,39.3683542,52.9697417,91.7291333,5.9942333,1.5639042,2.0566208,0.9442583,3.9787125,40.3330458,16.8447917
2013-04-15,00:00:00,246.7896375,37.6359042,39.0244708,71.3902958,153.7748625,396.7074042,11.6859417,25.6450708,10.3896667,35.2244625,90.6260708,103.0196333,28.2566500,229.1938833,311.3995750,284.3568625,50.4230500,16.8834417,10.0015667,26.9558708,78.9503125,37.7296250,20.6515792,54.6904500,22.0601458,11.6859417,16.1886667,10.8056167,18.7069167,2.0918083,34.2381542,50.4230500,8.8661917,16.6720958,0.1278917,61.2339375,24.6930667,20.3651792,33.8074375,43.3514292,73.1577708,4.8728792,1.6367083,0.6617125,0.8666250,3.7621375,39.7894667,15.5731333
2013-04-16,00:00:00,188.1046792,36.9398500,30.3780250,58.6203625,117.9635583,300.9884458,9.1951792,20.4135583,7.3099125,24.3305833,66.8051583,72.2634375,20.5914500,167.2951917,282.6660708,223.6758125,38.2956458,8.6990250,6.5181250,32.6740375,63.6808500,30.0946833,13.9343500,42.9759875,17.6717083,9.1951792,10.1362833,7.6113833,13.9197542,3.6310167,26.1085875,38.2956458,4.2948042,8.5593458,0.0642708,47.3194667,18.0370333,15.3320667,31.1453375,41.2704000,64.9955083,5.6756917,3.6605000,0.3413042,1.2625875,3.6495292,38.5304792,13.4376917
2013-04-17,00:00:00,142.1517167,42.5204417,22.4369208,53.4773042,93.0203792,221.8524042,7.0323792,16.0328083,5.5004833,16.6485333,44.4925542,42.9109333,15.0703542,104.6141000,184.6255208,142.2453958,27.3428750,4.7222875,8.7132000,31.3306500,50.0238042,21.3640208,9.7858750,31.8939042,13.5998542,7.0323792,6.5244375,5.6802458,10.3243042,2.2245333,19.7023042,27.3428750,2.4644917,4.6707875,0.0395250,35.9249417,14.4774583,12.9301917,27.3733583,35.0755208,54.2915000,4.7836958,2.0586667,0.2836458,1.7680708,3.4097667,35.9724708,10.9990083
2013-04-18,00:00:00,134.9571625,43.6604208,19.9191917,66.4267167,97.3967500,185.0932083,6.4545625,13.2452500,4.7528250,13.6895542,34.6505375,40.4148375,13.4242042,82.0608750,120.4563292,98.4695208,22.1974333,4.1966333,10.1469333,85.4904750,35.9391500,21.0400500,16.9935708,26.7996042,11.6238625,6.4545625,5.4291625,4.9159917,8.2957375,1.4624500,16.0891333,22.1974333,2.8877250,4.2405375,0.2675583,57.5917500,24.2202667,18.4159000,58.4765500,99.5992875,126.7969792,42.3897208,3.0104417,1.0110542,1.9307417,2.6867792,28.7806667,9.7101958
2013-04-19,00:00:00,172.8579833,55.0319750,28.1336167,101.1890667,143.5000500,208.8151250,5.8531208,12.5275083,4.2805333,12.2222542,33.3378542,64.8333958,13.1988792,99.5863417,110.5674375,107.7497833,20.8381917,9.1740000,12.5567250,380.2577458,35.8205625,32.3743083,30.9082625,32.0740208,9.8013375,5.8531208,5.2201458,4.4167375,8.4007083,1.3025667,15.4982792,20.8381917,4.4417500,9.1373958,1.2774167,95.3324083,44.3711625,29.2406417,81.2900042,134.2058375,209.6754875,24.3169208,4.2038083,2.1593667,2.2480375,2.8700542,29.1045250,8.6030208
2013-04-20,00:00:00,239.2556333,61.0995292,33.4785917,100.9876167,195.7108958,279.1752292,5.2601583,13.0609625,4.0242208,11.4175833,35.0605792,99.3143250,13.7916667,137.1147208,136.8378583,139.7716750,24.3427125,10.8485417,13.6158000,408.8509833,46.9083042,45.1063125,29.2991792,41.1283833,9.0774083,5.2601583,4.9432458,4.1476000,9.4955083,1.0914167,18.1321083,24.3427125,7.8469042,10.8939750,0.2771375,138.0389667,45.6138083,28.1597375,65.0558958,90.0862167,151.8057208,8.5887500,2.2805625,2.6352083,2.2430958,2.6553042,27.2765625,7.4175917
2013-04-21,00:00:00,243.8654792,39.1465833,25.2356083,86.0588083,187.1847250,321.8257042,4.9753917,12.9500875,3.5939250,9.8035250,34.2622333,83.2470583,12.5864250,135.1176625,168.5562292,155.5741375,22.0572167,8.6601417,13.5339292,337.7420250,58.8601167,33.3470333,14.9328542,35.0833208,8.3580417,4.9753917,3.8863958,3.7239625,9.1588625,0.9011333,16.5813083,22.0572167,4.3146542,8.5297917,0.1702083,100.9753583,27.7991875,20.0626667,42.8397625,57.5200292,90.9652542,5.8183958,1.8818708,2.5572208,1.8763000,1.9171958,21.0266417,6.9104000
2013-04-22,00:00:00,170.3762250,23.0848125,16.5696417,52.8373583,120.5101625,265.8582208,4.2869208,11.5400042,2.8196292,7.6506750,28.4365083,40.5036500,9.3721417,88.1705167,145.0409917,120.5714083,18.3537583,4.8099167,11.8647875,232.6760500,49.7947875,20.5224000,8.2828458,23.6327417,7.2977833,4.2869208,2.6708917,2.9416917,7.2477667,0.7385708,14.0737708,18.3537583,2.4399125,4.7497083,0.1014750,61.7725167,18.4116125,15.4206500,34.5007208,43.8573208,67.5160292,4.3786917,1.6529500,2.5354917,1.4586000,1.7569208,18.8131167,6.3681833
2013-04-23,00:00:00,84.2610375,15.3223583,10.8199958,27.9630792,56.2116750,138.4311458,3.5642333,9.4985792,2.0975083,5.8459917,20.8036250,19.3189000,6.3632250,49.2421000,92.8515208,69.5201292,14.4601583,2.9104458,9.7415125,151.4949167,28.1553708,12.0932417,4.8804917,14.9476417,6.1579375,3.5642333,1.7640667,2.2038083,5.0546875,0.5827792,11.2242833,14.4601583,1.3841667,2.8616875,0.0803292,39.6181167,13.2502292,11.6753833,29.8813792,36.5312375,53.7576458,4.4014958,1.5064875,1.9933833,1.0497917,1.5749208,17.5654333,5.6965583
2013-04-24,00:00:00,57.8518458,10.8164792,9.5559792,20.6693000,37.1058833,86.1222250,3.8801375,8.1250125,1.7624875,5.0748083,16.5079500,13.4562417,5.4683333,39.2486125,63.6219083,51.2600417,12.4467000,5.5951708,7.7434125,177.8024000,17.7114208,9.0616750,3.2951333,12.8208917,6.0213458,3.8801375,1.4019208,1.8412833,3.8771125,0.7379250,9.0895500,12.4467000,0.9010667,5.5980292,1.2876875,30.6704833,10.2347833,9.6378500,43.5122500,61.5914250,82.2296375,16.9328833,4.7291792,1.4155208,0.7510042,3.5168958,32.2673542,6.3040000
2013-04-25,00:00:00,57.1881208,12.4249375,11.8477500,20.1029708,35.4395625,79.3718000,2.8842375,7.4453292,1.6242167,5.6003250,15.5570333,22.8698667,5.7935250,40.9890958,56.2879500,47.5605708,13.3863958,2.6152083,6.9255125,161.0563750,15.5214417,7.5950208,3.6794250,15.0440792,5.1084500,2.8842375,1.5707875,1.7017958,3.6668500,0.6981625,8.7903167,13.3863958,1.3444375,2.4809333,0.5548125,34.7109458,14.0616333,12.2236500,47.8210583,67.0293875,98.7416083,9.1609792,2.5349917,1.2522292,0.8467833,3.8717250,35.6417042,6.9877667
2013-04-26,00:00:00,59.3071708,17.2172042,11.1870625,26.5615792,41.1549500,77.1356667,2.9635292,8.2149417,2.0592667,5.8121708,15.9619083,26.4431917,5.6680750,47.1335917,58.0680208,55.3779417,14.8015708,4.7066083,8.1313917,153.4142542,14.9737958,9.6294167,5.9428833,14.6358792,4.8164375,2.9635292,1.9245208,2.0988292,4.5470750,0.4636250,11.0768375,14.8015708,4.0510250,4.8467958,0.0813375,38.8781792,17.5120000,13.8353208,37.5315542,51.5866292,77.3794542,6.4613792,2.0441625,1.1608042,0.7157333,2.1936000,23.1965833,7.8703125
2013-04-27,00:00:00,65.7166292,16.2907792,9.4251000,26.5556250,47.2143667,90.2533250,3.3860875,8.6605042,2.7092417,6.8544458,18.3403875,29.8029792,5.9162292,54.6097083,64.7649708,61.3532083,15.7293667,6.2391625,7.2749667,128.3056625,16.9868417,10.6220083,6.1311125,12.6343583,4.5906458,3.3860875,2.7034833,2.7791917,5.0006292,0.5256250,11.5258042,15.7293667,3.6798000,6.2100500,0.0324583,37.1801458,15.1405458,12.9369917,31.2891833,39.5121875,59.7351625,4.5009958,1.8777125,1.6325333,0.4621917,2.2960458,22.8155333,7.8304000
2013-04-28,00:00:00,57.0826042,11.1554500,7.6474333,20.4926125,39.7368292,83.9531292,3.6477875,8.1523417,2.5404083,6.6347958,18.1591917,21.8942417,5.4661625,49.2380333,71.2829333,61.5337458,14.0451083,4.4789833,6.6669542,107.0356417,16.2023833,8.8520333,4.2406000,10.4059875,4.4662458,3.6477875,2.5623042,2.6222833,4.4754042,0.5655083,10.2605250,14.0451083,2.3912292,4.4288583,0.0183333,29.4741708,11.7088875,10.7179542,28.3741583,36.0079667,52.7604083,5.8747083,2.7422625,1.8454167,0.6086583,2.8713708,26.6487042,7.2479167
2013-04-29,00:00:00,53.6669500,8.0095792,9.1603875,16.7603292,33.5218250,75.6273167,3.6017875,7.4462458,2.3759583,6.7542500,17.7110833,15.9581542,7.2669083,40.8139083,65.6431042,55.7404583,14.1318333,2.9323833,6.9819875,85.3984708,15.0970583,6.9955667,2.9404833,12.6967042,5.3616458,3.6017875,2.3697333,2.4658708,4.1261958,0.6962292,9.0739292,14.1318333,1.5964500,2.8949542,0.0131125,23.6457833,8.9493500,8.8270208,28.8261958,42.4575750,61.9270125,5.7244750,2.3453708,1.7817667,0.8999583,4.2230167,37.6109917,6.4753208
2013-04-30,00:00:00,42.7638333,6.6103792,8.3358667,13.3374833,25.5111250,66.8472958,3.0980917,7.1470958,2.4537500,6.6548500,17.2692333,15.0439833,5.6452750,37.9758500,56.7653125,47.1549708,12.5539167,2.5476750,8.2100000,88.5891375,13.1162958,6.2322875,3.1079125,11.0045458,4.0700417,3.0980917,2.5268708,2.5104042,4.4819167,0.5156875,8.9869583,12.5539167,1.9722208,2.5722000,0.0095458,20.2281875,8.7759333,8.2133625,25.9865333,32.3049167,47.1038000,3.9101500,1.7150083,2.0905667,1.2371375,3.1219000,28.7134000,6.0754917
2013-05-01,00:00:00,39.0344500,6.7770792,7.8341833,12.4447792,23.2161917,59.4540292,3.3567333,7.0299792,2.7035375,6.8199000,17.3280333,13.6374792,5.6637625,35.8229042,53.4521875,44.9999375,12.2294833,3.3788542,10.6745958,86.5630500,12.7973542,6.6702917,3.2920250,10.6217167,4.2780417,3.3567333,2.6289958,2.7809250,4.6123292,0.4947167,8.8929458,12.2294833,2.1171458,3.3817583,0.0151292,18.3988583,8.1885917,7.7146625,24.0319708,29.4686708,43.1118042,3.0842583,1.5262375,2.6625000,2.0543833,2.7792042,26.4758792,5.8490542
2013-05-02,00:00:00,35.7033250,5.5484583,6.4677292,11.0122208,21.4429917,55.6804583,3.1352875,6.4354833,2.3693708,6.0039750,15.8705333,12.0496542,4.8445458,33.2848000,50.6735042,43.5976000,10.6143375,2.7129417,11.7767500,69.7216708,12.3011625,5.9991417,2.5154375,8.9657333,4.0956292,3.1352875,2.0992333,2.4590667,3.9756500,0.4692625,7.8284667,10.6143375,1.4025958,2.6755917,0.0196792,15.8067917,6.9823958,6.6885583,20.3104958,25.0855458,36.8731875,2.3756417,1.2890000,2.6570750,2.1441458,2.6015667,25.5504333,5.3542708
2013-05-03,00:00:00,28.8878208,3.8613208,5.0579708,8.1712417,16.5408333,47.1695417,2.6902500,5.6074000,1.8205292,4.7318500,12.7281750,8.7509792,3.6049958,26.3665417,46.6529042,37.4968375,8.5854292,1.6332167,11.1083042,52.7776417,10.3526292,4.8478708,1.6466625,7.0878292,3.6645333,2.6902500,1.3993792,1.9073750,3.0933625,0.4025458,6.4933583,8.5854292,0.7338375,1.5965792,0.0145833,12.7803167,5.5484583,5.4918833,16.4646958,20.0689750,29.5822083,1.8964750,1.0762750,2.0069833,1.6866708,2.2591625,22.7665542,4.5521042
2013-05-04,00:00:00,21.7790583,2.5523250,4.0049583,5.6861000,11.7427667,36.5630333,2.2262917,4.7899583,1.2983458,3.5646042,9.5015333,6.0262667,2.5549167,19.4908917,38.5082750,29.5255750,6.7810125,0.9105917,8.8878042,39.1101667,8.2336167,3.8132042,1.0034875,5.5803542,3.1619250,2.2262917,0.8698917,1.3750708,2.2566333,0.3208333,5.3101125,6.7810125,0.3460875,0.8837958,0.0118875,9.8972083,4.2361625,4.3610250,14.2365625,17.1534167,24.7742542,1.4901542,0.8746375,1.3153583,1.1409542,1.8867917,19.2388333,3.7204292
2013-05-05,00:00:00,16.4081625,1.7176333,3.2593125,3.9529375,8.2564542,27.9510125,1.8294917,4.0790708,0.8999208,2.7223167,6.8783750,4.1130708,1.7859250,14.0768042,30.4291125,22.5984792,5.4313625,0.4972542,6.5153792,28.7407000,6.4771417,3.0357125,0.6082333,4.5127958,2.6791667,1.8294917,0.5491583,0.9640292,1.5759000,0.2415792,4.4039667,5.4313625,0.1575583,0.4781500,0.0160667,7.4714000,3.1767708,3.4442125,12.1636292,14.5157167,20.5572792,1.1659542,0.6693208,0.7974000,0.7218042,1.5395208,15.7818750,2.9985250
2013-05-06,00:00:00,12.5990250,1.1901125,2.6950750,2.8383625,5.9398208,21.6572125,1.5194375,3.4968458,0.6354583,2.1541792,4.9181667,2.8392333,1.2482667,10.1044292,23.8582833,17.2109792,4.4962167,0.2739625,4.6972833,21.1127458,5.1771583,2.4943125,0.3920167,3.7100000,2.2537875,1.5194375,0.3649417,0.6869958,1.0668458,0.1740083,3.7262375,4.4962167,0.0784625,0.2615917,0.0147417,5.5801125,2.3610958,2.7099208,10.5184042,12.4065125,17.1479000,0.9185250,0.5022250,0.4756292,0.4749125,1.2423292,12.7776458,2.3748250
2013-05-07,00:00:00,9.9072750,0.8437750,2.2448958,2.1066875,4.4309167,17.1661167,1.2890708,3.0357875,0.4706500,1.7703458,3.5060750,1.9904542,0.8756458,7.2800125,18.7476500,13.1855583,3.8189417,0.1607000,3.4560375,15.6676625,4.2416375,2.1208375,0.2804208,3.0856792,1.8952458,1.2890708,0.2502458,0.5120208,0.7049958,0.1208458,3.2086167,3.8189417,0.0440542,0.1528750,0.0107958,4.1677292,1.7471875,2.1331458,9.2148083,10.7335000,14.4597958,0.7319625,0.3765125,0.2909000,0.3343375,0.9915208,10.2179000,1.8972708
2013-05-08,00:00:00,7.9518625,0.6021083,1.8730208,1.6056417,3.4213542,13.9358417,1.1814792,2.6728792,0.3650792,1.4879417,2.5310708,1.4219417,0.6224292,5.3633625,14.8729042,10.2199625,3.3060458,0.1014250,2.6027083,11.8784167,3.5579292,1.8583458,0.2229417,2.5689458,1.5981625,1.1814792,0.1762792,0.3985458,0.4591083,0.0816167,2.8058750,3.3060458,0.0273292,0.0963167,0.0078833,3.1234375,1.2981083,1.6914792,8.1381542,9.3831958,12.3281542,0.5948417,0.2806292,0.1848917,0.2426417,0.8164000,8.3414250,1.5419375
2013-05-09,00:00:00,6.6287542,0.4488083,1.5974125,1.2814125,2.8202208,11.5902125,1.1214542,2.3984458,0.3109208,1.2893375,1.8789417,1.0424917,0.4585125,4.1552500,11.9785583,8.2323375,2.9152333,0.0683583,1.9871292,9.3359625,3.0753625,1.6690625,0.1903667,2.1826250,1.3990583,1.1214542,0.1412417,0.3389167,0.2977417,0.0610042,2.5056250,2.9152333,0.0185375,0.0648958,0.0059250,2.3491000,0.9704333,1.3592000,7.2481583,8.3053667,10.6583792,0.4944333,0.2079000,0.1228792,0.1770917,0.6833792,7.1105333,1.2677917
