time,date,hour,precip [mm/day],sub691 [m3/s],sub693 [m3/s],sub693 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,7.36476,12.1996,
1,2010-01-02,00:00:00.00,0.265434,5.44434,8.80918,11.9214
2,2010-01-03,00:00:00.00,0.120034,2.25846,3.40774,10.0242
3,2010-01-04,00:00:00.00,0.46012,0.645195,0.965586,9.8259
4,2010-01-05,00:00:00.00,0.887327,0.244478,0.411434,9.3162
5,2010-01-06,00:00:00.00,0.494716,0.182804,0.30987,8.665
6,2010-01-07,00:00:00.00,0.122509,0.183271,0.332089,8.0703
7,2010-01-08,00:00:00.00,3.96118,0.184738,0.336244,8.1836
8,2010-01-09,00:00:00.00,1.47364,0.185,0.337744,8.4951
9,2010-01-10,00:00:00.00,0.0704086,0.186494,0.337169,8.0986
10,2010-01-11,00:00:00.00,0.0109841,0.188063,0.33836,7.0792
11,2010-01-12,00:00:00.00,1.89977,0.189678,0.338879,7.8154
12,2010-01-13,00:00:00.00,0.321406,0.186813,0.337188,8.042
13,2010-01-14,00:00:00.00,0.00498887,0.183688,0.332762,7.9004
14,2010-01-15,00:00:00.00,0.050907,0.177703,0.327299,8.0137
15,2010-01-16,00:00:00.00,0.107478,0.170919,0.319677,9.2879
16,2010-01-17,00:00:00.00,0.0107039,0.165633,0.312819,8.7216
17,2010-01-18,00:00:00.00,9.87993e-308,0.165513,0.309898,7.8154
18,2010-01-19,00:00:00.00,0.0396888,0.164697,0.308958,7.6172
19,2010-01-20,00:00:00.00,0.204336,0.163241,0.30663,7.4473
20,2010-01-21,00:00:00.00,0.0588525,0.162047,0.304265,7.3057
21,2010-01-22,00:00:00.00,0.0140462,0.162392,0.303171,7.1358
22,2010-01-23,00:00:00.00,0.0779779,0.160578,0.301454,7.0509
23,2010-01-24,00:00:00.00,0.121997,0.156204,0.296983,6.9376
24,2010-01-25,00:00:00.00,6.75698,0.156958,0.302194,11.4966
25,2010-01-26,00:00:00.00,3.14597,0.199787,0.380649,17.0467
26,2010-01-27,00:00:00.00,0.873052,0.351883,0.645614,12.6859
27,2010-01-28,00:00:00.00,0.41211,0.612329,1.09037,10.0242
28,2010-01-29,00:00:00.00,0.210785,0.812165,1.42075,8.665
29,2010-01-30,00:00:00.00,0.00417018,0.776265,1.33996,6.9376
30,2010-01-31,00:00:00.00,0.0820088,0.558878,0.957396,7.0509
31,2010-02-01,00:00:00.00,0.224705,0.350367,0.602212,6.6545
32,2010-02-02,00:00:00.00,0.0329132,0.239095,0.419019,6.5978
33,2010-02-03,00:00:00.00,1.92983,0.195722,0.353888,6.6261
34,2010-02-04,00:00:00.00,0.460241,0.177135,0.329934,7.1925
