"date","02GB001","02GB007","02GC002","02GC007","02GC018","02GC026","02GE007","02GG003","02GG009","02GG013","04159900","04160600","04165500","04166500","04174500","04176500","04177000","04193500","04195820","04198000","04199000","04199500","04200500","04208504","04209000","04212100","04213000","04213500","04214500","04215000","04215500"
"2010-01-01",39.1203703703704,2.92650462962963,3.21805555555556,5.5125,2.86805555555556,6.46527777777778,1.81805555555556,73.6053240740741,34.3064814814815,13.6329861111111,1.47262302083333,1.31196604166667,1237.833890625,3.30523125,224.952233333333,9.94802222222222,0.7560159375,17.0930729166667,796.039481481482,12.7650638888889,2.41229541666667,1.71202854166667,4.51659027777778,65.7550761574074,45.14870625,33.2601402777778,5.849306875,5.74857453703704,4.26336458333333,2.87058333333333,4.0593125
"2010-01-02",32.5,2.43125,4.4056712962963,7.546875,3.92650462962963,8.85127314814815,1.53472222222222,173.298611111111,80.7722222222222,32.0979166666667,1.01560208333333,0.904804166666667,2546.63896875,2.313661875,569.075590277778,9.63714652777778,0.5172740625,13.2946122685185,1784.3477037037,9.01063333333333,1.644746875,1.1672921875,2.1394375,54.165152662037,30.1729098958333,23.5506583333333,7.06132541666667,6.40182164351852,6.09661135416667,4.10493416666667,5.804816875
"2010-01-03",26.4814814814815,1.98101851851852,3.63946759259259,6.234375,3.24363425925926,7.3119212962963,1.29861111111111,243.043981481482,113.27962962963,45.0159722222222,0.710921458333333,0.633362916666667,2848.266515625,1.652615625,878.161744212963,9.01539513888889,0.3581128125,11.3953819444444,2165.66116666667,6.38253194444444,1.3157975,0.93383375,1.06971875,49.6711006944444,19.033278125,16.7333625,7.27211125,6.27117222222222,6.22451229166667,4.19105166666667,5.92659625
"2010-01-04",22.2685185185185,1.66585648148148,2.75833333333333,4.725,2.45833333333333,5.54166666666667,1.10972222222222,291.09375,135.675,53.915625,0.507801041666667,0.452402083333333,2697.124171875,1.3220925,1155.33503171296,8.70451944444445,0.238741875,11.3953819444444,2206.10794444444,4.50531666666667,1.20614770833333,0.856014270833333,0.594288194444445,46.3596939814815,12.9101692708333,12.1884986111111,7.00862895833333,6.14052280092593,6.05397770833333,4.07622833333333,5.76422375
"2010-01-05",18.0555555555556,1.35069444444444,2.06875,3.54375,1.84375,4.15625,0.944444444444444,323.836805555555,150.936111111111,59.9802083333333,0.406240833333333,0.361921666666667,2370.306234375,1.1568309375,1402.60395486111,8.39364375,0.15916125,9.49615162037037,2068.06133333333,3.00354444444444,1.20614770833333,0.856014270833333,0.356572916666667,43.5213453703704,9.66418385416667,9.08972777777778,6.53436083333333,6.00987337962963,5.883443125,3.961405,5.60185125
"2010-01-06",15.0462962962963,1.1255787037037,1.64733796296296,2.821875,1.4681712962963,3.30960648148148,0.802777777777778,345.532407407407,161.048148148148,63.9986111111111,0.304680625,0.27144125,2001.431296875,1.10174375,1622.42334953704,8.08276805555556,0.1193709375,7.5969212962963,1847.6557037037,2.25265833333333,1.20614770833333,0.856014270833333,0.237715277777778,40.6829967592593,7.96741875,7.02388055555556,5.95469979166667,5.87922395833333,5.67027489583333,3.81787583333333,5.398885625
"2010-01-07",12.6388888888889,0.945486111111111,1.37916666666667,2.3625,1.22916666666667,2.77083333333333,0.684722222222222,359.375,167.5,66.5625,0.253900520833333,0.226201041666667,1651.394390625,1.10174375,1817.24805162037,7.77189236111111,0.079580625,7.5969212962963,1600.87174074074,1.50177222222222,1.20614770833333,0.856014270833333,0.237715277777778,38.0811771990741,7.08215,5.5777875,5.42773520833333,5.74857453703704,5.4997403125,3.7030525,5.236513125
"2010-01-08",10.2314814814815,0.765393518518519,1.18761574074074,2.034375,1.05844907407407,2.38599537037037,0.566666666666667,367.494212962963,171.284259259259,68.0663194444444,0.203120416666667,0.180960833333333,1343.1954375,1.0466565625,1989.08656319444,7.77189236111111,0.0397903125,7.5969212962963,1358.19107407407,1.12632916666667,1.20614770833333,0.856014270833333,0.118857638888889,35.7158866898148,6.56574322916667,4.75144861111111,4.900770625,5.61792511574074,5.32920572916667,3.58822916666667,5.074140625
"2010-01-09",8.42592592592593,0.630324074074074,1.11099537037037,1.903125,0.990162037037037,2.23206018518519,0.495833333333333,371.753472222222,173.269444444444,68.8552083333333,0.1523403125,0.135720625,1083.186796875,1.0466565625,2139.72421944444,7.46101666666667,0.0397903125,5.69769097222222,1135.00106481481,0.750886111111111,1.20614770833333,0.856014270833333,0.118857638888889,33.3505961805556,6.19688125,4.13169444444444,4.4265025,5.48727569444444,5.15867114583333,3.47340583333333,4.911768125
"2010-01-10",7.22222222222222,0.540277777777778,1.034375,1.771875,0.921875,2.078125,0.425,373.084490740741,173.889814814815,69.1017361111111,0.1523403125,0.135720625,868.73990625,1.0466565625,2270.94635555556,7.15014097222222,0.0397903125,5.69769097222222,938.189388888889,0.375443055555556,1.20614770833333,0.856014270833333,0.118857638888889,31.2218347222222,5.9755640625,3.718525,4.00493083333333,5.35662627314815,4.9881365625,3.3585825,4.749395625
"2010-01-11",6.01851851851852,0.450231481481481,0.996064814814815,1.70625,0.887731481481482,2.00115740740741,0.354166666666667,372.418981481481,173.57962962963,68.9784722222222,0.101560208333333,0.0904804166666667,694.597640625,1.0466565625,2384.31513981481,7.15014097222222,0,5.69769097222222,768.928416666667,0.375443055555556,1.20614770833333,0.856014270833333,0.118857638888889,29.3296023148148,5.82801927083333,3.30535555555556,3.636055625,5.22597685185185,4.81760197916667,3.24375916666667,4.587023125
"2010-01-12",4.81481481481482,0.360185185185185,0.996064814814815,1.70625,0.887731481481482,2.00115740740741,0.306944444444444,370.289351851852,172.587037037037,68.5840277777778,0.101560208333333,0.0904804166666667,554.407640625,1.0466565625,2481.16957361111,6.83926527777778,0,5.69769097222222,626.192324074074,0.375443055555556,1.20614770833333,0.856014270833333,0.118857638888889,27.4373699074074,5.68047447916667,3.09877083333333,3.26718041666667,5.09532743055555,4.64706739583333,3.12893583333333,4.424650625
"2010-01-13",4.21296296296296,0.315162037037037,0.95775462962963,1.640625,0.853587962962963,1.92418981481481,0.259722222222222,367.228009259259,171.160185185185,68.0170138888889,0.101560208333333,0.0904804166666667,442.255640625,1.0466565625,2563.29499212963,6.83926527777778,0,5.69769097222222,507.489824074074,0,1.20614770833333,0.856014270833333,0.118857638888889,25.5451375,5.5329296875,3.09877083333333,3.003698125,4.96467800925926,4.51916645833333,3.04281833333333,4.30287125
"2010-01-14",3.61111111111111,0.270138888888889,0.95775462962963,1.640625,0.853587962962963,1.92418981481481,0.236111111111111,363.368055555556,169.361111111111,67.3020833333333,0.101560208333333,0.0904804166666667,352.884515625,1.0466565625,2631.58406296296,6.52838958333333,0,5.69769097222222,409.596898148148,0,1.20614770833333,0.856014270833333,0.118857638888889,23.4163760416667,5.38538489583333,2.89218611111111,2.74021583333333,4.83402858796296,4.348631875,2.927995,4.14049875
"2010-01-15",1.80555555555556,0.135069444444444,1.034375,1.771875,0.921875,2.078125,0.306944444444444,365.763888888889,170.477777777778,67.7458333333333,0.355460729166667,0.316681458333333,284.541890625,1.1568309375,2687.59895439815,6.52838958333333,0.9151771875,5.69769097222222,333.53937037037,45.0531666666667,16.44746875,11.672921875,10.6971875,29.0930732638889,10.0330458333333,10.1226513888889,6.74514666666667,4.83402858796296,4.4765328125,3.0141125,4.262278125
"2010-01-16",2.40740740740741,0.180092592592593,1.14930555555556,1.96875,1.02430555555556,2.30902777777778,0.354166666666667,365.364583333333,170.291666666667,67.671875,0.4570209375,0.407161875,229.12303125,1.211918125,2732.23233402778,6.83926527777778,1.43245125,7.5969212962963,270.524462962963,96.4888652777778,29.3861441666667,20.8556204166667,21.1566597222222,37.6081190972222,13.7954380208333,22.1045652777778,12.2782747916667,4.83402858796296,4.60443375,3.10023,4.3840575
"2010-01-17",1.80555555555556,0.135069444444444,1.22592592592593,2.1,1.09259259259259,2.46296296296296,0.306944444444444,357.644675925926,166.693518518519,66.2420138888889,0.355460729166667,0.316681458333333,182.466046875,1.10174375,2766.37686944444,6.52838958333333,0.9947578125,7.5969212962963,217.181611111111,118.640005555556,27.6317475,19.61050875,31.1407013888889,55.8208560185185,24.6399802083333,40.903775,23.3972275,7.57766643518519,5.71290854166667,3.84658166666667,5.43947875
"2010-01-18",1.80555555555556,0.135069444444444,1.3025462962963,2.23125,1.16087962962963,2.61689814814815,0.259722222222222,350.590277777778,163.405555555556,64.9354166666667,0.253900520833333,0.226201041666667,146.104265625,1.0466565625,2791.37156203704,6.52838958333333,0.6764353125,5.69769097222222,174.243546296296,107.376713888889,16.6667683333333,11.8285608333333,23.7715277777778,45.6501068287037,16.4512442708333,49.7869180555556,28.5614804166667,11.3664996527778,6.86401697916667,4.62163916666667,6.535493125
"2010-01-19",1.2037037037037,0.0900462962962963,1.22592592592593,2.1,1.09259259259259,2.46296296296296,0.236111111111111,344.068287037037,160.365740740741,63.7274305555556,0.203120416666667,0.180960833333333,117.628171875,1.0466565625,2807.66274560185,6.21751388888889,0.47748375,5.69769097222222,138.48625,74.7131680555556,7.12723645833333,5.05826614583333,9.62746875,32.8775380787037,7.15592239583333,38.8379277777778,19.9719577083333,8.36156296296296,5.28657208333333,3.55952333333333,5.0335475
"2010-01-20",1.2037037037037,0.0900462962962963,1.18761574074074,2.034375,1.05844907407407,2.38599537037037,0.2125,338.078703703704,157.574074074074,62.6180555555556,0.1523403125,0.135720625,95.06634375,1.0466565625,2816.14308773148,6.21751388888889,0.3183225,5.69769097222222,110.056268518519,52.1865847222222,3.50879333333333,2.49022333333333,3.92230208333333,29.8026604166667,5.82801927083333,26.8560138888889,11.382435,5.74857453703704,3.9649290625,2.6696425,3.775160625
"2010-01-21",1.2037037037037,0.0900462962962963,1.18761574074074,2.034375,1.05844907407407,2.38599537037037,0.188888888888889,332.222222222222,154.844444444444,61.5333333333333,0.1523403125,0.135720625,77.1045,1.0466565625,2817.70525601852,6.21751388888889,0.238741875,5.69769097222222,87.4881388888889,36.4179763888889,2.08334604166667,1.47857010416667,1.66400694444444,27.6738989583333,5.60670208333333,19.0057944444444,6.797843125,5.48727569444444,3.66649354166667,2.46870166666667,3.49100875
