time,date,hour,precip [mm/day],sub676 [m3/s],sub684 [m3/s],sub684 (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,4.10732,6.92253,
1,2010-01-02,00:00:00.00,5.00881,11.951,17.8852,4.09
2,2010-01-03,00:00:00.00,0.29418,13.6387,23.6295,2.4
3,2010-01-04,00:00:00.00,0.857821,5.09808,10.9878,2.8
4,2010-01-05,00:00:00.00,0.250144,3.23111,4.73613,3.3
5,2010-01-06,00:00:00.00,1.42004,2.66972,5.00266,2.5
6,2010-01-07,00:00:00.00,0.0510851,2.14547,3.68527,1.97
7,2010-01-08,00:00:00.00,0.894369,2.01558,3.38479,1.82
8,2010-01-09,00:00:00.00,2.45391,1.7613,3.11474,1.74
9,2010-01-10,00:00:00.00,0.0180693,1.72789,2.84653,1.68
10,2010-01-11,00:00:00.00,0.0174976,1.58007,2.76715,1.61
11,2010-01-12,00:00:00.00,4.12541,1.57484,2.60646,1.8
12,2010-01-13,00:00:00.00,0.14023,1.48116,2.56054,1.78
13,2010-01-14,00:00:00.00,0.00663201,1.48388,2.47174,1.7
14,2010-01-15,00:00:00.00,0.0380911,1.42112,2.43465,1.61
15,2010-01-16,00:00:00.00,0.179826,1.42454,2.38356,1.49
16,2010-01-17,00:00:00.00,0.0626437,1.38052,2.35206,1.49
17,2010-01-18,00:00:00.00,0.0204424,1.38261,2.31974,1.47
18,2010-01-19,00:00:00.00,0.0139741,1.35061,2.29339,1.48
19,2010-01-20,00:00:00.00,1.21601,1.35097,2.27048,1.41
20,2010-01-21,00:00:00.00,0.224754,1.32722,2.24879,1.36
21,2010-01-22,00:00:00.00,0.00189164,1.32623,2.23127,1.26
22,2010-01-23,00:00:00.00,0.00271505,1.30789,2.21298,1.33
23,2010-01-24,00:00:00.00,0.0108594,1.30535,2.19785,1.3
24,2010-01-25,00:00:00.00,6.01053,1.62252,2.59919,1.35
25,2010-01-26,00:00:00.00,7.36091,5.19649,7.27831,3.99
26,2010-01-27,00:00:00.00,3.48927,8.37297,13.5782,15.8
27,2010-01-28,00:00:00.00,3.59732,6.09413,11.4743,11.4
28,2010-01-29,00:00:00.00,5.12778,3.49159,6.25528,5.83
29,2010-01-30,00:00:00.00,1.54906,2.71438,4.74914,4.61
30,2010-01-31,00:00:00.00,0.0129428,2.26996,3.95692,4.48
31,2010-02-01,00:00:00.00,6.33797,2.03482,3.47146,4.19
32,2010-02-02,00:00:00.00,0.716551,1.85004,3.18513,3.64
33,2010-02-03,00:00:00.00,2.18865,1.74721,2.95913,2.9
34,2010-02-04,00:00:00.00,1.69108,1.65044,2.81886,2.38
35,2010-02-05,00:00:00.00,0.0621202,1.59675,2.69812,2.05
36,2010-02-06,00:00:00.00,0.00263077,1.53921,2.61613,1.89
37,2010-02-07,00:00:00.00,0.00282632,1.50759,2.54511,1.71
38,2010-02-08,00:00:00.00,0.00259372,1.4708,2.49247,1.52
39,2010-02-09,00:00:00.00,0.000310029,1.45077,2.44788,1.41
40,2010-02-10,00:00:00.00,1.54237,1.42571,2.41183,1.33
41,2010-02-11,00:00:00.00,3.08461,1.4114,2.38092,1.36
42,2010-02-12,00:00:00.00,0.00178057,1.3928,2.35378,1.32
43,2010-02-13,00:00:00.00,0.633081,1.38142,2.3301,1.28
44,2010-02-14,00:00:00.00,0.284671,1.3668,2.30835,1.22
45,2010-02-15,00:00:00.00,0.704905,1.35703,2.28888,1.18
46,2010-02-16,00:00:00.00,0.875793,1.34468,2.27014,1.15
47,2010-02-17,00:00:00.00,0.727349,1.33557,2.25274,1.19
