time,date,hour,precip [mm/day],sub676 [m3/s],sub684 [m3/s],sub685 [m3/s],sub685 (observed) [m3/s]
335,2010-12-02,00:00:00.00,6.59958,2.23927,3.70246,6.69808,22.2
336,2010-12-03,00:00:00.00,1.80926,2.60311,4.13025,7.13037,52.9
337,2010-12-04,00:00:00.00,0.921943,2.90982,4.67919,7.94631,33.6
338,2010-12-05,00:00:00.00,0.286296,2.80504,4.79744,8.48071,20.8
339,2010-12-06,00:00:00.00,2.34319,2.51841,4.44827,8.26466,16
340,2010-12-07,00:00:00.00,9.45266,2.3293,4.05002,7.65747,13.3
341,2010-12-08,00:00:00.00,4.71733,2.25225,3.83963,7.18093,11.3
342,2010-12-09,00:00:00.00,3.95311,2.22062,3.75717,6.88355,14.8
343,2010-12-10,00:00:00.00,0.687081,2.19166,3.70864,6.73958,18.3
344,2010-12-11,00:00:00.00,1.86609,2.16448,3.66213,6.65766,17.2
345,2010-12-12,00:00:00.00,0.457692,2.13752,3.6164,6.57193,12.8
346,2010-12-13,00:00:00.00,18.385,2.12392,3.58472,6.50668,9.33
347,2010-12-14,00:00:00.00,1.00985,2.16233,3.61389,6.51015,10.7
348,2010-12-15,00:00:00.00,1.38257,2.28258,3.75933,6.67304,12
349,2010-12-16,00:00:00.00,3.27404,2.36751,3.92409,6.92353,13.4
350,2010-12-17,00:00:00.00,2.59322,2.30352,3.92317,7.03992,16
351,2010-12-18,00:00:00.00,2.0328,2.18642,3.76512,6.92138,15
352,2010-12-19,00:00:00.00,0.646012,2.11138,3.60495,6.67406,14
353,2010-12-20,00:00:00.00,0.694976,2.07451,3.51573,6.44996,13
354,2010-12-21,00:00:00.00,0.450667,2.05131,3.46814,6.31228,12.5
355,2010-12-22,00:00:00.00,0.28949,2.02814,3.42981,6.229,12
356,2010-12-23,00:00:00.00,0.05439,2.00598,3.39193,6.16033,11.5
357,2010-12-24,00:00:00.00,0.0221751,1.9841,3.35482,6.09295,11
358,2010-12-25,00:00:00.00,0.0238931,1.96294,3.31877,6.02687,10.5
359,2010-12-26,00:00:00.00,0.000734168,1.94216,3.28353,5.96241,10
360,2010-12-27,00:00:00.00,0.0310125,1.92198,3.24917,5.89962,9.5
361,2010-12-28,00:00:00.00,0.045436,1.90224,3.21564,5.83828,9.1
362,2010-12-29,00:00:00.00,0.261357,1.88302,3.18295,5.77849,8.7
363,2010-12-30,00:00:00.00,0.153128,1.86424,3.15105,5.72014,8.4
364,2010-12-31,00:00:00.00,0.323037,1.8459,3.11988,5.66318,8.2
365,2011-01-01,00:00:00.00,2.36444,1.83055,3.09205,5.61036,14
366,2011-01-02,00:00:00.00,12.161,1.9129,3.16556,5.66949,15.7
367,2011-01-03,00:00:00.00,0.741132,2.38634,3.69569,6.27026,58.6
368,2011-01-04,00:00:00.00,1.51754,3.48332,5.19072,8.17785,110
369,2011-01-05,00:00:00.00,8.85804,4.30096,6.9337,11.1716,29.3
370,2011-01-06,00:00:00.00,0.90972,3.9711,6.93423,12.6391,15.3
371,2011-01-07,00:00:00.00,5.08545,3.26112,5.71297,11.2164,11.9
372,2011-01-08,00:00:00.00,1.3165,2.86425,5.00173,9.34788,10.5
373,2011-01-09,00:00:00.00,0.216285,2.72645,4.69209,8.62411,9.5
374,2011-01-10,00:00:00.00,0.583033,2.68099,4.53402,8.32038,9.18
375,2011-01-11,00:00:00.00,0.15509,2.6361,4.46848,8.09772,8.82
376,2011-01-12,00:00:00.00,5.55659,2.60046,4.40129,8.00357,8.88
377,2011-01-13,00:00:00.00,5.05371,2.56496,4.34129,7.89993,8.94
378,2011-01-14,00:00:00.00,0.86932,2.53221,4.28464,7.78782,8.61
379,2011-01-15,00:00:00.00,1.0409,2.49938,4.22935,7.68957,8.36
380,2011-01-16,00:00:00.00,11.1373,2.4683,4.17595,7.58975,8.24
381,2011-01-17,00:00:00.00,0.650958,2.43764,4.12404,7.49598,8.02
382,2011-01-18,00:00:00.00,0.0610282,2.4082,4.07371,7.40263,7.74
383,2011-01-19,00:00:00.00,1.02529,2.37939,4.0248,7.31384,7.58
384,2011-01-20,00:00:00.00,0.656586,2.35161,3.97737,7.22627,7.62
385,2011-01-21,00:00:00.00,2.82289,2.32456,3.93136,7.14232,7.9
386,2011-01-22,00:00:00.00,5.97483,2.29834,3.88669,7.06012,7.88
387,2011-01-23,00:00:00.00,3.69832,2.27277,3.84322,6.98072,7.6
388,2011-01-24,00:00:00.00,0.418152,2.24791,3.80091,6.90312,7.56
389,2011-01-25,00:00:00.00,1.96737,2.22375,3.75978,6.82789,7.71
390,2011-01-26,00:00:00.00,0.490403,2.20033,3.71986,6.75465,7.68
391,2011-01-27,00:00:00.00,0.27207,2.17755,3.6811,6.68363,7.6
392,2011-01-28,00:00:00.00,2.07134,2.15529,3.6433,6.61442,7.52
393,2011-01-29,00:00:00.00,1.41873,2.13342,3.60624,6.54681,7.44
394,2011-01-30,00:00:00.00,2.71639,2.11195,3.56983,6.48046,7.36
395,2011-01-31,00:00:00.00,0.469363,2.09092,3.53413,6.41539,7.28
396,2011-02-01,00:00:00.00,0.0301687,2.07037,3.49923,6.35164,7.17
397,2011-02-02,00:00:00.00,1.29843,2.05035,3.46518,6.28938,7.94
398,2011-02-03,00:00:00.00,15.2954,2.03087,3.43202,6.22869,8.6
399,2011-02-04,00:00:00.00,0.0323993,2.01188,3.39972,6.16956,7.9
400,2011-02-05,00:00:00.00,0.0101085,1.9933,3.36818,6.11188,7.58
401,2011-02-06,00:00:00.00,7.67853,1.97511,3.33731,6.0555,8.1
402,2011-02-07,00:00:00.00,1.7868,1.9573,3.30707,6.00031,7.7
403,2011-02-08,00:00:00.00,0.711697,1.93984,3.27744,5.94624,6.76
404,2011-02-09,00:00:00.00,0.253998,1.92267,3.24835,5.8932,6.44
405,2011-02-10,00:00:00.00,0.375606,1.90578,3.21974,5.84108,6.58
406,2011-02-11,00:00:00.00,0.185811,1.88923,3.19164,5.78988,6.65
407,2011-02-12,00:00:00.00,1.84375,1.87308,3.16419,5.73973,6.59
408,2011-02-13,00:00:00.00,5.12728,1.85734,3.13742,5.69075,6.65
409,2011-02-14,00:00:00.00,2.21284,1.84196,3.11129,5.64295,6.99
410,2011-02-15,00:00:00.00,0.0813917,1.82686,3.08568,5.5962,7.04
411,2011-02-16,00:00:00.00,1.32591e-308,1.81199,3.0605,5.55031,6.48
412,2011-02-17,00:00:00.00,0.275449,1.79733,3.03568,5.50515,6.07
413,2011-02-18,00:00:00.00,0.423295,1.78284,3.01117,5.46059,7.26
414,2011-02-19,00:00:00.00,0.23302,1.80449,3.0236,5.45648,10.8
415,2011-02-20,00:00:00.00,0.742921,1.97955,3.2137,5.66182,23
416,2011-02-21,00:00:00.00,5.21155,2.39889,3.74958,6.3304,61.9
417,2011-02-22,00:00:00.00,4.01385,2.71385,4.34398,7.26534,51.9
418,2011-02-23,00:00:00.00,0.00582499,2.57568,4.43593,7.78734,27.2
419,2011-02-24,00:00:00.00,0.00564405,2.27216,4.0466,7.59417,18.3
420,2011-02-25,00:00:00.00,2.82351,2.09657,3.64803,7.00418,16.2
421,2011-02-26,00:00:00.00,0.991725,2.03794,3.46585,6.48416,14.3
422,2011-02-27,00:00:00.00,8.78497,2.01969,3.41004,6.22516,11.4
423,2011-02-28,00:00:00.00,2.81898,2.00008,3.38004,6.13016,10.5
424,2011-03-01,00:00:00.00,16.7935,1.98849,3.35547,6.08252,11.7
425,2011-03-02,00:00:00.00,0.0105534,2.00427,3.3631,6.07242,15.4
426,2011-03-03,00:00:00.00,0.087013,2.06413,3.43326,6.14462,17.8
427,2011-03-04,00:00:00.00,0.0203872,2.10477,3.51351,6.26481,16.7
428,2011-03-05,00:00:00.00,4.78838,2.06873,3.50799,6.31582,13.7
429,2011-03-06,00:00:00.00,30.6022,2.06289,3.47992,6.30956,19.7
430,2011-03-07,00:00:00.00,2.58174,2.29994,3.71031,6.54404,67.8
431,2011-03-08,00:00:00.00,0,2.87386,4.44101,7.42364,94.3
432,2011-03-09,00:00:00.00,5.36192e-308,3.28194,5.25891,8.8032,43.5
433,2011-03-10,00:00:00.00,12.9678,3.09313,5.33985,9.52886,28.1
434,2011-03-11,00:00:00.00,13.6199,2.77341,4.88139,9.11858,40.2
435,2011-03-12,00:00:00.00,14.1175,2.81077,4.70804,8.658,109
436,2011-03-13,00:00:00.00,1.35402,3.18155,5.0939,8.98669,126
437,2011-03-14,00:00:00.00,0.39399,3.49221,5.73176,9.89431,57.1
438,2011-03-15,00:00:00.00,0.00900018,3.42779,5.84157,10.4581,31.6
439,2011-03-16,00:00:00.00,1.75824,3.14153,5.41373,10.086,23.8
440,2011-03-17,00:00:00.00,4.56801,2.91344,5.03744,9.30726,26.5
441,2011-03-18,00:00:00.00,0.0139606,2.94403,4.93886,8.97726,63.2
442,2011-03-19,00:00:00.00,0.329837,3.68881,5.83396,9.98276,108
443,2011-03-20,00:00:00.00,0.0223162,6.0276,9.20252,14.3941,151
444,2011-03-21,00:00:00.00,1.28334,8.85887,14.0195,22.5792,77.9
445,2011-03-22,00:00:00.00,6.72315,9.54103,16.1025,28.3687,35.7
446,2011-03-23,00:00:00.00,0.824404,8.27547,14.482,27.2902,35.2
447,2011-03-24,00:00:00.00,23.4953,7.25701,12.455,23.4871,35.2
448,2011-03-25,00:00:00.00,0.0837122,6.98419,11.777,21.4821,24.4
449,2011-03-26,00:00:00.00,0.00738512,6.78946,11.5056,20.8703,18.8
450,2011-03-27,00:00:00.00,2.36193e-308,6.43445,10.9568,20.1056,17.2
451,2011-03-28,00:00:00.00,3.7874e-308,6.08405,10.348,19.0108,15.6
452,2011-03-29,00:00:00.00,0.000415061,5.83984,9.89558,18.0796,14.2
453,2011-03-30,00:00:00.00,0.00520313,5.6508,9.5706,17.4432,12.9
454,2011-03-31,00:00:00.00,0.20529,5.49079,9.29084,16.9218,12.4
455,2011-04-01,00:00:00.00,0.285813,5.33531,9.0319,16.4601,13.5
456,2011-04-02,00:00:00.00,0.00033138,5.19331,8.78593,16,16.2
457,2011-04-03,00:00:00.00,0.00785384,5.10962,8.62271,15.6598,25.4
458,2011-04-04,00:00:00.00,4.50645,5.31791,8.85436,15.821,29
459,2011-04-05,00:00:00.00,18.1357,6.49959,10.4632,17.9122,25.6
460,2011-04-06,00:00:00.00,0.240153,9.59267,14.9966,24.5283,64
461,2011-04-07,00:00:00.00,0.902428,15.5414,24.4826,39.4844,53.7
462,2011-04-08,00:00:00.00,0.0410717,18.9145,31.5414,54.223,25.5
463,2011-04-09,00:00:00.00,0.000249858,16.6705,29.0219,54.8129,19.1
464,2011-04-10,00:00:00.00,2.45491e-308,13.9078,23.8737,45.5384,17
465,2011-04-11,00:00:00.00,3.74527,12.1317,20.7822,38.3492,15.7
466,2011-04-12,00:00:00.00,0.124635,11.1688,18.9509,34.9239,15.6
467,2011-04-13,00:00:00.00,0.00181205,10.6361,18.0202,32.8032,15.5
468,2011-04-14,00:00:00.00,1.7472e-308,10.1109,17.1855,31.3938,14.2
469,2011-04-15,00:00:00.00,1.49012e-308,9.60334,16.3101,29.8561,12.1
470,2011-04-16,00:00:00.00,0.000460412,9.09901,15.4957,28.3182,10.5
471,2011-04-17,00:00:00.00,20.9788,8.77753,14.8544,27.1159,10.6
472,2011-04-18,00:00:00.00,2.9384,8.897,14.905,26.8356,12.5
473,2011-04-19,00:00:00.00,0.119231,9.79092,16.1239,28.4902,14.7
474,2011-04-20,00:00:00.00,5.18105,10.3235,17.302,30.7495,15.4
475,2011-04-21,00:00:00.00,17.9644,9.87548,16.8647,30.8279,18.7
476,2011-04-22,00:00:00.00,0.397957,9.67633,16.2813,29.6891,43.3
477,2011-04-23,00:00:00.00,0.353131,10.2779,17.0673,30.3143,31.5
478,2011-04-24,00:00:00.00,13.6199,10.6022,17.8253,31.9057,23.2
479,2011-04-25,00:00:00.00,0.268895,10.248,17.4098,31.7842,35.8
480,2011-04-26,00:00:00.00,4.93565,10.2226,17.1592,31.0726,25.4
481,2011-04-27,00:00:00.00,7.76331,10.2694,17.2989,31.1288,20.4
482,2011-04-28,00:00:00.00,13.0163,10.0406,17.0046,30.9241,20.8
483,2011-04-29,00:00:00.00,6.93011,10.186,17.0564,30.758,35.4
484,2011-04-30,00:00:00.00,0.395567,10.7019,17.8697,31.846,56.2
485,2011-05-01,00:00:00.00,0.0404879,10.939,18.4039,33.0852,32.4
486,2011-05-02,00:00:00.00,5.27527,10.4485,17.7901,32.5312,20.5
487,2011-05-03,00:00:00.00,0.697459,9.72564,16.5922,30.516,18
488,2011-05-04,00:00:00.00,6.36231,9.26942,15.7252,28.7471,16.7
489,2011-05-05,00:00:00.00,0.0386468,9.04299,15.2861,27.7773,16.1
490,2011-05-06,00:00:00.00,0.00304186,8.92079,15.0579,27.2928,14.8
491,2011-05-07,00:00:00.00,10.3438,8.75824,14.8096,26.8762,13.4
492,2011-05-08,00:00:00.00,0.10069,8.55821,14.4818,26.3219,13.5
493,2011-05-09,00:00:00.00,0.0014118,8.633,14.483,26.1423,14.6
494,2011-05-10,00:00:00.00,0.000304313,8.62177,14.5452,26.2451,12.1
495,2011-05-11,00:00:00.00,0.244708,8.20906,14.0027,25.6353,10.3
496,2011-05-12,00:00:00.00,0.0290595,7.74554,13.1838,24.2856,9.27
497,2011-05-13,00:00:00.00,0.00796007,7.38179,12.5404,22.9761,8.32
498,2011-05-14,00:00:00.00,12.5626,7.1439,12.0977,22.0775,7.93
499,2011-05-15,00:00:00.00,20.2837,7.19309,12.07,21.7971,10
500,2011-05-16,00:00:00.00,12.8265,7.93511,13.0586,22.9929,20.5
501,2011-05-17,00:00:00.00,5.78621,9.37254,15.2696,26.4014,29
502,2011-05-18,00:00:00.00,2.53976,10.4853,17.3995,30.5011,28.2
503,2011-05-19,00:00:00.00,13.3288,10.5101,17.8058,32.2144,20.1
504,2011-05-20,00:00:00.00,8.71768,10.0214,17.0273,31.2109,32.3
505,2011-05-21,00:00:00.00,0.000901723,10.0033,16.7913,30.3642,78.6
506,2011-05-22,00:00:00.00,0.00769022,10.233,17.1645,30.7957,39.8
507,2011-05-23,00:00:00.00,1.8839,9.89698,16.8452,30.6569,20.6
508,2011-05-24,00:00:00.00,9.26817,9.21599,15.7495,29.0237,17.1
509,2011-05-25,00:00:00.00,0.0521642,8.7481,14.8558,27.2024,16.5
510,2011-05-26,00:00:00.00,12.8362,8.70352,14.6342,26.4817,26.9
511,2011-05-27,00:00:00.00,9.03027,8.89087,14.9026,26.7746,21.8
512,2011-05-28,00:00:00.00,0.949837,9.27135,15.4803,27.6997,23.8
513,2011-05-29,00:00:00.00,0.718314,9.62691,16.1098,28.8398,22.4
514,2011-05-30,00:00:00.00,12.2126,9.39937,15.9747,29.0017,18.2
515,2011-05-31,00:00:00.00,8.32965,8.99077,15.2755,27.9762,20.1
516,2011-06-01,00:00:00.00,1.158e-308,9.05977,15.1801,27.4129,27.4
517,2011-06-02,00:00:00.00,1.15534e-308,9.27425,15.5567,27.8978,18.2
518,2011-06-03,00:00:00.00,0.00878358,9.00341,15.3116,27.8548,14
519,2011-06-04,00:00:00.00,0.000354062,8.4224,14.3913,26.499,11.1
520,2011-06-05,00:00:00.00,12.9736,7.95195,13.5245,24.8655,10.1
521,2011-06-06,00:00:00.00,0.0409345,7.80121,13.1595,23.9391,11.3
522,2011-06-07,00:00:00.00,0.00249968,8.03656,13.4275,24.0731,10.1
523,2011-06-08,00:00:00.00,13.4629,8.16765,13.7414,24.6635,9.3
524,2011-06-09,00:00:00.00,1.1782,7.99882,13.5592,24.657,8.52
525,2011-06-10,00:00:00.00,0.344012,8.04576,13.5026,24.4369,7.58
526,2011-06-11,00:00:00.00,0.0574839,8.03421,13.5553,24.4466,6.71
527,2011-06-12,00:00:00.00,0.0205217,7.62331,13.0188,23.8709,6.25
528,2011-06-13,00:00:00.00,0.073678,7.1632,12.2032,22.5272,5.99
529,2011-06-14,00:00:00.00,0.00568998,6.80785,11.5727,21.2215,5.7
530,2011-06-15,00:00:00.00,3.99184e-308,6.54625,11.1042,20.3055,5.58
531,2011-06-16,00:00:00.00,0.000147005,6.32364,10.7217,19.5777,5.25
532,2011-06-17,00:00:00.00,0.0838529,6.11363,10.3664,18.9226,4.97
533,2011-06-18,00:00:00.00,0.0193176,5.91614,10.0281,18.3066,4.85
534,2011-06-19,00:00:00.00,2.7625e-308,5.72867,9.71055,17.7185,4.61
535,2011-06-20,00:00:00.00,7.879e-308,5.55155,9.40805,17.1692,4.4
536,2011-06-21,00:00:00.00,0.0264387,5.38306,9.12219,16.6524,4.14
537,2011-06-22,00:00:00.00,0.66753,5.22341,8.85005,16.1545,4
538,2011-06-23,00:00:00.00,21.519,5.1301,8.66533,15.764,4.25
539,2011-06-24,00:00:00.00,8.13301,5.30944,8.85842,15.8719,6.24
540,2011-06-25,00:00:00.00,5.91709,5.98332,9.81716,17.152,7.24
541,2011-06-26,00:00:00.00,1.06223,6.57834,10.9178,19.1332,10.4
542,2011-06-27,00:00:00.00,0.0635285,6.47616,11.0213,19.9645,9.31
543,2011-06-28,00:00:00.00,0.0035241,6.01809,10.3009,19.0879,7.68
544,2011-06-29,00:00:00.00,0.972748,5.58648,9.53911,17.6427,6.5
545,2011-06-30,00:00:00.00,0.0823086,5.30187,9.00953,16.5583,5.79
546,2011-07-01,00:00:00.00,0,5.11649,8.67113,15.8586,6.66
547,2011-07-02,00:00:00.00,0,4.96095,8.40754,15.34,5.44
548,2011-07-03,00:00:00.00,10.5175,4.83995,8.18841,14.9294,4.82
549,2011-07-04,00:00:00.00,9.3161e-308,4.80495,8.09814,14.6795,4.54
550,2011-07-05,00:00:00.00,1.94674e-308,4.90928,8.22401,14.7769,4.14
551,2011-07-06,00:00:00.00,0.00975069,4.94424,8.33154,14.9989,3.9
552,2011-07-07,00:00:00.00,0.0470731,4.76215,8.10393,14.8164,3.71
553,2011-07-08,00:00:00.00,0.0322686,4.53377,7.7073,14.1914,3.5
554,2011-07-09,00:00:00.00,0.00341848,4.36283,7.39351,13.5449,3.5
555,2011-07-10,00:00:00.00,0.00092179,4.23116,7.16471,13.078,3.35
556,2011-07-11,00:00:00.00,0.0269349,4.12045,6.97206,12.717,3.21
557,2011-07-12,00:00:00.00,0.192306,4.01285,6.79218,12.3845,3.1
558,2011-07-13,00:00:00.00,0.0357121,3.91033,6.61688,12.0661,2.97
559,2011-07-14,00:00:00.00,4.0156e-308,3.81102,6.44927,11.7584,2.79
560,2011-07-15,00:00:00.00,0.000324563,3.71597,6.28765,11.4624,2.66
561,2011-07-16,00:00:00.00,0.000988986,3.62444,6.13256,11.1787,2.53
562,2011-07-17,00:00:00.00,0.00113392,3.53672,5.98369,10.9056,2.45
563,2011-07-18,00:00:00.00,0,3.4521,5.84099,10.6436,2.41
564,2011-07-19,00:00:00.00,0.924716,3.37048,5.70855,10.3931,2.38
565,2011-07-20,00:00:00.00,0.0100789,3.29156,5.5806,10.1559,2.34
566,2011-07-21,00:00:00.00,0.00465349,3.21549,5.45061,9.92988,2.26
567,2011-07-22,00:00:00.00,2.84882e-308,3.14208,5.32725,9.71275,2.2
568,2011-07-23,00:00:00.00,0.182771,3.07104,5.21718,9.50413,2.12
569,2011-07-24,00:00:00.00,0.108155,3.0021,5.10608,9.29921,2.07
570,2011-07-25,00:00:00.00,1.51116,2.93533,4.99095,9.09576,2.31
571,2011-07-26,00:00:00.00,0.903918,2.87094,4.88106,8.89446,2.39
572,2011-07-27,00:00:00.00,0.00372365,2.80911,4.7751,8.69939,2.13
573,2011-07-28,00:00:00.00,0.0160698,2.74976,4.67343,8.51343,2.15
574,2011-07-29,00:00:00.00,6.83355,2.69721,4.58035,8.34017,2.41
575,2011-07-30,00:00:00.00,13.0434,2.6824,4.52993,8.2255,3.49
576,2011-07-31,00:00:00.00,0.000400688,2.76946,4.60665,8.29206,3.89
577,2011-08-01,00:00:00.00,1.11812,2.95338,4.84792,8.62517,3.27
578,2011-08-02,00:00:00.00,0.19585,3.0334,5.0525,8.99508,2.96
579,2011-08-03,00:00:00.00,0.0472866,2.89798,4.97954,9.02162,2.65
580,2011-08-04,00:00:00.00,4.62049,2.71344,4.70377,8.6745,2.67
581,2011-08-05,00:00:00.00,6.295e-308,2.60145,4.45831,8.2376,2.77
582,2011-08-06,00:00:00.00,0.0289306,2.55113,4.33042,7.94366,2.59
583,2011-08-07,00:00:00.00,1.59386,2.51463,4.26031,7.77808,2.49
584,2011-08-08,00:00:00.00,6.6622,2.46634,4.18858,7.63885,2.55
585,2011-08-09,00:00:00.00,0.200656,2.43356,4.1232,7.51961,2.49
586,2011-08-10,00:00:00.00,20.1034,2.46439,4.13106,7.48011,3.43
587,2011-08-11,00:00:00.00,1.51988,2.60423,4.29133,7.63771,4.19
588,2011-08-12,00:00:00.00,0.2739,2.8783,4.66088,8.1394,4.12
589,2011-08-13,00:00:00.00,0.0190941,3.05241,5.01803,8.80721,3.63
590,2011-08-14,00:00:00.00,0.0145262,2.90119,4.99548,9.01698,3.07
591,2011-08-15,00:00:00.00,12.2742,2.661,4.65778,8.62078,2.99
592,2011-08-16,00:00:00.00,0.132838,2.57903,4.40002,8.16127,3.43
593,2011-08-17,00:00:00.00,0.0221701,2.67665,4.43865,8.03054,4.14
594,2011-08-18,00:00:00.00,0.4787,2.76153,4.58909,8.17455,3.15
595,2011-08-19,00:00:00.00,0.00646087,2.66811,4.56116,8.23193,2.82
596,2011-08-20,00:00:00.00,0.0202039,2.51566,4.34815,8.01671,2.62
597,2011-08-21,00:00:00.00,11.4708,2.42346,4.1455,7.69611,2.35
598,2011-08-22,00:00:00.00,10.7981,2.44083,4.09921,7.49361,2.39
599,2011-08-23,00:00:00.00,0.206491,2.61237,4.28254,7.61245,2.41
600,2011-08-24,00:00:00.00,0.0233785,2.83426,4.61907,8.06773,2.34
601,2011-08-25,00:00:00.00,24.3695,2.90238,4.84236,8.56227,2.47
602,2011-08-26,00:00:00.00,0.77099,2.91471,4.90963,8.83642,3.64
603,2011-08-27,00:00:00.00,0.0367901,3.16539,5.1637,9.20597,4.04
604,2011-08-28,00:00:00.00,0.0556331,3.38838,5.58945,9.81567,3.55
605,2011-08-29,00:00:00.00,0.0100955,3.21065,5.52806,9.99908,2.92
606,2011-08-30,00:00:00.00,0.015531,2.893,5.05985,9.45405,2.52
607,2011-08-31,00:00:00.00,0.0279423,2.69549,4.67993,8.69787,2.45
608,2011-09-01,00:00:00.00,1.00104,2.60443,4.44471,8.20017,2.34
609,2011-09-02,00:00:00.00,5.05249,2.55581,4.33704,7.94131,2.47
610,2011-09-03,00:00:00.00,0.0148416,2.51995,4.26965,7.78589,2.36
611,2011-09-04,00:00:00.00,4.03722,2.50898,4.23414,7.69536,2.32
612,2011-09-05,00:00:00.00,10.8139,2.50613,4.2231,7.6488,2.52
613,2011-09-06,00:00:00.00,0.154336,2.52825,4.24464,7.65835,3
614,2011-09-07,00:00:00.00,0.025222,2.62129,4.35213,7.78296,2.87
615,2011-09-08,00:00:00.00,1.92345,2.67735,4.46844,7.96257,2.8
616,2011-09-09,00:00:00.00,0.369527,2.58372,4.41839,7.9906,2.77
617,2011-09-10,00:00:00.00,0.000863973,2.4436,4.21685,7.7897,2.57
618,2011-09-11,00:00:00.00,0.0469447,2.34899,4.02109,7.47012,2.4
619,2011-09-12,00:00:00.00,0.277142,2.29392,3.90043,7.18408,2.25
620,2011-09-13,00:00:00.00,0.837934,2.25289,3.8225,6.9898,2.15
621,2011-09-14,00:00:00.00,0.0567526,2.21241,3.75464,6.85249,2.13
622,2011-09-15,00:00:00.00,5.65443,2.17875,3.69345,6.73682,2.11
623,2011-09-16,00:00:00.00,1.89551,2.16801,3.65962,6.65442,2.15
624,2011-09-17,00:00:00.00,0.139976,2.193,3.67682,6.64086,2.08
625,2011-09-18,00:00:00.00,0.00557427,2.20396,3.70383,6.66833,2.02
626,2011-09-19,00:00:00.00,0.00169141,2.153,3.66245,6.64164,1.97
627,2011-09-20,00:00:00.00,23.5433,2.11268,3.58907,6.55462,2.21
628,2011-09-21,00:00:00.00,0.256085,2.22916,3.67614,6.6041,3.41
629,2011-09-22,00:00:00.00,4.47686,2.58725,4.11089,7.08886,3.64
630,2011-09-23,00:00:00.00,0.0146218,2.87005,4.63239,7.88326,4.03
631,2011-09-24,00:00:00.00,12.9706,2.78616,4.75569,8.41341,3.37
632,2011-09-25,00:00:00.00,0.139055,2.62442,4.54351,8.35752,3.14
633,2011-09-26,00:00:00.00,0.160094,2.6537,4.44797,8.13304,2.94
634,2011-09-27,00:00:00.00,10.5466,2.73044,4.53949,8.15217,3.02
635,2011-09-28,00:00:00.00,16.4662,2.71756,4.58775,8.23747,3.79
636,2011-09-29,00:00:00.00,3.14585,2.84016,4.70613,8.44483,4.54
637,2011-09-30,00:00:00.00,4.3326,3.17294,5.11255,9.01541,4.58
638,2011-10-01,00:00:00.00,5.56799,3.3514,5.55484,9.71649,4.65
639,2011-10-02,00:00:00.00,0.131326,3.23261,5.53099,9.98447,4.92
640,2011-10-03,00:00:00.00,5.79508,3.07494,5.25531,9.69978,4.15
641,2011-10-04,00:00:00.00,5.13955,3.0027,5.10384,9.31577,3.92
642,2011-10-05,00:00:00.00,0.0238455,3.00288,5.0556,9.16481,4.44
643,2011-10-06,00:00:00.00,0.0098398,3.04023,5.09275,9.18519,4.46
644,2011-10-07,00:00:00.00,0.0210175,2.99307,5.07141,9.16337,3.95
645,2011-10-08,00:00:00.00,0.00999389,2.85639,4.90712,8.9574,3.39
646,2011-10-09,00:00:00.00,0.00048403,2.72655,4.68223,8.60355,3.08
647,2011-10-10,00:00:00.00,0,2.64314,4.50713,8.26071,3.2
648,2011-10-11,00:00:00.00,0.0390703,2.58842,4.39541,8.02988,2.81
649,2011-10-12,00:00:00.00,0.0254518,2.54148,4.31184,7.87528,2.67
650,2011-10-13,00:00:00.00,10.9135,2.51227,4.25127,7.7448,2.75
651,2011-10-14,00:00:00.00,3.14539,2.55711,4.27628,7.72207,3.16
652,2011-10-15,00:00:00.00,31.419,2.78347,4.53296,7.99866,5.26
653,2011-10-16,00:00:00.00,8.13808,3.24396,5.15989,8.90372,8.74
654,2011-10-17,00:00:00.00,3.08081,3.98129,6.40764,10.7411,11
655,2011-10-18,00:00:00.00,0.0206166,4.57672,7.56724,12.9265,14.9
656,2011-10-19,00:00:00.00,0.657224,4.42796,7.56626,13.7809,12.7
657,2011-10-20,00:00:00.00,13.148,3.93586,6.78872,12.8082,9.66
658,2011-10-21,00:00:00.00,24.8471,3.73169,6.30421,11.6476,12.7
659,2011-10-22,00:00:00.00,1.64728,4.15535,6.82581,11.9384,25.7
660,2011-10-23,00:00:00.00,0.202617,5.0867,8.23187,13.9529,28.8
661,2011-10-24,00:00:00.00,0.0053754,5.45578,9.14751,16.013,16.7
662,2011-10-25,00:00:00.00,4.09139,5.00187,8.64312,16.0505,12.7
663,2011-10-26,00:00:00.00,9.65516,4.51131,7.72357,14.54,10.1
664,2011-10-27,00:00:00.00,3.92566,4.39929,7.40793,13.5001,9.32
665,2011-10-28,00:00:00.00,0.850256,4.6476,7.71863,13.6973,10.7
666,2011-10-29,00:00:00.00,0.182343,4.82474,8.08491,14.3698,16.9
667,2011-10-30,00:00:00.00,0.0696011,4.6688,7.94624,14.4822,12.9
668,2011-10-31,00:00:00.00,0.00512394,4.38996,7.47553,13.8225,10
669,2011-11-01,00:00:00.00,0.0718257,4.16157,7.06579,12.9939,8.51
670,2011-11-02,00:00:00.00,0.019732,4.01693,6.79904,12.4225,7.38
671,2011-11-03,00:00:00.00,0,3.91774,6.62211,12.0589,6.65
672,2011-11-04,00:00:00.00,0.00369971,3.8274,6.47099,11.7741,6.12
673,2011-11-05,00:00:00.00,0.00727682,3.74254,6.32534,11.5116,5.7
