time,date,hour,precip [mm/day],sub676 [m3/s],sub684 [m3/s],sub685 [m3/s],sub685 (observed) [m3/s]
26,2010-01-27,00:00:00.00,2.73415,7.67388,11.3668,16.5195,18
27,2010-01-28,00:00:00.00,2.62292,8.41007,14.5546,25.3274,36
28,2010-01-29,00:00:00.00,3.54594,5.16622,9.74765,20.6765,25
29,2010-01-30,00:00:00.00,1.0423,3.75718,6.40088,12.5975,17
30,2010-01-31,00:00:00.00,0.0142473,3.15301,5.6506,10.2966,14.5
31,2010-02-01,00:00:00.00,4.04126,2.73929,4.80417,9.37116,13
32,2010-02-02,00:00:00.00,0.559255,2.49104,4.29543,8.13418,11.5
33,2010-02-03,00:00:00.00,2.52139,2.29144,3.96417,7.38697,10
34,2010-02-04,00:00:00.00,1.31329,2.16211,3.69629,6.91784,8.7
35,2010-02-05,00:00:00.00,0.0508273,2.0496,3.51018,6.50517,8
36,2010-02-06,00:00:00.00,0.00181451,1.97248,3.35768,6.20594,7.2
37,2010-02-07,00:00:00.00,0.00179054,1.90273,3.24043,5.97412,6.5
38,2010-02-08,00:00:00.00,0.00147919,1.85272,3.14479,5.77782,6
39,2010-02-09,00:00:00.00,0.000200131,1.80695,3.06705,5.62038,5.5
40,2010-02-10,00:00:00.00,1.372,1.77259,3.00292,5.4917,5.2
41,2010-02-11,00:00:00.00,2.47189,1.74064,2.94859,5.38384,4.9
42,2010-02-12,00:00:00.00,0.00115622,1.7153,2.90235,5.29256,4.7
43,2010-02-13,00:00:00.00,0.390219,1.69152,2.86186,5.21386,4.5
44,2010-02-14,00:00:00.00,0.333218,1.67184,2.82651,5.14493,4.3
45,2010-02-15,00:00:00.00,0.494319,1.65326,2.79486,5.08422,4.15
46,2010-02-16,00:00:00.00,0.601599,1.63713,2.76638,5.02958,4.01
47,2010-02-17,00:00:00.00,0.696602,1.62169,2.74013,4.98001,3.95
48,2010-02-18,00:00:00.00,0.0971295,1.60776,2.71585,4.93415,3.9
49,2010-02-19,00:00:00.00,0.0677529,1.5943,2.693,4.89144,3.85
50,2010-02-20,00:00:00.00,0.0257584,1.58168,2.67129,4.85102,3.8
51,2010-02-21,00:00:00.00,0.00270048,1.56933,2.65037,4.81241,3.75
52,2010-02-22,00:00:00.00,0.000371851,1.55754,2.6302,4.77518,3.73
53,2010-02-23,00:00:00.00,13.4309,1.54681,2.61148,4.73992,3.7
54,2010-02-24,00:00:00.00,1.08254,1.53839,2.59587,4.7085,3.67
55,2010-02-25,00:00:00.00,0.248762,1.52945,2.58119,4.68033,3.64
56,2010-02-26,00:00:00.00,3.2591,1.51866,2.56414,4.65157,3.61
57,2010-02-27,00:00:00.00,6.23551,1.53158,2.57232,4.6461,3.58
58,2010-02-28,00:00:00.00,0.934995,1.59262,2.64919,4.72278,3.55
59,2010-03-01,00:00:00.00,0.0248572,1.61468,2.71224,4.83657,3.52
60,2010-03-02,00:00:00.00,0.000535209,1.56889,2.67231,4.85851,3.5
61,2010-03-03,00:00:00.00,0.000800682,1.53824,2.60455,4.77864,3.48
62,2010-03-04,00:00:00.00,0.000526127,1.51961,2.56764,4.68068,3.46
63,2010-03-05,00:00:00.00,0.000278414,1.50056,2.53821,4.61343,3.44
64,2010-03-06,00:00:00.00,0.000158112,1.48457,2.50837,4.56355,3.42
65,2010-03-07,00:00:00.00,0,1.46854,2.48223,4.51281,3.4
66,2010-03-08,00:00:00.00,0,1.45435,2.457,4.46547,3.38
67,2010-03-09,00:00:00.00,0,1.44004,2.43323,4.42173,3.36
68,2010-03-10,00:00:00.00,0.000275858,3.46761,4.69866,6.78812,5
69,2010-03-11,00:00:00.00,0.0581357,12.3752,17.8964,25.0302,8
70,2010-03-12,00:00:00.00,0.0268277,14.2169,24.679,43.0269,13
71,2010-03-13,00:00:00.00,2.31843,6.84044,13.7474,31.2016,22
72,2010-03-14,00:00:00.00,15.4321,5.4261,8.47661,15.9103,54
73,2010-03-15,00:00:00.00,6.21609,7.5694,12.2257,19.6337,110
74,2010-03-16,00:00:00.00,0.370147,8.11472,13.7574,24.8409,161
75,2010-03-17,00:00:00.00,5.5586e-308,5.91661,10.6599,20.9865,69.1
76,2010-03-18,00:00:00.00,0.000374912,4.14197,7.34484,14.5674,41.5
77,2010-03-19,00:00:00.00,0.000192028,3.40841,6.01553,11.2813,31.1
78,2010-03-20,00:00:00.00,0.000872104,2.9001,5.15358,9.85147,25.5
79,2010-03-21,00:00:00.00,0.200193,2.63461,4.52805,8.67099,21.6
80,2010-03-22,00:00:00.00,0.255301,2.39165,4.15955,7.74661,18
81,2010-03-23,00:00:00.00,4.60252,2.37142,3.98211,7.34701,15.1
82,2010-03-24,00:00:00.00,0.732707,2.57361,4.22111,7.46326,14.1
83,2010-03-25,00:00:00.00,0.00460322,2.62877,4.41094,7.80805,12.8
84,2010-03-26,00:00:00.00,0.00120293,2.34983,4.12895,7.65309,11.6
85,2010-03-27,00:00:00.00,0.000363523,2.1812,3.74424,7.10183,10.2
86,2010-03-28,00:00:00.00,0.00103194,2.07305,3.53723,6.58391,9.16
87,2010-03-29,00:00:00.00,6.1303,2.13303,3.55517,6.4048,8.34
88,2010-03-30,00:00:00.00,1.26183,2.5079,4.01317,6.89324,8.98
89,2010-03-31,00:00:00.00,4.6015e-308,2.63671,4.39749,7.62515,9.2
90,2010-04-01,00:00:00.00,1.60033e-308,2.3367,4.12576,7.63774,8.8
91,2010-04-02,00:00:00.00,0.00995175,2.14512,3.69381,7.05391,8.07
92,2010-04-03,00:00:00.00,0.000249458,2.03995,3.47652,6.49082,7.79
93,2010-04-04,00:00:00.00,0.198004,1.94207,3.32382,6.12312,7.17
94,2010-04-05,00:00:00.00,0.323619,1.87062,3.18152,5.89405,6.7
95,2010-04-06,00:00:00.00,0.117607,1.80328,3.07172,5.65673,6.23
96,2010-04-07,00:00:00.00,16.9005,2.29105,3.57896,6.0686,7.98
97,2010-04-08,00:00:00.00,10.7071,4.62204,6.62118,9.81962,11.4
98,2010-04-09,00:00:00.00,16.7641,7.85714,12.3028,19.0875,24.1
99,2010-04-10,00:00:00.00,0.214644,9.58607,16.0392,27.9476,48.8
100,2010-04-11,00:00:00.00,0.377858,8.05734,14.1543,26.9742,37.9
101,2010-04-12,00:00:00.00,0.00135691,5.10895,9.37562,19.0172,23.7
102,2010-04-13,00:00:00.00,0,3.77688,6.56993,12.8395,17.7
103,2010-04-14,00:00:00.00,0,3.18277,5.65935,10.5166,14
104,2010-04-15,00:00:00.00,4.41638e-308,2.75469,4.84523,9.39323,11.4
105,2010-04-16,00:00:00.00,2.20819e-308,2.50479,4.31688,8.17102,9.89
106,2010-04-17,00:00:00.00,0.223214,2.29002,3.96862,7.42619,8.72
107,2010-04-18,00:00:00.00,0.763627,2.15378,3.68466,6.88807,7.94
108,2010-04-19,00:00:00.00,0.135475,2.02889,3.4804,6.47528,7.28
109,2010-04-20,00:00:00.00,1.0976e-308,1.94532,3.31389,6.13435,6.68
110,2010-04-21,00:00:00.00,0.0026586,1.86455,3.18078,5.87918,6.23
111,2010-04-22,00:00:00.00,0.000453236,1.80524,3.06833,5.65149,5.81
112,2010-04-23,00:00:00.00,0.000275306,1.74691,2.97129,5.46368,5.23
113,2010-04-24,00:00:00.00,0,1.70148,2.88749,5.29788,5.14
114,2010-04-25,00:00:00.00,0.00608253,1.65715,2.8131,5.1557,4.94
115,2010-04-26,00:00:00.00,15.3056,2.06718,3.2479,5.51797,5.04
116,2010-04-27,00:00:00.00,0.0496659,3.56282,5.1808,7.90555,5.5
117,2010-04-28,00:00:00.00,0.000567864,4.18364,6.80414,11.1307,5.3
118,2010-04-29,00:00:00.00,1.41167e-308,3.18594,6.0176,11.3609,5.06
119,2010-04-30,00:00:00.00,0.00839674,2.60963,4.62614,9.357,4.65
120,2010-05-01,00:00:00.00,0.00510573,2.35836,4.05192,7.77629,4.36
121,2010-05-02,00:00:00.00,2.15646,2.12806,3.71516,6.91948,4.32
122,2010-05-03,00:00:00.00,0.979678,1.99288,3.40538,6.43984,4.23
123,2010-05-04,00:00:00.00,10.4655,2.10405,3.47692,6.2505,4.35
124,2010-05-05,00:00:00.00,0.101562,2.78682,4.31074,7.13239,4.45
125,2010-05-06,00:00:00.00,9.95027,3.29599,5.31579,8.85884,8.09
126,2010-05-07,00:00:00.00,0.00576231,3.59368,5.93784,10.297,7.9
127,2010-05-08,00:00:00.00,24.3182,4.71351,7.41238,12.5933,6.54
128,2010-05-09,00:00:00.00,6.22672,8.13885,12.646,20.1416,9.83
129,2010-05-10,00:00:00.00,0.0846064,9.13459,15.5884,27.3572,47.6
130,2010-05-11,00:00:00.00,6.49663e-308,6.02538,11.1319,22.8632,32.5
131,2010-05-12,00:00:00.00,6.18291,4.3116,7.38475,14.569,19.6
132,2010-05-13,00:00:00.00,0.156771,4.05188,6.92096,12.3372,14.1
133,2010-05-14,00:00:00.00,12.3997,4.19195,6.97756,12.6679,11.6
134,2010-05-15,00:00:00.00,0.321446,5.00503,8.11302,14.054,12
135,2010-05-16,00:00:00.00,7.52861e-308,4.99344,8.50743,15.2544,19.8
136,2010-05-17,00:00:00.00,0.000761643,3.72134,6.85416,13.289,19.2
137,2010-05-18,00:00:00.00,0.000400039,2.97831,5.31138,10.4055,12.4
138,2010-05-19,00:00:00.00,0.0554672,2.64149,4.57526,8.80196,9.41
139,2010-05-20,00:00:00.00,0.000159198,2.34382,4.10441,7.7219,7.56
140,2010-05-21,00:00:00.00,0.000931188,2.17513,3.72958,7.04679,6.46
141,2010-05-22,00:00:00.00,0.0193185,2.00644,3.46641,6.49829,5.66
142,2010-05-23,00:00:00.00,4.45324,1.93028,3.28031,6.0926,5.31
143,2010-05-24,00:00:00.00,0.0215655,1.90516,3.21803,5.88982,5.2
144,2010-05-25,00:00:00.00,0.000352299,1.86909,3.16664,5.76287,4.94
145,2010-05-26,00:00:00.00,0.000194111,1.75096,3.01552,5.58208,4.61
146,2010-05-27,00:00:00.00,2.478e-308,1.66998,2.84893,5.31443,4.26
147,2010-05-28,00:00:00.00,0.00107439,1.60063,2.72845,5.04962,3.92
148,2010-05-29,00:00:00.00,0.11511,1.54321,2.62763,4.84139,3.73
149,2010-05-30,00:00:00.00,0.107654,1.48897,2.53397,4.66904,3.51
150,2010-05-31,00:00:00.00,0.00179412,1.44234,2.45211,4.51002,3.34
151,2010-06-01,00:00:00.00,3.42504,1.39845,2.37682,4.36664,3.35
152,2010-06-02,00:00:00.00,5.0611,1.38712,2.33976,4.26782,4.02
153,2010-06-03,00:00:00.00,17.1884,1.82858,2.8301,4.71073,3.66
154,2010-06-04,00:00:00.00,12.9771,3.65222,5.14995,7.52115,4.31
155,2010-06-05,00:00:00.00,7.56826,5.64817,8.83859,13.6294,6.35
156,2010-06-06,00:00:00.00,1.30388,5.62326,9.72509,17.4457,10.9
157,2010-06-07,00:00:00.00,24.2768,5.47822,9.15824,17.0141,18.2
158,2010-06-08,00:00:00.00,0.000442676,7.94848,12.5903,20.7434,22.1
159,2010-06-09,00:00:00.00,0.00197923,7.95286,13.7957,24.7977,22.5
160,2010-06-10,00:00:00.00,16.4233,5.64494,10.1112,20.4658,14.1
161,2010-06-11,00:00:00.00,0.104523,6.33953,10.1313,17.6389,12.7
162,2010-06-12,00:00:00.00,0.0168983,6.12445,10.6515,19.0086,14
163,2010-06-13,00:00:00.00,1.37155,4.17281,7.68801,15.679,17.7
164,2010-06-14,00:00:00.00,0.682127,3.21094,5.67048,11.0109,11.2
165,2010-06-15,00:00:00.00,0.27092,2.72587,4.83174,9.19193,8.66
166,2010-06-16,00:00:00.00,4.0931e-308,2.38493,4.16836,8.04034,6.98
167,2010-06-17,00:00:00.00,12.7765,2.48947,4.11056,7.47573,6.8
168,2010-06-18,00:00:00.00,0.0168832,3.34063,5.15036,8.61631,7.03
169,2010-06-19,00:00:00.00,0.0118288,3.60419,5.98523,10.1619,6.26
170,2010-06-20,00:00:00.00,0.165578,2.83706,5.25919,9.96659,5.49
171,2010-06-21,00:00:00.00,0.0166551,2.37973,4.19538,8.42176,4.88
172,2010-06-22,00:00:00.00,0,2.14698,3.7022,7.09499,4.53
173,2010-06-23,00:00:00.00,12.0219,2.21226,3.68502,6.65903,4.42
174,2010-06-24,00:00:00.00,0.125085,2.90456,4.49636,7.54346,4.77
175,2010-06-25,00:00:00.00,6.06459,3.19149,5.26886,8.92298,4.91
176,2010-06-26,00:00:00.00,0.00407077,2.82284,5.00335,9.20013,4.57
177,2010-06-27,00:00:00.00,4.35894,2.541,4.402,8.43713,4.32
178,2010-06-28,00:00:00.00,23.2531,3.03054,4.80434,8.45173,7.29
179,2010-06-29,00:00:00.00,0.401561,5.40772,8.07733,12.5687,5.8
180,2010-06-30,00:00:00.00,0.0807835,6.08791,10.257,17.4896,28.2
181,2010-07-01,00:00:00.00,0.00181487,4.08844,7.7919,15.72,22.5
182,2010-07-02,00:00:00.00,0.0125317,3.07273,5.36297,10.8801,11.5
183,2010-07-03,00:00:00.00,0.000610895,2.62486,4.63337,8.70069,7.28
184,2010-07-04,00:00:00.00,0,2.27041,4.00339,7.70376,5.42
185,2010-07-05,00:00:00.00,5.9457e-308,2.05948,3.55034,6.79982,4.5
186,2010-07-06,00:00:00.00,0.000458711,1.86683,3.24541,6.13754,3.95
187,2010-07-07,00:00:00.00,9.33482e-308,1.74162,2.9865,5.63757,3.59
188,2010-07-08,00:00:00.00,0.364302,1.62012,2.79051,5.24131,3.31
189,2010-07-09,00:00:00.00,2.06542,1.53533,2.62451,4.8952,3.15
190,2010-07-10,00:00:00.00,22.3913,2.00706,3.10963,5.24068,3.39
191,2010-07-11,00:00:00.00,0.000820809,3.91757,5.54813,8.2042,3.51
192,2010-07-12,00:00:00.00,1.33618,4.68403,7.65976,12.4225,3.66
193,2010-07-13,00:00:00.00,14.3402,3.77281,6.9612,13.0986,3.84
194,2010-07-14,00:00:00.00,0.257653,4.27294,6.75641,12.408,3.81
195,2010-07-15,00:00:00.00,0.0026415,4.34529,7.31489,12.8201,3.48
196,2010-07-16,00:00:00.00,1.07521,3.18547,6.0772,11.6279,3.24
197,2010-07-17,00:00:00.00,16.5498,3.04644,5.08901,9.94439,4.17
198,2010-07-18,00:00:00.00,0.433783,4.15519,6.35062,10.6784,6.44
199,2010-07-19,00:00:00.00,1.82166,4.39921,7.37637,12.6281,5.81
200,2010-07-20,00:00:00.00,4.70625,3.25959,6.18114,11.9562,4.69
201,2010-07-21,00:00:00.00,0.0407663,2.66867,4.71686,9.47879,4.43
202,2010-07-22,00:00:00.00,0.893835,2.37957,4.11238,7.88613,4.11
203,2010-07-23,00:00:00.00,0.580947,2.06702,3.65636,6.92747,3.84
204,2010-07-24,00:00:00.00,21.5375,2.47605,3.90681,6.91161,4.3
205,2010-07-25,00:00:00.00,12.7268,4.83948,7.011,10.6069,5.69
206,2010-07-26,00:00:00.00,0.230022,6.72213,10.8814,17.5332,19
207,2010-07-27,00:00:00.00,0.000183368,5.43499,9.83731,18.9469,12.6
208,2010-07-28,00:00:00.00,0.0119625,3.70189,6.66364,13.6006,7.63
209,2010-07-29,00:00:00.00,13.1383,3.29167,5.69074,10.441,7.08
210,2010-07-30,00:00:00.00,0.000626734,3.91487,6.21227,10.9823,8.38
211,2010-07-31,00:00:00.00,6.46283e-308,3.97016,6.69745,11.742,6.57
212,2010-08-01,00:00:00.00,0.725975,3.01535,5.65608,10.8867,4.98
213,2010-08-02,00:00:00.00,0.499898,2.46416,4.37169,8.83643,4.54
214,2010-08-03,00:00:00.00,0.140113,2.17521,3.77625,7.29582,4.22
215,2010-08-04,00:00:00.00,0.014871,1.94122,3.3927,6.42067,3.91
216,2010-08-05,00:00:00.00,0.0836589,1.78391,3.06999,5.85359,3.72
217,2010-08-06,00:00:00.00,0.183352,1.64507,2.84148,5.36644,3.58
218,2010-08-07,00:00:00.00,0.301887,1.54522,2.64763,4.96154,3.37
219,2010-08-08,00:00:00.00,0.21905,1.45426,2.49462,4.65953,3.17
220,2010-08-09,00:00:00.00,3.68056,1.38582,2.36624,4.39862,3.07
221,2010-08-10,00:00:00.00,7.88997,1.42061,2.36875,4.29292,3.29
222,2010-08-11,00:00:00.00,0.0722484,1.67431,2.67836,4.57605,4.54
223,2010-08-12,00:00:00.00,0.00589187,1.76008,2.93515,5.03348,3.81
224,2010-08-13,00:00:00.00,0.00957209,1.55508,2.74934,5.10176,3.46
225,2010-08-14,00:00:00.00,0.00375872,1.42337,2.45294,4.74109,3.28
226,2010-08-15,00:00:00.00,0.00756361,1.35172,2.30431,4.32343,3.1
227,2010-08-16,00:00:00.00,0.522864,1.2809,2.19578,4.05774,3.02
228,2010-08-17,00:00:00.00,0.00175272,1.22741,2.09076,3.88083,3.05
229,2010-08-18,00:00:00.00,0.000465939,1.17503,2.00587,3.70826,3.03
230,2010-08-19,00:00:00.00,0.00344398,1.13317,1.92823,3.55713,2.89
231,2010-08-20,00:00:00.00,0.318222,1.09247,1.86037,3.42798,2.77
232,2010-08-21,00:00:00.00,0.0776172,1.05849,1.79918,3.30987,2.64
233,2010-08-22,00:00:00.00,11.5414,1.18896,1.92686,3.38375,2.85
234,2010-08-23,00:00:00.00,3.80933,1.7138,2.59768,4.11083,3.84
235,2010-08-24,00:00:00.00,1.39172,1.96747,3.20837,5.17357,3.53
236,2010-08-25,00:00:00.00,0.0613653,1.65677,2.9987,5.53215,3.17
237,2010-08-26,00:00:00.00,0.00856614,1.44924,2.52879,5.05818,3
238,2010-08-27,00:00:00.00,0.0087041,1.35427,2.31221,4.41907,2.87
239,2010-08-28,00:00:00.00,0.00279941,1.26292,2.17779,4.0385,2.71
240,2010-08-29,00:00:00.00,0.00134834,1.19889,2.04556,3.82433,2.6
241,2010-08-30,00:00:00.00,0,1.13494,1.94446,3.61406,2.51
242,2010-08-31,00:00:00.00,0.000245968,1.08671,1.85221,3.43156,2.45
243,2010-09-01,00:00:00.00,0.000268733,1.03874,1.77343,3.28132,2.33
244,2010-09-02,00:00:00.00,0.312679,1.00035,1.70298,3.14419,2.36
245,2010-09-03,00:00:00.00,5.68982,1.0042,1.68648,3.06898,2.28
246,2010-09-04,00:00:00.00,12.2532,1.29087,2.01205,3.36443,2.65
247,2010-09-05,00:00:00.00,11.6197,2.20204,3.21258,4.74702,4.81
248,2010-09-06,00:00:00.00,1.36387,3.17528,4.86367,7.37711,4.69
249,2010-09-07,00:00:00.00,0.654975,3.05023,5.29404,9.18741,3.98
250,2010-09-08,00:00:00.00,0.260619,2.31487,4.31511,8.51422,3.86
251,2010-09-09,00:00:00.00,4.1085,1.96701,3.43703,6.9745,3.43
252,2010-09-10,00:00:00.00,1.30929,1.86971,3.17481,6.00033,3.13
253,2010-09-11,00:00:00.00,0.0228029,1.74202,3.00405,5.53649,2.96
254,2010-09-12,00:00:00.00,3.57054,1.57063,2.73199,5.19746,2.85
255,2010-09-13,00:00:00.00,2.45572,1.49544,2.54765,4.79301,2.88
256,2010-09-14,00:00:00.00,1.20891,1.42761,2.4347,4.50435,2.91
257,2010-09-15,00:00:00.00,0.0119409,1.30462,2.26477,4.23926,2.77
258,2010-09-16,00:00:00.00,0.0193767,1.21846,2.08975,3.94827,2.62
259,2010-09-17,00:00:00.00,23.1204,1.63956,2.51736,4.21397,3.45
260,2010-09-18,00:00:00.00,0.0571936,3.36938,4.72259,6.76406,4.63
261,2010-09-19,00:00:00.00,0.497321,4.10686,6.62238,10.4904,4.61
262,2010-09-20,00:00:00.00,0.00116598,2.91518,5.68755,10.8661,4.29
263,2010-09-21,00:00:00.00,0.0361034,2.24166,4.04269,8.53404,3.62
264,2010-09-22,00:00:00.00,1.30578,1.96677,3.39337,6.72886,3.23
265,2010-09-23,00:00:00.00,2.57343,1.71188,3.03035,5.73796,3.22
266,2010-09-24,00:00:00.00,0.0715371,1.57306,2.69532,5.19749,3.12
267,2010-09-25,00:00:00.00,0.135083,1.42781,2.48252,4.70323,2.96
268,2010-09-26,00:00:00.00,1.93683,1.33708,2.28916,4.30424,3.01
269,2010-09-27,00:00:00.00,0.0131351,1.24269,2.14064,4.01692,2.93
270,2010-09-28,00:00:00.00,4.38558,1.232,2.07326,3.81461,2.95
271,2010-09-29,00:00:00.00,32.1484,2.17771,3.13289,4.78466,3.95
272,2010-09-30,00:00:00.00,0.10374,5.51357,7.78599,10.7697,6.65
273,2010-10-01,00:00:00.00,0.00404993,6.5752,11.0303,18.2168,12.3
274,2010-10-02,00:00:00.00,0.158012,4.13375,8.0829,16.7296,9
275,2010-10-03,00:00:00.00,7.69945,3.14905,5.34203,10.9238,6.9
276,2010-10-04,00:00:00.00,0.335561,3.28393,5.42607,9.53655,5.8
277,2010-10-05,00:00:00.00,0.710546,3.08429,5.33428,9.6682,5.12
278,2010-10-06,00:00:00.00,4.90987,2.578,4.61108,8.83761,5.11
279,2010-10-07,00:00:00.00,3.66136,2.51261,4.23002,7.96574,5.96
280,2010-10-08,00:00:00.00,0.254302,2.58423,4.29352,7.68802,5.78
281,2010-10-09,00:00:00.00,0.00825247,2.26784,4.01923,7.43317,5.36
282,2010-10-10,00:00:00.00,0.00051367,1.9456,3.42964,6.69634,4.76
283,2010-10-11,00:00:00.00,0.00589426,1.72529,3.00253,5.84696,4.27
284,2010-10-12,00:00:00.00,3.69564,1.63842,2.79204,5.24028,4.1
285,2010-10-13,00:00:00.00,0,1.66744,2.78451,5.0516,4.37
286,2010-10-14,00:00:00.00,3.68841,1.69903,2.8447,5.0737,4.1
287,2010-10-15,00:00:00.00,19.0856,2.24911,3.48198,5.75802,7.9
288,2010-10-16,00:00:00.00,0.0194076,4.04913,5.83165,8.81938,11.4
289,2010-10-17,00:00:00.00,3.3618e-308,4.59617,7.61021,12.5752,9.42
290,2010-10-18,00:00:00.00,0.00156654,3.24623,6.30256,12.2459,7.19
291,2010-10-19,00:00:00.00,0.0430875,2.50728,4.46676,9.2757,5.81
292,2010-10-20,00:00:00.00,0.0802692,2.18712,3.80193,7.38574,5.16
293,2010-10-21,00:00:00.00,3.64579,1.97498,3.43952,6.47161,4.75
294,2010-10-22,00:00:00.00,7.54224,2.21157,3.56255,6.36652,5.23
295,2010-10-23,00:00:00.00,1.28773,2.74203,4.33746,7.21885,5.45
296,2010-10-24,00:00:00.00,5.39416,2.9243,4.86153,8.35322,5.5
297,2010-10-25,00:00:00.00,4.95021,2.93161,4.95617,8.9103,5.85
298,2010-10-26,00:00:00.00,0.139367,3.11668,5.13012,9.16304,5.84
299,2010-10-27,00:00:00.00,10.5579,3.13774,5.28986,9.4247,8.51
300,2010-10-28,00:00:00.00,0.0725936,3.6227,5.82931,10.1765,11.3
301,2010-10-29,00:00:00.00,1.8752,3.69573,6.20421,10.915,10.4
302,2010-10-30,00:00:00.00,0.463164,2.92481,5.39157,10.2422,10.9
303,2010-10-31,00:00:00.00,0.036846,2.44948,4.32055,8.63248,8.56
304,2010-11-01,00:00:00.00,0.0127129,2.14731,3.74065,7.21001,6.69
305,2010-11-02,00:00:00.00,0.00193762,1.90992,3.3379,6.34511,5.68
306,2010-11-03,00:00:00.00,0.00518689,1.76209,3.02541,5.76444,5.43
307,2010-11-04,00:00:00.00,2.32024,1.66532,2.85168,5.32835,4.87
308,2010-11-05,00:00:00.00,0.342306,1.67948,2.80989,5.11592,4.68
309,2010-11-06,00:00:00.00,1.47333,1.65142,2.79797,5.06079,4.73
310,2010-11-07,00:00:00.00,0.0164032,1.57018,2.68899,4.94544,4.54
311,2010-11-08,00:00:00.00,0.000654051,1.49737,2.55448,4.74615,4.37
312,2010-11-09,00:00:00.00,0.000724058,1.42442,2.43339,4.5098,4.27
313,2010-11-10,00:00:00.00,0.000894484,1.36188,2.32328,4.29761,4.12
314,2010-11-11,00:00:00.00,0.000471487,1.31838,2.23848,4.12544,3.97
315,2010-11-12,00:00:00.00,0.000227523,1.27668,2.17027,3.98275,3.8
316,2010-11-13,00:00:00.00,0.000527556,1.24447,2.10988,3.86698,3.77
317,2010-11-14,00:00:00.00,0.190419,1.21373,2.05846,3.7664,3.76
318,2010-11-15,00:00:00.00,1.60279,1.20538,2.03161,3.69588,3.82
319,2010-11-16,00:00:00.00,0.00837333,1.2324,2.05835,3.69545,3.74
320,2010-11-17,00:00:00.00,10.7609,1.4819,2.35567,3.9992,3.75
321,2010-11-18,00:00:00.00,8.13295,2.54108,3.69538,5.52931,5.43
322,2010-11-19,00:00:00.00,1.49645,3.70045,5.6457,8.64637,6.8
323,2010-11-20,00:00:00.00,0.0425202,3.53492,6.15034,10.6708,7.81
324,2010-11-21,00:00:00.00,0.000974427,2.75005,5.06929,9.93755,7.22
325,2010-11-22,00:00:00.00,0.255851,2.29935,4.04582,8.11464,6.35
326,2010-11-23,00:00:00.00,7.89487,2.26275,3.79702,7.041,5.95
327,2010-11-24,00:00:00.00,7.28701,3.03295,4.66725,7.8075,9.15
328,2010-11-25,00:00:00.00,0.0293042,3.91322,6.14106,10.0257,11.3
329,2010-11-26,00:00:00.00,10.0052,3.90448,6.66221,11.6694,12.5
330,2010-11-27,00:00:00.00,2.80211,3.87259,6.54079,11.9749,14.2
331,2010-11-28,00:00:00.00,2.36264,3.69359,6.29837,11.4808,14.8
332,2010-11-29,00:00:00.00,0.080524,2.95299,5.39536,10.2884,13.9
333,2010-11-30,00:00:00.00,0.0441091,2.49189,4.39202,8.69575,11.3
334,2010-12-01,00:00:00.00,19.1329,3.26959,5.02268,8.69922,10.6
335,2010-12-02,00:00:00.00,6.59958,6.98016,10.3302,15.4956,22.2
336,2010-12-03,00:00:00.00,1.80926,8.12768,13.8042,23.5591,52.9
