time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
35,2010-02-05,00:00:00.00,0.000742977,8.04947,15.849,9.20188,11.6294,81.8207,25.5,1.77307,1.61,2.80968,0.92,3.14417,4.83,4.71145,1.03,6.92577,8.19812,3.22,1.09276,0.12,19.0542,5.2,16.8795,5.96057,8.86129,2.45,1.45066,0.38,10.5815,0.6966,8.47007,1.0619,15.1984,42.1179,10.2507,25.1844,14.7207,20.898,1.9425,37.2262,11.8648,60.2244,13.0541,2.5679,0.7164,363.81,50.9703,30.4975,1.4442,70.8672,8.2119,7.39954,15.0615,20.6233,1.699,15.1988,3.1149,21.8428,2.1124,50.5569,18.7741,5.1387,14.1472,4.0493,40.983,12.0063,11.1221,2.9733,26.3869,16.5937,8.62845,,5.32763,2.3871,8.67178,4.8705
36,2010-02-06,00:00:00.00,0.0158456,8.06945,15.8955,9.21958,11.6376,81.9556,26,1.7558,1.45,2.80301,0.825,3.11371,4.7,4.71264,0.92,6.93802,8.19876,3.1,1.08339,0.116,19.0893,4.6,16.8714,5.97665,8.88046,2.09,1.43867,0.3,10.6162,0.6853,8.49764,1.0534,15.2523,42.2589,9.656,25.2718,14.7808,20.9775,1.6764,37.3596,11.8364,60.4189,12.2895,2.56729,0.6598,365.331,39.6436,30.6268,1.3309,71.4,8.7782,7.46434,15.4649,20.6811,1.4442,15.2496,2.8317,21.9187,2.087,50.754,20.0766,5.15582,14.1908,3.5962,41.226,11.7232,11.1597,2.9733,26.4416,15.4327,8.65956,,5.32554,2.1861,8.70069,4.1343
37,2010-02-07,00:00:00.00,0.00144405,8.08869,15.9338,9.22849,11.6314,82.1079,24.5,1.73859,1.3,2.79573,0.75,3.08334,4.63,4.7116,0.865,6.94628,8.19719,3,1.07233,0.113,19.116,4.15,16.945,5.98918,8.88409,1.7,1.42667,0.24,10.6453,0.6853,8.52102,1.0364,15.2984,42.3816,9.1463,25.3447,14.8295,21.045,1.6424,37.4785,11.8364,60.5763,11.5533,2.56303,0.64,366.668,28.3168,30.7724,1.2459,72.465,27.1842,7.49685,15.9267,20.7384,1.1327,15.3117,3.6812,21.9741,2.288,50.9242,19.7085,5.16998,14.2326,3.5113,41.2949,11.4683,11.1931,2.8317,26.5433,14.5549,8.68314,,5.35511,2.07,8.72462,3.9077
38,2010-02-08,00:00:00.00,8.28286e-06,8.10028,15.9622,9.23446,11.6247,82.2105,23.7,1.72144,1.22,2.7872,0.7,3.05305,4.57,4.70844,0.815,6.95106,8.19073,2.92,1.05944,0.11,19.1198,3.82,16.9444,5.99838,8.89423,1.4,1.41492,0.19,10.6685,0.6626,8.53949,1.0279,15.3361,42.4775,8.9198,25.4051,14.873,21.1013,1.4866,37.5696,11.3834,60.6946,10.9869,2.5576,0.572,368.884,22.4836,30.8055,1.3592,72.7124,19.8218,7.45992,15.6534,20.7819,1.5489,15.3376,3.9644,22.021,3.1998,51.0568,19.5103,5.1813,14.2606,3.3697,41.3198,11.2418,11.219,2.8317,26.5878,12.8275,8.70331,,5.35373,1.7132,8.74376,3.1149
39,2010-02-09,00:00:00.00,5.85229e-05,8.10978,15.9835,9.23518,11.6116,82.2673,25,1.70434,1.1,2.77811,0.65,3.02286,4.51,4.70326,0.79,6.95231,8.18164,2.85,1.05408,0.109,19.1325,3.6,16.9789,6.0045,8.89292,1.2,1.40689,0.15,10.6861,0.6456,8.55359,0.9798,15.366,42.5535,8.5517,25.4506,14.907,21.1469,1.3904,37.6438,11.2984,60.7949,10.4206,2.55325,0.521,369.831,22.0022,30.7681,1.2459,72.0135,14.7248,7.46638,15.2302,20.8153,1.4215,15.3395,4.2475,22.0561,4.9271,51.1333,18.3776,5.18992,14.2868,3.4263,41.3536,10.5339,11.2396,2.8317,26.6457,12.6859,8.71814,,5.37223,1.7217,8.75832,3.0299
40,2010-02-10,00:00:00.00,4.30824e-05,8.11339,15.9961,9.23179,11.5937,82.294,26,1.68744,1.01,2.76791,0.608,2.99278,4.42,4.69616,0.73,6.95032,8.16867,2.79,1.04706,0.109,19.1171,3.4,16.9756,6.00738,8.89361,1.05,1.39751,0.125,10.7003,0.6315,8.56411,1.0279,15.3878,42.6064,8.6933,25.4851,14.9346,21.1818,1.5178,37.699,11.6949,60.8686,10.0242,2.54881,0.4899,369.732,22.0871,30.81,1.1893,71.5353,12.7426,7.4781,15.1887,20.8391,1.665,15.3564,3.9644,22.0823,3.9927,51.1917,17.5564,5.19594,14.3005,3.4263,41.4208,10.817,11.2542,2.7807,26.6729,12.6859,8.72901,,5.36977,1.7047,8.76852,3.2564
41,2010-02-11,00:00:00.00,0.0125311,8.1143,16.0019,9.22434,11.572,82.2789,25.8,1.67059,0.98,2.75719,0.59,2.96282,4.37,4.68723,0.705,6.94517,8.15291,2.73,1.03129,0.11,19.1095,3.2,16.982,6.00709,8.88016,0.9,1.38134,0.105,10.7082,0.6173,8.57009,1.0364,15.4023,42.6408,8.9764,25.5054,14.9538,21.2059,1.5263,37.7373,11.3551,60.9149,9.7693,2.54313,0.4701,369.103,24.9755,30.839,1.1044,71.6655,11.3267,7.48063,15.2174,20.8528,1.5688,15.3705,3.6812,22.0982,3.7945,52.0788,19.5386,5.3672,14.6193,3.4263,41.6009,11.0436,11.2635,2.7751,26.6981,12.516,8.73546,,5.37957,1.7132,8.77454,3.0865
42,2010-02-12,00:00:00.00,0,8.11044,16.0002,9.21284,11.5454,82.2321,25.6,1.65355,0.94,2.74548,0.565,2.93298,4.33,4.67656,0.68,6.93706,8.13392,2.71,1.0165,0.113,19.0791,3.03,16.9706,6.00409,8.86895,0.8,1.36601,0.09,10.7084,0.6088,8.57113,1.0364,15.4095,42.6531,9.1747,25.5159,14.9665,21.2202,1.5376,37.7568,11.1852,60.9292,9.4861,2.5368,0.4474,368.986,24.4658,30.8395,1.076,71.7225,9.6277,7.4835,15.2124,20.8574,1.5489,15.3734,3.6812,22.1044,3.5962,53.2742,18.406,5.44203,14.7257,3.4263,42.0457,12.1196,11.2676,5.6917,26.7041,13.3089,8.73805,,5.37499,1.7047,8.77657,3.398
43,2010-02-13,00:00:00.00,0,8.10369,15.9919,9.19779,11.5153,82.1497,26.2,1.63663,0.89,2.7333,0.548,2.90327,4.29,4.66424,0.655,6.9261,8.11222,2.69,1.00598,0.117,19.0542,2.97,16.9558,5.99854,8.85193,0.7,1.35363,0.08,10.7054,0.5947,8.56909,1.0534,15.4099,42.6485,9.0614,25.5131,14.9718,21.2245,1.515,37.7602,10.8454,60.9205,9.3729,2.52957,0.4248,369.324,20.4164,30.8371,1.0194,71.6891,11.3267,7.48066,15.2129,20.8526,1.4923,15.3714,3.1432,22.099,3.1432,52.79,18.4343,5.26584,14.399,3.4263,42.2084,13.2523,11.2668,7.7588,26.703,13.4505,8.73676,,5.37778,1.6565,8.7748,3.3131
44,2010-02-14,00:00:00.00,0,8.09296,15.9769,9.17905,11.481,82.0369,27,1.61991,0.87,2.72024,0.53,2.8737,4.24,4.65036,0.63,6.91245,8.08773,2.69,0.995772,0.121,19.011,2.8,16.9337,5.99044,8.83486,0.64,1.34137,0.07,10.6988,0.589,8.56377,1.0534,15.4037,42.6248,8.4101,25.5016,14.9708,21.2203,1.4951,37.7471,10.7887,60.8844,9.3729,2.52164,0.4106,369.368,13.6204,30.8168,0.9628,71.672,9.9109,7.47641,15.202,20.8396,1.4753,15.3625,2.8317,22.0862,2.945,51.5342,18.6891,5.19157,14.2926,3.5679,41.683,13.8469,11.2612,5.5501,26.6877,13.762,8.73188,,5.37054,1.5971,8.76941,2.8317
45,2010-02-15,00:00:00.00,0,8.07936,15.9559,9.15707,11.4433,81.8925,26.1,1.60326,0.84,2.70676,0.515,2.84427,4.2,4.63498,0.61,6.89624,8.06073,2.67,0.985485,0.119,18.9698,2.68,16.9023,5.97994,8.81185,0.58,1.32909,0.064,10.6878,0.5805,8.55498,1.0194,15.3914,42.5859,8.5234,25.4781,14.9634,21.2066,1.481,37.7188,10.6471,60.8261,9.4861,2.51295,0.3879,369.127,12.9691,30.7859,0.9345,71.6053,8.4951,7.4681,15.1873,20.818,1.3734,15.3476,2.5485,22.0639,2.6901,51.1896,18.406,5.19287,14.2899,3.5962,41.2915,13.8753,11.2511,4.3042,26.6639,13.9319,8.72351,,5.36753,1.6084,8.76055,3.0582
46,2010-02-16,00:00:00.00,0,8.06234,15.9289,9.1318,11.402,81.7201,25.7,1.5867,0.836,2.6925,0.505,2.81499,4.15,4.6182,0.59,6.87759,8.03126,2.67,0.975319,0.117,18.9146,2.6,16.8686,5.96714,8.78798,0.53,1.31681,0.057,10.6729,0.6145,8.54302,1.0534,15.373,42.5289,8.4384,25.4465,14.9501,21.1853,1.4583,37.6758,10.3923,60.743,9.4861,2.5036,0.3766,368.765,14.8663,30.7437,0.8778,71.5158,7.0792,7.45776,15.1659,20.7889,1.3082,15.3269,2.2653,22.034,2.945,51.2147,17.2733,5.18331,14.2661,3.5113,41.3725,13.8753,11.2367,3.3414,26.6283,14.4133,8.71184,,5.35741,1.6509,8.7484,3.483
47,2010-02-17,00:00:00.00,0,8.04258,15.8964,9.10358,11.3575,81.5192,25.2,1.57022,0.82,2.67786,0.497,2.78586,4.13,4.60008,0.573,6.85662,7.9995,2.65,0.965174,0.119,18.859,2.49,16.8234,5.95216,8.75943,0.49,1.30452,0.054,10.6541,0.6201,8.52798,1.0704,15.3492,42.4585,8.7499,25.4041,14.931,21.1553,1.5291,37.6189,10.3923,60.6396,9.3729,2.4936,0.3653,368.324,21.0961,30.6895,0.8495,71.4024,7.3624,7.44423,15.1395,20.7522,1.4413,15.3006,1.699,21.9955,2.8289,51.0803,19.1139,5.17503,14.2438,3.6246,41.327,13.7337,11.2182,2.8883,26.5844,14.923,8.69703,,5.34951,1.6905,8.73311,3.5113
48,2010-02-18,00:00:00.00,0,8.01985,15.8585,9.07242,11.31,81.2927,25,1.55384,0.81,2.66252,0.488,2.7569,4.1,4.58069,0.569,6.83347,7.96555,2.65,0.955104,0.119,18.7927,2.41,16.7784,5.93511,8.72957,0.465,1.29224,0.052,10.6317,0.623,8.51003,1.0789,15.3197,42.3714,8.6933,25.3544,14.9066,21.1184,1.5291,37.5488,10.364,60.5139,9.2313,2.48298,0.3681,367.689,17.9812,30.6258,0.8212,71.2602,6.5129,7.42853,15.1078,20.7085,1.6735,15.2692,1.6141,21.9501,2.86,50.9798,18.8307,5.16397,14.2112,3.5679,41.195,13.8753,11.1959,2.6136,26.5303,15.2628,8.67922,,5.33646,1.6622,8.71483,3.483
49,2010-02-19,00:00:00.00,1.09004e-07,7.99457,15.8155,9.03858,11.2595,81.0408,24.8,1.53756,0.8,2.64686,0.481,2.7281,4.05,4.5601,0.545,6.80823,7.92953,2.65,0.945084,0.119,18.7245,2.36,16.7215,5.9161,8.69594,0.44,1.27997,0.05,10.6058,0.623,8.48931,1.0959,15.2853,42.2726,8.6933,25.2948,14.8769,21.0737,1.5999,37.4659,10.2224,60.3696,8.9764,2.47178,0.3823,366.893,13.5071,30.5512,0.8778,71.0978,5.6634,7.41017,15.0711,20.658,1.6537,15.2326,1.5857,21.8969,3.1998,50.8712,20.02,5.15149,14.179,3.9644,41.1347,15.0646,11.1698,2.2852,26.4681,15.6026,8.65856,,5.32438,1.699,8.69371,3.5396
50,2010-02-20,00:00:00.00,0.000173942,7.96667,15.7677,9.00212,11.2062,80.7657,24.5,1.52149,0.81,2.63058,0.477,2.69946,4.02,4.53839,0.53,6.78102,7.89158,2.63,0.935129,0.129,18.6479,2.31,16.6657,5.89522,8.66078,0.42,1.26772,0.048,10.5766,0.623,8.46595,1.0789,15.2459,42.1586,9.5145,25.2286,14.8423,21.0226,1.6764,37.3733,10.1941,60.2136,9.118,2.46023,0.3964,366.005,12.8558,30.4678,0.9061,70.9103,4.8139,7.38968,15.0298,20.6011,1.6169,15.1914,1.5291,21.8375,3.4547,50.7313,21.6624,5.13735,14.1377,4.559,41.0146,15.3477,11.1402,2.1124,26.3971,15.7725,8.63519,,5.30849,1.7245,8.66988,3.5962
51,2010-02-21,00:00:00.00,0.00315579,7.93644,15.732,8.96325,11.1506,80.4808,24,1.51187,0.815,2.61424,0.473,2.67267,3.98,4.5156,0.525,6.75204,7.85191,2.63,0.925233,0.142,18.5686,2.27,16.5988,5.87259,8.62254,0.4,1.25548,0.046,10.5455,0.623,8.44009,1.0959,15.2052,42.0407,9.5145,25.1594,14.8092,20.9727,1.7981,37.3274,7.504,60.0586,9.2313,2.45004,0.4474,365.202,13.5071,30.4005,0.9628,70.7104,4.3891,7.3669,14.9896,20.5381,1.5376,15.1456,1.5008,21.771,3.8228,50.5916,22.9366,5.1217,14.0966,4.7572,40.894,18.5475,11.1073,2.86,26.3187,16.1123,8.60924,,5.29279,1.6877,8.64348,3.5113
52,2010-02-22,00:00:00.00,0.076516,7.90389,15.7097,8.92208,11.0939,80.2124,23.6,1.5094,0.83,2.59775,0.472,2.65165,3.97,4.49316,0.512,6.72194,7.81229,2.63,0.920034,0.157,18.5013,2.24,16.5341,5.8483,8.58507,0.38,1.24781,0.045,10.5279,0.623,8.43327,1.0959,15.4408,42.4866,8.8632,25.6053,14.9162,21.1389,1.6565,37.4636,7.1642,59.9604,9.118,2.43778,0.4984,365.441,19.1705,30.3722,1.0477,71.5356,3.9644,7.4467,15.6626,20.6717,1.5404,15.1398,1.4725,21.8716,4.4174,50.4285,23.7012,5.1046,14.0474,4.7006,40.77,20.8129,11.097,2.3616,26.2323,14.0168,8.58084,,5.27419,1.7245,8.61464,3.5962
53,2010-02-23,00:00:00.00,0.968319,7.86923,15.6452,8.87871,11.0336,79.8972,24.5,1.48901,0.855,2.5815,0.472,2.633,3.96,4.46844,0.503,6.68969,7.77028,2.61,1.02053,0.171,18.4223,2.3,16.4588,5.82241,8.54263,0.36,1.23586,0.044,10.4965,0.6541,8.42387,1.0959,15.6197,42.7694,9.9958,25.8498,14.9657,21.215,2.1379,37.5003,8.2685,60.0453,9.3729,2.63465,0.6739,384.191,15.1778,37.2147,1.9255,86.0197,4.5307,10.7153,21.8593,29.0261,2.0898,20.2413,1.9822,29.928,6.343,57.8857,35.3961,6.38389,17.4522,10.6755,45.8564,20.4448,12.4547,2.8883,26.1413,13.4505,8.55012,,5.25534,1.682,8.58348,3.5113
54,2010-02-24,00:00:00.00,0.0271548,7.83251,15.543,8.83323,10.969,79.4901,24.3,1.45928,0.875,2.56625,0.468,2.73324,3.95,4.50092,0.495,6.66275,7.82233,2.61,1.0509,0.179,18.3078,2.35,16.3825,5.795,8.49622,0.35,1.21916,0.043,10.4361,0.6739,8.36607,1.0959,15.3172,41.9907,11.4683,25.2308,14.848,20.9628,2.5429,37.2035,8.0986,59.9679,10.4206,2.68571,0.8552,428.464,15.1778,44.182,2.9166,105.281,5.6634,11.9104,24.5624,32.4933,4.4741,23.3919,3.9644,34.1293,13.677,66.5884,56.9169,6.88088,18.7464,27.6372,53.1744,30.0159,13.9738,3.7945,26.7561,12.8275,9.01541,,5.80868,2.0643,8.98541,4.1626
55,2010-02-25,00:00:00.00,0.000808536,7.79389,15.4624,8.78585,10.9036,79.0732,24.1,1.44171,0.89,2.54752,0.455,2.7268,3.94,4.47442,0.492,6.62795,7.80562,2.61,0.922772,0.203,18.2008,2.36,16.2985,5.7662,8.45003,0.34,1.20682,0.042,10.3854,0.6739,8.30976,1.0789,15.0597,41.4644,11.2701,24.8512,14.7762,20.837,2.5344,36.8378,11.1852,59.3807,11.6949,2.4232,1.0534,462.569,79.2872,37.2397,5.805,101.517,7.9287,7.95007,17.4659,22.5935,10.1941,17.8136,13.7054,25.1009,20.558,60.7582,41.9089,5.53259,15.0884,26.5329,50.713,41.6258,13.0044,6.0032,27.2814,11.8931,9.23861,,5.89289,2.0728,9.15957,3.936
56,2010-02-26,00:00:00.00,0,7.75345,15.3935,8.73663,10.837,78.6788,23.7,1.42646,0.915,2.52556,0.448,2.56455,3.93,4.38769,0.488,6.58278,7.64194,2.57,0.872579,0.19,18.099,2.28,16.2157,5.73607,8.40236,0.33,1.19476,0.041,10.3415,0.6654,8.27804,1.0874,14.953,41.294,10.7887,24.7292,14.6582,20.7224,2.3616,36.5931,11.7515,58.8534,12.601,2.36347,0.9713,454.51,124.594,28.9681,9.118,77.6842,18.944,6.86683,14.003,19.525,7.9004,14.35,15.5743,20.6735,19.7085,51.7086,31.4317,5.00853,13.7831,20.2465,42.624,54.6515,11.3427,7.6739,26.4636,11.1568,8.71273,,5.20947,2.1124,8.64247,3.5962
57,2010-02-27,00:00:00.00,0.0237825,7.73544,16.3055,8.77087,11.0127,79.8504,23,1.78063,0.925,2.50686,0.442,2.65662,3.92,4.36336,0.484,6.74469,7.70029,2.57,0.869291,0.16,17.9938,2.22,16.1251,5.70469,8.35283,0.36,1.18273,0.05,10.293,0.6428,8.23922,1.0874,14.8582,41.043,10.5622,24.5689,14.53,20.5473,2.0954,36.4339,11.7232,58.6101,12.2895,2.37379,0.943,398.292,121.762,29.4598,9.203,65.5526,25.74,7.3487,14.8173,20.3318,5.5218,14.7475,16.9901,21.3243,12.7426,49.9504,34.8297,5.00995,13.7692,14.8947,39.3291,50.404,10.8167,5.6067,25.6722,11.6099,8.60486,,5.47545,2.1323,8.49527,4.2758
58,2010-02-28,00:00:00.00,0.00562667,7.69709,16.8769,8.74956,11.2062,82.2196,24.1,2.03311,0.95,2.48793,0.438,2.86946,3.91,4.33495,0.483,6.8253,7.85237,2.55,0.856785,0.139,17.8846,2.19,16.0348,5.67212,8.30193,0.4,1.17075,0.06,10.243,0.6598,8.19855,1.1044,14.789,40.8591,11.0153,24.4604,14.4382,20.4308,2.22,36.254,11.7515,58.3215,11.3267,2.3447,0.9769,352.609,104.772,29.8484,7.9854,69.6589,22.5968,7.07818,14.5383,19.7917,4.9554,14.7792,14.1584,21.1756,11.3834,49.6955,33.4139,4.97202,13.6863,12.2046,39.8715,46.7228,10.7964,4.2475,25.5524,13.9036,8.56854,,5.5359,2.4183,8.51028,4.7289
59,2010-03-01,00:00:00.00,0.0173402,7.62507,15.9061,8.62846,11.0306,81.6997,25.6,1.86344,0.98,2.53779,0.437,3.0609,3.9,4.49554,0.482,6.94725,8.02627,2.55,0.848951,0.157,17.7729,2.17,15.9381,5.63845,8.2495,0.44,1.15881,0.074,10.1908,0.6711,8.15734,1.1044,14.7336,40.7739,12.4877,24.3515,14.3525,20.3097,2.1747,36.0676,11.978,58.0175,11.1002,2.33698,1.0704,351.105,90.6139,29.1544,6.7394,68.5638,19.3687,7.15219,14.4552,19.9664,4.5307,14.6679,11.3267,21.0476,11.5533,48.9076,33.1307,4.95122,13.6286,11.2135,39.712,44.1743,10.7444,5.4935,25.4662,14.0168,8.34646,,5.13009,2.4636,8.36941,4.8139
60,2010-03-02,00:00:00.00,0.00427664,7.57608,15.2059,8.54793,10.7663,78.6067,26.2,1.70211,1.05,2.52712,0.7,3.06508,3.86,4.46573,0.74,6.92614,8.09193,2.81,0.838908,0.484,17.6577,2.23,15.8415,5.60374,8.19577,0.56,1.14693,0.11,10.1367,0.6994,8.11366,1.0789,14.6801,40.6133,15.0929,24.2523,14.2779,20.2041,3.1149,35.8835,13.1957,57.7159,11.5533,2.317,1.3309,354.553,93.4456,29.3465,6.0315,67.6212,17.698,7.07078,14.4369,19.701,4.3042,14.6389,8.4951,20.9744,11.2701,48.7994,32.5644,4.92377,13.5451,9.9392,39.4268,41.9089,10.6864,6.0032,25.3102,11.8931,8.29055,,5.10525,2.3163,8.31406,4.5873
61,2010-03-03,00:00:00.00,0.00261304,7.5284,15.0807,8.47194,10.5499,76.9109,25.6,1.55779,1.19,2.43132,0.875,2.7734,3.85,4.24287,0.92,6.47192,7.68956,2.94,0.830067,1.92,17.5401,2.26,15.7394,5.56804,8.14063,0.65,1.13511,0.14,10.0809,0.7391,8.06918,1.0789,14.5749,40.2438,15.8008,24.0957,14.1997,20.0933,3.936,35.6941,13.5071,57.3973,12.9691,2.30337,1.7273,352.479,161.406,28.9664,9.7976,68.0129,17.4149,7.04621,14.3025,19.6787,5.097,14.485,7.0792,20.8185,11.525,48.4744,30.5822,4.89694,13.481,8.7499,39.4318,37.3782,10.6297,4.559,25.1765,11.1285,8.2349,,5.0584,2.2653,8.26468,3.936
62,2010-03-04,00:00:00.00,0.00624304,7.4778,15.0154,8.40763,10.4207,76.814,26.1,1.67388,1.3,2.40973,1.2,2.53552,4,4.21254,1.6,6.31204,7.31668,3.46,0.820738,3.02,17.4197,2.32,15.6371,5.53144,8.08444,0.8,1.12334,0.18,10.0233,0.7702,8.02294,1.0789,14.4778,39.9806,14.4133,23.9388,14.1234,19.9827,2.8883,35.5004,13.3372,57.0787,16.2822,2.28571,2.5825,349.468,280.054,28.9117,14.1584,67.0619,21.0394,7.00282,14.2607,19.4934,6.9376,14.4013,5.6634,20.6948,11.4683,48.1639,28.8832,4.86894,13.394,7.8721,38.9962,36.2456,10.5674,4.7006,25.0367,10.6755,8.18703,,5.02822,2.3984,8.21702,3.7945
63,2010-03-05,00:00:00.00,0.00591935,7.4284,14.9171,8.3498,10.3767,76.2771,25.5,1.73492,1.45,2.39134,1.8,2.47327,4.55,4.18105,4.25,6.32097,7.27116,4.85,0.811933,4.5,17.2971,2.39,15.5303,5.49398,8.0271,0.95,1.11163,0.24,9.96412,0.7985,7.97567,1.0959,14.4,39.7689,15.376,23.8114,14.0511,19.8776,3.0299,35.2882,12.9974,56.745,22.342,2.27269,3.5113,347.32,322.812,28.6933,15.6592,67.0123,26.1364,6.96025,14.1507,19.4258,6.5129,14.3187,5.097,20.5846,11.1568,47.9282,31.1485,4.84023,13.3243,7.9287,38.7153,34.5466,10.5059,5.9465,24.8858,10.3923,8.13957,,4.99929,2.5485,8.16867,4.3891
64,2010-03-06,00:00:00.00,0.0060065,7.37614,14.8468,8.28945,10.3627,75.5131,25.1,1.5469,1.62,2.39107,2.6,2.48718,4.88,4.15245,4.3,6.26219,7.24508,5.87,0.803484,3.45,17.1729,2.48,15.4232,5.45573,7.96877,1.2,1.09998,0.3,9.91729,0.8495,7.93499,1.1213,14.3423,39.5827,14.6115,23.7046,13.99,19.7894,2.945,35.0736,13.1107,56.4085,26.3913,2.26195,5.5501,344.859,317.149,28.5338,18.1511,66.4298,25.825,6.92007,14.0805,19.2727,6.2297,14.2299,4.5307,20.4449,11.0719,47.5877,29.4495,4.81078,13.2343,7.419,38.5953,33.1307,10.4506,6.258,24.739,10.0808,8.08993,,4.96797,2.5485,8.11897,4.1626
65,2010-03-07,00:00:00.00,0.0375367,7.32459,15.2032,8.23561,10.5449,75.8965,24.8,1.52246,1.85,2.52689,3.5,2.48081,5.19,4.13968,4.4,6.2225,7.17747,6.72,0.794538,3.09,17.048,2.6,15.3125,5.41673,7.91048,1.6,1.08886,0.4,9.93016,0.9118,7.96332,1.1893,14.4334,40.2239,15.6592,24.1365,13.9287,19.732,3.2281,34.9907,13.224,56.2368,30.8654,2.24788,6.9376,343.715,319.98,28.3619,21.2376,66.1069,25.0604,6.8745,13.9831,19.178,5.6067,14.1427,3.9644,20.3326,11.0153,47.3373,30.8654,4.78066,13.1598,7.5323,38.4883,31.1485,10.4215,7.9004,24.5826,10.1657,8.03965,,4.93728,2.4919,8.06814,3.7661
66,2010-03-08,00:00:00.00,0.353288,7.28473,17.7632,8.23794,10.7585,78.8291,27.8,1.52765,2.19,3.21627,4.6,2.50559,5.75,4.8801,5.2,6.61183,7.37004,8.48,0.880779,3.41,18.8545,3.4,17.3273,6.09447,8.83158,2.1,1.50497,0.5,11.5504,0.9911,9.28413,1.4583,16.0754,46.6408,17.4432,27.407,14.8272,21.5632,3.6246,36.8841,13.5638,59.0861,37.0951,2.39309,10.2507,349.854,334.139,29.0888,30.0159,66.9997,27.4673,6.90233,15.0077,19.0375,5.4652,14.1252,3.6812,20.3667,12.0063,47.0755,32.5644,4.74989,13.0673,8.042,38.943,30.5822,10.9685,6.7111,24.428,10.5339,7.98804,,4.90487,2.5485,8.01633,4.1626
67,2010-03-09,00:00:00.00,0.783121,8.50256,21.7237,9.22484,11.3172,86.999,31.2,1.35524,2.48,4.98728,6,3.14235,6.84,7.28422,6.1,8.99858,9.28847,9.78,1.28379,4.22,24.6217,6,23.1613,8.34653,12.1086,3.2,2.61092,0.72,15.517,1.5489,12.3193,1.7726,19.7708,59.5067,21.2093,33.8225,17.0847,25.7402,4.4741,42.1332,14.1301,69.0556,44.7406,3.08299,13.2806,372.196,351.129,34.9779,47.5723,75.7687,46.7228,7.73838,17.9138,20.9498,9.1747,15.3855,5.6634,23.602,18.4626,48.6527,41.6258,4.91588,13.9958,8.8349,42.4137,31.7149,12.8174,7.3624,25.3561,12.063,8.14879,,4.96262,3.1149,8.3106,5.9465
68,2010-03-10,00:00:00.00,0.915225,11.555,21.9509,12.4277,13.0462,97.9112,36.6,1.24392,2.9,5.62406,8,4.18788,8.06,8.63423,5.75,9.98411,12.0695,10.4,1.75508,3.72,30.9868,12,29.3086,10.9826,16.1757,6,3.16112,2,16.4713,3.483,13.2424,2.9733,22.8172,65.8934,25.6267,39.3174,19.8528,29.954,5.0404,49.7028,16.3388,82.8045,52.103,4.25803,16.8202,407.975,379.446,41.6659,65.9783,85.9939,95.1446,9.48311,18.4276,27.6215,28.3168,19.9227,16.1406,31.4798,37.3782,57.6649,58.3327,5.90162,17.1445,23.8711,51.2199,46.1565,15.7712,9.4295,29.8865,16.2256,9.45974,,5.93425,5.3802,9.853,9.8259
